"a","b","c","b2","a1","b1","c1","a0","b0","SPCD_DIVISION","SPCD","JENKINS_SPGRPCD","equation"
15.605084742471,2.635317276572,-1.24698502093,NA,NA,NA,NA,NA,NA,NA,"12",NA,1
2.021188492527,2.36859036142,-0.647543390273,NA,NA,NA,NA,NA,NA,NA,"121",NA,1
0.965263779612,2.482840715083,-0.56001370318,NA,NA,NA,NA,NA,NA,NA,"122",NA,1
5.098080304392,2.168002353191,-0.800604544968,NA,NA,NA,NA,NA,NA,NA,"125",NA,1
4.565769387087,2.319340078153,-0.965629246886,NA,NA,NA,NA,NA,NA,NA,"129",NA,1
NA,NA,-1.229936328861,NA,NA,2.685927753485,NA,11.317191225674,2.453122303,NA,"131",NA,2
19.652679629152,2.312104169344,-1.293378466284,NA,NA,NA,NA,NA,NA,NA,"132",NA,1
10.810716870835,1.493695175391,-0.448522571343,NA,NA,NA,NA,NA,NA,NA,"133",NA,1
0.45257970782,1.839181317263,0.090906829291,NA,NA,NA,NA,NA,NA,NA,"15",NA,1
2.742349630078,1.9494839195,-0.31488549412,NA,NA,NA,NA,NA,NA,NA,"17",NA,1
3.958526266318,2.354548256443,-0.693801733604,NA,NA,NA,NA,NA,NA,NA,"19",NA,1
NA,NA,-0.668257644479,NA,NA,1.868929882965,NA,3.292996404588,2.300932814855,NA,"202",NA,2
1.205578219769,1.235502171359,0.142166609769,NA,NA,NA,NA,NA,NA,NA,"211",NA,1
0.413877859177,2.255042125168,-0.294566570961,NA,NA,NA,NA,NA,NA,NA,"241",NA,1
0.394212172805,1.67192050985,0.091153181074,NA,NA,NA,NA,NA,NA,NA,"261",NA,1
5.117016134914,2.679607477481,-1.067402223925,NA,NA,NA,NA,NA,NA,NA,"263",NA,1
86.639008448887,3.729452689127,-2.395382766815,NA,NA,NA,NA,NA,NA,NA,"313",NA,1
0.850316556558,1.998961809584,-0.418446486365,NA,NA,NA,NA,NA,NA,NA,"316",NA,1
24.894029598454,1.717168898392,-1.080721416383,NA,NA,NA,NA,NA,NA,NA,"317",NA,1
0.162369407246,1.733240678727,0.107905407362,NA,NA,NA,NA,NA,NA,NA,"318",NA,1
2.411251329331,2.442199749744,-0.92815983796,NA,NA,NA,NA,NA,NA,NA,"351",NA,1
1.801590291071,1.519332591318,-0.442314932155,NA,NA,NA,NA,NA,NA,NA,"371",NA,1
3.342942244464,2.623874309926,-1.036863522144,NA,NA,NA,NA,NA,NA,NA,"375",NA,1
0.101935668035,2.150969015552,0.125610203884,NA,NA,NA,NA,NA,NA,NA,"391",NA,1
0.10843696133,2.163204823758,0.06056329306,NA,NA,NA,NA,NA,NA,NA,"400",NA,1
0.003623694825,1.57694450612,1.109521989583,NA,NA,NA,NA,NA,NA,NA,"461",NA,1
0.236496975913,2.370433359627,-0.12373909345,NA,NA,NA,NA,NA,NA,NA,"491",NA,1
0.005694717636,1.435768475135,1.034561288601,NA,NA,NA,NA,NA,NA,NA,"531",NA,1
0.005592866653,1.652831403738,0.908279097974,NA,NA,NA,NA,NA,NA,NA,"540",NA,1
0.1355879307,1.330617476394,0.31649131556,NA,NA,NA,NA,NA,NA,NA,"541",NA,1
0.106761063559,1.480384048899,0.299913309144,NA,NA,NA,NA,NA,NA,NA,"544",NA,1
1.211029864853,2.292090163725,-0.718887613048,NA,NA,NA,NA,NA,NA,NA,"611",NA,1
4.177171877632,2.113762653994,-0.908415934662,NA,NA,NA,NA,NA,NA,NA,"621",NA,1
11.354024232125,2.445719489878,-1.479591494678,NA,NA,NA,NA,NA,NA,NA,"691",NA,1
15.145084825995,3.154480317282,-1.852174058905,NA,NA,NA,NA,NA,NA,NA,"694",NA,1
8.571727724531,2.48230008161,-1.222946645319,NA,NA,NA,NA,NA,NA,NA,"71",NA,1
1.108074285001,2.11027190681,-0.597411426768,NA,NA,NA,NA,NA,NA,NA,"73",NA,1
375.925078101129,3.474680126123,-2.829832114379,NA,NA,NA,NA,NA,NA,NA,"740",NA,1
0.339557969757,1.61290222975,-0.118743697941,NA,NA,NA,NA,NA,NA,NA,"741",NA,1
21.738935960807,2.471001179146,-1.345104883,NA,NA,NA,NA,NA,NA,NA,"742",NA,1
8.968358501893,2.366034779507,-1.3219555427,NA,NA,NA,NA,NA,NA,NA,"743",NA,1
0.222624778186,1.942697994951,-0.202392206335,NA,NA,NA,NA,NA,NA,NA,"746",NA,1
0.508613911697,1.400511704001,-0.086220596993,NA,NA,NA,NA,NA,NA,NA,"762",NA,1
0.011370280063,1.365067161545,1.090732935119,NA,NA,NA,NA,NA,NA,NA,"802",NA,1
349.277131807459,2.888645202729,-2.224941584838,NA,NA,NA,NA,NA,NA,NA,"806",NA,1
7.753553301043,2.822250274386,-1.28787472921,NA,NA,NA,NA,NA,NA,NA,"812",NA,1
0.465148293317,1.970075532575,-0.249313450173,NA,NA,NA,NA,NA,NA,NA,"822",NA,1
9.412284538358,2.338414867873,-1.011294080903,NA,NA,NA,NA,NA,NA,NA,"827",NA,1
7.249260296234,1.858688751424,-0.75625809564,NA,NA,NA,NA,NA,NA,NA,"828",NA,1
0.121217896613,1.645923709266,0.244195488692,NA,NA,NA,NA,NA,NA,NA,"831",NA,1
2.864293585676,2.297214959554,-0.809503031914,NA,NA,NA,NA,NA,NA,NA,"832",NA,1
0.109338181326,1.66948604496,0.246229103614,NA,NA,NA,NA,NA,NA,NA,"833",NA,1
74.100118953367,2.764381909621,-1.882379699337,NA,NA,NA,NA,NA,NA,NA,"837",NA,1
2.988093047549,2.245664172177,-0.541530255269,NA,NA,NA,NA,NA,NA,NA,"93",NA,1
6.581820798637,2.691511677904,-1.010198107218,NA,NA,NA,NA,NA,NA,NA,"94",NA,1
42.719115960252,2.7249775935,-1.585388570998,NA,NA,NA,NA,NA,NA,NA,"95",NA,1
1.90839636015,0.800356147485,-0.040441697762,NA,NA,NA,NA,NA,NA,NA,"950",NA,1
2.685953180251,1.943987143806,-0.420476272142,NA,NA,NA,NA,NA,NA,NA,"97",NA,1
0.02067089529,1.895260515595,0.57370371029,NA,NA,NA,NA,NA,NA,NA,"970",NA,1
0.066987852328,1.499037434737,0.36817745849,NA,NA,NA,NA,NA,NA,NA,"972",NA,1
0.108882364946,1.689140367688,0.357235092852,NA,NA,NA,NA,NA,NA,NA,"999",NA,1
0.533879162094,1.406444117599,0.140813780321,NA,NA,NA,NA,NA,NA,NA,NA,1,1
5.283087706773,1.9638662772,-0.627486802388,NA,NA,NA,NA,NA,NA,NA,NA,2,1
1.166751266951,1.870489765999,-0.184122364347,NA,NA,NA,NA,NA,NA,NA,NA,3,1
2.907354607175,2.427910288447,-0.827824824437,NA,NA,NA,NA,NA,NA,NA,NA,4,1
4.462024983392,2.337033381186,-0.72547304977,NA,NA,NA,NA,NA,NA,NA,NA,5,1
0.19413556879,1.755572237767,-0.022224992876,NA,NA,NA,NA,NA,NA,NA,NA,6,1
0.308712403616,1.614565842869,0.011692232809,NA,NA,NA,NA,NA,NA,NA,NA,7,1
0.224842334323,1.842407924212,-0.071910485099,NA,NA,NA,NA,NA,NA,NA,NA,8,1
0.294576339481,1.681051225941,0.084742743371,NA,NA,NA,NA,NA,NA,NA,NA,9,1
15.969396404376,1.467356930253,-0.516598582005,NA,NA,NA,NA,NA,NA,NA,NA,10,1
2.263841230775,2.149913486634,-0.503239821284,NA,NA,NA,NA,NA,NA,NA,"16",NA,1
2.263841230775,2.270287197573,-0.503239821284,NA,NA,NA,NA,NA,NA,NA,"20",NA,1
1.229992968048,1.91003854589,-0.282127411799,NA,NA,NA,NA,NA,NA,NA,"68",NA,1
1.229992968048,1.950696127272,-0.282127411799,NA,NA,NA,NA,NA,NA,NA,"81",NA,1
6.911634726964,2.769861537205,-0.986830404355,NA,NA,NA,NA,NA,NA,NA,"91",NA,1
6.911634726964,2.52221171001,-0.986830404355,NA,NA,NA,NA,NA,NA,NA,"98",NA,1
6.857362436773,2.173509838505,-1.104092286666,NA,NA,NA,NA,NA,NA,NA,"101",NA,1
6.857362436773,2.781426712456,-1.104092286666,NA,NA,NA,NA,NA,NA,NA,"116",NA,1
6.857362436773,2.563692337229,-1.104092286666,NA,NA,NA,NA,NA,NA,NA,"119",NA,1
6.857362436773,2.344041733148,-1.104092286666,NA,NA,NA,NA,NA,NA,NA,"123",NA,1
6.857362436773,2.437176888835,-1.104092286666,NA,NA,NA,NA,NA,NA,NA,"126",NA,1
6.857362436773,2.068587015628,-1.104092286666,NA,NA,NA,NA,NA,NA,NA,"128",NA,1
1.229992968048,1.729529585345,-0.282127411799,NA,NA,NA,NA,NA,NA,NA,"212",NA,1
1.229992968048,1.11168762574,-0.282127411799,NA,NA,NA,NA,NA,NA,NA,"221",NA,1
1.229992968048,1.549206327831,-0.282127411799,NA,NA,NA,NA,NA,NA,NA,"222",NA,1
1.229992968048,2.048487969601,-0.282127411799,NA,NA,NA,NA,NA,NA,NA,"242",NA,1
2.768287112606,1.890950302834,-0.812510842684,NA,NA,NA,NA,NA,NA,NA,"312",NA,1
1.369098120116,2.128492123541,-0.706453868101,NA,NA,NA,NA,NA,NA,NA,"361",NA,1
2.768287112606,2.330264644684,-0.812510842684,NA,NA,NA,NA,NA,NA,NA,"370",NA,1
2.768287112606,2.275710124292,-0.812510842684,NA,NA,NA,NA,NA,NA,NA,"372",NA,1
0.383493367847,1.9869543512,-0.131159328276,NA,NA,NA,NA,NA,NA,NA,"402",NA,1
0.383493367847,2.037133546743,-0.131159328276,NA,NA,NA,NA,NA,NA,NA,"403",NA,1
1.369098120116,2.298313125758,-0.706453868101,NA,NA,NA,NA,NA,NA,NA,"431",NA,1
1.369098120116,2.378234855422,-0.706453868101,NA,NA,NA,NA,NA,NA,NA,"460",NA,1
1.369098120116,2.287490816968,-0.706453868101,NA,NA,NA,NA,NA,NA,NA,"462",NA,1
1.369098120116,2.129799744354,-0.706453868101,NA,NA,NA,NA,NA,NA,NA,"471",NA,1
1.369098120116,2.35663320051,-0.706453868101,NA,NA,NA,NA,NA,NA,NA,"521",NA,1
1.369098120116,1.990651632952,-0.706453868101,NA,NA,NA,NA,NA,NA,NA,"543",NA,1
1.369098120116,2.286721882621,-0.706453868101,NA,NA,NA,NA,NA,NA,NA,"591",NA,1
1.369098120116,2.440421384149,-0.706453868101,NA,NA,NA,NA,NA,NA,NA,"631",NA,1
1.369098120116,2.249364027279,-0.706453868101,NA,NA,NA,NA,NA,NA,NA,"653",NA,1
1.369098120116,2.245028064194,-0.706453868101,NA,NA,NA,NA,NA,NA,NA,"693",NA,1
1.369098120116,1.996351891746,-0.706453868101,NA,NA,NA,NA,NA,NA,NA,"711",NA,1
1.369098120116,2.397951373069,-0.706453868101,NA,NA,NA,NA,NA,NA,NA,"731",NA,1
1.369098120116,2.147922301203,-0.706453868101,NA,NA,NA,NA,NA,NA,NA,"761",NA,1
0.383493367847,1.891016280581,-0.131159328276,NA,NA,NA,NA,NA,NA,NA,"800",NA,1
0.383493367847,1.852450376292,-0.131159328276,NA,NA,NA,NA,NA,NA,NA,"807",NA,1
0.383493367847,2.041564262296,-0.131159328276,NA,NA,NA,NA,NA,NA,NA,"813",NA,1
0.383493367847,2.569148668971,-0.131159328276,NA,NA,NA,NA,NA,NA,NA,"819",NA,1
0.383493367847,2.030312775536,-0.131159328276,NA,NA,NA,NA,NA,NA,NA,"820",NA,1
0.383493367847,1.807204004733,-0.131159328276,NA,NA,NA,NA,NA,NA,NA,"823",NA,1
0.383493367847,2.57931628515,-0.131159328276,NA,NA,NA,NA,NA,NA,NA,"824",NA,1
0.383493367847,1.932598943214,-0.131159328276,NA,NA,NA,NA,NA,NA,NA,"835",NA,1
0.383493367847,2.369671350752,-0.131159328276,NA,NA,NA,NA,NA,NA,NA,"840",NA,1
0.383493367847,2.368733660992,-0.131159328276,NA,NA,NA,NA,NA,NA,NA,"842",NA,1
1.369098120116,2.305449323924,-0.706453868101,NA,NA,NA,NA,NA,NA,NA,"901",NA,1
0.682168963277,2.08187586701,-0.485308401391,NA,NA,NA,NA,NA,NA,NA,"920",NA,1
0.682168963277,2.200140357137,-0.485308401391,NA,NA,NA,NA,NA,NA,NA,"922",NA,1
1.369098120116,2.196778494487,-0.706453868101,NA,NA,NA,NA,NA,NA,NA,"931",NA,1
1.369098120116,2.270668606911,-0.706453868101,NA,NA,NA,NA,NA,NA,NA,"935",NA,1
1.369098120116,2.134589487739,-0.706453868101,NA,NA,NA,NA,NA,NA,NA,"951",NA,1
1.369098120116,2.006987858329,-0.706453868101,NA,NA,NA,NA,NA,NA,NA,"952",NA,1
