"a","b","c","a0","b0","b1","SPCD_DIVISION","SPCD","JENKINS_SPGRPCD","equation"
0.039303520767,1.832306532843,1.057089844727,NA,NA,NA,"491 230",NA,NA,1
0.108326702862,2.500877955541,0.379909614264,NA,NA,NA,"531 210",NA,NA,1
1.47947342803,2.802762415846,-0.550722765409,NA,NA,NA,"540 230",NA,NA,1
2.151051371115,2.275862814178,-0.230791334017,NA,NA,NA,"541 210",NA,NA,1
0.042383408676,2.36044287116,0.507494199412,NA,NA,NA,"544 230",NA,NA,1
0.103333948129,3.16756239899,-0.162651126866,NA,NA,NA,"611 230",NA,NA,1
0.000635682811,3.318521789478,0.844234440505,NA,NA,NA,"621 230",NA,NA,1
23.480072236314,3.736573074133,-1.748229761155,NA,NA,NA,"621 M220",NA,NA,1
89.160828070891,4.00753879117,-2.429335986699,NA,NA,NA,"691 230",NA,NA,1
1.21753392339,3.454135011251,-0.961298038794,NA,NA,NA,"694 230",NA,NA,1
21.642173431435,2.998147615212,-1.37868449779,NA,NA,NA,"71 210",NA,NA,1
0.033110007205,3.661532544269,-0.226955512698,NA,NA,NA,"740 230",NA,NA,1
0.369538503393,2.958864540292,-0.310082631704,NA,NA,NA,"741 210",NA,NA,1
14.51555218976,4.36087777142,-2.000439579129,NA,NA,NA,"743 210",NA,NA,1
0.86289748688,3.171609189499,-0.615515966264,NA,NA,NA,"746 210",NA,NA,1
1.912605523859,2.603843412778,-0.540177990623,NA,NA,NA,"746 M330",NA,NA,1
0.00478263908,2.669533388866,1.005314035374,NA,NA,NA,"762 210",NA,NA,1
0.020150829928,2.417295711015,0.851545753176,NA,NA,NA,"802 210",NA,NA,1
0.004294936695,3.409007669453,0.578652976381,NA,NA,NA,"802 220",NA,NA,1
0.036614883624,3.162708086156,0.278384905373,NA,NA,NA,"802 230",NA,NA,1
0.003795934624,2.337549205679,1.30586951288,NA,NA,NA,"802 M220",NA,NA,1
0.00237690701,2.460564251017,1.310671275923,NA,NA,NA,"806 M220",NA,NA,1
2.54825916223,2.96468672994,-0.661938179236,NA,NA,NA,"822 230",NA,NA,1
2.132780008744,2.726513600851,-0.413598786496,NA,NA,NA,"827 230",NA,NA,1
0.004867673979,3.128305695398,0.638410104323,NA,NA,NA,"828 230",NA,NA,1
0.000631864068,2.543286624267,1.443703136077,NA,NA,NA,"831 230",NA,NA,1
3.280061411651,3.312682089171,-0.901822132789,NA,NA,NA,"832 M220",NA,NA,1
0.523539459087,2.743873795061,-0.106595112248,NA,NA,NA,"833 210",NA,NA,1
0.588884856523,2.882222544443,-0.201587077761,NA,NA,NA,"833 M220",NA,NA,1
3.077431492428,2.655568993647,-0.61101638611,NA,NA,NA,"93 M330",NA,NA,1
5.682407325323,2.518946065232,-0.736092657214,NA,NA,NA,"94 210",NA,NA,1
2.190442162286,3.261325454976,-0.846370744677,NA,NA,NA,"95 210",NA,NA,1
0.044311803358,2.076150262295,0.661917260797,NA,NA,NA,"950 210",NA,NA,1
0.074202394073,3.900574979506,-0.23052185893,NA,NA,NA,"970 230",NA,NA,1
6.231186736845,2.420015222323,-0.675231849774,NA,NA,NA,"972 210",NA,NA,1
2.142727069816,3.381493444719,-0.971240972342,NA,NA,NA,NA,"1_111",NA,1
NA,NA,-0.612092190851,1.79722355085,2.573761479826,3.24315453119,NA,"1_131",NA,2
1.335397651991,3.179300991069,-0.745237308464,NA,NA,NA,NA,"105",NA,1
13.581102200389,3.166978211861,-1.312080923122,NA,NA,NA,NA,"108",NA,1
0.652240998069,3.962110402576,-1.117194052242,NA,NA,NA,NA,"110",NA,1
0.858432090597,3.748201042703,-1.095286702643,NA,NA,NA,NA,"111",NA,1
2.480510018864,2.780354375543,-0.655208294018,NA,NA,NA,NA,"12",NA,1
1.377818698865,3.612612683215,-1.024318690374,NA,NA,NA,NA,"121",NA,1
1.033539089041,2.9966833619,-0.628170258353,NA,NA,NA,NA,"122",NA,1
4.164266420365,3.259358497736,-1.132436577275,NA,NA,NA,NA,"125",NA,1
4.945637293966,3.215726191233,-1.128810156362,NA,NA,NA,NA,"129",NA,1
0.53576877826,3.173277659532,-0.625507895752,NA,NA,NA,NA,"131",NA,1
4.920019510032,3.058501805947,-0.941924709635,NA,NA,NA,NA,"132",NA,1
0.153048772437,2.054800964678,0.36406405756,NA,NA,NA,NA,"15",NA,1
3.602922008493,3.483213478965,-1.134599534183,NA,NA,NA,NA,"19",NA,1
6.308889591776,2.279290294031,-0.624651961217,NA,NA,NA,NA,"202",NA,1
2.013564e-06,2.27046200699,2.638610445724,NA,NA,NA,NA,"222",NA,1
2.807057634955,3.27061548611,-1.142255091169,NA,NA,NA,NA,"241",NA,1
0.190102207137,2.380522491469,0.214711884654,NA,NA,NA,NA,"261",NA,1
21.550545571399,2.975974248512,-1.290857469805,NA,NA,NA,NA,"263",NA,1
5.178883874681,4.051628802483,-1.508197246819,NA,NA,NA,NA,"313",NA,1
0.011144618401,3.269520661293,0.421304343724,NA,NA,NA,NA,"316",NA,1
3287.21253071813,3.842100097349,-2.804812895421,NA,NA,NA,NA,"317",NA,1
0.000593508129,2.41239359453,1.667537289072,NA,NA,NA,NA,"318",NA,1
0.006040683883,2.371198347549,1.129119601052,NA,NA,NA,NA,"371",NA,1
53.536419540074,3.564350977677,-1.781283041955,NA,NA,NA,NA,"375",NA,1
1.410201355631,2.781242550588,-0.314666479291,NA,NA,NA,NA,"391",NA,1
0.588387535362,3.205600343098,-0.366389800119,NA,NA,NA,NA,"400",NA,1
0.002476965604,2.539060701537,1.226204099531,NA,NA,NA,NA,"461",NA,1
0.04925382207,2.152630258628,0.915490900067,NA,NA,NA,NA,"491",NA,1
0.006237593095,2.742701938073,0.919022184538,NA,NA,NA,NA,"531",NA,1
0.883064342117,3.290460186494,-0.617185602337,NA,NA,NA,NA,"540",NA,1
5.714918919031,2.356392171788,-0.519470023909,NA,NA,NA,NA,"541",NA,1
0.04622865178,2.284297987373,0.541565848248,NA,NA,NA,NA,"544",NA,1
0.104035410068,3.167263368519,-0.163911362496,NA,NA,NA,NA,"611",NA,1
3.274074230402,4.467917367347,-1.77155986784,NA,NA,NA,NA,"621",NA,1
89.160828070891,4.00753879117,-2.429335986699,NA,NA,NA,NA,"691",NA,1
1.21753392339,3.454135011251,-0.961298038794,NA,NA,NA,NA,"694",NA,1
89.821412768674,2.998440851124,-1.702958595053,NA,NA,NA,NA,"71",NA,1
0.280072764025,3.597254938065,-0.652023745777,NA,NA,NA,NA,"740",NA,1
0.369538503393,2.958864540292,-0.310082631704,NA,NA,NA,NA,"741",NA,1
14.51555218976,4.36087777142,-2.000439579129,NA,NA,NA,NA,"743",NA,1
0.120809398545,2.851123305201,0.005918399252,NA,NA,NA,NA,"746",NA,1
0.198470356066,2.710227003122,0.06487929648,NA,NA,NA,NA,"762",NA,1
0.004880536531,2.511268247845,1.145892661822,NA,NA,NA,NA,"802",NA,1
0.058400550439,2.504821007024,0.579911434386,NA,NA,NA,NA,"806",NA,1
4.171865572133,3.57738868101,-1.09886671326,NA,NA,NA,NA,"812",NA,1
2.54825916223,2.96468672994,-0.661938179236,NA,NA,NA,NA,"822",NA,1
2.132780008744,2.726513600851,-0.413598786496,NA,NA,NA,NA,"827",NA,1
0.004867673979,3.128305695398,0.638410104323,NA,NA,NA,NA,"828",NA,1
0.000631864068,2.543286624267,1.443703136077,NA,NA,NA,NA,"831",NA,1
2.972562893628,3.340347865204,-0.898908124991,NA,NA,NA,NA,"832",NA,1
0.390519222338,2.968861695688,-0.165695922904,NA,NA,NA,NA,"833",NA,1
0.979216984835,3.534470622076,-0.77352875543,NA,NA,NA,NA,"837",NA,1
3.357410195462,2.687974266376,-0.65374480111,NA,NA,NA,NA,"93",NA,1
5.938962914972,2.517562437553,-0.748338064019,NA,NA,NA,NA,"94",NA,1
2.190442162286,3.261325454976,-0.846370744677,NA,NA,NA,NA,"95",NA,1
0.00790933731,2.03970382893,1.086819465139,NA,NA,NA,NA,"950",NA,1
0.127117059381,3.827908316913,-0.317081917751,NA,NA,NA,NA,"970",NA,1
2.118050712869,2.365726311928,-0.361419564535,NA,NA,NA,NA,"972",NA,1
139.752533772246,2.923771514427,-1.68524134427,NA,NA,NA,NA,NA,1,5
14.020577677715,2.279310613998,-0.624678090546,NA,NA,NA,NA,NA,2,5
10.476369017968,2.458428362234,-0.592824363605,NA,NA,NA,NA,NA,3,5
3.356500484368,3.465833242974,-1.004347671788,NA,NA,NA,NA,NA,4,5
16.30105567687,3.051079332369,-1.033076897016,NA,NA,NA,NA,NA,5,5
1.276802137173,3.002972944319,-0.393304300544,NA,NA,NA,NA,NA,6,5
0.005866985925,2.776217172846,1.019083999047,NA,NA,NA,NA,NA,7,5
0.798604849948,2.969162133333,-0.301902411279,NA,NA,NA,NA,NA,8,5
0.198994402011,2.681943185784,0.288130955433,NA,NA,NA,NA,NA,9,5
1.767896986243,2.375511274077,-0.440089360033,NA,NA,NA,NA,"11",NA,1
1.767896986243,2.538687396271,-0.440089360033,NA,NA,NA,NA,"16",NA,1
1.767896986243,2.57944081653,-0.440089360033,NA,NA,NA,NA,"17",NA,1
1.767896986243,2.455354719183,-0.440089360033,NA,NA,NA,NA,"20",NA,1
40.637385292922,3.208073935345,-1.822117031702,NA,NA,NA,NA,"68",NA,1
40.637385292922,3.208074019362,-1.822117031702,NA,NA,NA,NA,"73",NA,1
3.18069690303,2.790777213774,-0.722447255272,NA,NA,NA,NA,"97",NA,1
3.18069690303,2.79077511205,-0.722447255272,NA,NA,NA,NA,"98",NA,1
2.177600402397,3.270319266767,-0.966812486165,NA,NA,NA,NA,"116",NA,1
2.177600402397,3.375344252247,-0.966812486165,NA,NA,NA,NA,"123",NA,1
2.177600402397,3.385066033844,-0.966812486165,NA,NA,NA,NA,"126",NA,1
40.637385292922,3.208073725061,-1.822117031702,NA,NA,NA,NA,"211",NA,1
40.637385292922,3.208073741287,-1.822117031702,NA,NA,NA,NA,"221",NA,1
1.767896986243,2.412041061834,-0.440089360033,NA,NA,NA,NA,"264",NA,1
2.243999638997,3.172031729883,-0.698427914221,NA,NA,NA,NA,"370",NA,1
0.758420483721,3.022696028241,-0.257945085481,NA,NA,NA,NA,"402",NA,1
0.758420483721,2.822908141552,-0.257945085481,NA,NA,NA,NA,"403",NA,1
1.966990266175,3.130869139278,-0.65210832348,NA,NA,NA,NA,"460",NA,1
1.966990266175,3.215183441108,-0.65210832348,NA,NA,NA,NA,"462",NA,1
1.966990266175,3.187916366543,-0.65210832348,NA,NA,NA,NA,"471",NA,1
1.966990266175,2.924323616042,-0.65210832348,NA,NA,NA,NA,"521",NA,1
1.966990266175,2.849461249791,-0.65210832348,NA,NA,NA,NA,"543",NA,1
1.966990266175,3.027340371686,-0.65210832348,NA,NA,NA,NA,"591",NA,1
1.966990266175,3.153596215458,-0.65210832348,NA,NA,NA,NA,"602",NA,1
1.966990266175,2.804869307363,-0.65210832348,NA,NA,NA,NA,"653",NA,1
1.966990266175,2.977888434227,-0.65210832348,NA,NA,NA,NA,"693",NA,1
1.966990266175,2.868612326059,-0.65210832348,NA,NA,NA,NA,"711",NA,1
1.966990266175,2.905631736817,-0.65210832348,NA,NA,NA,NA,"731",NA,1
1.010223096949,3.008141414139,-0.589318704266,NA,NA,NA,NA,"742",NA,1
0.758420483721,2.82379915894,-0.257945085481,NA,NA,NA,NA,"813",NA,1
0.758420483721,3.086134542073,-0.257945085481,NA,NA,NA,NA,"819",NA,1
0.758420483721,2.798398658179,-0.257945085481,NA,NA,NA,NA,"820",NA,1
0.758420483721,2.71437663208,-0.257945085481,NA,NA,NA,NA,"823",NA,1
0.758420483721,2.953772594546,-0.257945085481,NA,NA,NA,NA,"824",NA,1
0.758420483721,2.798931927846,-0.257945085481,NA,NA,NA,NA,"835",NA,1
0.758420483721,2.898556249415,-0.257945085481,NA,NA,NA,NA,"840",NA,1
0.758420483721,3.119369413296,-0.257945085481,NA,NA,NA,NA,"842",NA,1
1.966990266175,2.932794213765,-0.65210832348,NA,NA,NA,NA,"901",NA,1
1.010223096949,3.008140625663,-0.589318704266,NA,NA,NA,NA,"920",NA,1
1.010223096949,3.008140293604,-0.589318704266,NA,NA,NA,NA,"922",NA,1
1.966990266175,2.871770768275,-0.65210832348,NA,NA,NA,NA,"951",NA,1
1.966990266175,3.000632577982,-0.65210832348,NA,NA,NA,NA,"999",NA,1
