"a","b","c","a0","b0","b1","b2","a1","c1","SPCD_DIVISION","SPCD","JENKINS_SPGRPCD","equation"
0.000191947117,2.195708324391,1.224481595843,NA,NA,NA,0.019478743702,NA,NA,"15 M310",NA,NA,4
0.001232884746,2.875038678515,0.285665079174,NA,NA,NA,0.023106910307,NA,NA,"15 M330",NA,NA,4
0.000712000416,1.334613968245,1.218436928768,NA,NA,NA,NA,NA,NA,"19 M330",NA,NA,1
0.001028662427,1.906887194964,0.865838665453,NA,NA,NA,NA,NA,NA,"20 M260",NA,NA,1
0.001452326196,1.709588148062,0.901029635808,NA,NA,NA,NA,NA,NA,"202 130",NA,NA,1
3.1886237e-05,1.21260513951,1.978577263767,NA,NA,NA,NA,NA,NA,"202 240",NA,NA,1
0.002100851506,1.884646261093,0.700654103356,NA,NA,NA,NA,NA,NA,"202 260",NA,NA,1
0.000512145969,1.807078076996,1.036692596774,NA,NA,NA,NA,NA,NA,"202 340",NA,NA,1
0.001063883304,1.99779785167,0.812133446298,NA,NA,NA,NA,NA,NA,"202 M240",NA,NA,1
0.001791439912,1.667012301928,0.906708903983,NA,NA,NA,NA,NA,NA,"202 M260",NA,NA,1
0.002088203545,2.038610285097,0.695151799204,NA,NA,NA,NA,NA,NA,"202 M310",NA,NA,1
0.009639716165,2.190731600543,0.18596007425,NA,NA,NA,NA,NA,NA,"202 M330",NA,NA,1
0.008107941899,1.818720790764,0.540508069561,NA,NA,NA,NA,NA,NA,"211 260",NA,NA,1
0.000525286187,1.96683709111,0.861838987058,NA,NA,NA,NA,NA,NA,"221 230",NA,NA,1
0.007968209084,1.638796977995,0.559610738483,NA,NA,NA,NA,NA,NA,"222 230",NA,NA,1
0.000286357525,1.813407342584,1.088034046362,NA,NA,NA,NA,NA,NA,"241 210",NA,NA,1
4.5870443e-05,1.344799293641,1.737342801655,NA,NA,NA,NA,NA,NA,"242 340",NA,NA,1
0.012466962468,2.318618880336,-0.076016008504,NA,NA,NA,NA,NA,NA,"242 M240",NA,NA,1
0.001146558396,1.975750109592,0.798903199878,NA,NA,NA,0.006333784922,NA,NA,"261 210",NA,NA,4
0.001693377809,1.430903834303,0.95416027329,NA,NA,NA,-0.018954601788,NA,NA,"261 M220",NA,NA,4
0.000217089945,1.483734053293,1.341771527731,NA,NA,NA,NA,NA,NA,"263 340",NA,NA,1
0.013886124594,2.264280070573,-0.013861295711,NA,NA,NA,NA,NA,NA,"263 M240",NA,NA,1
NA,NA,0.12277863133,0.006430157374,2.259305256536,1.723918812992,NA,NA,NA,"316 210",NA,NA,2
NA,NA,-0.583135395672,0.064536000296,2.349323967357,2.239462770966,NA,NA,NA,"316 220",NA,NA,2
NA,NA,0.624493466354,0.001324840795,2.088348699149,1.479715571474,NA,NA,NA,"316 230",NA,NA,2
NA,NA,0.901331324238,0.000568208705,1.943167982009,1.680022557335,NA,NA,NA,"316 M220",NA,NA,2
0.00055323795,1.888660060276,0.939353067823,NA,NA,NA,NA,NA,NA,"318 210",NA,NA,1
0.001842366905,2.106680855371,0.566968121273,NA,NA,NA,NA,NA,NA,"318 220",NA,NA,1
0.000100461421,1.942588070186,1.35205365792,NA,NA,NA,NA,NA,NA,"318 M210",NA,NA,1
0.008755994865,1.935730503454,0.200128934196,NA,NA,NA,NA,NA,NA,"318 M220",NA,NA,1
7.5119798e-05,1.491876624844,1.683982614155,NA,NA,NA,NA,NA,NA,"330 M220",NA,NA,1
NA,NA,1.012856434356,0.000295074676,1.924666692302,2.104661576827,NA,NA,NA,"351 M240",NA,NA,2
0.009031623749,1.589886773116,0.46280598074,NA,NA,NA,NA,NA,NA,"370 230",NA,NA,1
0.0005341151,1.799921282729,0.981964105799,NA,NA,NA,NA,NA,NA,"370 M220",NA,NA,1
0.001132862095,2.416332052538,0.389459656694,NA,NA,NA,NA,NA,NA,"371 130",NA,NA,1
0.000227211889,1.760966749157,1.230576056354,NA,NA,NA,NA,NA,NA,"371 210",NA,NA,1
0.00272204363,2.213610773844,0.374853936695,NA,NA,NA,NA,NA,NA,"371 220",NA,NA,1
0.000218312187,2.220891530925,0.960071388809,NA,NA,NA,NA,NA,NA,"371 M210",NA,NA,1
NA,NA,1.285594334987,0.000129758558,1.9072593067,1.562218954006,NA,NA,NA,"375 130",NA,NA,2
NA,NA,0.587529205173,0.001960608887,1.963997295487,1.822548326969,NA,NA,NA,"375 210",NA,NA,2
NA,NA,-0.302736762308,0.043725866565,2.111552565694,2.324814065442,NA,NA,NA,"375 220",NA,NA,2
NA,NA,0.786162110511,0.000674499237,2.04810220033,1.72394503062,NA,NA,NA,"375 M210",NA,NA,2
NA,NA,0.636783249432,0.002800888887,1.931153531512,1.609585238398,NA,NA,NA,"400 220",NA,NA,2
NA,NA,0.580612522674,0.002572852003,2.083050155421,1.785368807951,NA,NA,NA,"400 230",NA,NA,2
NA,NA,0.698537746182,0.00163590655,2.061766990664,1.797197787807,NA,NA,NA,"400 M220",NA,NA,2
NA,NA,0.022171719236,0.066289670365,1.789774178685,2.02069760871,NA,NA,NA,"400 M230",NA,NA,2
0.000650850691,1.481149918516,1.229881587879,NA,NA,NA,NA,NA,NA,"404 230",NA,NA,1
0.002273122011,1.783016646325,0.607173928261,NA,NA,NA,NA,NA,NA,"42 M240",NA,NA,1
0.006292760265,1.942243159977,0.380642249629,NA,NA,NA,NA,NA,NA,"421 220",NA,NA,1
0.000961843986,1.962782009368,0.830338360248,NA,NA,NA,NA,NA,NA,"43 230",NA,NA,1
0.000780564948,1.645688696634,0.992305441085,NA,NA,NA,NA,NA,NA,"460 230",NA,NA,1
0.007930568694,2.402916327087,-0.115417942677,NA,NA,NA,NA,NA,NA,"461 230",NA,NA,1
0.002483526374,1.966987952092,0.596238007381,NA,NA,NA,NA,NA,NA,"491 230",NA,NA,1
0.001023356371,2.003106477024,0.871797890658,NA,NA,NA,NA,NA,NA,"521 230",NA,NA,1
0.002974713815,1.975222912801,0.368240027603,NA,NA,NA,NA,NA,NA,"531 210",NA,NA,1
0.004281864079,1.954632814302,0.292507561444,NA,NA,NA,NA,NA,NA,"531 220",NA,NA,1
0.000503229959,1.729732386598,0.959532915882,NA,NA,NA,NA,NA,NA,"531 230",NA,NA,1
0.000643914802,1.932605454579,0.746503931043,NA,NA,NA,NA,NA,NA,"531 M210",NA,NA,1
0.004793026028,2.089350604573,0.233334907531,NA,NA,NA,NA,NA,NA,"531 M220",NA,NA,1
NA,NA,0.808873889716,0.001296507233,1.920326592868,1.814721153803,NA,NA,NA,"540 230",NA,NA,2
NA,NA,0.177185480639,0.015844135317,2.018599922343,1.950185795748,NA,NA,NA,"540 M220",NA,NA,2
0.001193857371,1.461155899582,1.069904291107,NA,NA,NA,NA,NA,NA,"541 210",NA,NA,1
0.000431925048,1.588094358702,1.216866688899,NA,NA,NA,NA,NA,NA,"541 220",NA,NA,1
0.000770948484,1.885114887192,0.959925026729,NA,NA,NA,NA,NA,NA,"541 M210",NA,NA,1
0.000108771735,1.132376434986,1.845663412312,NA,NA,NA,NA,NA,NA,"541 M220",NA,NA,1
0.000742742497,1.478640941699,1.16053704093,NA,NA,NA,NA,NA,NA,"544 230",NA,NA,1
0.437114342509,2.339903699343,-0.892965269752,NA,NA,NA,NA,NA,NA,"555 230",NA,NA,1
0.002213969412,1.909989459041,0.546929876351,NA,NA,NA,NA,NA,NA,"591 230",NA,NA,1
0.00196208822,1.681245421115,0.910524732364,NA,NA,NA,NA,NA,NA,"602 M220",NA,NA,1
NA,NA,0.686493000774,0.001753004863,2.009679350051,1.632942474154,NA,NA,NA,"611 230",NA,NA,2
NA,NA,-0.318573928929,0.063442027521,2.070430116358,2.54714346981,NA,NA,NA,"621 220",NA,NA,2
NA,NA,0.916225502105,0.001111152551,1.822534127891,1.690117168135,NA,NA,NA,"621 230",NA,NA,2
NA,NA,0.993950768963,0.001040279149,1.682806017529,1.736349231009,NA,NA,NA,"621 M220",NA,NA,2
0.003043850232,1.825311391107,0.667633281744,NA,NA,NA,NA,NA,NA,"653 230",NA,NA,1
0.001418328341,1.358242463136,0.707365618468,NA,NA,NA,NA,NA,NA,"68 220",NA,NA,1
0.009570534639,1.548287674606,0.239335951473,NA,NA,NA,NA,NA,NA,"68 230",NA,NA,1
0.001087874126,1.51073156517,1.024431556586,NA,NA,NA,NA,NA,NA,"691 230",NA,NA,1
0.23176814944,2.384102692208,-0.850771733797,NA,NA,NA,NA,NA,NA,"693 220",NA,NA,1
0.00251979257,2.020513458013,0.591277811393,NA,NA,NA,NA,NA,NA,"693 230",NA,NA,1
0.00070774537,1.994085288541,0.957475018031,NA,NA,NA,NA,NA,NA,"693 M220",NA,NA,1
NA,NA,0.72777883971,0.001784258952,2.003467275974,1.638342467176,NA,NA,NA,"694 230",NA,NA,2
NA,NA,0.793408747535,0.001524412632,1.629896580344,0.793399214877,NA,NA,NA,"71 130",NA,NA,2
NA,NA,0.379076062605,0.006470565362,1.772149324817,1.973865728005,NA,NA,NA,"71 210",NA,NA,2
0.003911883982,1.896395118271,0.396272116665,NA,NA,NA,NA,NA,NA,"731 230",NA,NA,1
0.005118606429,2.319397498184,0.295301263451,NA,NA,NA,NA,NA,NA,"740 130",NA,NA,1
0.002153095589,2.113241290027,0.518605694989,NA,NA,NA,NA,NA,NA,"740 M330",NA,NA,1
0.000999015162,2.108578245478,0.79749748237,NA,NA,NA,NA,NA,NA,"741 130",NA,NA,1
0.00028215698,1.761812261297,1.224932369502,NA,NA,NA,NA,NA,NA,"741 210",NA,NA,1
0.001789411454,1.957495188824,0.660324800413,NA,NA,NA,NA,NA,NA,"743 130",NA,NA,1
0.015547635743,1.919919969016,0.127464611852,NA,NA,NA,NA,NA,NA,"743 210",NA,NA,1
0.000760043706,2.156827731388,0.74946267809,NA,NA,NA,NA,NA,NA,"746 130",NA,NA,1
0.002393266845,2.100160066784,0.488837224055,NA,NA,NA,NA,NA,NA,"746 210",NA,NA,1
0.002570712015,1.784207241533,0.647615403728,NA,NA,NA,NA,NA,NA,"746 220",NA,NA,1
0.003558966997,2.233110622026,0.322153628288,NA,NA,NA,NA,NA,NA,"746 M130",NA,NA,1
0.00259271076,2.179893265207,0.469174748083,NA,NA,NA,NA,NA,NA,"746 M330",NA,NA,1
0.000624601321,1.400292505314,1.167591663125,NA,NA,NA,NA,NA,NA,"762 210",NA,NA,1
0.002416124324,2.014847292957,0.525807427305,NA,NA,NA,NA,NA,NA,"762 230",NA,NA,1
0.045505853732,1.73343484322,0.003948823935,NA,NA,NA,NA,NA,NA,"762 M220",NA,NA,1
NA,NA,0.719187158485,0.002863317528,1.845527430556,1.404391454161,NA,NA,NA,"800 230",NA,NA,2
NA,NA,0.732606853986,0.001092904156,2.063243696468,1.516173477413,NA,NA,NA,"802 210",NA,NA,2
NA,NA,-0.308756767494,0.048156727812,2.233896682002,1.778353942683,NA,NA,NA,"802 220",NA,NA,2
NA,NA,0.549679799642,0.002653685144,2.067478381107,1.739577547484,NA,NA,NA,"802 230",NA,NA,2
NA,NA,0.677400740385,0.002020025979,1.957775262905,1.618455676343,NA,NA,NA,"802 M220",NA,NA,2
NA,NA,1.172759145168,0.000502456844,1.66426574309,1.825828717743,NA,NA,NA,"802 M230",NA,NA,2
0.006689642996,2.593407023775,0.193829096743,NA,NA,NA,0.078642351381,NA,NA,"806 220",NA,NA,4
0.001080474744,2.224390554877,0.771436920034,NA,NA,NA,0.035057578518,NA,NA,"806 230",NA,NA,4
0.007938208831,2.035573658313,0.339111858777,NA,NA,NA,0.013813295598,NA,NA,"806 M220",NA,NA,4
0.006609648061,1.701400168382,0.621195024719,NA,NA,NA,NA,NA,NA,"81 M260",NA,NA,1
NA,NA,0.579068055544,0.000976291172,2.478012707495,1.55692146939,NA,NA,NA,"812 230",NA,NA,2
0.008917632245,1.98033723777,0.246688028395,NA,NA,NA,NA,NA,NA,"813 230",NA,NA,1
NA,NA,0.807437764257,0.001093836919,1.898978273932,1.594984612545,NA,NA,NA,"820 230",NA,NA,2
0.000387584291,1.523348739626,1.283542613186,NA,NA,NA,NA,NA,NA,"822 230",NA,NA,1
0.000475104065,1.60164048645,1.160924994967,NA,NA,NA,NA,NA,NA,"825 230",NA,NA,1
NA,NA,0.879136129568,0.000888847765,1.825896827329,1.595342607987,NA,NA,NA,"827 230",NA,NA,2
0.00087994522,1.42497676678,1.115280788972,NA,NA,NA,NA,NA,NA,"828 230",NA,NA,1
0.003602144982,1.511724438771,0.774736595485,NA,NA,NA,NA,NA,NA,"831 230",NA,NA,1
0.041420562083,2.720947887515,-0.31048768837,NA,NA,NA,0.068515340101,NA,NA,"832 220",NA,NA,4
0.001314588431,2.15875201819,0.834747380396,NA,NA,NA,0.040648564038,NA,NA,"832 230",NA,NA,4
0.002361560101,2.031531526238,0.709154716917,NA,NA,NA,0.025045865543,NA,NA,"832 M220",NA,NA,4
NA,NA,0.597431080116,0.002493059573,1.915368039976,1.654412432288,NA,NA,NA,"833 210",NA,NA,2
NA,NA,0.045159175176,0.015124698637,2.113334911433,1.763690990566,NA,NA,NA,"833 220",NA,NA,2
NA,NA,0.120338719769,0.008234074006,2.339332163331,1.840260440863,NA,NA,NA,"833 230",NA,NA,2
NA,NA,0.650821770392,0.001487407207,2.137290956492,1.495356687287,NA,NA,NA,"833 M220",NA,NA,2
NA,NA,0.093611108935,0.048517485272,1.508665536302,1.647083566714,NA,NA,NA,"835 220",NA,NA,2
NA,NA,0.68078815582,0.002060805126,1.986618062963,1.539291451869,NA,NA,NA,"835 230",NA,NA,2
NA,NA,0.057576050238,0.045671464724,1.607140974142,2.052109920023,NA,NA,NA,"837 220",NA,NA,2
NA,NA,0.548435312851,0.002276436662,2.234035467447,1.570133281163,NA,NA,NA,"837 230",NA,NA,2
NA,NA,0.787093652467,0.002508938377,1.698009383286,1.709361794522,NA,NA,NA,"837 M210",NA,NA,2
NA,NA,0.578287611619,0.002045255264,2.219573042678,1.651947553907,NA,NA,NA,"837 M220",NA,NA,2
0.003275483797,1.384747907432,0.96121447368,NA,NA,NA,NA,NA,NA,"838 230",NA,NA,1
0.001554770236,1.607767710019,1.021717042735,NA,NA,NA,NA,NA,NA,"901 M220",NA,NA,1
0.000887313731,1.888788769945,0.798624355122,NA,NA,NA,NA,NA,NA,"91 210",NA,NA,1
0.001369078897,1.69438533962,0.810859276356,NA,NA,NA,NA,NA,NA,"93 M330",NA,NA,1
0.002324087151,1.698860264688,0.700622413189,NA,NA,NA,NA,NA,NA,"93 M340",NA,NA,1
NA,NA,0.559739501794,0.002549965963,1.776647563231,1.875850454368,NA,NA,NA,"94 130",NA,NA,2
NA,NA,1.072086057687,0.0008216216,1.314466336797,1.548586151892,NA,NA,NA,"94 210",NA,NA,2
NA,NA,0.640971461648,0.001786126357,1.899457623288,1.284780617507,NA,NA,NA,"94 M130",NA,NA,2
0.002729398768,1.714748537715,0.540685145354,NA,NA,NA,-0.025208249817,NA,NA,"95 130",NA,NA,4
0.000634197603,1.961404015898,0.892483444396,NA,NA,NA,0.034110373263,NA,NA,"95 210",NA,NA,4
0.002525560743,1.544625604337,0.62673630053,NA,NA,NA,-0.060119511358,NA,NA,"95 M130",NA,NA,4
0.000830128676,1.67885413742,1.094911330791,NA,NA,NA,NA,NA,NA,"950 210",NA,NA,1
0.015307086982,1.809461644434,0.301293621288,NA,NA,NA,NA,NA,NA,"950 M220",NA,NA,1
0.000389432099,1.543034138937,1.240864013269,NA,NA,NA,NA,NA,NA,"951 210",NA,NA,1
0.006816406972,2.448977046807,-0.026499484584,NA,NA,NA,NA,NA,NA,"97 130",NA,NA,1
0.003103593477,2.119564591692,0.386086337486,NA,NA,NA,NA,NA,NA,"97 210",NA,NA,1
0.00217058877,1.784474855267,0.659240898274,NA,NA,NA,NA,NA,NA,"97 M210",NA,NA,1
0.00063590812,1.474389654722,1.19645958757,NA,NA,NA,NA,NA,NA,"970 230",NA,NA,1
0.000634962613,1.456764851495,1.152037325211,NA,NA,NA,NA,NA,NA,"972 210",NA,NA,1
0.001567466411,1.556704968626,0.829144212843,NA,NA,NA,NA,NA,NA,"98 M240",NA,NA,1
NA,NA,0.999091843292,0.000824759213,1.795031481372,3.00988546283,NA,NA,NA,"999 230",NA,NA,2
NA,NA,0.379123912605,0.007233279358,2.010557818959,0.835700121755,NA,NA,NA,"999 M220",NA,NA,2
0.002964212597,1.78409261844,0.764628515329,NA,NA,NA,NA,NA,NA,NA,"1_111",NA,1
NA,NA,0.361025758493,0.008606620588,1.879486956165,2.083305717558,NA,NA,NA,NA,"1_131",NA,2
0.002656071385,1.632033796489,0.620290764626,NA,NA,NA,NA,NA,NA,NA,"100",NA,1
0.002221084012,1.925731339739,0.527395651057,NA,NA,NA,NA,NA,NA,NA,"105",NA,1
0.00104649526,1.646609538519,0.897787081545,NA,NA,NA,NA,NA,NA,NA,"107",NA,1
0.001369651429,1.899586902687,0.60948400658,NA,NA,NA,NA,NA,NA,NA,"108",NA,1
NA,NA,0.37268115259,0.008201580453,1.964502120511,1.908906669626,NA,NA,NA,NA,"110",NA,2
0.004273752874,2.011000300396,0.589200589809,NA,NA,NA,0.016899050154,NA,NA,NA,"111",NA,4
0.001022706071,1.859030529035,0.833432597481,NA,NA,NA,NA,NA,NA,NA,"115",NA,1
0.012063843997,1.880200965658,0.326862341887,NA,NA,NA,NA,NA,NA,NA,"117",NA,1
0.00152509455,NA,0.863301422837,NA,NA,0.214307111037,NA,1.634385619639,0.378701398193,NA,"12",NA,3
NA,NA,0.489278128441,0.004178544193,2.087760842205,1.737894549151,NA,NA,NA,NA,"121",NA,2
0.002455465344,1.760649438147,0.803993556681,NA,NA,NA,NA,NA,NA,NA,"122",NA,1
0.001724638357,1.859828766152,0.763996410332,NA,NA,NA,NA,NA,NA,NA,"123",NA,1
0.001964288335,1.480430410664,0.766622554497,NA,NA,NA,-0.038429229703,NA,NA,NA,"125",NA,4
NA,NA,0.815423403774,0.002509253138,1.71397811808,1.858476419917,NA,NA,NA,NA,"126",NA,2
NA,NA,0.659650272451,0.004050579847,1.842515643625,1.822849910458,NA,NA,NA,NA,"128",NA,2
NA,NA,0.992867885571,0.000380932875,2.07093707805,1.702419266011,NA,NA,NA,NA,"129",NA,2
0.006059748271,1.938552383365,0.424056532692,NA,NA,NA,NA,NA,NA,NA,"131",NA,1
0.004762815982,2.311019839258,0.306067847405,NA,NA,NA,0.046793147718,NA,NA,NA,"132",NA,4
0.002881567246,2.714926296733,0.195054071287,NA,NA,NA,0.016576837007,NA,NA,NA,"15",NA,4
0.007186706832,1.888260673576,0.381699462581,NA,NA,NA,NA,NA,NA,NA,"17",NA,1
0.000805726468,1.449460750169,1.120513551659,NA,NA,NA,NA,NA,NA,NA,"19",NA,1
0.001176377005,1.848238958656,0.870784866693,NA,NA,NA,NA,NA,NA,NA,"20",NA,1
0.003452266759,2.305064227543,0.353845623606,NA,NA,NA,NA,NA,NA,NA,"202",NA,1
0.008273055747,1.815304236923,0.539010928686,NA,NA,NA,NA,NA,NA,NA,"211",NA,1
0.000525286187,1.96683709111,0.861838987058,NA,NA,NA,NA,NA,NA,NA,"221",NA,1
0.007968209084,1.638796977995,0.559610738483,NA,NA,NA,NA,NA,NA,NA,"222",NA,1
0.001769530257,1.735356775872,0.697560590894,NA,NA,NA,NA,NA,NA,NA,"241",NA,1
0.010729961816,2.340461713394,-0.062413619558,NA,NA,NA,NA,NA,NA,NA,"242",NA,1
0.001435279433,1.491504324572,0.95110259714,NA,NA,NA,-0.017978056885,NA,NA,NA,"261",NA,4
0.007650815021,2.156146417202,0.184628908356,NA,NA,NA,NA,NA,NA,NA,"263",NA,1
0.011767409198,1.960394873254,0.132576193261,NA,NA,NA,NA,NA,NA,NA,"313",NA,1
NA,NA,0.275066356213,0.003743084443,2.226890355309,1.685993125661,NA,NA,NA,NA,"316",NA,2
0.000263031378,1.893791179486,0.970766524166,NA,NA,NA,NA,NA,NA,NA,"317",NA,1
0.000758474934,2.08082789635,0.767248477538,NA,NA,NA,NA,NA,NA,NA,"318",NA,1
7.5119798e-05,1.491876624844,1.683982614155,NA,NA,NA,NA,NA,NA,NA,"330",NA,1
NA,NA,1.02469018986,0.000293511373,1.907625330696,2.083155476704,NA,NA,NA,NA,"351",NA,2
0.002035233866,1.69943980468,0.735157037479,NA,NA,NA,NA,NA,NA,NA,"370",NA,1
0.000193187977,1.982769368143,1.130184078247,NA,NA,NA,NA,NA,NA,NA,"371",NA,1
NA,NA,0.824945635225,0.000703291721,1.965289855121,1.779211671302,NA,NA,NA,NA,"375",NA,2
NA,NA,0.633915692104,0.00207523905,2.080086834556,1.804009300577,NA,NA,NA,NA,"400",NA,2
0.002553546114,1.236234878252,0.857985060596,NA,NA,NA,NA,NA,NA,NA,"403",NA,1
0.000650850691,1.481149918516,1.229881587879,NA,NA,NA,NA,NA,NA,NA,"404",NA,1
0.002273122011,1.783016646325,0.607173928261,NA,NA,NA,NA,NA,NA,NA,"42",NA,1
0.006292760265,1.942243159977,0.380642249629,NA,NA,NA,NA,NA,NA,NA,"421",NA,1
0.000961843986,1.962782009368,0.830338360248,NA,NA,NA,NA,NA,NA,NA,"43",NA,1
0.000798062872,1.652632389087,0.982665555964,NA,NA,NA,NA,NA,NA,NA,"460",NA,1
0.007930568694,2.402916327087,-0.115417942677,NA,NA,NA,NA,NA,NA,NA,"461",NA,1
0.004605796365,2.025073486793,0.381220131813,NA,NA,NA,NA,NA,NA,NA,"491",NA,1
0.00115692505,2.014515941746,0.83483634885,NA,NA,NA,NA,NA,NA,NA,"521",NA,1
0.002809496186,2.012927856903,0.364860659646,NA,NA,NA,NA,NA,NA,NA,"531",NA,1
NA,NA,0.544331595073,0.003461621477,1.976359106915,1.914732462402,NA,NA,NA,NA,"540",NA,2
0.000498952627,1.355322826995,1.344908780775,NA,NA,NA,NA,NA,NA,NA,"541",NA,1
0.000125104126,1.91756778257,1.27180509593,NA,NA,NA,NA,NA,NA,NA,"543",NA,1
0.00110865486,1.746760599046,0.872144160477,NA,NA,NA,NA,NA,NA,NA,"544",NA,1
0.437114342509,2.339903699343,-0.892965269752,NA,NA,NA,NA,NA,NA,NA,"555",NA,1
0.002213969412,1.909989459041,0.546929876351,NA,NA,NA,NA,NA,NA,NA,"591",NA,1
0.015725236783,1.279127327001,0.627424154179,NA,NA,NA,NA,NA,NA,NA,"602",NA,1
NA,NA,0.676412417703,0.001853255822,1.999978352325,1.628474489795,NA,NA,NA,NA,"611",NA,2
NA,NA,0.940870667864,0.001168292433,1.732625789781,1.693088325618,NA,NA,NA,NA,"621",NA,2
