"a","b","c","SPCD_DIVISION","SPCD","JENKINS_SPGRPCD","equation"
0.00382770104,1.841097081447,1.016064032595,"97 130",NA,NA,1
0.006461541879,1.966920752951,0.824827953981,"97 210",NA,NA,1
0.005700695731,1.97885349634,0.850177119813,"97 M210",NA,NA,1
0.002071783214,1.748204848004,1.189345218504,"970 230",NA,NA,1
0.002855332781,1.605873753234,1.175407697257,"972 210",NA,NA,1
0.003124459783,1.794902874285,1.081606364389,"98 M240",NA,NA,1
0.004694069297,1.888823686355,0.907508647103,"999 230",NA,NA,1
0.005344667697,1.834087349163,0.913366178878,"999 M220",NA,NA,1
0.003326053022,2.002726836184,0.953609858059,NA,"1_111",NA,1
0.001864910232,2.137300891072,1.007045364795,NA,"1_131",NA,1
0.003062064748,1.764572538388,1.093603760341,NA,"100",NA,1
0.003122250268,1.804104541304,1.071332759953,NA,"105",NA,1
0.001811153009,1.759072746385,1.240004294747,NA,"107",NA,1
0.004473215865,1.816660134525,0.986646524082,NA,"108",NA,1
0.00298181082,1.997490427844,0.994521921566,NA,"110",NA,1
0.003623539535,1.951753190268,0.966166815354,NA,"111",NA,1
0.002185122852,1.940591949806,1.080882293772,NA,"115",NA,1
0.00318973719,1.640409434103,1.173597673143,NA,"117",NA,1
0.003930000428,1.833450272868,0.999377145317,NA,"12",NA,1
0.003850621477,1.950524249048,0.952166239512,NA,"121",NA,1
0.004329051959,2.005083984161,0.882871522647,NA,"122",NA,1
0.004203435781,1.818949716399,1.016170415967,NA,"123",NA,1
0.002811841286,1.841884086651,1.094167293912,NA,"125",NA,1
0.00376880995,1.995493179533,0.931637047508,NA,"126",NA,1
0.003179787444,1.899714107041,1.034312084643,NA,"128",NA,1
0.004348879402,1.848413379669,0.981501185314,NA,"129",NA,1
0.002611078043,1.93010373439,1.04907998624,NA,"131",NA,1
0.003447337081,1.894472316944,1.00558410619,NA,"132",NA,1
0.003816644884,1.748884302749,1.076409772021,NA,"15",NA,1
0.003761915408,1.624039338051,1.148756001129,NA,"17",NA,1
0.00364170652,1.696441430935,1.094312716863,NA,"19",NA,1
0.00310095215,1.780796900381,1.104888968935,NA,"20",NA,1
0.004444560491,1.8387385359,0.971748116341,NA,"202",NA,1
0.003773384496,1.868914775441,0.965482103579,NA,"211",NA,1
0.001560446791,1.864967372035,1.189451784438,NA,"221",NA,1
0.012707403574,1.838973205167,0.728191706699,NA,"222",NA,1
0.006997051194,1.853435189877,0.836382831293,NA,"241",NA,1
0.011618550134,2.001121304068,0.632545227403,NA,"242",NA,1
0.005411299086,2.117482035119,0.742462133804,NA,"261",NA,1
0.005337506432,1.912023516247,0.893786324312,NA,"263",NA,1
0.002926977674,1.704551745528,1.122291446984,NA,"313",NA,1
0.003068676884,1.811800477506,1.054949234246,NA,"316",NA,1
0.002931077306,1.83406278781,1.038258112878,NA,"317",NA,1
0.003371501703,1.949891327342,0.979303900663,NA,"318",NA,1
0.002512882616,1.892065715855,1.059228593779,NA,"330",NA,1
0.00304812439,1.97026251306,0.9871865533,NA,"351",NA,1
0.004400530871,1.788681344169,0.980135729241,NA,"370",NA,1
0.004568807437,1.987957961454,0.881862437864,NA,"371",NA,1
0.005407454206,1.866199884961,0.900112737222,NA,"372",NA,1
0.003481221324,1.876424242046,1.005219818362,NA,"375",NA,1
0.003149640866,1.927967438849,0.987636537916,NA,"400",NA,1
0.004063762243,1.99249799468,0.903208813478,NA,"403",NA,1
0.003616577462,1.874562593093,0.990172146397,NA,"404",NA,1
0.004311944138,1.949627397538,0.913599619753,NA,"407",NA,1
0.005513347069,1.835382645077,0.925856833657,NA,"42",NA,1
0.010330972339,2.002082670163,0.646362811976,NA,"421",NA,1
0.003256547717,1.656155382852,1.154934040123,NA,"43",NA,1
0.002008486251,1.792239709885,1.156261984428,NA,"460",NA,1
0.003432017205,1.922804584785,0.941679203189,NA,"461",NA,1
0.011180700423,1.910731701285,0.641573700064,NA,"491",NA,1
0.003408988651,2.014433865815,0.937863416601,NA,"521",NA,1
0.005379167229,1.863515288984,0.921757863853,NA,"531",NA,1
0.004596321219,1.9276562841,0.901864392492,NA,"540",NA,1
0.004091447537,1.819164709691,1.00354412504,NA,"541",NA,1
0.003714597642,1.948413258119,0.949466799944,NA,"543",NA,1
0.00473795334,1.570408599357,1.090585794419,NA,"544",NA,1
0.006462690469,2.098479876513,0.726499651499,NA,"555",NA,1
0.004546794617,1.913814307961,0.915205867602,NA,"591",NA,1
0.003501748437,1.899878684467,0.990855450702,NA,"602",NA,1
0.003180111491,1.88236729171,1.010070568117,NA,"611",NA,1
0.00231963526,1.867894331323,1.09191489188,NA,"621",NA,1
0.002996380043,1.904383144723,1.022750617575,NA,"651",NA,1
0.005928714865,1.816808152563,0.907427832088,NA,"653",NA,1
0.004980396157,1.721651575842,0.996436627752,NA,"68",NA,1
0.007084223969,1.612310045653,0.966564942902,NA,"691",NA,1
0.005364352413,1.998985030981,0.82534381198,NA,"693",NA,1
0.004228660795,1.79253544896,1.014926499318,NA,"694",NA,1
0.003084205839,1.769709472402,1.084050733622,NA,"71",NA,1
0.002851338806,1.798190635921,1.069262219048,NA,"731",NA,1
0.009178468371,2.048074267773,0.684634979933,NA,"740",NA,1
0.002441671353,1.966780911175,1.033076700341,NA,"741",NA,1
0.012128941928,1.90547871402,0.689579446429,NA,"742",NA,1
0.003254272957,1.937508036099,0.986600748972,NA,"743",NA,1
0.002994602295,1.925780696535,1.015415136796,NA,"746",NA,1
0.002913224845,1.809920848824,1.084107580488,NA,"762",NA,1
0.005124361611,1.910991064287,0.890474001634,NA,"800",NA,1
0.003313240163,1.835342513205,1.038102224015,NA,"802",NA,1
0.003713062534,1.865722245875,0.99603871793,NA,"806",NA,1
0.007521394746,1.664277545923,0.948263334953,NA,"81",NA,1
0.002959398615,1.839988610408,1.052552075339,NA,"812",NA,1
0.004337408493,1.906470727707,0.924209788445,NA,"813",NA,1
0.005786453287,1.814953039202,0.911396730704,NA,"820",NA,1
0.002711330535,1.848969698878,1.055694472622,NA,"822",NA,1
0.002169753078,1.71375233429,1.203896763169,NA,"825",NA,1
0.003477237996,1.814628386471,1.029246187527,NA,"827",NA,1
0.003306759505,1.85728724088,1.011548217912,NA,"828",NA,1
0.0040003515,1.793101757976,1.005849331985,NA,"831",NA,1
0.003859978652,1.864705508869,0.984351291047,NA,"832",NA,1
0.003818704107,1.840774468105,1.000394455428,NA,"833",NA,1
0.004588539837,1.892606924988,0.924456013689,NA,"835",NA,1
0.00382588222,1.884143668642,0.975069805869,NA,"837",NA,1
0.004272530915,1.660100185922,1.084581010424,NA,"838",NA,1
0.002251156719,1.768016477503,1.153148226311,NA,"901",NA,1
0.002978055964,1.769344175592,1.123519009721,NA,"91",NA,1
0.003935345971,1.761072133816,1.047692534526,NA,"93",NA,1
0.004323340365,1.841593963205,0.966154753723,NA,"94",NA,1
0.004013279191,1.881033590279,0.966589735451,NA,"95",NA,1
0.007321359471,1.951170978576,0.805143254194,NA,"950",NA,1
0.002556969967,1.885138801284,1.080830675197,NA,"951",NA,1
0.005413127173,1.95405645932,0.874650455766,NA,"97",NA,1
0.002542262529,1.779722361421,1.122750491497,NA,"970",NA,1
0.004826034243,1.841082149915,0.918996380802,NA,"972",NA,1
0.003124459783,1.794902874285,1.081606364389,NA,"98",NA,1
0.00419580682,1.856555120753,0.960749774287,NA,"999",NA,1
0.005719264691,1.832100026212,0.909135024802,NA,NA,1,1
0.004444560491,1.8387385359,0.971748116341,NA,NA,2,1
0.004141203564,1.894074710289,0.958414311405,NA,NA,3,1
0.003842772355,1.935011719919,0.958503574058,NA,NA,4,1
0.004299103061,1.877040498009,0.955276809198,NA,NA,5,1
0.006043319044,1.916648363389,0.854345117424,NA,NA,6,1
0.005588120338,2.008121037725,0.811937989323,NA,NA,7,1
0.00334258499,1.861924531448,1.015964521941,NA,NA,8,1
0.00405924827,1.87044504324,0.970785881803,NA,NA,9,1
0.003837270878,1.905762298811,0.980041424725,NA,"16",NA,1
0.003837270878,1.878915762469,0.980041424725,NA,"18",NA,1
0.004997497484,1.83403194226,0.938176723386,NA,"70",NA,1
0.004997497484,1.847979882229,0.938176723386,NA,"73",NA,1
0.004335242925,1.90397415711,0.94161482699,NA,"90",NA,1
0.003788872171,1.939294165915,0.95013316853,NA,"113",NA,1
0.003788872171,1.94587628725,0.95013316853,NA,"116",NA,1
0.003788872171,1.927188682223,0.95013316853,NA,"119",NA,1
0.003788872171,1.940288072702,0.95013316853,NA,"130",NA,1
0.003837270878,1.909271851558,0.980041424725,NA,"260",NA,1
0.003837270878,1.88973851144,0.980041424725,NA,"264",NA,1
0.004090782674,1.915185865177,0.929370752746,NA,"311",NA,1
0.004521468994,1.927289725383,0.904020368124,NA,"314",NA,1
0.004090782674,1.918828558541,0.929370752746,NA,"315",NA,1
0.004090782674,1.913676798121,0.929370752746,NA,"373",NA,1
0.004090782674,1.917027058477,0.929370752746,NA,"379",NA,1
0.004136563637,1.905653806743,0.93870555211,NA,"391",NA,1
0.004521468994,1.935836904039,0.904020368124,NA,"402",NA,1
0.004521468994,1.932309229,0.904020368124,NA,"405",NA,1
0.004521468994,1.931464843585,0.904020368124,NA,"409",NA,1
0.004136563637,1.865584549027,0.93870555211,NA,"462",NA,1
0.004136563637,1.878610654294,0.93870555211,NA,"471",NA,1
0.004136563637,1.895758666175,0.93870555211,NA,"552",NA,1
0.004136563637,1.910198503989,0.93870555211,NA,"601",NA,1
0.004136563637,1.918199306132,0.93870555211,NA,"650",NA,1
0.004136563637,1.913499851504,0.93870555211,NA,"652",NA,1
0.004136563637,1.86988133333,0.93870555211,NA,"680",NA,1
0.004136563637,1.911597498859,0.93870555211,NA,"701",NA,1
0.004136563637,1.906718368227,0.93870555211,NA,"711",NA,1
0.003580418158,1.936144106273,0.948525833331,NA,"745",NA,1
0.004521468994,1.931648071164,0.904020368124,NA,"804",NA,1
0.004521468994,1.940514725223,0.904020368124,NA,"809",NA,1
0.004521468994,1.922876246902,0.904020368124,NA,"817",NA,1
0.004521468994,1.934361639262,0.904020368124,NA,"823",NA,1
0.004521468994,1.933271406567,0.904020368124,NA,"826",NA,1
0.004521468994,1.924182892033,0.904020368124,NA,"830",NA,1
0.004521468994,1.919133091026,0.904020368124,NA,"834",NA,1
0.003580418158,1.946707982268,0.948525833331,NA,"920",NA,1
0.003580418158,1.919871546012,0.948525833331,NA,"922",NA,1
0.004136563637,1.898781951622,0.93870555211,NA,"931",NA,1
0.004136563637,1.884745083506,0.93870555211,NA,"971",NA,1
0.004136563637,1.921022043948,0.93870555211,NA,"975",NA,1
