"JENKINS_SPGRPCD","equation","a","b","c"
1,1,0.000628047314,1.695696318246,1.061090007707
2,1,0.003452266759,2.305064227543,0.353845623606
3,1,0.008445325065,2.442093833298,0.020466656551
4,1,0.003742405078,2.047884488918,0.476931051958
5,1,0.003579986216,1.870401387285,0.454720079435
6,1,0.006055511437,2.323948216771,0.168927851924
7,1,0.001806756388,2.094420478138,0.523012456442
8,1,0.001879520673,1.721074101914,0.825002196089
9,1,0.003935232854,1.728309955914,0.626634667614
