"SPCD","DIVISION","STDORGCD","equation","alpha","beta"
10,"M240",,6,2.147431389753,0.92746923773
10,,,6,2.177173346087,0.92625095454
11,"240",,6,2.208273612174,0.969713769676
11,"M210",,6,2.105631041505,0.947732032311
11,"M240",,6,2.103722118704,0.922323443845
11,,,6,2.113106622793,0.929190947506
12,"130",,6,2.343627917849,0.976862365919
12,"210",,6,2.293457350224,0.925981160588
12,"220",,6,2.339763151145,0.88007672786
12,"M210",,6,2.293148240224,0.910626442435
12,,,6,2.301593201299,0.935973819242
15,"M260",,6,2.232047279167,0.952381921593
15,"M310",,6,2.221049475181,0.897115941072
15,"M330",,6,2.30357659062,0.953014664621
15,,,6,2.257776846651,0.940621816387
16,,,6,2.352150839605,0.957851079509
17,,,6,2.340424886334,0.942975637296
18,,,6,2.536137522093,0.957851079509
19,"M130",,6,2.320110973377,0.944196194528
19,"M210",,6,2.269228451003,0.94363173403
19,"M240",,6,2.247188943323,0.92633458046
19,"M330",,6,2.375135736701,0.940106386639
19,,,6,2.313075442296,0.942068064051
20,"M260",,6,2.276533765951,0.921498809692
20,,,6,2.278106425831,0.922310952194
42,"M240",,6,2.229238884166,0.880788176903
42,,,6,2.227740424304,0.880185807173
43,"230",,6,2.105142900444,0.838304364578
43,,,6,2.105142900444,0.838304364578
68,"220",,6,2.664090513437,0.902668289558
68,"230",,6,2.503447818814,0.860696033337
68,"250",,6,2.657568484582,0.894979896738
68,,,6,2.60561565012,0.888131695711
71,"130",,6,2.399296827165,0.912911902194
71,"210",,6,2.321172413646,0.980909679357
71,"M130",,6,2.261591116601,0.877919875096
71,"M210",,6,2.172703356992,0.893924748693
71,"M330",,6,2.040409030523,0.900461821461
71,,,6,2.161944086064,0.916408043626
73,,,6,1.969567775516,0.859797274195
81,"M260",,6,2.396385909197,0.929794576238
81,,,6,2.396385909197,0.929794576238
90,"130",,6,2.167576201683,0.889906580191
90,"M130",,6,2.310168684918,0.908845641784
90,"M210",,6,2.213528434424,0.880846554584
90,"M330",,6,2.184862175269,0.872213768073
90,,,6,2.236686857847,0.891060968642
91,"210",,6,2.448399030421,0.922257502293
91,,,6,2.448399030421,0.922257502293
93,"M130",,6,2.294715421867,0.88322675822
93,"M210",,6,2.269443401679,0.89630761229
93,"M240",,6,2.160410831561,0.834215416647
93,"M330",,6,2.215442933835,0.873904042709
93,"M340",,6,2.270978222549,0.984325744901
93,,,6,2.211907761028,0.870223249605
94,"130",,6,2.332421578774,0.930316456417
94,"210",,6,2.394046798558,0.910732301145
94,"220",,6,2.379224422561,0.871937001377
94,"M130",,6,2.394881838065,0.943185560343
94,,,6,2.341937233396,0.926382543492
95,"130",,6,2.241075582143,0.940708426857
95,"210",,6,2.323819900815,0.902376244678
95,"M130",,6,2.359380528754,0.951021215074
95,,,6,2.261894502651,0.926243141453
96,,,6,2.301919069966,0.926032280705
97,"130",,6,2.167631833133,0.950795034672
97,"210",,6,2.154319284768,0.933522052657
97,"M210",,6,2.205940617449,0.932134799842
97,,,6,2.176706538529,0.934178946991
98,"M240",,6,2.263824755873,0.934788716
98,,,6,2.263824755873,0.934788716
100,"130",,6,2.138393782563,0.967382549825
100,"M210",,6,2.169698485605,0.940791478137
100,,,6,2.141737610034,0.962800766158
101,,,6,2.25766401164,0.934541722478
105,"130",,6,2.196740555199,0.964476283976
105,"210",,6,2.280822734974,0.943947419491
105,"220",,6,2.196249999823,0.954218500461
105,,,6,2.215082911452,0.954692212347
107,"230",,6,2.158750231319,0.941275868204
107,,,6,2.158750231319,0.941275868204
108,"130",,6,2.032383710351,0.953157192343
108,"330",,6,2.148856844243,0.946196502241
108,"M130",,6,2.03792928813,0.959221478063
108,"M210",,6,2.063182221489,0.945642560532
108,"M240",,6,2.069084360977,0.960397312547
108,"M330",,6,2.113383128874,0.943498570525
108,,,6,2.06316538548,0.948682765405
110,"220",,6,1.99938403839,0.951978620504
110,"230",,6,2.063480561978,0.903307383985
110,"250",,6,2.027557064389,0.956767155749
110,"M220",,6,2.054174453714,0.972942125044
110,"M230",,6,2.081383031713,0.973004480488
110,,,6,2.055466493546,0.918064474956
111,"230",0,6,2.032340091912,0.830535356908
111,,0,6,2.032147054234,0.830405050848
111,"230",1,6,2.106199258564,0.870932057459
111,,1,6,2.106199258564,0.870932057459
113,,,6,2.347220537045,0.934541722478
115,"230",,6,2.232886086935,0.953885350259
115,,,6,2.233000842988,0.953652255398
116,,,6,2.184610763333,0.934541722478
117,"M260",,6,2.322794906783,0.945743360779
117,,,6,2.318621969932,0.947985394985
119,"M240",,6,2.1122520434,0.899273863763
119,"M330",,6,2.159244847175,0.887945974528
119,,,6,2.151271732271,0.890051094372
121,"230",,6,2.142138908935,0.920850744602
121,,,6,2.142146309625,0.920830219253
122,"310",,6,2.287143039818,0.983927249758
122,"330",,6,2.187093234274,0.939989811944
122,"M210",,6,2.12024212226,0.916981432425
122,"M240",,6,2.205791771292,0.894068294447
122,"M260",,6,2.199401196454,0.91827303468
122,"M310",,6,2.248080918158,0.988515397821
122,"M330",,6,2.203440974358,0.965697825258
122,"M340",,6,2.269894778947,1.039451463679
122,,,6,2.214222613597,0.959315013453
123,"M220",,6,2.003684210428,0.920521368863
123,,,6,1.963017195386,0.912229649817
125,"130",,6,2.0596439901,0.945199814627
125,"210",,6,2.089985340171,0.951733163277
125,"220",,6,2.186143356481,0.944974775018
125,,,6,2.081045473815,0.947218921607
126,"M220",,6,2.101746999576,0.944050805856
126,,,6,2.110095458738,0.940525206324
128,"230",,6,2.047593066838,0.885362758294
128,,,6,2.047593066838,0.885362758294
129,"130",,6,2.188049904311,0.952763252075
129,"210",,6,2.15405761008,0.934068069763
129,"220",,6,2.191457292458,0.94297389189
129,"230",,6,2.268308076353,0.881276267346
129,"M210",,6,2.54264071477,0.948021977184
129,"M220",,6,2.332142986412,0.935414813803
129,,,6,2.234022929948,0.936803957773
130,,,6,2.413561284238,0.934541722478
131,"220",0,6,2.157907271706,0.905613330478
131,"230",0,6,2.084027404329,0.88992991865
131,"M230",0,6,2.21730951049,0.957679260982
131,,0,6,2.087143423794,0.891153067562
131,"230",1,6,2.19661763218,0.922150500987
131,,1,6,2.19780050541,0.921868731888
132,"220",,6,2.048523897841,0.891226047463
132,"230",,6,2.056325185503,0.884986639788
132,"M220",,6,2.108114168924,0.907721443315
132,,,6,2.069712483996,0.891325611493
202,"130",,6,2.26611707763,0.948763758292
202,"240",,6,2.220714200464,0.952218706779
202,"260",,6,2.285669157312,0.925441746621
202,"340",,6,2.208005831719,0.925765983176
202,"M210",,6,2.166037966075,0.930827124709
202,"M240",,6,2.203686398418,0.930524526628
202,"M260",,6,2.244594828283,0.962308885242
202,"M310",,6,2.332170839352,0.933233939857
202,"M330",,6,2.192266599877,0.90948651196
202,,,6,2.203905935108,0.929990422716
211,"260",,6,2.2763242464,0.933622676264
211,,,6,2.277805783699,0.934738438986
221,"230",,6,1.947103572061,0.638577317806
221,,,6,1.949535740178,0.63975153187
222,"230",,6,2.078119618609,0.596221864622
222,,,6,2.078119618609,0.596221864622
241,"210",,6,2.34553466979,0.82312768832
241,,,6,2.368780924327,0.838516598084
242,"240",,6,2.081140078728,0.778086278248
242,"340",,6,2.147395699965,0.754004660321
242,"M210",,6,2.165827615228,0.814826433015
242,"M240",,6,2.276847864649,0.80218656246
242,"M330",,6,2.164005669644,0.756555546696
242,,,6,2.198561144531,0.774845071519
260,"M210",,6,2.266726836108,0.943209957491
260,"M240",,6,2.333350163311,0.96940103992
260,"M330",,6,2.387968798045,0.967472500978
260,,,6,2.32754279728,0.956869013678
261,"210",,6,2.389531646875,0.926414954901
261,"M220",,6,2.504176919102,0.916688174648
261,,,6,2.461686834032,0.923163892027
263,"240",,6,2.329499439113,0.932023491818
263,"340",,6,2.360945941862,0.959035285688
263,"M210",,6,2.202756259554,0.957739139461
263,"M240",,6,2.258692378177,0.936157513979
263,"M330",,6,2.36076665562,0.951954630492
263,,,6,2.280029602936,0.947232338349
264,"M240",,6,2.31570467806,0.923271831512
264,,,6,2.315043103236,0.92412005225
311,,,6,2.69399834778,0.914348166806
312,"M240",,6,2.439759236555,0.910390950442
312,,,6,2.432512948923,0.909640846744
313,,,6,2.552022202988,0.933534054361
315,,,6,2.536179715052,0.914348166806
316,"210",,6,2.466056943045,0.926878790213
316,"220",,6,2.581220317077,0.924964875261
316,"230",,6,2.542958269675,0.831715881326
316,"M220",,6,2.539226776257,0.898401820199
316,,,6,2.533953226865,0.8781223155
317,,,6,2.74788295381,0.880519690902
318,"210",,6,2.38158577246,0.940132427087
318,"220",,6,2.39589657463,0.929462902393
318,"M210",,6,2.165535306607,0.908320936369
318,"M220",,6,2.632193909623,0.896274178452
318,,,6,2.374717148499,0.930543045884
330,"M220",,6,2.566534666726,0.91663773703
330,,,6,2.566534666726,0.91663773703
351,"M240",,6,2.292309073945,0.92997836384
351,,,6,2.30341898267,0.930158449083
370,"230",,6,2.623521107123,0.85723680402
370,"M220",,6,2.529931650544,0.884891521611
370,,,6,2.566888764679,0.872115880974
371,"130",,6,2.843697171328,0.984321080562
371,"210",,6,2.224949111068,0.888751355376
371,"220",,6,2.224182195316,0.943114207885
371,"M210",,6,2.219065273094,0.908484906827
