"JENKINS_SPGRPCD","equation","a","b","c"
1,5,139.752533772246,2.923771514427,-1.68524134427
2,5,14.020577677715,2.279310613998,-0.624678090546
3,5,10.476369017968,2.458428362234,-0.592824363605
4,5,3.356500484368,3.465833242974,-1.004347671788
5,5,16.30105567687,3.051079332369,-1.033076897016
6,5,1.276802137173,3.002972944319,-0.393304300544
7,5,0.005866985925,2.776217172846,1.019083999047
8,5,0.798604849948,2.969162133333,-0.301902411279
9,5,0.198994402011,2.681943185784,0.288130955433
