"a","b","c","SPCD_DIVISION","SPCD","JENKINS_SPGRPCD"
0.00382418064051763,1.88129587137645,0.971967774227511,"837 M220",NA,NA
0.00427253118303201,1.66010019090312,1.08458099185159,"838 230",NA,NA
0.00225478023648281,1.76939278254255,1.15219704736991,"901 M220",NA,NA
0.00324416573084189,1.80185395352553,1.08641671251734,"91 210",NA,NA
0.00225439612283298,1.69612400315174,1.20746772261692,"93 M330",NA,NA
0.00467178724317249,1.74051965079555,1.03075706875222,"93 M340",NA,NA
0.00448671609892883,1.84648998119946,0.954718921506911,"94 130",NA,NA
0.00240367216646937,1.79293774808156,1.14313436822314,"94 210",NA,NA
0.00391582995632064,1.85668711185723,0.974442058986679,"94 M130",NA,NA
0.00438203878765841,1.89421913186364,0.937770431640974,"95 130",NA,NA
0.00285899723701641,1.83563779458383,1.07782280565021,"95 210",NA,NA
0.0043180182408573,1.81149788204248,0.980217353929001,"95 M130",NA,NA
0.00525783469658954,1.86944354478429,0.939532274540416,"950 210",NA,NA
0.00342767601368136,1.89675511458857,0.993904806455533,"950 M220",NA,NA
0.00377440738247627,1.96177343862735,0.943093904079668,"951 210",NA,NA
0.0046897471564949,1.9656566005225,0.881687829534684,"951 220",NA,NA
0.00382770093064547,1.84109707910103,1.01606404107733,"97 130",NA,NA
0.00646154225952498,1.96692076114336,0.82482793481345,"97 210",NA,NA
0.00570069561319341,1.97885349445569,0.850177126001382,"97 M210",NA,NA
0.00207178304783408,1.74820484079623,1.18934524131525,"970 230",NA,NA
0.00285533250688052,1.60587374603232,1.17540772484209,"972 210",NA,NA
0.00312382803926071,1.7949047429868,1.08164308965504,"98 M240",NA,NA
0.00469406928613501,1.88882368585509,0.907508647955445,"999 230",NA,NA
0.00534466782481233,1.83408735031432,0.913366172242724,"999 M220",NA,NA
0.00332605304690779,2.00272683762457,0.953609855463021,NA,"1_111",NA
0.00186489297668524,2.13731431890547,1.00704073206047,NA,"1_131",NA
0.00306206472221436,1.76457253784823,1.0936037626701,NA,"100",NA
0.00312225026332463,1.80410454105674,1.07133276047571,NA,"105",NA
0.00181115308550586,1.75907274915372,1.24000428285285,NA,"107",NA
0.00447788695930836,1.81657612829299,0.986445066675252,NA,"108",NA
0.00298181080269254,1.99749042729409,0.994521923250429,NA,"110",NA
0.00362353951045514,1.9517531898986,0.966166817136829,NA,"111",NA
0.00218512301722321,1.94059195578487,1.08088227306357,NA,"115",NA
0.00318896046157264,1.64039104937872,1.17366206172936,NA,"117",NA
0.00393000039935892,1.8334502713432,0.999377147946232,NA,"12",NA
0.00385118914346719,1.95053747247954,0.952121849580096,NA,"121",NA
0.00432825729819203,2.00501695737808,0.882960968370186,NA,"122",NA
0.00420343591172376,1.81894971919195,1.01617040637604,NA,"123",NA
0.00281181255669339,1.84187914836127,1.09417258884602,NA,"125",NA
0.00376880988388041,1.99549317947416,0.931637051723372,NA,"126",NA
0.00317978743003365,1.89971410775885,1.03431208522059,NA,"128",NA
0.0043489145068545,1.84841519729748,0.981498209407796,NA,"129",NA
0.00261107610783024,1.93010402373633,1.04907995930902,NA,"131",NA
0.00344733711057227,1.89447231702417,1.00558410410941,NA,"132",NA
0.00381735707319736,1.7488423263247,1.0763971228337,NA,"15",NA
0.00376191512848592,1.62403933347544,1.14875601915234,NA,"17",NA
0.00364170633613027,1.69644142223043,1.09431273377313,NA,"19",NA
0.0031009521399991,1.78079689910564,1.10488897051247,NA,"20",NA
0.00444445891480694,1.83873963463195,0.971753227503205,NA,"202",NA
0.0037733845194889,1.86891477640159,0.965482101648119,NA,"211",NA
0.001560446393402,1.86496736177099,1.18945184845313,NA,"221",NA
0.0127074037983079,1.83897320666957,0.728191701599639,NA,"222",NA
0.00699705105241901,1.85343518805603,0.836382837677152,NA,"241",NA
0.0116185510917276,2.00112131442319,0.632545202315287,NA,"242",NA
0.00541129914947905,2.11748203547624,0.74246213092322,NA,"261",NA
0.00533800245079926,1.91203136514802,0.893760733427586,NA,"263",NA
0.0029269779065742,1.70455175008604,1.12229142450384,NA,"313",NA
0.00306878996286514,1.8117905890034,1.0549473316914,NA,"316",NA
0.00293107744098994,1.83406279117462,1.03825810023095,NA,"317",NA
0.00337157627735328,1.94989275657846,0.979298123755677,NA,"318",NA
0.00251288280309471,1.89206571969803,1.05922857430458,NA,"330",NA
0.00304812457380424,1.97026252059866,0.987186535159248,NA,"351",NA
0.00440053099127504,1.78868134527531,0.980135722260333,NA,"370",NA
0.00456880756838545,1.9879579628908,0.881862430266894,NA,"371",NA
0.00540745368474457,1.86619987869247,0.900112763051667,NA,"372",NA
0.0034794583247555,1.87644867119542,1.00532391323146,NA,"375",NA
0.00314964077381645,1.92796743660912,0.987636545932862,NA,"400",NA
0.00406376242875961,1.99249799838881,0.903208800951417,NA,"403",NA
0.0036165772197516,1.87456258820305,0.990172164303837,NA,"404",NA
0.00431194392488305,1.94962739667907,0.913599631323798,NA,"407",NA
0.00551431382994663,1.83544076965989,0.925783507404495,NA,"42",NA
0.0103309714457091,2.00208266321523,0.64636283707571,NA,"421",NA
0.00325654767971974,1.65615538351774,1.15493404242376,NA,"43",NA
0.00200848623165106,1.79223971177459,1.15626198536775,NA,"460",NA
0.00343201715730693,1.92280458274576,0.941679207630003,NA,"461",NA
0.0111807003066482,1.91073170025338,0.641573703642298,NA,"491",NA
0.0034089886972736,2.01443386720061,0.937863412522164,NA,"521",NA
0.00537918702749156,1.8635157319594,0.921756830582279,NA,"531",NA
0.00459632124486216,1.92765628641151,0.901864389780743,NA,"540",NA
0.00409144760846829,1.81916471095758,1.00354412034499,NA,"541",NA
0.00371459784078475,1.9484132670965,0.949466782136486,NA,"543",NA
0.00473795317896038,1.57040859692748,1.0905858035751,NA,"544",NA
0.00646269011388174,2.09847986994473,0.7264996683608,NA,"555",NA
0.00454679510017062,1.91381432858647,0.915205827255445,NA,"591",NA
0.00350174839746781,1.8998786834599,0.990855453982541,NA,"602",NA
0.00318011138742251,1.88236728765849,1.01007057787912,NA,"611",NA
0.00231963527131016,1.86789433189657,1.09191489044466,NA,"621",NA
0.00299638007333794,1.90438314533768,1.02275061493201,NA,"651",NA
0.00592871484432959,1.81680815223956,0.90742783310809,NA,"653",NA
0.00498039629042991,1.72165157875616,0.996436618948514,NA,"68",NA
0.00708422344396079,1.61231004007322,0.966564963148362,NA,"691",NA
0.00536435201973058,1.99898502277619,0.82534383413146,NA,"693",NA
0.00422866086087567,1.7925354493939,1.01492649543832,NA,"694",NA
0.00308420592514226,1.76970947423529,1.08405072589254,NA,"71",NA
0.00285133870084006,1.79819063393907,1.06926222853133,NA,"731",NA
0.00917846753163926,2.04807426134884,0.684635005236395,NA,"740",NA
0.00244167145347346,1.9667809139341,1.03307668910025,NA,"741",NA
0.0121289420231134,1.9054787113677,0.689579446505684,NA,"742",NA
0.00325430850915401,1.93750895362612,0.986597747011463,NA,"743",NA
0.00299559455304017,1.92580387219419,1.01532546241233,NA,"746",NA
0.00291322476742415,1.80992084744995,1.08410758729282,NA,"762",NA
0.00512436170184049,1.91099106575793,0.89047399597489,NA,"800",NA
0.00331324026474995,1.83534251535541,1.03810221564195,NA,"802",NA
0.00371306259094253,1.86572224670751,0.996038713896067,NA,"806",NA
0.00751799775375813,1.664394524994,0.948312016730523,NA,"81",NA
0.00295939868306716,1.83998861222195,1.05255206889026,NA,"812",NA
0.00433740857394658,1.90647072791726,0.924209784143992,NA,"813",NA
0.00578645280367568,1.81495303181361,0.911396755134488,NA,"820",NA
0.00271133084240271,1.84896970659045,1.05569444209522,NA,"822",NA
0.00216975293415558,1.71375232608075,1.20389678389241,NA,"825",NA
0.00347723803999615,1.81462838690131,1.02924618437022,NA,"827",NA
0.00330675942990339,1.85728724022006,1.01154822328811,NA,"828",NA
0.00400035129184626,1.79310175348115,1.00584934649398,NA,"831",NA
0.00386000616633974,1.86470862476854,0.984347535732239,NA,"832",NA
0.00381870420773012,1.84077446925312,1.00039444870713,NA,"833",NA
0.00458853991692442,1.89260692782979,0.924456007714193,NA,"835",NA
0.00382588219764811,1.88414366847115,0.975069807318934,NA,"837",NA
0.00427253118303201,1.66010019090312,1.08458099185159,NA,"838",NA
0.00225115670397637,1.76801647572734,1.15314822891494,NA,"901",NA
0.00297805579012386,1.7693441704333,1.12351902610937,NA,"91",NA
0.00393550313459028,1.76104771945832,1.04770527077851,NA,"93",NA
0.00432334039129496,1.84159396351433,0.9661547521492,NA,"94",NA
0.00401327919880229,1.88103359043166,0.966589734896071,NA,"95",NA
0.00732135922672815,1.95117097711449,0.805143262578672,NA,"950",NA
0.0025569701057271,1.88513880287263,1.08083066206265,NA,"951",NA
0.00541311282922428,1.9540560107509,0.874651364946684,NA,"97",NA
0.00254226227237396,1.77972235163908,1.12275052075492,NA,"970",NA
0.00482603402416366,1.84108214583843,0.918996394235677,NA,"972",NA
0.00312382803926071,1.7949047429868,1.08164308965504,NA,"98",NA
0.00419580696488887,1.85655512324533,0.960749764174622,NA,"999",NA
0.00571959164074475,1.8321094646793,0.909117126158443,NA,NA,"1"
0.00444445891480694,1.83873963463195,0.971753227503205,NA,NA,"2"
0.00414147463102347,1.89406558620039,0.958405724741765,NA,NA,"3"
0.00384262699504101,1.93501042157965,0.958513443582799,NA,NA,"4"
0.00429925953828859,1.87704366279446,0.955266545961129,NA,NA,"5"
0.00604430537444791,1.9166624591877,0.85429956905811,NA,NA,"6"
0.00558783539214065,2.00812163429051,0.81194921543952,NA,NA,"7"
0.00334258500616083,1.86192453173561,1.01596452071451,NA,NA,"8"
0.00405925979165497,1.87044557827856,0.970784920230424,NA,NA,"9"
