"a","b","c","a0","b0","b1","SPCD_DIVISION","SPCD","JENKINS_SPGRPCD"
2.14272707073131,3.38149344329073,-0.971240971615479,NA,NA,NA,"1_111 230",NA,NA
NA,NA,-0.612092188752872,1.79722349920523,2.5737614897617,3.24315452766719,"1_131 230",NA,NA
1.3353982946299,3.17930103042686,-0.745237448352465,NA,NA,NA,"105 210",NA,NA
10.2783137690809,3.46702407113774,-1.40140191698714,NA,NA,NA,"108 M330",NA,NA
0.768431678184164,3.98548054452851,-1.1649059587293,NA,NA,NA,"110 230",NA,NA
2.40993791232402,3.67051876413893,-1.26679779256831,NA,NA,NA,"110 M230",NA,NA
0.858431789446538,3.74820101395584,-1.09528660365284,NA,NA,NA,"111 230",NA,NA
2.49959551424655,2.70237698029744,-0.6094984029471,NA,NA,NA,"12 210",NA,NA
1.37781941164175,3.61261270200955,-1.02431882065739,NA,NA,NA,"121 230",NA,NA
0.310460126249653,2.94800056125066,-0.270055077632494,NA,NA,NA,"122 M260",NA,NA
0.952443017824509,3.28251286841122,-0.82133178323597,NA,NA,NA,"122 M310",NA,NA
1.85685507683405,2.42465949141362,-0.402509457422368,NA,NA,NA,"122 M330",NA,NA
4.89321457136476,3.24371335168184,-1.15898569606449,NA,NA,NA,"125 210",NA,NA
4.74511353930862,3.2882001954044,-1.18993581405718,NA,NA,NA,"129 210",NA,NA
34.3456746440567,3.40658327390867,-1.65141240164212,NA,NA,NA,"129 M220",NA,NA
0.61214933400678,3.17447514720908,-0.655518933078712,NA,NA,NA,"131 230",NA,NA
5.52703470036197,2.99811402145676,-0.943857432455851,NA,NA,NA,"132 M220",NA,NA
0.000319109207004851,0.708305072176669,2.6529282301111,NA,NA,NA,"15 M260",NA,NA
9.52133098701951,1.76231612061559,-0.405742597926866,NA,NA,NA,"202 240",NA,NA
6.51625555582093,2.23536738547333,-0.593040452423731,NA,NA,NA,"202 M240",NA,NA
0.843598719061433,2.64940537448923,-0.473312550837843,NA,NA,NA,"202 M260",NA,NA
18.7087844523777,3.28921865128158,-1.47472011070977,NA,NA,NA,"202 M330",NA,NA
2.01356782938293e-06,2.2704622023055,2.63860987660685,NA,NA,NA,"222 230",NA,NA
2.8070582725057,3.27061551438933,-1.14225516942382,NA,NA,NA,"241 210",NA,NA
0.209519796381738,2.59999735521207,0.0306826915602752,NA,NA,NA,"261 210",NA,NA
2.16323847198022,2.49014833966606,-0.371162276425947,NA,NA,NA,"261 M220",NA,NA
5.17887820796669,4.05162869826932,-1.50819692499044,NA,NA,NA,"313 230",NA,NA
0.01871361671033,2.61154574334569,0.706802805445987,NA,NA,NA,"316 210",NA,NA
0.650481870790336,3.66019238277488,-0.773985569119063,NA,NA,NA,"316 230",NA,NA
0.0135492668562811,4.30984123464554,-0.246339169285777,NA,NA,NA,"316 M220",NA,NA
0.114467529362434,2.32336719559078,0.480514836578499,NA,NA,NA,"318 210",NA,NA
0.00245546528039368,2.36487286159379,1.34170784813399,NA,NA,NA,"371 210",NA,NA
21.6013784157379,3.22580833843205,-1.34494820729823,NA,NA,NA,"375 210",NA,NA
0.29282468752954,2.80850400831826,-0.283122205759593,NA,NA,NA,"375 M210",NA,NA
0.00163424588780498,2.62749716787716,1.34482888707508,NA,NA,NA,"400 210",NA,NA
0.0106903683522054,3.31988315644178,0.459778968552272,NA,NA,NA,"400 230",NA,NA
2.12922678559374,3.68669452839824,-0.962395958408632,NA,NA,NA,"400 M220",NA,NA
0.00247696702119525,2.53906075298241,1.2262039380132,NA,NA,NA,"461 230",NA,NA
0.0393035213714095,1.83230653512582,1.05708983929479,NA,NA,NA,"491 230",NA,NA
0.108326874664664,2.50087806804022,0.37990917591307,NA,NA,NA,"531 210",NA,NA
1.47947475439611,2.80276256488047,-0.550723056657904,NA,NA,NA,"540 230",NA,NA
2.15105190019144,2.2758628086143,-0.23079138878348,NA,NA,NA,"541 210",NA,NA
0.0423832804169145,2.3604424728306,0.507495141573617,NA,NA,NA,"544 230",NA,NA
0.103333961154747,3.16756238938038,-0.16265114820502,NA,NA,NA,"611 230",NA,NA
0.000635683944876131,3.31852182101573,0.844234027199858,NA,NA,NA,"621 230",NA,NA
23.4800742440412,3.73657307502899,-1.74822978044688,NA,NA,NA,"621 M220",NA,NA
89.1606657933536,4.00753866810066,-2.42933547285356,NA,NA,NA,"691 230",NA,NA
1.2175337768341,3.45413504564428,-0.961298032641391,NA,NA,NA,"694 230",NA,NA
