"a","b","c","a0","b0","b1","SPCD_DIVISION","SPCD","JENKINS_SPGRPCD"
21.642177348087,2.99814762366111,-1.37868454604313,NA,NA,NA,"71 210",NA,NA
0.0331099575113077,3.6615324158248,-0.226955105442683,NA,NA,NA,"740 230",NA,NA
0.369538367037773,2.95886447338005,-0.310082504853545,NA,NA,NA,"741 210",NA,NA
14.5155698926563,4.36087781074962,-2.00043988282826,NA,NA,NA,"743 210",NA,NA
0.862897653984836,3.17160919759632,-0.615516015700708,NA,NA,NA,"746 210",NA,NA
1.91260586645109,2.60384343746396,-0.540178048861215,NA,NA,NA,"746 M330",NA,NA
0.0047826393510233,2.66953339835092,1.00531401596213,NA,NA,NA,"762 210",NA,NA
0.020150830135498,2.41729571279002,0.851545749310027,NA,NA,NA,"802 210",NA,NA
0.00429493534532539,3.40900768118205,0.578653037969748,NA,NA,NA,"802 220",NA,NA
0.0366148756972279,3.1627080663791,0.27838496708847,NA,NA,NA,"802 230",NA,NA
0.00379593571761505,2.33754920474405,1.30586944963618,NA,NA,NA,"802 M220",NA,NA
0.00237690649158097,2.46056425203249,1.31067132372007,NA,NA,NA,"806 M220",NA,NA
2.54825675396814,2.96468668158908,-0.661937933214961,NA,NA,NA,"822 230",NA,NA
2.13278032378975,2.72651362220821,-0.413598833008692,NA,NA,NA,"827 230",NA,NA
0.00486767562900963,3.12830570890194,0.638410021942252,NA,NA,NA,"828 230",NA,NA
0.000631863698527134,2.54328659171079,1.44370328520719,NA,NA,NA,"831 230",NA,NA
3.28006183153981,3.31268208295537,-0.901822158149667,NA,NA,NA,"832 M220",NA,NA
0.523539365029065,2.74387373919523,-0.106595031145197,NA,NA,NA,"833 210",NA,NA
0.58888491031635,2.88222253229639,-0.201587090119466,NA,NA,NA,"833 M220",NA,NA
3.07743185885842,2.65556900684618,-0.611016422629046,NA,NA,NA,"93 M330",NA,NA
5.68240647580581,2.51894605400005,-0.736092608017741,NA,NA,NA,"94 210",NA,NA
2.19044220951374,3.26132547051686,-0.846370759014073,NA,NA,NA,"95 210",NA,NA
0.0443118064440591,2.0761502809536,0.661917232504524,NA,NA,NA,"950 210",NA,NA
0.0742025643734052,3.90057528688603,-0.230522570385099,NA,NA,NA,"970 230",NA,NA
6.23118809230735,2.42001524437577,-0.675231917784615,NA,NA,NA,"972 210",NA,NA
2.14272707073131,3.38149344329073,-0.971240971615479,NA,NA,NA,NA,"1_111",NA
NA,NA,-0.612092188752872,1.79722349920523,2.5737614897617,3.24315452766719,NA,"1_131",NA
1.3353982946299,3.17930103042686,-0.745237448352465,NA,NA,NA,NA,"105",NA
13.5811012893242,3.16697820100801,-1.31208090051497,NA,NA,NA,NA,"108",NA
0.65224105808569,3.96211041798147,-1.11719408312255,NA,NA,NA,NA,"110",NA
0.858431789446538,3.74820101395584,-1.09528660365284,NA,NA,NA,NA,"111",NA
2.48050995248577,2.78035437001384,-0.655208284150995,NA,NA,NA,NA,"12",NA
1.37781941164175,3.61261270200955,-1.02431882065739,NA,NA,NA,NA,"121",NA
1.03353899085876,2.99668334214031,-0.628170222695599,NA,NA,NA,NA,"122",NA
4.16426666653248,3.25935850141827,-1.13243659384697,NA,NA,NA,NA,"125",NA
4.94563802208204,3.215726203059,-1.12881019784798,NA,NA,NA,NA,"129",NA
0.53576874792566,3.17327764578789,-0.625507874300689,NA,NA,NA,NA,"131",NA
4.92001862867386,3.05850178765502,-0.941924653509644,NA,NA,NA,NA,"132",NA
0.153048802312959,2.05480096632922,0.364064015206343,NA,NA,NA,NA,"15",NA
3.60292230284823,3.4832134903406,-1.13459956136266,NA,NA,NA,NA,"19",NA
6.30888985462521,2.27929029723109,-0.624651972129504,NA,NA,NA,NA,"202",NA
2.01356782938293e-06,2.2704622023055,2.63860987660685,NA,NA,NA,NA,"222",NA
2.8070582725057,3.27061551438933,-1.14225516942382,NA,NA,NA,NA,"241",NA
0.190102242795148,2.38052252815996,0.214711815749305,NA,NA,NA,NA,"261",NA
21.5505509277651,2.97597428763266,-1.2908575475773,NA,NA,NA,NA,"263",NA
5.17887820796669,4.05162869826932,-1.50819692499044,NA,NA,NA,NA,"313",NA
0.0111446219021316,3.26952067588164,0.421304262853116,NA,NA,NA,NA,"316",NA
3287.21369979293,3.84210010676444,-2.80481298208801,NA,NA,NA,NA,"317",NA
0.000593508081098607,2.4123935934885,1.6675373078301,NA,NA,NA,NA,"318",NA
0.00604067177751836,2.37119829517952,1.12912010094768,NA,NA,NA,NA,"371",NA
53.5364268273567,3.56435098838276,-1.78128308177506,NA,NA,NA,NA,"375",NA
1.41020221067196,2.7812426179994,-0.31466667132232,NA,NA,NA,NA,"391",NA
0.588387511789322,3.20560034514031,-0.366389792492614,NA,NA,NA,NA,"400",NA
0.00247696702119525,2.53906075298241,1.2262039380132,NA,NA,NA,NA,"461",NA
0.0492538220702358,2.15263025862798,0.915490900067422,NA,NA,NA,NA,"491",NA
0.00623759214520055,2.74270192123282,0.919022229393566,NA,NA,NA,NA,"531",NA
0.883062458290433,3.29045995758568,-0.61718498993555,NA,NA,NA,NA,"540",NA
5.71491764453515,2.35639215995796,-0.519469963802431,NA,NA,NA,NA,"541",NA
0.0462285861878643,2.28429784902623,0.541566257370609,NA,NA,NA,NA,"544",NA
0.104035361675463,3.16726329320284,-0.163911213069446,NA,NA,NA,NA,"611",NA
3.27407580289931,4.46791738114399,-1.77155998090666,NA,NA,NA,NA,"621",NA
89.1606657933536,4.00753866810066,-2.42933547285356,NA,NA,NA,NA,"691",NA
1.2175337768341,3.45413504564428,-0.961298032641391,NA,NA,NA,NA,"694",NA
89.8214408577875,2.99844089175037,-1.70295869365814,NA,NA,NA,NA,"71",NA
0.280072864372082,3.59725497760921,-0.652023848793926,NA,NA,NA,NA,"740",NA
0.369538367037773,2.95886447338005,-0.310082504853545,NA,NA,NA,NA,"741",NA
14.5155698926563,4.36087781074962,-2.00043988282826,NA,NA,NA,NA,"743",NA
0.120813103761852,2.85112643466591,0.00590933727262662,NA,NA,NA,NA,"746",NA
0.198444411494068,2.71025437591478,0.0648904846633899,NA,NA,NA,NA,"762",NA
0.00488053576608478,2.51126824528872,1.14589269878138,NA,NA,NA,NA,"802",NA
0.0584005649580676,2.50482102897656,0.579911363725925,NA,NA,NA,NA,"806",NA
4.17186952082479,3.57738873664544,-1.09886696627303,NA,NA,NA,NA,"812",NA
2.54825675396814,2.96468668158908,-0.661937933214961,NA,NA,NA,NA,"822",NA
2.13278032378975,2.72651362220821,-0.413598833008692,NA,NA,NA,NA,"827",NA
0.00486767562900963,3.12830570890194,0.638410021942252,NA,NA,NA,NA,"828",NA
0.000631863698527134,2.54328659171079,1.44370328520719,NA,NA,NA,NA,"831",NA
2.97256263709438,3.34034788266825,-0.898908117175539,NA,NA,NA,NA,"832",NA
0.390519136699508,2.96886165450623,-0.16569584507205,NA,NA,NA,NA,"833",NA
0.99036750195951,3.53392543831478,-0.775736567463164,NA,NA,NA,NA,"837",NA
3.35741067286483,2.6879742822594,-0.653744845688481,NA,NA,NA,NA,"93",NA
5.93896296319314,2.51756243463346,-0.748338064714118,NA,NA,NA,NA,"94",NA
2.19044220951374,3.26132547051686,-0.846370759014073,NA,NA,NA,NA,"95",NA
0.00790933281172677,2.03970382131421,1.08681960059202,NA,NA,NA,NA,"950",NA
0.127117465435074,3.82790902297776,-0.317083060915803,NA,NA,NA,NA,"970",NA
2.11805201670158,2.36572641097408,-0.361419777837547,NA,NA,NA,NA,"972",NA
139.752524615047,2.92377150482866,-1.68524132171998,NA,NA,NA,NA,NA,"1"
14.0205804768861,2.27931066298132,-0.624678165873566,NA,NA,NA,NA,NA,"2"
10.4763687715063,2.45842835791964,-0.592824355433623,NA,NA,NA,NA,NA,"3"
3.3565003951647,3.46583324084889,-1.00434766422285,NA,NA,NA,NA,NA,"4"
16.3011306621979,3.05109458584141,-1.03308828534077,NA,NA,NA,NA,NA,"5"
1.27680258704063,3.00297298100306,-0.393304403355022,NA,NA,NA,NA,NA,"6"
0.00586698490011641,2.77621716700842,1.01908404306327,NA,NA,NA,NA,NA,"7"
0.798590316197803,2.96916372585477,-0.301899421486761,NA,NA,NA,NA,NA,"8"
0.199019042626755,2.6819390358345,0.288106452897918,NA,NA,NA,NA,NA,"9"
