"a","b","c","b2","a0","b0","b1","SPCD_DIVISION","SPCD","JENKINS_SPGRPCD"
0.0346290301757975,1.58962941661634,0.787146332822836,NA,NA,NA,NA,"94 210",NA,NA
0.0996098802013277,1.93431245736539,0.424070626570662,NA,NA,NA,NA,"94 M130",NA,NA
0.030369932645775,1.55686587292766,0.888769067468373,NA,NA,NA,NA,"94 M210",NA,NA
0.0381181805896769,1.67977177502879,0.796496663891999,NA,NA,NA,NA,"95 130",NA,NA
0.0501654301147409,1.59212723800962,0.717866719666417,NA,NA,NA,NA,"95 210",NA,NA
0.0797792899073384,1.80327545963085,0.584944348332499,NA,NA,NA,NA,"95 M130",NA,NA
0.00806159156825373,1.54731947119584,1.30306564008597,NA,NA,NA,NA,"950 210",NA,NA
0.0743726157189243,1.56636281940839,0.650273014765105,NA,NA,NA,NA,"970 230",NA,NA
0.0409512681094043,2.52604182438691,0.32057602569598,NA,NA,NA,NA,"972 210",NA,NA
0.0495533278787888,1.46370451241418,0.759818939704316,NA,NA,NA,NA,"98 M240",NA,NA
0.197373643639841,1.45067468957994,0.538874906953275,-0.0503855840751027,NA,NA,NA,NA,"1_111",NA
NA,NA,0.977390993527757,NA,0.0394615047886434,1.33814261478204,1.66848941938865,NA,"1_131",NA
NA,NA,0.64240532140156,NA,0.048147161117591,1.69352458557607,1.54355692680206,NA,"105",NA
0.530178765466488,1.80825246093007,-0.0163754076021856,NA,NA,NA,NA,NA,"107",NA
0.0612045739950117,1.52979645447281,0.683116040381821,NA,NA,NA,NA,NA,"108",NA
0.034040008021638,1.87493639762914,0.754491745702561,NA,NA,NA,NA,NA,"110",NA
0.0526480883609011,0.836102452674131,1.35742592127511,NA,NA,NA,NA,NA,"111",NA
0.0695908871877703,1.69492368036893,0.618372740870869,NA,NA,NA,NA,NA,"115",NA
NA,NA,0.780832483223742,NA,0.0203356714884865,2.0400822316595,2.11968447254395,NA,"12",NA
0.0612112825216546,1.5964841191521,0.817958011593835,NA,NA,NA,NA,NA,"121",NA
0.077326389595355,1.76122309978243,0.662953715148766,NA,NA,NA,NA,NA,"122",NA
0.0303229487365055,1.82865608101821,0.75118931235075,NA,NA,NA,NA,NA,"123",NA
NA,NA,0.747370752987964,NA,0.0305272284413171,1.68789082983115,1.75811097886416,NA,"125",NA
0.0460006677803864,1.94327789515426,0.661031650236782,NA,NA,NA,NA,NA,"126",NA
0.0788504244401192,1.7506076445809,0.610216928499269,NA,NA,NA,NA,NA,"128",NA
NA,NA,0.879141189396986,NA,0.0275825458691013,1.69809314688804,1.78474020996596,NA,"129",NA
0.0369265054056131,1.38664164473269,0.87662084778868,-0.0352954638291262,NA,NA,NA,NA,"131",NA
NA,NA,0.338522631990545,NA,0.173040885727526,1.67544269174579,2.01243776015078,NA,"132",NA
0.0114411258900275,2.16832176647383,0.949708717717652,NA,NA,NA,NA,NA,"15",NA
NA,NA,0.863463359198772,NA,0.0208278339264353,1.84907569693108,1.89961789267119,NA,"19",NA
0.024642528055045,1.64623170044504,0.998562509163203,NA,NA,NA,NA,NA,"202",NA
4.32884069066729,1.55886070851995,-0.213551422729036,NA,NA,NA,NA,NA,"222",NA
0.0139914446647906,1.74541504346042,0.921218369131342,NA,NA,NA,NA,NA,"241",NA
0.000174096795886447,1.63302555686218,2.02177400323482,NA,NA,NA,NA,NA,"242",NA
0.128155229515169,2.26015258117226,0.223983909396672,NA,NA,NA,NA,NA,"261",NA
0.0437921417552816,2.12347571269947,0.507812622741759,NA,NA,NA,NA,NA,"263",NA
0.00958120664563088,1.52549990979426,1.05469756792716,NA,NA,NA,NA,NA,"313",NA
0.0615954697113367,1.81864260905131,0.654020652884843,NA,NA,NA,NA,NA,"316",NA
0.0200925969110104,1.64107378997875,0.934597831183695,NA,NA,NA,NA,NA,"317",NA
0.00839439784566187,1.46735866895637,1.36184763702296,NA,NA,NA,NA,NA,"318",NA
0.053425920871258,1.91727349052985,0.661735129160688,NA,NA,NA,NA,NA,"371",NA
0.0349216488244532,1.88189147754034,0.808611605037818,NA,NA,NA,NA,NA,"375",NA
0.0424702126145582,1.88255325193409,0.62090469040572,NA,NA,NA,NA,NA,"391",NA
0.144473754906761,2.19874808694171,0.333891546944592,NA,NA,NA,NA,NA,"400",NA
0.344501928959416,2.59844783013687,-0.240966599801103,NA,NA,NA,NA,NA,"461",NA
0.123716592718834,1.8531882679684,0.313039400472896,NA,NA,NA,NA,NA,"491",NA
0.00456465437395182,1.66398676390108,1.26145844323191,NA,NA,NA,NA,NA,"531",NA
0.0602920086339115,1.79471846804174,0.659078983025334,NA,NA,NA,NA,NA,"540",NA
0.0236974237007553,1.41438766421469,1.11457839010302,NA,NA,NA,NA,NA,"541",NA
0.0701598801792068,1.49980886019716,0.767507479046144,NA,NA,NA,NA,NA,"543",NA
0.143152573780154,1.78541378958732,0.505353722036525,NA,NA,NA,NA,NA,"544",NA
0.139825936707186,2.10250369288792,0.301999355253314,NA,NA,NA,NA,NA,"611",NA
0.04849363769633,1.73618745368849,0.778049417989481,NA,NA,NA,NA,NA,"621",NA
0.0262517162589489,1.67201099799311,0.82626034749818,NA,NA,NA,NA,NA,"691",NA
2.08988412621978,2.52075127024749,-0.575919936339956,NA,NA,NA,NA,NA,"694",NA
0.0742115576795031,1.72920488987877,0.538671197366957,NA,NA,NA,NA,NA,"71",NA
0.11699763186337,1.95222956081301,0.466401159662545,NA,NA,NA,NA,NA,"740",NA
0.053575618788338,1.85583488744267,0.675319394909308,NA,NA,NA,NA,NA,"741",NA
0.0715612564402838,2.01646641365385,0.602902905058361,NA,NA,NA,NA,NA,"743",NA
0.0264722117744876,2.07431215171505,0.790524960803347,NA,NA,NA,NA,NA,"746",NA
0.0515781337197337,1.68538134950219,0.759409387741905,NA,NA,NA,NA,NA,"762",NA
NA,NA,1.24187438080162,NA,0.0133650309716934,1.50353733747085,1.72325953983797,NA,"802",NA
0.0773124323487649,1.85012917235688,0.683026251485812,NA,NA,NA,NA,NA,"806",NA
0.109274381556799,1.8791090961804,0.639890451140068,NA,NA,NA,NA,NA,"812",NA
0.0743248130428452,1.86113739232597,0.566854518626607,NA,NA,NA,NA,NA,"822",NA
0.117906398769861,2.1082629421132,0.4332202978613,NA,NA,NA,NA,NA,"827",NA
0.050861981396989,1.65402327448122,0.858803951440063,NA,NA,NA,NA,NA,"828",NA
0.173096330041744,1.91030387171757,0.451401960628412,NA,NA,NA,NA,NA,"831",NA
0.0253040797843573,1.72185093891764,1.06792081376426,NA,NA,NA,NA,NA,"832",NA
0.0503290566615299,1.69689076828841,0.874728266099911,NA,NA,NA,NA,NA,"833",NA
0.0979718943963073,2.13201017328096,0.47660943559756,NA,NA,NA,NA,NA,"837",NA
0.0580713892459804,1.43352396611191,0.819746877580756,NA,NA,NA,NA,NA,"93",NA
0.0347952229043391,1.64973486563328,0.810728357088681,NA,NA,NA,NA,NA,"94",NA
0.0511160534920011,1.72358547005814,0.703195011276108,NA,NA,NA,NA,NA,"95",NA
0.0116648315295401,1.53165299121498,1.22586646086026,NA,NA,NA,NA,NA,"950",NA
0.058015343955144,1.9177893078637,0.547488189891183,NA,NA,NA,NA,NA,"97",NA
0.0673211672933196,1.53069914429933,0.691167534104513,NA,NA,NA,NA,NA,"970",NA
0.0650802008915988,2.46777236940517,0.238290156303763,NA,NA,NA,NA,NA,"972",NA
0.0495533278787888,1.46370451241418,0.759818939704316,NA,NA,NA,NA,NA,"98",NA
0.00105627062199313,1.75979085168127,1.59551843469255,NA,NA,NA,NA,NA,NA,"1"
0.024642528055045,1.64623170044504,0.998562509163203,NA,NA,NA,NA,NA,NA,"2"
0.0370897309705714,2.86051521156275,0.142562541706073,NA,NA,NA,NA,NA,NA,"3"
0.0319377533517568,1.66455449624351,0.881860983603267,NA,NA,NA,NA,NA,NA,"4"
0.0973026876070067,1.61602908556663,0.578632141720223,NA,NA,NA,NA,NA,NA,"5"
0.167920203490474,1.87705664307973,0.439608786614899,NA,NA,NA,NA,NA,NA,"6"
0.120087374198159,1.99055436270275,0.413551565985147,NA,NA,NA,NA,NA,NA,"7"
0.0602059919920831,1.93372767631453,0.590395003949616,NA,NA,NA,NA,NA,NA,"8"
0.0367432039284954,1.63027651341014,0.962121834592933,NA,NA,NA,NA,NA,NA,"9"
