"a","b","c","b2","a0","b0","b1","SPCD_DIVISION","SPCD","JENKINS_SPGRPCD"
0.197373643639841,1.45067468957994,0.538874906953275,-0.0503855840751027,NA,NA,NA,"1_111 230",NA,NA
NA,NA,0.970566362591812,NA,0.0399392749956427,1.34629865764499,1.66812734447442,"1_131 230",NA,NA
NA,NA,0.670566951057603,NA,0.0370677607482891,1.76533371128787,1.44627494742639,"105 130",NA,NA
NA,NA,0.720389043989012,NA,0.0586831413455454,1.44846643649407,1.82489168476233,"105 210",NA,NA
0.530178765466488,1.80825246093007,-0.0163754076021856,NA,NA,NA,NA,"107 230",NA,NA
0.0394374876972408,1.75811582574872,0.683384637224277,NA,NA,NA,NA,"108 M130",NA,NA
0.0731949265051385,1.7335988009286,0.547490373104103,NA,NA,NA,NA,"108 M210",NA,NA
0.0491640134053607,1.56477005821532,0.692947899331493,NA,NA,NA,NA,"108 M330",NA,NA
0.0204507876753655,1.78928010036434,0.928938593762998,NA,NA,NA,NA,"110 230",NA,NA
0.551137166906199,1.98388263995025,0.00636618006166899,NA,NA,NA,NA,"110 M230",NA,NA
0.0469288907652175,0.819022006249599,1.39399129892244,NA,NA,NA,NA,"111 230",NA,NA
0.0695908871877703,1.69492368036893,0.618372740870869,NA,NA,NA,NA,"115 230",NA,NA
NA,NA,0.639554168956783,NA,0.027530353473069,2.16599140683486,2.24265652217304,"12 130",NA,NA
NA,NA,1.38180142307694,NA,0.00455480239160441,1.61896186637178,1.7050684133276,"12 210",NA,NA
0.0612112825216546,1.5964841191521,0.817958011593835,NA,NA,NA,NA,"121 230",NA,NA
0.0777851528311737,1.67588114579158,0.71288033996631,NA,NA,NA,NA,"122 M310",NA,NA
0.03270399556607,1.90309243572402,0.698871550871713,NA,NA,NA,NA,"123 M220",NA,NA
NA,NA,0.924695673928146,NA,0.0146811738955287,1.70748183499807,1.54968451285935,"125 130",NA,NA
NA,NA,0.619728975932038,NA,0.0436577503864076,1.74597755312567,1.86110775557351,"125 210",NA,NA
0.0677422012630715,2.06772557724922,0.498583220354325,NA,NA,NA,NA,"126 M220",NA,NA
0.0788504244401192,1.7506076445809,0.610216928499269,NA,NA,NA,NA,"128 230",NA,NA
NA,NA,0.914618812217525,NA,0.0187381138110204,1.81698610369704,1.72298555777347,"129 210",NA,NA
NA,NA,0.953058014761176,NA,0.0270108216686751,1.53060371364747,1.81526406145918,"129 M220",NA,NA
0.0356127215138051,1.38482998407907,0.887341621628351,-0.0349315836958278,NA,NA,NA,"131 230",NA,NA
NA,NA,0.832266176853959,NA,0.0484334303483966,1.31534605859989,1.63778088116904,"132 230",NA,NA
NA,NA,0.605900198395179,NA,0.0731961525171162,1.64237992777413,1.8929437532302,"132 M220",NA,NA
0.000104701037828896,0.869228100960767,2.90702063174965,NA,NA,NA,NA,"15 M260",NA,NA
NA,NA,0.775790518169258,NA,0.0224367191879112,2.00445590368197,1.74277966530424,"19 M330",NA,NA
0.00910653506934977,1.437894390749,1.33651436661284,NA,NA,NA,NA,"202 240",NA,NA
0.0450852865657111,1.80016480027764,0.778003770209799,NA,NA,NA,NA,"202 330",NA,NA
0.0298248730622428,1.8613200579058,0.807261693830205,NA,NA,NA,NA,"202 M240",NA,NA
7.46681664571726e-05,1.53755978707608,2.38955028000204,NA,NA,NA,NA,"202 M330",NA,NA
4.32884069066729,1.55886070851995,-0.213551422729036,NA,NA,NA,NA,"222 230",NA,NA
0.00879967146519686,1.42249925641336,1.24900631780071,NA,NA,NA,NA,"241 130",NA,NA
0.0125629191438657,1.8313054890913,0.890539834793326,NA,NA,NA,NA,"241 210",NA,NA
0.0273334076131193,1.74639779721506,0.935785704170269,NA,NA,NA,NA,"261 130",NA,NA
0.0997855562897886,2.23231554299274,0.306304755248008,NA,NA,NA,NA,"261 210",NA,NA
0.0981294587137756,2.09655750611451,0.352169627655509,NA,NA,NA,NA,"261 M220",NA,NA
0.00269189447564912,2.13569981184768,1.08178293994883,NA,NA,NA,NA,"263 M240",NA,NA
0.00958120664563088,1.52549990979426,1.05469756792716,NA,NA,NA,NA,"313 230",NA,NA
0.130552827566591,1.75346155832466,0.478632360198074,NA,NA,NA,NA,"316 210",NA,NA
0.335781316333854,1.94139851873573,0.180068471589917,NA,NA,NA,NA,"316 230",NA,NA
0.0254480819245953,1.79689560903968,0.897411898468733,NA,NA,NA,NA,"316 M220",NA,NA
0.00470208053860197,1.36969532217038,1.5522269899058,NA,NA,NA,NA,"318 210",NA,NA
0.0064249361603885,2.23020939681014,1.04599013994558,NA,NA,NA,NA,"371 130",NA,NA
0.0493573870038777,1.87707700168355,0.708572124300993,NA,NA,NA,NA,"371 210",NA,NA
0.0309332298516804,1.82856948682596,0.868394260245056,NA,NA,NA,NA,"375 130",NA,NA
0.08997755685315,1.98520575533433,0.519427913015547,NA,NA,NA,NA,"375 210",NA,NA
1.28174274585123,2.370036062682,-0.252998747567193,NA,NA,NA,NA,"400 230",NA,NA
0.110996476082056,2.07991381785349,0.465604662926761,NA,NA,NA,NA,"400 M220",NA,NA
0.344501928959416,2.59844783013687,-0.240966599801103,NA,NA,NA,NA,"461 230",NA,NA
0.0534410991716724,1.96560742692229,0.581318999961946,NA,NA,NA,NA,"491 230",NA,NA
0.0087074522153511,1.3359458307482,1.30245390016661,NA,NA,NA,NA,"531 210",NA,NA
0.101071202732526,1.72804057244846,0.543560625547108,NA,NA,NA,NA,"540 230",NA,NA
0.0682346305980931,1.40459073954604,0.864834642598748,NA,NA,NA,NA,"541 210",NA,NA
0.331570362699091,1.86702403026364,0.265790043246993,NA,NA,NA,NA,"544 230",NA,NA
0.141691882253203,2.10469076692325,0.297740441132473,NA,NA,NA,NA,"611 230",NA,NA
0.107312147860057,2.03757969413078,0.420410302789044,NA,NA,NA,NA,"621 230",NA,NA
0.0241292550253719,1.47276707155883,1.09867840354402,NA,NA,NA,NA,"621 M220",NA,NA
0.0262517162589489,1.67201099799311,0.82626034749818,NA,NA,NA,NA,"691 230",NA,NA
2.08988412621978,2.52075127024749,-0.575919936339956,NA,NA,NA,NA,"694 230",NA,NA
0.0483198907832643,1.56075201433734,0.739990013616242,NA,NA,NA,NA,"71 130",NA,NA
0.0812202309248117,1.90967388269407,0.41922161091381,NA,NA,NA,NA,"71 210",NA,NA
0.0350025623132792,1.78324230570485,0.829947671376243,NA,NA,NA,NA,"740 230",NA,NA
0.123534666704715,1.93464603607886,0.453581281733296,NA,NA,NA,NA,"741 130",NA,NA
0.00606086699933057,1.69120086661296,1.26060322588116,NA,NA,NA,NA,"741 210",NA,NA
0.0687616915049357,2.03554131935087,0.588834289589341,NA,NA,NA,NA,"743 130",NA,NA
0.098556002194585,1.89767374522107,0.603632478923358,NA,NA,NA,NA,"743 210",NA,NA
0.0198321634269056,2.0835784235363,0.864866410333967,NA,NA,NA,NA,"746 130",NA,NA
0.0462383167438743,2.11838438052801,0.63271390686493,NA,NA,NA,NA,"746 210",NA,NA
0.145423716568204,2.17226231233784,0.268241651443947,NA,NA,NA,NA,"746 M130",NA,NA
0.060233302610672,1.85578860625286,0.724388387056394,NA,NA,NA,NA,"746 M330",NA,NA
0.0824491179242968,1.55985864496248,0.718131857750647,NA,NA,NA,NA,"762 210",NA,NA
NA,NA,0.375830383384909,NA,0.158403991244366,1.88138115044546,1.6702706434182,"802 210",NA,NA
NA,NA,0.982414828995879,NA,0.0312798418858075,1.61948961232178,1.78288025856846,"802 220",NA,NA
NA,NA,1.58900912911279,NA,0.00598194833994856,1.19275700626529,1.84527490224002,"802 230",NA,NA
NA,NA,0.83099286236707,NA,0.0136538146076622,2.25543729683567,1.77756968560001,"802 M220",NA,NA
0.0904243818131196,1.86263492202233,0.6532238631074,NA,NA,NA,NA,"806 220",NA,NA
0.0743248130428452,1.86113739232597,0.566854518626607,NA,NA,NA,NA,"822 230",NA,NA
0.117906398769861,2.1082629421132,0.4332202978613,NA,NA,NA,NA,"827 230",NA,NA
0.050861981396989,1.65402327448122,0.858803951440063,NA,NA,NA,NA,"828 230",NA,NA
0.173096330041744,1.91030387171757,0.451401960628412,NA,NA,NA,NA,"831 230",NA,NA
0.0240706171213873,1.71350082356628,1.08461894704798,NA,NA,NA,NA,"832 M220",NA,NA
0.0452944993323631,1.9344201954062,0.744389223669515,NA,NA,NA,NA,"833 210",NA,NA
0.0366058730938678,1.72686882398508,0.744349530372185,NA,NA,NA,NA,"94 130",NA,NA
