"a","b","c","a0","b0","b1","b2","a1","c1","SPCD_DIVISION","SPCD","JENKINS_SPGRPCD"
NA,NA,0.837769002552732,0.00218969387612793,1.73935097735194,1.84311510116562,NA,NA,NA,"126 M220",NA,NA
NA,NA,0.659650265551935,0.00405057991159953,1.84251564917916,1.82284991183314,NA,NA,NA,"128 230",NA,NA
NA,NA,1.18118226893422,0.000137704862917538,2.15877776749369,1.65835867211245,NA,NA,NA,"129 130",NA,NA
NA,NA,1.10030352752804,0.00020135559721799,2.21664540222637,1.478482245243,NA,NA,NA,"129 210",NA,NA
NA,NA,-0.225406817275701,0.0412185839714552,2.11156223199797,2.0618788819449,NA,NA,NA,"129 220",NA,NA
NA,NA,0.35983017607334,0.00280521545159093,2.42197111888254,1.83346869044977,NA,NA,NA,"129 230",NA,NA
NA,NA,0.867007467236507,0.000732365123745046,2.0557918025901,1.74430944213919,NA,NA,NA,"129 M220",NA,NA
0.00411035101179202,2.91559523944304,-0.111514922581962,NA,NA,NA,NA,NA,NA,"131 220",NA,NA
0.00655254649985668,1.93568767540858,0.407960688877823,NA,NA,NA,NA,NA,NA,"131 230",NA,NA
3.78208484450582e-05,1.45231693539997,1.92928435520845,NA,NA,NA,NA,NA,NA,"131 M230",NA,NA
0.00144696844958939,1.5878312104042,0.818854009514425,NA,NA,NA,0.00530709942521179,NA,NA,"132 220",NA,NA
0.00967161873677325,2.07021249756253,0.172936747626074,NA,NA,NA,0.00366222962016329,NA,NA,"132 230",NA,NA
0.00414532112564937,2.2593758490137,0.372254794258397,NA,NA,NA,0.0495133601869453,NA,NA,"132 M220",NA,NA
0.00401785622508678,2.04243903055679,0.473687954361179,NA,NA,NA,0.000494871731915191,NA,NA,"15 M260",NA,NA
0.00019190745946631,2.19574865001646,1.22452071801149,NA,NA,NA,0.0194823827793118,NA,NA,"15 M310",NA,NA
0.00123392852903687,2.87466647381197,0.285655227717556,NA,NA,NA,0.0230919428859966,NA,NA,"15 M330",NA,NA
0.000712000441013398,1.33461397249625,1.21843691801178,NA,NA,NA,NA,NA,NA,"19 M330",NA,NA
0.00102866234061313,1.90688718972522,0.865838687690735,NA,NA,NA,NA,NA,NA,"20 M260",NA,NA
0.00145232606889251,1.70958813956254,0.901029662529831,NA,NA,NA,NA,NA,NA,"202 130",NA,NA
3.18860379208061e-05,1.2125661949175,1.97860346724021,NA,NA,NA,NA,NA,NA,"202 240",NA,NA
0.00210085152243836,1.88464625853175,0.700654103434912,NA,NA,NA,NA,NA,NA,"202 260",NA,NA
0.000511885589661312,1.80696581436156,1.03686217714294,NA,NA,NA,NA,NA,NA,"202 340",NA,NA
0.00106444653420969,1.99799448039471,0.811892675705468,NA,NA,NA,NA,NA,NA,"202 M240",NA,NA
0.00179062372102396,1.66743140806728,0.906534739780612,NA,NA,NA,NA,NA,NA,"202 M260",NA,NA
0.00208929029399526,2.03865457319955,0.695009003155347,NA,NA,NA,NA,NA,NA,"202 M310",NA,NA
0.00963558716740879,2.19072331898743,0.186060582170358,NA,NA,NA,NA,NA,NA,"202 M330",NA,NA
0.00810794129769455,1.81872078232528,0.54050809074481,NA,NA,NA,NA,NA,NA,"211 260",NA,NA
0.000525286257782519,1.96683709879825,0.861838951626167,NA,NA,NA,NA,NA,NA,"221 230",NA,NA
0.00796820935891839,1.63879698148955,0.559610728139708,NA,NA,NA,NA,NA,NA,"222 230",NA,NA
0.000286357559664634,1.81340735828619,1.088034005699,NA,NA,NA,NA,NA,NA,"241 210",NA,NA
4.58704444675475e-05,1.34479929680676,1.73734279465768,NA,NA,NA,NA,NA,NA,"242 340",NA,NA
0.0124669491059421,2.31861867724424,-0.0760156296479485,NA,NA,NA,NA,NA,NA,"242 M240",NA,NA
0.00114655865967241,1.97574992299877,0.798903225352532,NA,NA,NA,0.00633377430254567,NA,NA,"261 210",NA,NA
0.00169337794615483,1.43090391801715,0.954160214065255,NA,NA,NA,-0.0189545988333533,NA,NA,"261 M220",NA,NA
0.000217089958251594,1.48373405855075,1.34177151208691,NA,NA,NA,NA,NA,NA,"263 340",NA,NA
0.013890191772368,2.26433528401892,-0.0139604455929112,NA,NA,NA,NA,NA,NA,"263 M240",NA,NA
NA,NA,0.122748928455044,0.00643266244945716,2.25919514913742,1.72393107176221,NA,NA,NA,"316 210",NA,NA
NA,NA,-0.583135415096935,0.0645360094069118,2.34932393995505,2.23946278826682,NA,NA,NA,"316 220",NA,NA
NA,NA,0.624493442764752,0.00132484094866516,2.08834869078366,1.47971558302103,NA,NA,NA,"316 230",NA,NA
NA,NA,0.901331299985612,0.000568208776280798,1.94316797143155,1.68002256940878,NA,NA,NA,"316 M220",NA,NA
0.000553263378057975,1.88866472964341,0.939339973123191,NA,NA,NA,NA,NA,NA,"318 210",NA,NA
0.00184236686151738,2.10668085430471,0.566968127381647,NA,NA,NA,NA,NA,NA,"318 220",NA,NA
0.000100461398542922,1.94258805645972,1.35205371679512,NA,NA,NA,NA,NA,NA,"318 M210",NA,NA
0.00875600441425457,1.93573058918057,0.200128623067669,NA,NA,NA,NA,NA,NA,"318 M220",NA,NA
7.51198127206568e-05,1.49187664073964,1.68398255972354,NA,NA,NA,NA,NA,NA,"330 M220",NA,NA
NA,NA,1.01285640806511,0.000295074699737679,1.92466670519509,2.10466159770865,NA,NA,NA,"351 M240",NA,NA
0.0090316240412015,1.58988677457574,0.46280597231207,NA,NA,NA,NA,NA,NA,"370 230",NA,NA
0.000534115039994221,1.79992127708844,0.98196413510279,NA,NA,NA,NA,NA,NA,"370 M220",NA,NA
0.00113286206633359,2.41633204828948,0.38945966568975,NA,NA,NA,NA,NA,NA,"371 130",NA,NA
0.000227211859422027,1.76096674551148,1.2305760883593,NA,NA,NA,NA,NA,NA,"371 210",NA,NA
0.00272204384230929,2.2136107769046,0.374853916643013,NA,NA,NA,NA,NA,NA,"371 220",NA,NA
0.000218312248822154,2.2208915449011,0.960071314008608,NA,NA,NA,NA,NA,NA,"371 M210",NA,NA
NA,NA,1.28559430173277,0.000129758575846355,1.90725930652925,1.56221897367219,NA,NA,NA,"375 130",NA,NA
NA,NA,0.587963237657657,0.00195483758523401,1.96447437100053,1.822312038462,NA,NA,NA,"375 210",NA,NA
NA,NA,-0.302736712692691,0.0437258576939681,2.11155256698359,2.32481402347106,NA,NA,NA,"375 220",NA,NA
NA,NA,0.786162112686848,0.000674499230170017,2.04810220033976,1.72394503409615,NA,NA,NA,"375 M210",NA,NA
NA,NA,0.636783242302906,0.00280088899247358,1.93115352761086,1.60958524675017,NA,NA,NA,"400 220",NA,NA
NA,NA,0.580612517264116,0.00257285202909353,2.083050160804,1.78536881070624,NA,NA,NA,"400 230",NA,NA
NA,NA,0.698537740035621,0.00163590657804156,2.06176699453669,1.79719778986922,NA,NA,NA,"400 M220",NA,NA
NA,NA,0.0221716918501012,0.0662896418270213,1.78977441016725,2.0206976008117,NA,NA,NA,"400 M230",NA,NA
0.000650850500046586,1.48114989290518,1.22988166903192,NA,NA,NA,NA,NA,NA,"404 230",NA,NA
0.00227352562473772,1.78309420416838,0.607087436977288,NA,NA,NA,NA,NA,NA,"42 M240",NA,NA
0.00629276003431997,1.94224315480025,0.380642261467415,NA,NA,NA,NA,NA,NA,"421 220",NA,NA
0.000961844025594018,1.96278201090501,0.830338349655955,NA,NA,NA,NA,NA,NA,"43 230",NA,NA
0.000780564668247585,1.64568867421468,0.992305537623961,NA,NA,NA,NA,NA,NA,"460 230",NA,NA
0.00793056130356691,2.40291620979625,-0.115417656030794,NA,NA,NA,NA,NA,NA,"461 230",NA,NA
0.00248352665265486,1.96698795769972,0.596237971474704,NA,NA,NA,NA,NA,NA,"491 230",NA,NA
0.00102335637081584,2.00310647702386,0.871797890658459,NA,NA,NA,NA,NA,NA,"521 230",NA,NA
0.00297483114417099,1.97522627522626,0.368229190294447,NA,NA,NA,NA,NA,NA,"531 210",NA,NA
0.00428186476934225,1.95463283022038,0.292507514242565,NA,NA,NA,NA,NA,NA,"531 220",NA,NA
0.000503229891170579,1.72973239007999,0.959532944783459,NA,NA,NA,NA,NA,NA,"531 230",NA,NA
0.000643914666571924,1.93260544436568,0.746503986542036,NA,NA,NA,NA,NA,NA,"531 M210",NA,NA
0.00479148249775311,2.08935569041522,0.233405228236631,NA,NA,NA,NA,NA,NA,"531 M220",NA,NA
NA,NA,0.808873912213868,0.00129650706151435,1.92032660971351,1.81472113438928,NA,NA,NA,"540 230",NA,NA
NA,NA,0.177185390630077,0.0158441390131528,2.01859998415794,1.95018583600686,NA,NA,NA,"540 M220",NA,NA
0.00119385743109888,1.46115590553787,1.0699042761738,NA,NA,NA,NA,NA,NA,"541 210",NA,NA
0.000431924633566904,1.58809433159529,1.21686692007512,NA,NA,NA,NA,NA,NA,"541 220",NA,NA
0.000770948483831536,1.88511488719246,0.959925026729462,NA,NA,NA,NA,NA,NA,"541 M210",NA,NA
0.000108771717792441,1.13237641504419,1.84566345902186,NA,NA,NA,NA,NA,NA,"541 M220",NA,NA
0.000742742738110997,1.47864097276248,1.16053694835218,NA,NA,NA,NA,NA,NA,"544 230",NA,NA
0.437114558926167,2.33990380752119,-0.892965455555997,NA,NA,NA,NA,NA,NA,"555 230",NA,NA
0.0022139701475691,1.90998950953609,0.546929758347162,NA,NA,NA,NA,NA,NA,"591 230",NA,NA
0.00196208767731812,1.68124539630672,0.910524812506366,NA,NA,NA,NA,NA,NA,"602 M220",NA,NA
NA,NA,0.686493003459266,0.00175300482352416,2.00967935495619,1.6329424715653,NA,NA,NA,"611 230",NA,NA
NA,NA,-0.318573971491559,0.0634420561189383,2.07043000399903,2.54714348982848,NA,NA,NA,"621 220",NA,NA
NA,NA,0.916225873225753,0.00111115990315618,1.82253069434323,1.69011702320433,NA,NA,NA,"621 230",NA,NA
NA,NA,0.993950804761112,0.00104027890707736,1.68280604993237,1.73634920967278,NA,NA,NA,"621 M220",NA,NA
0.00304385008586673,1.82531139395503,0.667633291354419,NA,NA,NA,NA,NA,NA,"653 230",NA,NA
0.00141832801452604,1.35824243085936,0.707365700243971,NA,NA,NA,NA,NA,NA,"68 220",NA,NA
0.0095705336645181,1.54828765640681,0.23933598946219,NA,NA,NA,NA,NA,NA,"68 230",NA,NA
0.00108787423137754,1.51073157360763,1.02443152929382,NA,NA,NA,NA,NA,NA,"691 230",NA,NA
0.231768174807925,2.38410271529697,-0.850771774155031,NA,NA,NA,NA,NA,NA,"693 220",NA,NA
0.00251979258071945,2.02051346235791,0.591277807644925,NA,NA,NA,NA,NA,NA,"693 230",NA,NA
0.000707745234687645,1.99408525788299,0.957475081500099,NA,NA,NA,NA,NA,NA,"693 M220",NA,NA
NA,NA,0.727778843907542,0.00178425893501879,2.0034672722965,1.63834246774618,NA,NA,NA,"694 230",NA,NA
NA,NA,0.793408782759442,0.00152441246992881,1.62989656458349,0.79339920533181,NA,NA,NA,"71 130",NA,NA
NA,NA,0.379076078588284,0.00647056511247865,1.77214931134694,1.97386573161707,NA,NA,NA,"71 210",NA,NA
0.00391188430584679,1.89639511228471,0.39627210172585,NA,NA,NA,NA,NA,NA,"731 230",NA,NA
0.00511860750280707,2.31939750685083,0.295301209570282,NA,NA,NA,NA,NA,NA,"740 130",NA,NA
0.00215309579494475,2.11324129891991,0.518605666937564,NA,NA,NA,NA,NA,NA,"740 M330",NA,NA
0.000999015081588459,2.10857823676331,0.797497506129922,NA,NA,NA,NA,NA,NA,"741 130",NA,NA
0.000282156983079678,1.76181226248935,1.22493236605568,NA,NA,NA,NA,NA,NA,"741 210",NA,NA
0.0017894113787371,1.95749518377735,0.660324812873367,NA,NA,NA,NA,NA,NA,"743 130",NA,NA
0.0155467125492102,1.91992494770056,0.127475233337847,NA,NA,NA,NA,NA,NA,"743 210",NA,NA
0.000760043640142844,2.15682772502832,0.7494627017271,NA,NA,NA,NA,NA,NA,"746 130",NA,NA
0.00239130346806137,2.10032990942234,0.488924844505784,NA,NA,NA,NA,NA,NA,"746 210",NA,NA
0.00257147263854436,1.7840853632578,0.647616021305707,NA,NA,NA,NA,NA,NA,"746 220",NA,NA
0.00355896683593728,2.23311061412123,0.322153644153739,NA,NA,NA,NA,NA,NA,"746 M130",NA,NA
0.00263084246660077,2.18084583424616,0.46511652688034,NA,NA,NA,NA,NA,NA,"746 M330",NA,NA
0.000624601466163509,1.40029252814523,1.16759159696359,NA,NA,NA,NA,NA,NA,"762 210",NA,NA
0.00241612487337557,2.01484731457754,0.525807358745758,NA,NA,NA,NA,NA,NA,"762 230",NA,NA
0.0455064657799658,1.73343705003983,0.00394435596708882,NA,NA,NA,NA,NA,NA,"762 M220",NA,NA
NA,NA,0.719187183191903,0.00286331732914845,1.84552742088553,1.40439143626001,NA,NA,NA,"800 230",NA,NA
NA,NA,0.732606854831302,0.00109290406581985,2.06324373064329,1.51617347099564,NA,NA,NA,"802 210",NA,NA
NA,NA,-0.308756819893328,0.0481567291285686,2.23389676462227,1.77835394420123,NA,NA,NA,"802 220",NA,NA
NA,NA,0.54967977344463,0.00265368547060603,2.06747837514846,1.73957755956607,NA,NA,NA,"802 230",NA,NA
NA,NA,0.677400729297793,0.00202002599795918,1.95777527955104,1.6184556752405,NA,NA,NA,"802 M220",NA,NA
NA,NA,1.17275918379008,0.000502456716556868,1.66426578108739,1.82582870108202,NA,NA,NA,"802 M230",NA,NA
0.00668964108851313,2.59340696586885,0.19382919899301,NA,NA,NA,0.0786423514757523,NA,NA,"806 220",NA,NA
0.00108047444350381,2.22439057276451,0.771436981403798,NA,NA,NA,0.0350575807496159,NA,NA,"806 230",NA,NA
0.00793820892353098,2.03557372992771,0.339111826612838,NA,NA,NA,0.0138132997781233,NA,NA,"806 M220",NA,NA
0.00660276206964668,1.70185582599057,0.62114878657975,NA,NA,NA,NA,NA,NA,"81 M260",NA,NA
NA,NA,0.579068065347777,0.000976291150500094,2.47801269927597,1.55692146810865,NA,NA,NA,"812 230",NA,NA
0.00891763565761528,1.98033728307285,0.246687912770378,NA,NA,NA,NA,NA,NA,"813 230",NA,NA
NA,NA,0.807437762880954,0.00109383693936618,1.89897826801435,1.59498461522857,NA,NA,NA,"820 230",NA,NA
0.000387584216747435,1.52334872723849,1.28354266445084,NA,NA,NA,NA,NA,NA,"822 230",NA,NA
0.000475104266263075,1.60164053939564,1.16092486230591,NA,NA,NA,NA,NA,NA,"825 230",NA,NA
NA,NA,0.879136112241631,0.000888847845919212,1.82589681845639,1.59534262345186,NA,NA,NA,"827 230",NA,NA
0.000879945454015553,1.42497678582881,1.11528071838599,NA,NA,NA,NA,NA,NA,"828 230",NA,NA
0.00360214528731458,1.51172444573808,0.774736572024479,NA,NA,NA,NA,NA,NA,"831 230",NA,NA
0.0414205662499184,2.72094790816673,-0.310487726146429,NA,NA,NA,0.0685153397853855,NA,NA,"832 220",NA,NA
0.00131458832848185,2.15875199631959,0.834747407984417,NA,NA,NA,0.0406485627291146,NA,NA,"832 230",NA,NA
0.00236162010367264,2.03154173644874,0.709142993722694,NA,NA,NA,0.025046089780651,NA,NA,"832 M220",NA,NA
NA,NA,0.597431064678349,0.00249306001048125,1.91536799211524,1.65441244567281,NA,NA,NA,"833 210",NA,NA
NA,NA,0.0451599197589731,0.0151246676845705,2.11333445255412,1.76369080183669,NA,NA,NA,"833 220",NA,NA
NA,NA,0.120338585118527,0.00823407714353783,2.33933224416882,1.84026048823435,NA,NA,NA,"833 230",NA,NA
NA,NA,0.650821776708849,0.00148740716495968,2.13729095711278,1.49535668487928,NA,NA,NA,"833 M220",NA,NA
NA,NA,0.0936111236721009,0.0485174871722051,1.50866549345668,1.64708357333219,NA,NA,NA,"835 220",NA,NA
NA,NA,0.680788192114187,0.00206080478681202,1.98661807092627,1.53929142805906,NA,NA,NA,"835 230",NA,NA
NA,NA,0.0575758672943436,0.0456714921335925,1.60714103774075,2.05210999522879,NA,NA,NA,"837 220",NA,NA
NA,NA,0.5484353630003,0.00227643604447947,2.23403549426195,1.57013325527768,NA,NA,NA,"837 230",NA,NA
NA,NA,0.787093687487351,0.00250893815922261,1.69800935516126,1.70936179155554,NA,NA,NA,"837 M210",NA,NA
NA,NA,0.578287624399191,0.00204525525624629,2.21957302127901,1.65194755028669,NA,NA,NA,"837 M220",NA,NA
0.00327548376433378,1.38474791157854,0.961214473266852,NA,NA,NA,NA,NA,NA,"838 230",NA,NA
0.00155477029077858,1.6077677145937,1.02171703193528,NA,NA,NA,NA,NA,NA,"901 M220",NA,NA
0.000887314711076769,1.88878886530848,0.798624046309911,NA,NA,NA,NA,NA,NA,"91 210",NA,NA
0.00136930177696374,1.69425557179352,0.810909718284934,NA,NA,NA,NA,NA,NA,"93 M330",NA,NA
0.0023069718999245,1.6979806358677,0.702938271775632,NA,NA,NA,NA,NA,NA,"93 M340",NA,NA
NA,NA,0.559739505050528,0.0025499659289694,1.77664756314155,1.87585045290615,NA,NA,NA,"94 130",NA,NA
NA,NA,1.07208608258066,0.000821621522911822,1.31446633591869,1.54858612415475,NA,NA,NA,"94 210",NA,NA
NA,NA,0.640971434709227,0.00178612657748689,1.89945761606856,1.28478064435753,NA,NA,NA,"94 M130",NA,NA
0.00272939883948621,1.71474849026955,0.540685152999777,NA,NA,NA,-0.025208254729503,NA,NA,"95 130",NA,NA
0.000634197630478489,1.96140398907325,0.892483439728791,NA,NA,NA,0.0341103695036495,NA,NA,"95 210",NA,NA
0.00252556063851469,1.54462563298098,0.626736307074692,NA,NA,NA,-0.0601195059811746,NA,NA,"95 M130",NA,NA
0.000830128595481977,1.67885413126835,1.09491135648638,NA,NA,NA,NA,NA,NA,"950 210",NA,NA
0.015307085775803,1.8094616439358,0.301293639110496,NA,NA,NA,NA,NA,NA,"950 M220",NA,NA
0.000389432042043956,1.54303412254671,1.24086405645587,NA,NA,NA,NA,NA,NA,"951 210",NA,NA
0.00681640087694329,2.448976867785,-0.0264991525681682,NA,NA,NA,NA,NA,NA,"97 130",NA,NA
0.00310359328245422,2.11956458258769,0.386086358211006,NA,NA,NA,NA,NA,NA,"97 210",NA,NA
0.00217058874717524,1.78447485418325,0.659240901450935,NA,NA,NA,NA,NA,NA,"97 M210",NA,NA
0.000635907968372349,1.47438963146549,1.19645965682591,NA,NA,NA,NA,NA,NA,"970 230",NA,NA
0.000634962114515506,1.4567647832753,1.15203755631359,NA,NA,NA,NA,NA,NA,"972 210",NA,NA
0.00156739281011906,1.5567419674075,0.829125450515302,NA,NA,NA,NA,NA,NA,"98 M240",NA,NA
NA,NA,0.999091824908943,0.00082475926108891,1.79503148698605,3.00988547678825,NA,NA,NA,"999 230",NA,NA
NA,NA,0.379123909043864,0.00723327935176314,2.01055782742557,0.835700077986116,NA,NA,NA,"999 M220",NA,NA
0.00296421258080418,1.78409261553745,0.764628518163052,NA,NA,NA,NA,NA,NA,NA,"1_111",NA
NA,NA,0.361000217424759,0.00860725765787889,1.87950125260079,2.08336381979744,NA,NA,NA,NA,"1_131",NA
0.00265607170623548,1.63203381779299,0.62029072342244,NA,NA,NA,NA,NA,NA,NA,"100",NA
0.00222108397185766,1.9257313384076,0.527395656219211,NA,NA,NA,NA,NA,NA,NA,"105",NA
0.00104649547817301,1.64660955444726,0.897787021005282,NA,NA,NA,NA,NA,NA,NA,"107",NA
0.00137228583377699,1.90003929236805,0.608772199078663,NA,NA,NA,NA,NA,NA,NA,"108",NA
NA,NA,0.372681148878939,0.00820158063645397,1.96450211689184,1.90890667250376,NA,NA,NA,NA,"110",NA
0.00427375272371771,2.01100031324571,0.589200594483435,NA,NA,NA,0.0168990514759368,NA,NA,NA,"111",NA
0.00102270605058743,1.85903052850799,0.833432602347442,NA,NA,NA,NA,NA,NA,NA,"115",NA
0.012059052851573,1.88028763938012,0.326890106834677,NA,NA,NA,NA,NA,NA,NA,"117",NA
0.00152509372162345,NA,0.863301439334603,NA,NA,0.214307080613175,NA,1.6343857848554,0.378701038743356,NA,"12",NA
NA,NA,0.487834591767417,0.0041982289838964,2.08827257625053,1.73793393124137,NA,NA,NA,NA,"121",NA
0.00245585235347301,1.76060222288281,0.803990392791233,NA,NA,NA,NA,NA,NA,NA,"122",NA
0.00172463806096726,1.85982875380249,0.763996461540914,NA,NA,NA,NA,NA,NA,NA,"123",NA
0.00196454024514329,1.48046382607698,0.766578605906391,NA,NA,NA,-0.038427673589082,NA,NA,NA,"125",NA
NA,NA,0.815423406952226,0.00250925298395143,1.71397814086866,1.858476416453,NA,NA,NA,NA,"126",NA
NA,NA,0.659650265551935,0.00405057991159953,1.84251564917916,1.82284991183314,NA,NA,NA,NA,"128",NA
NA,NA,0.992856804872235,0.000380938747379605,2.07095233379067,1.70242108217536,NA,NA,NA,NA,"129",NA
0.00605973136022283,1.93855204168844,0.424057380455436,NA,NA,NA,NA,NA,NA,NA,"131",NA
0.00476281589317181,2.31101982879605,0.306067855088488,NA,NA,NA,0.0467931466677228,NA,NA,NA,"132",NA
0.00288030486486035,2.71508804534075,0.195078835230797,NA,NA,NA,0.0165830569909505,NA,NA,NA,"15",NA
0.00718670648492755,1.88826066959485,0.381699475065722,NA,NA,NA,NA,NA,NA,NA,"17",NA
0.000805726389300438,1.44946072929057,1.12051358698786,NA,NA,NA,NA,NA,NA,NA,"19",NA
0.00117637685689041,1.84823894145922,0.870784906264131,NA,NA,NA,NA,NA,NA,NA,"20",NA
0.00345220669853038,2.30511816518563,0.353812348670161,NA,NA,NA,NA,NA,NA,NA,"202",NA
0.00827305655777385,1.81530424862661,0.539010900298412,NA,NA,NA,NA,NA,NA,NA,"211",NA
0.000525286257782519,1.96683709879825,0.861838951626167,NA,NA,NA,NA,NA,NA,NA,"221",NA
0.00796820935891839,1.63879698148955,0.559610728139708,NA,NA,NA,NA,NA,NA,NA,"222",NA
0.00176953026736246,1.73535678431585,0.69756058420957,NA,NA,NA,NA,NA,NA,NA,"241",NA
0.0107299613462515,2.34046171487426,-0.0624136113940302,NA,NA,NA,NA,NA,NA,NA,"242",NA
0.00143527926057676,1.49150432418503,0.951102626789711,NA,NA,NA,-0.0179780564184788,NA,NA,NA,"261",NA
0.00765256916121566,2.1561859320703,0.184554178555359,NA,NA,NA,NA,NA,NA,NA,"263",NA
0.0117674110991357,1.96039488982772,0.13257614193166,NA,NA,NA,NA,NA,NA,NA,"313",NA
NA,NA,0.27506446350503,0.00374341006374718,2.22685755700592,1.68599309633616,NA,NA,NA,NA,"316",NA
0.000263031243247145,1.89379118380002,0.970766638788525,NA,NA,NA,NA,NA,NA,NA,"317",NA
0.000758488614695843,2.08082912590574,0.767243721978376,NA,NA,NA,NA,NA,NA,NA,"318",NA
7.51198127206568e-05,1.49187664073964,1.68398255972354,NA,NA,NA,NA,NA,NA,NA,"330",NA
NA,NA,1.02469017390746,0.000293511389118404,1.90762533548094,2.08315549157149,NA,NA,NA,NA,"351",NA
0.00203523362065844,1.6994397982213,0.735157069307282,NA,NA,NA,NA,NA,NA,NA,"370",NA
0.000193187969390222,1.98276936669012,1.13018408882538,NA,NA,NA,NA,NA,NA,NA,"371",NA
NA,NA,0.824975257589572,0.000702901728066263,1.96547726495777,1.77913981146745,NA,NA,NA,NA,"375",NA
NA,NA,0.633915687007826,0.00207523907410079,2.08008683875914,1.80400930281173,NA,NA,NA,NA,"400",NA
0.00255354751881424,1.23623494514375,0.857984895980686,NA,NA,NA,NA,NA,NA,NA,"403",NA
0.000650850500046586,1.48114989290518,1.22988166903192,NA,NA,NA,NA,NA,NA,NA,"404",NA
0.00227352562473772,1.78309420416838,0.607087436977288,NA,NA,NA,NA,NA,NA,NA,"42",NA
0.00629276003431997,1.94224315480025,0.380642261467415,NA,NA,NA,NA,NA,NA,NA,"421",NA
0.000961844025594018,1.96278201090501,0.830338349655955,NA,NA,NA,NA,NA,NA,NA,"43",NA
0.000798062794072877,1.65263237691057,0.982665586299745,NA,NA,NA,NA,NA,NA,NA,"460",NA
0.00793056130356691,2.40291620979625,-0.115417656030794,NA,NA,NA,NA,NA,NA,NA,"461",NA
