"a","b","c","b2","a0","b0","b1","a1","c1","SPCD_DIVISION","SPCD","JENKINS_SPGRPCD"
NA,NA,0.548591633519528,NA,0.00806721511297056,2.2108287634053,2.10023830741622,NA,NA,"740 130",NA,NA
NA,NA,1.8838476496836,NA,0.000268264691104658,1.16783133378315,1.74600279342964,NA,NA,"740 230",NA,NA
NA,NA,0.965799117111869,NA,0.00319193875453007,1.93906994594754,2.01890304306238,NA,NA,"740 M330",NA,NA
NA,NA,1.13388153924158,NA,0.00142383804925866,1.90219244924326,1.88661892083105,NA,NA,"741 130",NA,NA
NA,NA,1.091663273035,NA,0.001525720847178,2.01678605393148,2.01195970674315,NA,NA,"741 210",NA,NA
0.00713452450952718,1.93836458966879,0.754973524208616,NA,NA,NA,NA,NA,NA,"742 250",NA,NA
0.00339188366034579,2.00579961359178,0.899210101652636,NA,NA,NA,NA,NA,NA,"743 130",NA,NA
0.00173741820251775,1.94319088719496,1.09942701976796,NA,NA,NA,NA,NA,NA,"743 210",NA,NA
0.00147304483896167,1.91298056594603,1.15619461486427,NA,NA,NA,NA,NA,NA,"743 220",NA,NA
NA,NA,0.870797943437299,NA,0.0037023227559297,2.03860184087326,1.81490086064156,NA,NA,"746 130",NA,NA
NA,NA,1.02995160738472,NA,0.00217005753398646,1.97879436242997,1.90055931976862,NA,NA,"746 210",NA,NA
NA,NA,1.02615355116523,NA,0.00220493871619839,1.99235202475186,1.86032607231948,NA,NA,"746 220",NA,NA
NA,NA,1.0705441426624,NA,0.00265563563436585,1.73669054947111,1.84279863619915,NA,NA,"746 M130",NA,NA
NA,NA,1.42300866625325,NA,0.00043711513597108,1.88489124487117,1.6297415467682,NA,NA,"746 M210",NA,NA
NA,NA,1.22665994477862,NA,0.00167632067359345,1.67918629718092,1.73181573576465,NA,NA,"746 M240",NA,NA
NA,NA,0.949828690361432,NA,0.00298625124203437,1.9491864159774,1.76714000799431,NA,NA,"746 M330",NA,NA
0.00104611163731251,1.83904095147091,1.26430449231782,NA,NA,NA,NA,NA,NA,"747 130",NA,NA
0.00090067185545055,1.86516073104783,1.28216387266896,NA,NA,NA,NA,NA,NA,"747 M130",NA,NA
0.0016891873678772,1.80307455645865,1.17124036236118,NA,NA,NA,NA,NA,NA,"747 M210",NA,NA
0.000721864474562673,1.72325217522909,1.40936076926286,NA,NA,NA,NA,NA,NA,"747 M330",NA,NA
0.00214598221614345,1.71737433591125,1.19270951604231,NA,NA,NA,NA,NA,NA,"762 210",NA,NA
0.00242330403572188,1.87290846119604,1.04280737555054,NA,NA,NA,NA,NA,NA,"762 230",NA,NA
0.0012656284869705,1.94015381206636,1.16285794980227,NA,NA,NA,NA,NA,NA,"762 M220",NA,NA
0.00510988709411648,NA,0.964427611137796,NA,NA,NA,0.184334574378518,1.75090066799955,0.268864671265195,"800 230",NA,NA
0.00176182387253367,1.73820547338611,1.20958169311803,NA,NA,NA,NA,NA,NA,"802 210",NA,NA
0.00307313640310057,1.92895261442051,0.976820126316179,NA,NA,NA,NA,NA,NA,"802 220",NA,NA
0.00140574567318038,1.82808138588238,1.19810083431421,NA,NA,NA,NA,NA,NA,"802 230",NA,NA
0.00398578707463927,2.05845987084334,0.837255109174832,NA,NA,NA,NA,NA,NA,"802 250",NA,NA
0.00206293169599986,1.85252762587126,1.09312646191545,NA,NA,NA,NA,NA,NA,"802 M220",NA,NA
0.00513088364959859,2.02246884140563,0.776669364540409,NA,NA,NA,NA,NA,NA,"802 M230",NA,NA
0.00150324539413151,2.17770613889746,1.03780099370385,0.0129331029937946,NA,NA,NA,NA,NA,"806 220",NA,NA
0.00136222083176988,2.16714907453857,1.06228206982488,0.0192001172274081,NA,NA,NA,NA,NA,"806 230",NA,NA
0.001688125904592,2.16239701223167,1.00384827605047,0.0151052161593348,NA,NA,NA,NA,NA,"806 M220",NA,NA
0.00135183699352817,1.74195331652063,1.28310657020729,NA,NA,NA,NA,NA,NA,"809 220",NA,NA
0.00360155161416525,1.64777285409984,1.06601436759956,NA,NA,NA,NA,NA,NA,"81 M260",NA,NA
NA,NA,1.13733475877002,NA,0.00170991640071922,1.83047387283497,1.86328863622954,NA,NA,"812 230",NA,NA
0.00234966162980904,1.88219236752841,1.04629414729746,NA,NA,NA,NA,NA,NA,"813 230",NA,NA
NA,NA,0.916787261510582,NA,0.00278515681975668,2.06201801282016,1.77618296745523,NA,NA,"820 230",NA,NA
0.00229304635048926,1.90391822239165,1.02008197489414,NA,NA,NA,NA,NA,NA,"822 230",NA,NA
0.00161533773045784,1.72308855462747,1.23304748315017,NA,NA,NA,NA,NA,NA,"825 230",NA,NA
NA,NA,1.04191293168697,NA,0.00251017791140757,1.87060216287652,1.82536983460509,NA,NA,"827 230",NA,NA
0.00249245522594226,1.91102546909286,1.01062530452921,NA,NA,NA,NA,NA,NA,"828 230",NA,NA
0.00230830182420381,1.84342235199184,1.06090619566763,NA,NA,NA,NA,NA,NA,"831 230",NA,NA
0.00134016853151135,1.90457698259993,1.17251548271471,NA,NA,NA,NA,NA,NA,"832 220",NA,NA
0.00155741853288478,1.87389324144992,1.13329160082918,NA,NA,NA,NA,NA,NA,"832 230",NA,NA
0.00208168522566065,1.96033299170119,1.0138981294047,NA,NA,NA,NA,NA,NA,"832 M220",NA,NA
0.00232231449253701,1.79984913934469,1.11736523030419,NA,NA,NA,NA,NA,NA,"833 210",NA,NA
0.00157326782694794,1.82345818622506,1.1905450210588,NA,NA,NA,NA,NA,NA,"833 220",NA,NA
0.00147201512141815,1.83819255734578,1.17871927522186,NA,NA,NA,NA,NA,NA,"833 230",NA,NA
0.00213482297876001,1.90531335776584,1.04845898597503,NA,NA,NA,NA,NA,NA,"833 M220",NA,NA
0.00167381874924432,1.9363437732301,1.11152207808243,NA,NA,NA,NA,NA,NA,"835 220",NA,NA
0.00237313624655295,1.92073431403628,1.01402981640185,NA,NA,NA,NA,NA,NA,"835 230",NA,NA
NA,NA,1.04601028530653,NA,0.00151887758662498,2.11399899540658,1.64999136762874,NA,NA,"837 210",NA,NA
NA,NA,1.16076263544111,NA,0.000437946424100572,2.42812507285363,1.79498110069292,NA,NA,"837 220",NA,NA
NA,NA,1.11549696856359,NA,0.00155350977418397,1.88921372899691,2.04273016049507,NA,NA,"837 230",NA,NA
NA,NA,0.846614662131491,NA,0.000919110074267892,2.70601724914024,1.69475768504154,NA,NA,"837 250",NA,NA
NA,NA,0.887282841898678,NA,0.00295427924413184,2.08159181021966,1.92884568518359,NA,NA,"837 M210",NA,NA
NA,NA,1.08488659464382,NA,0.00126221023640985,2.04618620709851,1.89588647897851,NA,NA,"837 M220",NA,NA
0.00213169671123186,1.76729251372231,1.12062535065545,NA,NA,NA,NA,NA,NA,"838 230",NA,NA
0.00220654710648086,2.03432454268985,1.03493604482528,0.0161714442169469,NA,NA,NA,NA,NA,"90 130",NA,NA
0.00159052567988732,1.83149524172643,1.18466946277023,0.006044967829062,NA,NA,NA,NA,NA,"90 M130",NA,NA
0.00129267643370705,1.90137299493373,1.21061395437599,0.0116818716461049,NA,NA,NA,NA,NA,"90 M210",NA,NA
0.000692235118671424,1.92405834674659,1.34310203230675,0.0138137514847964,NA,NA,NA,NA,NA,"90 M330",NA,NA
0.00166050603175343,1.81880574082124,1.11734707541295,NA,NA,NA,NA,NA,NA,"901 M220",NA,NA
NA,NA,1.09898488397432,NA,0.00222149811694917,1.90988341935512,1.76241357417823,NA,NA,"91 210",NA,NA
0.000969821273760416,2.00027518851604,1.22688768780729,0.015967734536874,NA,NA,NA,NA,NA,"93 M130",NA,NA
0.00171960631997218,1.82453410089604,1.16833414529196,0.00362744960026014,NA,NA,NA,NA,NA,"93 M210",NA,NA
0.00156899607076162,1.95537923945038,1.10663184320687,0.00507465159894985,NA,NA,NA,NA,NA,"93 M240",NA,NA
0.00212289973794615,1.84734001549772,1.12165244247658,0.00675916461810937,NA,NA,NA,NA,NA,"93 M330",NA,NA
0.00153951812972198,1.76951416079563,1.25815902787217,0.00610421530481734,NA,NA,NA,NA,NA,"93 M340",NA,NA
0.00219939684225222,1.93104882383116,1.06783836788851,0.00781273147691289,NA,NA,NA,NA,NA,"94 130",NA,NA
0.00216836570711275,1.88602394146423,1.09400736400691,0.000139020936578629,NA,NA,NA,NA,NA,"94 210",NA,NA
0.0022378064299821,2.31823940617343,0.975157301194373,0.0492736165754212,NA,NA,NA,NA,NA,"94 220",NA,NA
0.00280333442235376,1.80470368480308,1.03566318646416,-0.00705558225482178,NA,NA,NA,NA,NA,"94 M130",NA,NA
