"alpha","beta","SPCD_DIVISION","SPCD","JENKINS_SPGRPCD"
2.71064631265394,0.883007703742444,"531 M220",NA,NA
2.23283283587216,0.770722081698016,"540 230",NA,NA
2.52450132900659,0.90254710804642,"540 M220",NA,NA
2.53487239469407,0.920979893695339,"541 210",NA,NA
2.35897391163622,0.939682920474564,"541 220",NA,NA
2.3478543168825,0.93053246426129,"541 M210",NA,NA
2.70492237796721,0.958325479541394,"541 M220",NA,NA
2.35132210749298,0.871902192458347,"543 210",NA,NA
2.61180110942069,0.815508532396967,"544 230",NA,NA
2.23015120687284,0.797900298986738,"555 230",NA,NA
2.53261092772444,0.922871506251341,"591 230",NA,NA
2.56728363353703,0.925480830926992,"602 M220",NA,NA
2.32389265228655,0.824920601116892,"611 230",NA,NA
2.46789773447767,0.927756392362633,"621 220",NA,NA
2.36182676360878,0.870113323524741,"621 230",NA,NA
2.44937488395588,0.936332073295359,"621 M220",NA,NA
2.20403262761783,0.75285864582316,"653 230",NA,NA
2.66409051499498,0.902668289844822,"68 220",NA,NA
2.50344781933977,0.860696033457161,"68 230",NA,NA
2.65756848774043,0.894979897297313,"68 250",NA,NA
2.40421389360213,0.615968220994292,"691 230",NA,NA
2.41537022751224,0.874096224568512,"693 220",NA,NA
2.34120950767053,0.816284410734498,"693 230",NA,NA
2.376451682787,0.890813444654424,"693 M220",NA,NA
2.16974553926772,0.673702257393966,"694 230",NA,NA
2.39929682803258,0.912911902409762,"71 130",NA,NA
2.3211724138166,0.980909679399893,"71 210",NA,NA
2.26159111555863,0.877919874876255,"71 M130",NA,NA
2.17270335828435,0.893924748991816,"71 M210",NA,NA
2.0404090302322,0.900461821399286,"71 M330",NA,NA
2.33181566987064,0.834079681309795,"731 230",NA,NA
2.26240047013529,0.861862234098184,"740 130",NA,NA
2.13499793309849,0.989094810230848,"740 M330",NA,NA
2.35977846134371,0.93784120227953,"741 130",NA,NA
2.33561156511444,0.909794166703387,"741 210",NA,NA
2.54364373342469,0.930001087992041,"742 250",NA,NA
2.36000869961075,0.993351855335331,"743 130",NA,NA
2.30808172247907,0.964817757549394,"743 210",NA,NA
2.26946286889352,0.957380292352967,"743 220",NA,NA
2.26669626311223,0.976702256593779,"746 130",NA,NA
2.28832785248759,0.952910224650536,"746 210",NA,NA
2.25042438385996,0.944313613114439,"746 220",NA,NA
2.41560750490743,0.958442111266152,"746 M130",NA,NA
2.39110375672919,0.953716373026641,"746 M210",NA,NA
2.25278748769105,0.922361152911354,"746 M240",NA,NA
2.34553891624471,0.944052647091959,"746 M330",NA,NA
2.16813259281408,0.940856812025625,"747 130",NA,NA
2.21979614203396,0.9451631978767,"747 M130",NA,NA
2.23338943956713,0.951841965597804,"747 M210",NA,NA
2.2563252188535,0.974986931444082,"747 M330",NA,NA
2.43685355138316,0.94855213384475,"762 210",NA,NA
2.55035661621907,0.905690830744093,"762 230",NA,NA
2.43279438204136,0.933485810203022,"762 M220",NA,NA
2.51051714983762,0.868659560479051,"800 230",NA,NA
2.55657877562812,0.896595919149988,"802 210",NA,NA
2.45715961742454,0.856796970920867,"802 220",NA,NA
2.41424921458495,0.808543059362854,"802 230",NA,NA
2.5319676380672,0.85814011125386,"802 250",NA,NA
2.46680045461804,0.842271677013942,"802 M220",NA,NA
2.52280007614361,0.903063514604493,"802 M230",NA,NA
2.41529592568012,0.888001994940315,"806 220",NA,NA
2.42579582317437,0.826918609102692,"806 230",NA,NA
2.43630109729498,0.858965674340789,"806 M220",NA,NA
2.78585015744767,0.935943482200642,"809 220",NA,NA
2.39660526535433,0.929826904637006,"81 M260",NA,NA
2.43711742496416,0.820907696386793,"812 230",NA,NA
2.33948058925452,0.806499572745196,"813 230",NA,NA
2.41503252500696,0.794904347818859,"820 230",NA,NA
2.58099940493223,0.867361845333369,"822 230",NA,NA
2.33266348597671,0.747187789643361,"825 230",NA,NA
2.44527935471362,0.836534842965355,"827 230",NA,NA
2.59951894152566,0.861764540614369,"828 230",NA,NA
2.51930900851765,0.83133795645888,"831 230",NA,NA
2.43720005576913,0.911308204976288,"832 220",NA,NA
2.50902041396089,0.894663316662331,"832 230",NA,NA
2.48322954798607,0.908869854660968,"832 M220",NA,NA
2.41927095319895,0.903744236815405,"833 210",NA,NA
2.50394221700212,0.893884575277785,"833 220",NA,NA
2.30246284274869,0.804387666585757,"833 230",NA,NA
2.50409266715495,0.88379192344906,"833 M220",NA,NA
2.60834986718192,0.911508570623521,"835 220",NA,NA
2.49588484674744,0.840268836445786,"835 230",NA,NA
2.42083701195174,0.901863467262988,"837 210",NA,NA
2.47817936410675,0.891071698380329,"837 220",NA,NA
2.42275195219138,0.820998126163687,"837 230",NA,NA
2.58576618090997,0.899170843366493,"837 250",NA,NA
2.275429245469,0.914182757613877,"837 M210",NA,NA
2.48452207207389,0.869215947061476,"837 M220",NA,NA
2.75846519328709,0.846155933067,"838 230",NA,NA
2.16757620182312,0.889906580220425,"90 130",NA,NA
2.3101686846203,0.908845641717891,"90 M130",NA,NA
2.21352843419954,0.8808465545395,"90 M210",NA,NA
2.18486217610951,0.872213768260341,"90 M330",NA,NA
2.55150373897742,0.911848360425775,"901 M220",NA,NA
2.44839902984656,0.922257502105907,"91 210",NA,NA
2.2947154226865,0.88322675839211,"93 M130",NA,NA
2.26944340174552,0.896307612306668,"93 M210",NA,NA
2.16041083240802,0.83421541680839,"93 M240",NA,NA
2.21544293390908,0.873904042722512,"93 M330",NA,NA
2.27097822325575,0.984325745126004,"93 M340",NA,NA
2.33242157893207,0.930316456458083,"94 130",NA,NA
2.39404679855535,0.910732301153261,"94 210",NA,NA
2.37922442265276,0.871937001406376,"94 220",NA,NA
2.39488183834355,0.943185560446568,"94 M130",NA,NA
2.24107558198894,0.940708426808987,"95 130",NA,NA
2.32381878101996,0.90237546518296,"95 210",NA,NA
2.35938053042158,0.951021215515985,"95 M130",NA,NA
1.92139288172665,0.817315028637084,"950 210",NA,NA
2.40946251459833,0.943178934593942,"950 M220",NA,NA
2.32048121975459,0.945148732707585,"951 210",NA,NA
2.39228333507728,0.907229838222896,"951 220",NA,NA
2.1676318329574,0.950795034627779,"97 130",NA,NA
2.15431928492499,0.933522052700274,"97 210",NA,NA
2.20594061678091,0.932134799643694,"97 M210",NA,NA
2.53051025169469,0.841935661981196,"970 230",NA,NA
2.83024406472022,0.881433528320387,"972 210",NA,NA
2.26394478777966,0.934866900589001,"98 M240",NA,NA
2.55109829132442,0.841396999070243,"999 230",NA,NA
2.38784231913809,0.86442891577702,"999 M220",NA,NA
2.10619925821819,0.870932057366437,NA,"1_111",NA
2.19780078318681,0.921870950930965,NA,"1_131",NA
2.177173345647,0.926250954417072,NA,"10",NA
2.14173760996385,0.962800766138727,NA,"100",NA
2.21508477863875,0.95469256212922,NA,"105",NA
2.15875023166686,0.94127586830537,NA,"107",NA
2.0631653855508,0.9486827654237,NA,"108",NA
2.11310662245137,0.92919094742687,NA,"11",NA
2.05546649402995,0.918064475095435,NA,"110",NA
2.03214705305302,0.830405050570237,NA,"111",NA
2.23300084352872,0.953652255616618,NA,"115",NA
2.31868599705341,0.948022122145961,NA,"117",NA
2.15134589590138,0.890092171102828,NA,"119",NA
2.30159428551819,0.935973994769296,NA,"12",NA
2.14203220247832,0.92085228938013,NA,"121",NA
2.2142239495053,0.959315578247916,NA,"122",NA
1.96301719676134,0.912229650258577,NA,"123",NA
2.08104712386255,0.947218431003293,NA,"125",NA
2.11009545918123,0.940525206456152,NA,"126",NA
2.04759306630523,0.885362758158204,NA,"128",NA
2.23403001927052,0.936807781187709,NA,"129",NA
2.08714375238476,0.891153093594042,NA,"131",NA
2.06971248333799,0.89132561130046,NA,"132",NA
2.25776615947846,0.940623383068905,NA,"15",NA
2.34042488603265,0.942975637251244,NA,"17",NA
2.31307544244512,0.942068064083368,NA,"19",NA
2.27810642631236,0.922310952333155,NA,"20",NA
2.20389503176688,0.929989893284579,NA,"202",NA
2.27780578283262,0.934738438776285,NA,"211",NA
1.94953573422493,0.639751530964391,NA,"221",NA
2.07811962870129,0.596221865950279,NA,"222",NA
2.36878625735655,0.838517932632913,NA,"241",NA
2.19856114431275,0.774845071481817,NA,"242",NA
2.32754279680259,0.956869013588637,NA,"260",NA
2.4616868338565,0.923163891980443,NA,"261",NA
2.28002736736032,0.947231115666931,NA,"263",NA
2.31504310290843,0.924120052186176,NA,"264",NA
2.43251294923123,0.909640846839796,NA,"312",NA
2.55202220188264,0.933534054020851,NA,"313",NA
2.53395322603296,0.87812231533291,NA,"316",NA
2.74788295538198,0.880519691149456,NA,"317",NA
2.37471676584564,0.930543039781492,NA,"318",NA
2.56653466649609,0.916637736990415,NA,"330",NA
2.30341898204851,0.930158448931042,NA,"351",NA
2.56688876580517,0.872115881199429,NA,"370",NA
2.34414219868997,0.916992070820616,NA,"371",NA
2.40299750517578,0.930007396343549,NA,"375",NA
2.44945366826288,0.860332770762387,NA,"400",NA
2.41181556190396,0.894591162907865,NA,"403",NA
2.56134835376315,0.871570967635343,NA,"404",NA
2.44291600987919,0.91130017486486,NA,"407",NA
2.22775802980174,0.880188352981653,NA,"42",NA
2.63524529679963,0.948045680738316,NA,"421",NA
2.10514289998601,0.838304364464614,NA,"43",NA
2.68214284116598,0.846140105358529,NA,"460",NA
2.56608264195548,0.906709212573989,NA,"461",NA
2.66530366098868,0.873286341825528,NA,"491",NA
2.30332282696477,0.856487528551156,NA,"521",NA
2.494464858655,0.913113428015096,NA,"531",NA
2.30362782329527,0.7981439114424,NA,"540",NA
2.50292787369387,0.923146424887943,NA,"541",NA
2.32457375287283,0.870445647451936,NA,"543",NA
2.53659270416658,0.828992212596566,NA,"544",NA
2.23015120687284,0.797900298986738,NA,"555",NA
2.53261092772444,0.922871506251341,NA,"591",NA
2.54244407247103,0.920851590261455,NA,"602",NA
2.32411392343438,0.82554260772524,NA,"611",NA
2.39692097105849,0.896439729875645,NA,"621",NA
2.32161848572956,0.918620278688034,NA,"651",NA
2.20403262761783,0.75285864582316,NA,"653",NA
2.6056156502827,0.888131695753183,NA,"68",NA
2.40421389360213,0.615968220994292,NA,"691",NA
2.35359274502686,0.853087950439919,NA,"693",NA
2.16974553926772,0.673702257393966,NA,"694",NA
2.16194408579693,0.916408043555519,NA,"71",NA
2.36291387126277,0.835951015900728,NA,"731",NA
2.26085694031754,0.933905890300617,NA,"740",NA
2.34561435742036,0.927748014567991,NA,"741",NA
2.57827998192649,0.934225898609179,NA,"742",NA
2.30915012824816,0.967274175364958,NA,"743",NA
2.27953613709677,0.963303448762959,NA,"746",NA
2.21247961940336,0.947457594166929,NA,"747",NA
2.46277010670473,0.931225353996959,NA,"762",NA
2.51051714983762,0.868659560479051,NA,"800",NA
2.44333347779912,0.828682633208029,NA,"802",NA
2.43215101158259,0.851831705601506,NA,"806",NA
2.72088527511227,0.926890852840733,NA,"809",NA
2.39660526535433,0.929826904637006,NA,"81",NA
2.4363590987261,0.82383723314697,NA,"812",NA
2.34261742594306,0.807473177099337,NA,"813",NA
2.41518001721538,0.794956035419348,NA,"820",NA
2.58099940493223,0.867361845333369,NA,"822",NA
2.72446534984109,0.871353887735953,NA,"823",NA
2.33944370615548,0.74934304098927,NA,"825",NA
2.44527935471362,0.836534842965355,NA,"827",NA
2.59951894152566,0.861764540614369,NA,"828",NA
2.51656524114831,0.83093380193358,NA,"831",NA
2.48612901445903,0.905436998444519,NA,"832",NA
2.44949404932259,0.877155589504379,NA,"833",NA
2.51826447683452,0.854526071821313,NA,"835",NA
2.4585774358099,0.865347353163764,NA,"837",NA
2.75846519328709,0.846155933067,NA,"838",NA
2.23668685780644,0.891060968636541,NA,"90",NA
2.55286515715009,0.90663529705854,NA,"901",NA
2.44839902984656,0.922257502105907,NA,"91",NA
2.21190776117267,0.870223249643944,NA,"93",NA
2.34193723326271,0.926382543454945,NA,"94",NA
2.26189577478663,0.926243560625293,NA,"95",NA
2.10483916240249,0.857144404924102,NA,"950",NA
2.32835767409792,0.930258630237311,NA,"951",NA
2.17670483574096,0.93417921218397,NA,"97",NA
2.53689204085927,0.84432690289686,NA,"970",NA
2.79536369225926,0.88251901439068,NA,"972",NA
2.26394478777966,0.934866900589001,NA,"98",NA
2.45867627965983,0.850010949778234,NA,"999",NA
2.19110051482486,0.797611443072433,NA,NA,"1"
2.20389503176688,0.929989893284579,NA,NA,"2"
2.28777000962759,0.942884535294745,NA,NA,"3"
2.11486964187722,0.912882583972824,NA,NA,"4"
2.2421587418674,0.90297353596641,NA,NA,"5"
2.27738499915424,0.953177007990221,NA,NA,"6"
2.45441012885143,0.901628487358644,NA,NA,"7"
2.35377244655238,0.831640011045074,NA,NA,"8"
2.45886742620576,0.860344597590502,NA,NA,"9"
