CN,STRATUM_CN,PLT_CN,STATECD,INVYR,UNITCD,COUNTYCD,PLOT,RSCD,EVALID,ESTN_UNIT,STRATUMCD,CREATED_DATE,MODIFIED_DATE
242889734,242889727,145006311010661,10,2009,1,1,211,24,100903,2,1,2010-12-16 08:09:00,
242889730,242889726,145006217010661,10,2009,1,1,238,24,100903,1,12345,2010-12-16 08:09:00,
242889743,242889727,145006321010661,10,2009,1,1,294,24,100903,2,1,2010-12-16 08:09:00,
242889737,242889727,145006315010661,10,2009,1,1,319,24,100903,2,1,2010-12-16 08:09:00,
242889744,242889727,145006323010661,10,2009,1,1,342,24,100903,2,1,2010-12-16 08:09:00,
242889745,242889727,145006243010661,10,2009,1,1,358,24,100903,2,1,2010-12-16 08:09:00,
242889740,242889727,145006215010661,10,2009,1,1,360,24,100903,2,1,2010-12-16 08:09:00,
242889736,242889727,145006313010661,10,2009,1,1,402,24,100903,2,1,2010-12-16 08:09:00,
242889733,242889728,145006293010661,10,2009,1,1,450,24,100903,2,2345,2010-12-16 08:09:00,
242889729,242889728,145006195010661,10,2009,1,1,470,24,100903,2,2345,2010-12-16 08:09:00,
242889738,242889727,145006237010661,10,2009,1,1,491,24,100903,2,1,2010-12-16 08:09:00,
242889731,242889727,145006283010661,10,2009,1,1,538,24,100903,2,1,2010-12-16 08:09:00,
242889739,242889727,145006317010661,10,2009,1,1,542,24,100903,2,1,2010-12-16 08:09:00,
242889754,242889727,145006231010661,10,2009,1,3,24,24,100903,2,1,2010-12-16 08:09:00,
242889750,242889727,145006281010661,10,2009,1,3,120,24,100903,2,1,2010-12-16 08:09:00,
242889760,242889726,145006301010661,10,2009,1,3,123,24,100903,1,12345,2010-12-16 08:09:00,
242889749,242889727,145006225010661,10,2009,1,3,212,24,100903,2,1,2010-12-16 08:09:00,
242889755,242889728,145006247010661,10,2009,1,3,222,24,100903,2,2345,2010-12-16 08:09:00,
242889761,242889727,145006223010661,10,2009,1,3,227,24,100903,2,1,2010-12-16 08:09:00,
242889752,242889726,145006289010661,10,2009,1,3,273,24,100903,1,12345,2010-12-16 08:09:00,
242889756,242889728,145006295010661,10,2009,1,3,286,24,100903,2,2345,2010-12-16 08:09:00,
242889751,242889727,145006291010661,10,2009,1,3,338,24,100903,2,1,2010-12-16 08:09:00,
242889768,242889726,145006309010661,10,2009,1,3,375,24,100903,1,12345,2010-12-16 08:09:00,
242889766,242889727,145006229010661,10,2009,1,3,379,24,100903,2,1,2010-12-16 08:09:00,
242889764,242889727,145006249010661,10,2009,1,3,412,24,100903,2,1,2010-12-16 08:09:00,
242889767,242889727,145006233010661,10,2009,1,3,418,24,100903,2,1,2010-12-16 08:09:00,
242889753,242889727,145006227010661,10,2009,1,3,510,24,100903,2,1,2010-12-16 08:09:00,
242889762,242889728,145006303010661,10,2009,1,3,519,24,100903,2,2345,2010-12-16 08:09:00,
242889763,242889726,145006305010661,10,2009,1,3,521,24,100903,1,12345,2010-12-16 08:09:00,
242889769,242889726,145006241010661,10,2009,1,3,550,24,100903,1,12345,2010-12-16 08:09:00,
242889758,242889728,145006221010661,10,2009,1,3,577,24,100903,2,2345,2010-12-16 08:09:00,
242889765,242889727,145006307010661,10,2009,1,3,579,24,100903,2,1,2010-12-16 08:09:00,
242889757,242889728,145006297010661,10,2009,1,3,589,24,100903,2,2345,2010-12-16 08:09:00,
242889759,242889727,145006299010661,10,2009,1,3,605,24,100903,2,1,2010-12-16 08:09:00,
242889798,242889728,145006177010661,10,2009,1,5,11,24,100903,2,2345,2010-12-16 08:09:00,
242889780,242889726,145006265010661,10,2009,1,5,15,24,100903,1,12345,2010-12-16 08:09:00,
242889797,242889728,145006343010661,10,2009,1,5,21,24,100903,2,2345,2010-12-16 08:09:00,
242889775,242889727,145006287010661,10,2009,1,5,42,24,100903,2,1,2010-12-16 08:09:00,
242889773,242889728,145006261010661,10,2009,1,5,64,24,100903,2,2345,2010-12-16 08:09:00,
242889779,242889727,145006179010661,10,2009,1,5,102,24,100903,2,1,2010-12-16 08:09:00,
242889777,242889727,145006187010661,10,2009,1,5,119,24,100903,2,1,2010-12-16 08:09:00,
242889794,242889726,145006339010661,10,2009,1,5,137,24,100903,1,12345,2010-12-16 08:08:59,
242889776,242889728,145006185010661,10,2009,1,5,144,24,100903,2,2345,2010-12-16 08:09:00,
242889774,242889728,145006201010661,10,2009,1,5,151,24,100903,2,2345,2010-12-16 08:09:00,
242889803,242889727,145006347010661,10,2009,1,5,154,24,100903,2,1,2010-12-16 08:09:00,
242889770,242889727,145006275010661,10,2009,1,5,158,24,100903,2,1,2010-12-16 08:09:00,
242889795,242889727,145006191010661,10,2009,1,5,179,24,100903,2,1,2010-12-16 08:09:00,
242889783,242889727,145006203010661,10,2009,1,5,187,24,100903,2,1,2010-12-16 08:09:00,
242889790,242889728,145006199010661,10,2009,1,5,194,24,100903,2,2345,2010-12-16 08:09:00,
242889792,242889727,145006335010661,10,2009,1,5,200,24,100903,2,1,2010-12-16 08:09:00,
242889805,242889727,145006349010661,10,2009,1,5,216,24,100903,2,1,2010-12-16 08:09:00,
242889784,242889726,145006277010661,10,2009,1,5,235,24,100903,1,12345,2010-12-16 08:09:00,
242889801,242889727,145006209010661,10,2009,1,5,237,24,100903,2,1,2010-12-16 08:09:00,
242889800,242889728,145006251010661,10,2009,1,5,249,24,100903,2,2345,2010-12-16 08:09:00,
242889787,242889727,145006253010661,10,2009,1,5,281,24,100903,2,1,2010-12-16 08:09:00,
242889771,242889728,145006269010661,10,2009,1,5,284,24,100903,2,2345,2010-12-16 08:09:00,
242889791,242889727,145006175010661,10,2009,1,5,295,24,100903,2,1,2010-12-16 08:09:00,
242889799,242889727,145006189010661,10,2009,1,5,296,24,100903,2,1,2010-12-16 08:09:00,
242889772,242889728,145006267010661,10,2009,1,5,299,24,100903,2,2345,2010-12-16 08:09:00,
242889782,242889727,145006197010661,10,2009,1,5,354,24,100903,2,1,2010-12-16 08:09:00,
242889804,242889728,145006181010661,10,2009,1,5,356,24,100903,2,2345,2010-12-16 08:09:00,
242889793,242889727,145006207010661,10,2009,1,5,384,24,100903,2,1,2010-12-16 08:09:00,
242889789,242889726,145006183010661,10,2009,1,5,398,24,100903,1,12345,2010-12-16 08:09:00,
242889781,242889728,145006271010661,10,2009,1,5,405,24,100903,2,2345,2010-12-16 08:09:00,
242889786,242889727,145006257010661,10,2009,1,5,432,24,100903,2,1,2010-12-16 08:09:00,
242889778,242889727,145006263010661,10,2009,1,5,447,24,100903,2,1,2010-12-16 08:09:00,
242889785,242889727,145006285010661,10,2009,1,5,556,24,100903,2,1,2010-12-16 08:09:00,
242889802,242889728,145006345010661,10,2009,1,5,559,24,100903,2,2345,2010-12-16 08:09:00,
242889796,242889727,145006341010661,10,2009,1,5,571,24,100903,2,1,2010-12-16 08:09:00,
242889788,242889727,145006327010661,10,2009,1,5,607,24,100903,2,1,2010-12-16 08:09:00,
246806806,246806730,122556853010661,10,2007,1,1,1,24,101000,2,1,2011-03-21 09:22:09,
246806841,246806736,168931341010661,10,2010,1,1,9,24,101000,3,5,2011-03-21 09:22:10,
246806769,246806729,168931307010661,10,2010,1,1,10,24,101000,1,12345,2011-03-21 09:22:09,
246806801,246806730,122556825010661,10,2007,1,1,16,24,101000,2,1,2011-03-21 09:22:09,
246806798,246806730,122556887010661,10,2007,1,1,22,24,101000,2,1,2011-03-21 09:22:09,
246806862,246806734,145006219010661,10,2009,1,1,30,24,101000,2,5,2011-03-21 09:22:10,
246806739,246806734,171001180010661,10,2008,1,1,31,24,101000,2,5,2011-03-21 09:22:10,
246806864,246806730,145006333010661,10,2009,1,1,33,24,101000,2,1,2011-03-21 09:22:09,
246806866,246806732,145006351010661,10,2009,1,1,36,24,101000,2,3,2011-03-21 09:22:10,
246806754,246806730,171001041010661,10,2008,1,1,39,24,101000,2,1,2011-03-21 09:22:09,
246806836,246806734,73490478010538,10,2006,1,1,43,24,101000,2,5,2011-03-21 09:22:10,
246806807,246806734,145006213010661,10,2009,1,1,48,24,101000,2,5,2011-03-21 09:22:10,
246806766,246806730,168931311010661,10,2010,1,1,51,24,101000,2,1,2011-03-21 09:22:09,
246806778,246806735,73490181010538,10,2006,1,1,54,24,101000,3,1,2011-03-21 09:22:10,
246806782,246806730,171000925010661,10,2008,1,1,55,24,101000,2,1,2011-03-21 09:22:09,
246806763,246806732,168931211010661,10,2010,1,1,57,24,101000,2,3,2011-03-21 09:22:10,
246806854,246806730,145006325010661,10,2009,1,1,59,24,101000,2,1,2011-03-21 09:22:09,
246806746,246806730,122556855010661,10,2007,1,1,68,24,101000,2,1,2011-03-21 09:22:09,
246806791,246806736,171000926010661,10,2008,1,1,69,24,101000,3,5,2011-03-21 09:22:10,
246806794,246806730,122556919010661,10,2007,1,1,75,24,101000,2,1,2011-03-21 09:22:09,
246806788,246806730,73490342010538,10,2006,1,1,76,24,101000,2,1,2011-03-21 09:22:09,
246806749,246806734,168931295010661,10,2010,1,1,78,24,101000,2,5,2011-03-21 09:22:10,
246806834,246806730,168931235010661,10,2010,1,1,93,24,101000,2,1,2011-03-21 09:22:09,
246806802,246806730,168931241010661,10,2010,1,1,103,24,101000,2,1,2011-03-21 09:22:09,
246806765,246806733,171000920010661,10,2008,1,1,104,24,101000,2,4,2011-03-21 09:22:10,
246806747,246806730,73489847010538,10,2006,1,1,109,24,101000,2,1,2011-03-21 09:22:09,
246806753,246806735,122556915010661,10,2007,1,1,111,24,101000,3,1,2011-03-21 09:22:10,
246806743,246806730,73489830010538,10,2006,1,1,114,24,101000,2,1,2011-03-21 09:22:09,
246806823,246806730,168931233010661,10,2010,1,1,121,24,101000,2,1,2011-03-21 09:22:09,
246806772,246806730,171001200010661,10,2008,1,1,122,24,101000,2,1,2011-03-21 09:22:09,
246806830,246806730,145006239010661,10,2009,1,1,125,24,101000,2,1,2011-03-21 09:22:09,
246806740,246806734,171000915010661,10,2008,1,1,128,24,101000,2,5,2011-03-21 09:22:10,
246806833,246806732,145006319010661,10,2009,1,1,132,24,101000,2,3,2011-03-21 09:22:10,
246806758,246806733,168931245010661,10,2010,1,1,133,24,101000,2,4,2011-03-21 09:22:10,
246806855,246806734,73490619010538,10,2006,1,1,147,24,101000,2,5,2011-03-21 09:22:10,
246806738,246806733,168931325010661,10,2010,1,1,148,24,101000,2,4,2011-03-21 09:22:10,
246806827,246806730,122556859010661,10,2007,1,1,157,24,101000,2,1,2011-03-21 09:22:09,
246806800,246806730,73490412010538,10,2006,1,1,164,24,101000,2,1,2011-03-21 09:22:09,
246806756,246806734,122556923010661,10,2007,1,1,165,24,101000,2,5,2011-03-21 09:22:10,
246806787,246806730,171001181010661,10,2008,1,1,170,24,101000,2,1,2011-03-21 09:22:09,
246806826,246806730,145006193010661,10,2009,1,1,175,24,101000,2,1,2011-03-21 09:22:09,
246806818,246806730,171000929010661,10,2008,1,1,178,24,101000,2,1,2011-03-21 09:22:09,
246806819,246806730,73490428010538,10,2006,1,1,192,24,101000,2,1,2011-03-21 09:22:09,
246806755,246806736,168931327010661,10,2010,1,1,198,24,101000,3,5,2011-03-21 09:22:10,
246806856,246806733,145006329010661,10,2009,1,1,202,24,101000,2,4,2011-03-21 09:22:10,
246806770,246806730,145006273010661,10,2009,1,1,207,24,101000,2,1,2011-03-21 09:22:09,
246806865,246806733,73490712010538,10,2006,1,1,209,24,101000,2,4,2011-03-21 09:22:10,
246806804,246806730,145006311010661,10,2009,1,1,211,24,101000,2,1,2011-03-21 09:22:09,
246806832,246806730,73490461010538,10,2006,1,1,217,24,101000,2,1,2011-03-21 09:22:09,
246806779,246806735,171001202010661,10,2008,1,1,220,24,101000,3,1,2011-03-21 09:22:10,
246806757,246806736,145006217010661,10,2009,1,1,238,24,101000,3,5,2011-03-21 09:22:10,
246806861,246806730,145006255010661,10,2009,1,1,239,24,101000,2,1,2011-03-21 09:22:09,
246806786,246806734,145006259010661,10,2009,1,1,241,24,101000,2,5,2011-03-21 09:22:10,
246806775,246806733,73490071010538,10,2006,1,1,247,24,101000,2,4,2011-03-21 09:22:10,
246806808,246806735,122556943010661,10,2007,1,1,253,24,101000,3,1,2011-03-21 09:22:10,
246806839,246806730,122556951010661,10,2007,1,1,254,24,101000,2,1,2011-03-21 09:22:09,
246806863,246806730,122556959010661,10,2007,1,1,256,24,101000,2,1,2011-03-21 09:22:09,
246806852,246806733,171000932010661,10,2008,1,1,257,24,101000,2,4,2011-03-21 09:22:10,
246806751,246806733,168931299010661,10,2010,1,1,259,24,101000,2,4,2011-03-21 09:22:10,
246806805,246806735,168931261010661,10,2010,1,1,262,24,101000,3,1,2011-03-21 09:22:10,
246806760,246806734,122556921010661,10,2007,1,1,263,24,101000,2,5,2011-03-21 09:22:10,
246806845,246806730,122556953010661,10,2007,1,1,266,24,101000,2,1,2011-03-21 09:22:09,
246806860,246806730,171000933010661,10,2008,1,1,267,24,101000,2,1,2011-03-21 09:22:09,
246806776,246806730,73490149010538,10,2006,1,1,283,24,101000,2,1,2011-03-21 09:22:09,
246806810,246806730,122556945010661,10,2007,1,1,288,24,101000,2,1,2011-03-21 09:22:09,
246806759,246806734,73489864010538,10,2006,1,1,289,24,101000,2,5,2011-03-21 09:22:10,
246806842,246806730,145006321010661,10,2009,1,1,294,24,101000,2,1,2011-03-21 09:22:09,
246806835,246806730,171001042010661,10,2008,1,1,300,24,101000,2,1,2011-03-21 09:22:09,
246806829,246806730,122556949010661,10,2007,1,1,307,24,101000,2,1,2011-03-21 09:22:09,
246806857,246806730,168931343010661,10,2010,1,1,308,24,101000,2,1,2011-03-21 09:22:09,
246806767,246806731,171001218010661,10,2008,1,1,317,24,101000,2,2,2011-03-21 09:22:10,
246806817,246806730,145006315010661,10,2009,1,1,319,24,101000,2,1,2011-03-21 09:22:09,
246806771,246806734,73489967010538,10,2006,1,1,323,24,101000,2,5,2011-03-21 09:22:10,
246806768,246806730,171000921010661,10,2008,1,1,324,24,101000,2,1,2011-03-21 09:22:09,
246806848,246806730,122556827010661,10,2007,1,1,327,24,101000,2,1,2011-03-21 09:22:09,
246806781,246806730,73490197010538,10,2006,1,1,332,24,101000,2,1,2011-03-21 09:22:09,
246806824,246806730,122556823010661,10,2007,1,1,339,24,101000,2,1,2011-03-21 09:22:09,
246806847,246806730,145006323010661,10,2009,1,1,342,24,101000,2,1,2011-03-21 09:22:09,
246806803,246806731,122556941010661,10,2007,1,1,349,24,101000,2,2,2011-03-21 09:22:10,
246806797,246806733,122556867010661,10,2007,1,1,351,24,101000,2,4,2011-03-21 09:22:10,
246806837,246806730,168931339010661,10,2010,1,1,353,24,101000,2,1,2011-03-21 09:22:09,
246806742,246806736,171000916010661,10,2008,1,1,357,24,101000,3,5,2011-03-21 09:22:10,
246806851,246806730,145006243010661,10,2009,1,1,358,24,101000,2,1,2011-03-21 09:22:09,
246806828,246806730,145006215010661,10,2009,1,1,360,24,101000,2,1,2011-03-21 09:22:09,
246806809,246806730,168931337010661,10,2010,1,1,364,24,101000,2,1,2011-03-21 09:22:09,
246806785,246806733,73490278010538,10,2006,1,1,370,24,101000,2,4,2011-03-21 09:22:10,
246806844,246806732,171000931010661,10,2008,1,1,371,24,101000,2,3,2011-03-21 09:22:10,
246806821,246806734,73490445010538,10,2006,1,1,376,24,101000,2,5,2011-03-21 09:22:10,
246806745,246806734,122556917010661,10,2007,1,1,381,24,101000,2,5,2011-03-21 09:22:10,
246806846,246806733,168931213010661,10,2010,1,1,385,24,101000,2,4,2011-03-21 09:22:10,
246806850,246806735,122556863010661,10,2007,1,1,388,24,101000,3,1,2011-03-21 09:22:10,
246806849,246806735,73490574010538,10,2006,1,1,390,24,101000,3,1,2011-03-21 09:22:10,
246806813,246806730,145006313010661,10,2009,1,1,402,24,101000,2,1,2011-03-21 09:22:09,
246806752,246806730,171000918010661,10,2008,1,1,403,24,101000,2,1,2011-03-21 09:22:09,
246806783,246806730,73490214010538,10,2006,1,1,407,24,101000,2,1,2011-03-21 09:22:09,
246806814,246806730,122556851010661,10,2007,1,1,408,24,101000,2,1,2011-03-21 09:22:09,
246806796,246806732,171000927010661,10,2008,1,1,409,24,101000,2,3,2011-03-21 09:22:10,
246806789,246806730,171001120010661,10,2008,1,1,420,24,101000,2,1,2011-03-21 09:22:09,
246806773,246806730,73490054010538,10,2006,1,1,422,24,101000,2,1,2011-03-21 09:22:09,
246806816,246806732,171000928010661,10,2008,1,1,425,24,101000,2,3,2011-03-21 09:22:10,
246806741,246806731,73489730010538,10,2006,1,1,435,24,101000,2,2,2011-03-21 09:22:10,
246806799,246806733,145006293010661,10,2009,1,1,450,24,101000,2,4,2011-03-21 09:22:10,
246806859,246806730,168931243010661,10,2010,1,1,454,24,101000,2,1,2011-03-21 09:22:09,
246806774,246806731,171000922010661,10,2008,1,1,455,24,101000,2,2,2011-03-21 09:22:10,
246806831,246806730,171000930010661,10,2008,1,1,456,24,101000,2,1,2011-03-21 09:22:09,
246806777,246806735,171000923010661,10,2008,1,1,461,24,101000,3,1,2011-03-21 09:22:10,
246806838,246806730,122556865010661,10,2007,1,1,469,24,101000,2,1,2011-03-21 09:22:09,
246806748,246806733,145006195010661,10,2009,1,1,470,24,101000,2,4,2011-03-21 09:22:10,
246806815,246806730,168931231010661,10,2010,1,1,471,24,101000,2,1,2011-03-21 09:22:09,
246806744,246806730,171001119010661,10,2008,1,1,478,24,101000,2,1,2011-03-21 09:22:09,
246806795,246806736,168931239010661,10,2010,1,1,488,24,101000,3,5,2011-03-21 09:22:10,
246806762,246806734,122556837010661,10,2007,1,1,489,24,101000,2,5,2011-03-21 09:22:10,
246806820,246806730,145006237010661,10,2009,1,1,491,24,101000,2,1,2011-03-21 09:22:09,
246806792,246806734,73490358010538,10,2006,1,1,495,24,101000,2,5,2011-03-21 09:22:10,
246806858,246806734,145006331010661,10,2009,1,1,499,24,101000,2,5,2011-03-21 09:22:10,
246806793,246806730,122556861010661,10,2007,1,1,502,24,101000,2,1,2011-03-21 09:22:09,
246806784,246806735,73490231010538,10,2006,1,1,516,24,101000,3,1,2011-03-21 09:22:10,
246806825,246806730,168931237010661,10,2010,1,1,522,24,101000,2,1,2011-03-21 09:22:09,
246806853,246806730,122556955010661,10,2007,1,1,524,24,101000,2,1,2011-03-21 09:22:09,
246806867,246806730,171000934010661,10,2008,1,1,526,24,101000,2,1,2011-03-21 09:22:09,
246806811,246806733,122556947010661,10,2007,1,1,528,24,101000,2,4,2011-03-21 09:22:10,
246806843,246806730,73490557010538,10,2006,1,1,533,24,101000,2,1,2011-03-21 09:22:09,
246806764,246806730,145006283010661,10,2009,1,1,538,24,101000,2,1,2011-03-21 09:22:09,
246806822,246806730,145006317010661,10,2009,1,1,542,24,101000,2,1,2011-03-21 09:22:09,
246806761,246806730,171000919010661,10,2008,1,1,551,24,101000,2,1,2011-03-21 09:22:09,
246806812,246806735,168931227010661,10,2010,1,1,570,24,101000,3,1,2011-03-21 09:22:10,
246806790,246806730,168931309010661,10,2010,1,1,587,24,101000,2,1,2011-03-21 09:22:09,
246806750,246806733,171000917010661,10,2008,1,1,602,24,101000,2,4,2011-03-21 09:22:10,
246806780,246806735,171000924010661,10,2008,1,1,609,24,101000,3,1,2011-03-21 09:22:10,
246806936,246806730,168931333010661,10,2010,1,3,6,24,101000,2,1,2011-03-21 09:22:09,
246806875,246806730,168931247010661,10,2010,1,3,19,24,101000,2,1,2011-03-21 09:22:09,
246806907,246806730,145006231010661,10,2009,1,3,24,24,101000,2,1,2011-03-21 09:22:09,
246806906,246806730,168931321010661,10,2010,1,3,26,24,101000,2,1,2011-03-21 09:22:09,
246806891,246806731,73491023010538,10,2006,1,3,28,24,101000,2,2,2011-03-21 09:22:10,
246806885,246806730,168931319010661,10,2010,1,3,32,24,101000,2,1,2011-03-21 09:22:09,
246806908,246806731,171000939010661,10,2008,1,3,50,24,101000,2,2,2011-03-21 09:22:10,
246806899,246806730,122556875010661,10,2007,1,3,53,24,101000,2,1,2011-03-21 09:22:09,
246806921,246806730,168931257010661,10,2010,1,3,58,24,101000,2,1,2011-03-21 09:22:09,
246806929,246806730,171001044010661,10,2008,1,3,61,24,101000,2,1,2011-03-21 09:22:09,
246806890,246806735,122556847010661,10,2007,1,3,66,24,101000,3,1,2011-03-21 09:22:10,
246806956,246806736,122556857010661,10,2007,1,3,71,24,101000,3,5,2011-03-21 09:22:10,
246806886,246806730,73491006010538,10,2006,1,3,79,24,101000,2,1,2011-03-21 09:22:09,
246806910,246806736,122556935010661,10,2007,1,3,81,24,101000,3,5,2011-03-21 09:22:10,
246806881,246806733,122556877010661,10,2007,1,3,89,24,101000,2,4,2011-03-21 09:22:10,
246806884,246806730,171001043010661,10,2008,1,3,95,24,101000,2,1,2011-03-21 09:22:09,
246806914,246806734,73491055010538,10,2006,1,3,99,24,101000,2,5,2011-03-21 09:22:10,
246806925,246806730,73491172010538,10,2006,1,3,113,24,101000,2,1,2011-03-21 09:22:09,
246806888,246806730,145006281010661,10,2009,1,3,120,24,101000,2,1,2011-03-21 09:22:09,
246806927,246806736,145006301010661,10,2009,1,3,123,24,101000,3,5,2011-03-21 09:22:10,
246806897,246806730,168931249010661,10,2010,1,3,135,24,101000,2,1,2011-03-21 09:22:09,
246806903,246806730,122556931010661,10,2007,1,3,143,24,101000,2,1,2011-03-21 09:22:09,
246806876,246806734,122556873010661,10,2007,1,3,155,24,101000,2,5,2011-03-21 09:22:10,
246806894,246806729,168931315010661,10,2010,1,3,162,24,101000,1,12345,2011-03-21 09:22:09,
246806957,246806733,171000946010661,10,2008,1,3,180,24,101000,2,4,2011-03-21 09:22:10,
246806879,246806730,168931329010661,10,2010,1,3,201,24,101000,2,1,2011-03-21 09:22:09,
246806953,246806736,73491389010538,10,2006,1,3,203,24,101000,3,5,2011-03-21 09:22:10,
246806896,246806731,122556927010661,10,2007,1,3,204,24,101000,2,2,2011-03-21 09:22:10,
246806870,246806730,145006225010661,10,2009,1,3,212,24,101000,2,1,2011-03-21 09:22:09,
246806913,246806730,122556885010661,10,2007,1,3,218,24,101000,2,1,2011-03-21 09:22:09,
246806917,246806731,145006247010661,10,2009,1,3,222,24,101000,2,2,2011-03-21 09:22:10,
246806930,246806730,145006223010661,10,2009,1,3,227,24,101000,2,1,2011-03-21 09:22:09,
246806905,246806730,122556933010661,10,2007,1,3,228,24,101000,2,1,2011-03-21 09:22:09,
246806883,246806733,122556881010661,10,2007,1,3,229,24,101000,2,4,2011-03-21 09:22:10,
246806871,246806732,168931317010661,10,2010,1,3,261,24,101000,2,3,2011-03-21 09:22:10,
246806900,246806735,145006289010661,10,2009,1,3,273,24,101000,3,1,2011-03-21 09:22:10,
246806895,246806730,171000937010661,10,2008,1,3,274,24,101000,2,1,2011-03-21 09:22:09,
246806909,246806730,171001182010661,10,2008,1,3,277,24,101000,2,1,2011-03-21 09:22:09,
246806952,246806734,168931335010661,10,2010,1,3,278,24,101000,2,5,2011-03-21 09:22:10,
246806919,246806732,145006295010661,10,2009,1,3,286,24,101000,2,3,2011-03-21 09:22:10,
246806878,246806731,122556879010661,10,2007,1,3,291,24,101000,2,2,2011-03-21 09:22:10,
246806893,246806730,168931313010661,10,2010,1,3,293,24,101000,2,1,2011-03-21 09:22:09,
246806949,246806735,168931225010661,10,2010,1,3,303,24,101000,3,1,2011-03-21 09:22:10,
246806933,246806730,171000943010661,10,2008,1,3,304,24,101000,2,1,2011-03-21 09:22:09,
246806935,246806730,171000944010661,10,2008,1,3,305,24,101000,2,1,2011-03-21 09:22:09,
246806922,246806734,171000942010661,10,2008,1,3,333,24,101000,2,5,2011-03-21 09:22:10,
246806889,246806730,145006291010661,10,2009,1,3,338,24,101000,2,1,2011-03-21 09:22:09,
246806901,246806730,168931251010661,10,2010,1,3,373,24,101000,2,1,2011-03-21 09:22:09,
246806948,246806736,145006309010661,10,2009,1,3,375,24,101000,3,5,2011-03-21 09:22:10,
246806945,246806730,145006229010661,10,2009,1,3,379,24,101000,2,1,2011-03-21 09:22:09,
246806950,246806730,73491373010538,10,2006,1,3,380,24,101000,2,1,2011-03-21 09:22:09,
246806951,246806733,171000945010661,10,2008,1,3,383,24,101000,2,4,2011-03-21 09:22:10,
246806932,246806730,122556937010661,10,2007,1,3,394,24,101000,2,1,2011-03-21 09:22:09,
246806940,246806730,145006249010661,10,2009,1,3,412,24,101000,2,1,2011-03-21 09:22:09,
246806946,246806730,145006233010661,10,2009,1,3,418,24,101000,2,1,2011-03-21 09:22:09,
246806911,246806734,171000940010661,10,2008,1,3,419,24,101000,2,5,2011-03-21 09:22:10,
246806912,246806730,73491039010538,10,2006,1,3,436,24,101000,2,1,2011-03-21 09:22:09,
246806916,246806730,171000941010661,10,2008,1,3,438,24,101000,2,1,2011-03-21 09:22:09,
246806880,246806734,73490960010538,10,2006,1,3,452,24,101000,2,5,2011-03-21 09:22:10,
246806887,246806730,168931323010661,10,2010,1,3,459,24,101000,2,1,2011-03-21 09:22:09,
246806868,246806733,73490811010538,10,2006,1,3,460,24,101000,2,4,2011-03-21 09:22:10,
246806944,246806735,171001219010661,10,2008,1,3,467,24,101000,3,1,2011-03-21 09:22:10,
246806924,246806730,168931331010661,10,2010,1,3,475,24,101000,2,1,2011-03-21 09:22:09,
246806869,246806732,73490828010538,10,2006,1,3,480,24,101000,2,3,2011-03-21 09:22:10,
246806872,246806734,145006235010661,10,2009,1,3,483,24,101000,2,5,2011-03-21 09:22:10,
246806947,246806730,122556939010661,10,2007,1,3,484,24,101000,2,1,2011-03-21 09:22:09,
246806937,246806734,73491206010538,10,2006,1,3,485,24,101000,2,5,2011-03-21 09:22:10,
246806874,246806735,171000936010661,10,2008,1,3,500,24,101000,3,1,2011-03-21 09:22:10,
246806902,246806730,145006227010661,10,2009,1,3,510,24,101000,2,1,2011-03-21 09:22:09,
246806939,246806730,73491339010538,10,2006,1,3,513,24,101000,2,1,2011-03-21 09:22:09,
246806931,246806733,145006303010661,10,2009,1,3,519,24,101000,2,4,2011-03-21 09:22:10,
246806938,246806735,145006305010661,10,2009,1,3,521,24,101000,3,1,2011-03-21 09:22:10,
246806954,246806737,171001122010661,10,2008,1,3,536,24,101000,3,234,2011-03-21 09:22:10,
246806955,246806730,168931229010661,10,2010,1,3,548,24,101000,2,1,2011-03-21 09:22:09,
246806960,246806735,145006241010661,10,2009,1,3,550,24,101000,3,1,2011-03-21 09:22:10,
246806877,246806730,171001121010661,10,2008,1,3,552,24,101000,2,1,2011-03-21 09:22:09,
246806928,246806730,73491189010538,10,2006,1,3,567,24,101000,2,1,2011-03-21 09:22:09,
246806873,246806730,171000935010661,10,2008,1,3,568,24,101000,2,1,2011-03-21 09:22:09,
246806904,246806735,171000938010661,10,2008,1,3,569,24,101000,3,1,2011-03-21 09:22:10,
246806915,246806730,73491138010538,10,2006,1,3,572,24,101000,2,1,2011-03-21 09:22:09,
246806918,246806730,73491155010538,10,2006,1,3,573,24,101000,2,1,2011-03-21 09:22:09,
246806941,246806730,73491356010538,10,2006,1,3,575,24,101000,2,1,2011-03-21 09:22:09,
246806959,246806735,122556983010661,10,2007,1,3,576,24,101000,3,1,2011-03-21 09:22:10,
246806923,246806731,145006221010661,10,2009,1,3,577,24,101000,2,2,2011-03-21 09:22:10,
246806942,246806730,145006307010661,10,2009,1,3,579,24,101000,2,1,2011-03-21 09:22:09,
246806882,246806730,168931253010661,10,2010,1,3,580,24,101000,2,1,2011-03-21 09:22:09,
246806958,246806730,73491474010538,10,2006,1,3,582,24,101000,2,1,2011-03-21 09:22:09,
246806920,246806731,145006297010661,10,2009,1,3,589,24,101000,2,2,2011-03-21 09:22:10,
246806898,246806730,122556929010661,10,2007,1,3,591,24,101000,2,1,2011-03-21 09:22:09,
246806934,246806730,168931263010661,10,2010,1,3,598,24,101000,2,1,2011-03-21 09:22:09,
