CN,STRATUM_CN,PLT_CN,STATECD,INVYR,UNITCD,COUNTYCD,PLOT,RSCD,EVALID,ESTN_UNIT,STRATUMCD,CREATED_DATE,MODIFIED_DATE
317268111489998,317267898489998,14263006020004,10,2013,1,5,597,24,101403,2,5,2015-04-07 10:36:54,
317268186489998,317267895489998,168259028020004,10,2014,1,5,607,24,101403,2,1,2015-04-07 10:36:53,
317268147489998,317267894489998,247050545010661,10,2012,1,5,610,24,101403,1,12345,2015-04-07 10:36:53,
317268274489998,317267894489998,247050592010661,10,2012,1,5,611,24,101403,1,12345,2015-04-07 10:36:53,
317268272489998,317267894489998,220914275010661,10,2011,1,5,612,24,101403,1,12345,2015-04-07 10:36:53,
317268276489998,317267894489998,220914177010661,10,2011,1,5,620,24,101403,1,12345,2015-04-07 10:36:53,
317268271489998,317267894489998,247050591010661,10,2012,1,5,621,24,101403,1,12345,2015-04-07 10:36:53,
317268148489998,317267894489998,220914189010661,10,2011,1,5,625,24,101403,1,12345,2015-04-07 10:36:53,
317268273489998,317267894489998,14262971020004,10,2013,1,5,626,24,101403,1,12345,2015-04-07 10:36:53,
317268258489998,317267895489998,247050588010661,10,2012,1,5,627,24,101403,2,1,2015-04-07 10:36:53,
317268275489998,317267894489998,168931195010661,10,2010,1,5,628,24,101403,1,12345,2015-04-07 10:36:53,
317268390489998,317268386489998,247050530010661,10,2012,1,1,16,24,101408,1,1,2015-04-07 10:36:54,
317268389489998,317268386489998,14262970020004,10,2013,1,1,317,24,101408,1,1,2015-04-07 10:36:54,
317268388489998,317268386489998,14262965020004,10,2013,1,1,403,24,101408,1,1,2015-04-07 10:36:54,
317268398489998,317268386489998,14262987020004,10,2013,1,3,61,24,101408,1,1,2015-04-07 10:36:54,
317268393489998,317268386489998,247050518010661,10,2012,1,3,66,24,101408,1,1,2015-04-07 10:36:54,
317268399489998,317268387489998,247050522010661,10,2012,1,3,71,24,101408,1,2,2015-04-07 10:36:54,
317268395489998,317268387489998,247050566010661,10,2012,1,3,81,24,101408,1,2,2015-04-07 10:36:54,
317268392489998,317268387489998,14262933020004,10,2013,1,3,95,24,101408,1,2,2015-04-07 10:36:54,
317268400489998,317268387489998,14263013020004,10,2013,1,3,180,24,101408,1,2,2015-04-07 10:36:54,
317268394489998,317268387489998,247050562010661,10,2012,1,3,204,24,101408,1,2,2015-04-07 10:36:54,
317268396489998,317268386489998,247050515010661,10,2012,1,3,218,24,101408,1,1,2015-04-07 10:36:54,
317268391489998,317268387489998,14262946020004,10,2013,1,3,500,24,101408,1,2,2015-04-07 10:36:54,
317268401489998,317268386489998,247050590010661,10,2012,1,3,576,24,101408,1,1,2015-04-07 10:36:54,
317268397489998,317268387489998,168259004020004,10,2014,1,3,589,24,101408,1,2,2015-04-07 10:36:54,
317268415489998,317268386489998,247050589010661,10,2012,1,5,27,24,101408,1,1,2015-04-07 10:36:54,
317268412489998,317268387489998,247050583010661,10,2012,1,5,96,24,101408,1,2,2015-04-07 10:36:54,
317268403489998,317268387489998,14262960020004,10,2013,1,5,105,24,101408,1,2,2015-04-07 10:36:54,
317268414489998,317268386489998,168259038020004,10,2014,1,5,154,24,101408,1,1,2015-04-07 10:36:54,
317268407489998,317268387489998,168259001020004,10,2014,1,5,235,24,101408,1,2,2015-04-07 10:36:54,
317268410489998,317268386489998,14262996020004,10,2013,1,5,236,24,101408,1,1,2015-04-07 10:36:54,
317268404489998,317268387489998,247050504010661,10,2012,1,5,269,24,101408,1,2,2015-04-07 10:36:54,
317268411489998,317268387489998,168258985020004,10,2014,1,5,295,24,101408,1,2,2015-04-07 10:36:54,
317268402489998,317268387489998,168259040020004,10,2014,1,5,299,24,101408,1,2,2015-04-07 10:36:54,
317268406489998,317268386489998,168258991020004,10,2014,1,5,354,24,101408,1,1,2015-04-07 10:36:54,
317268408489998,317268386489998,168258959020004,10,2014,1,5,432,24,101408,1,1,2015-04-07 10:36:54,
317268405489998,317268386489998,168259006020004,10,2014,1,5,447,24,101408,1,1,2015-04-07 10:36:54,
317268413489998,317268386489998,14263002020004,10,2013,1,5,451,24,101408,1,1,2015-04-07 10:36:54,
317268409489998,317268386489998,247050506010661,10,2012,1,5,479,24,101408,1,1,2015-04-07 10:36:54,
352256844489998,352256768489998,247050520010661,10,2012,1,1,1,24,101500,2,1,2015-10-23 07:24:38,
352256878489998,352256774489998,168931341010661,10,2010,1,1,9,24,101500,3,5,2015-10-23 07:24:38,
352256807489998,352256767489998,168931307010661,10,2010,1,1,10,24,101500,1,12345,2015-10-23 07:24:37,
352256839489998,352256768489998,247050530010661,10,2012,1,1,16,24,101500,2,1,2015-10-23 07:24:38,
352256836489998,352256770489998,247050516010661,10,2012,1,1,22,24,101500,2,4,2015-10-23 07:24:38,
352256899489998,352256771489998,168258970020004,10,2014,1,1,30,24,101500,2,5,2015-10-23 07:24:38,
352256777489998,352256771489998,14262942020004,10,2013,1,1,31,24,101500,2,5,2015-10-23 07:24:38,
352256901489998,352256768489998,168259031020004,10,2014,1,1,33,24,101500,2,1,2015-10-23 07:24:38,
352256903489998,352256770489998,168259045020004,10,2014,1,1,36,24,101500,2,4,2015-10-23 07:24:38,
352256792489998,352256768489998,14262966020004,10,2013,1,1,39,24,101500,2,1,2015-10-23 07:24:38,
352256874489998,352256771489998,220914249010661,10,2011,1,1,43,24,101500,2,5,2015-10-23 07:24:38,
352256845489998,352256775489998,168258967020004,10,2014,1,1,48,24,101500,3,234,2015-10-23 07:24:38,
352256804489998,352256768489998,249446212489998,10,2015,1,1,51,24,101500,2,1,2015-10-23 07:24:38,
352256816489998,352256773489998,220914139010661,10,2011,1,1,54,24,101500,3,1,2015-10-23 07:24:38,
352256820489998,352256768489998,14262937020004,10,2013,1,1,55,24,101500,2,1,2015-10-23 07:24:38,
352256801489998,352256768489998,249446205489998,10,2015,1,1,57,24,101500,2,1,2015-10-23 07:24:38,
352256891489998,352256768489998,168259027020004,10,2015,1,1,59,24,101500,2,1,2015-10-23 07:24:38,
352256784489998,352256769489998,247050521010661,10,2012,1,1,68,24,101500,2,2,2015-10-23 07:24:38,
352256829489998,352256774489998,14262939020004,10,2013,1,1,69,24,101500,3,5,2015-10-23 07:24:38,
352256832489998,352256768489998,247050558010661,10,2012,1,1,75,24,101500,2,1,2015-10-23 07:24:38,
352256826489998,352256768489998,220914223010661,10,2011,1,1,76,24,101500,2,1,2015-10-23 07:24:38,
352256787489998,352256771489998,249446225489998,10,2015,1,1,78,24,101500,2,5,2015-10-23 07:24:38,
352256872489998,352256768489998,168931235010661,10,2010,1,1,93,24,101500,2,1,2015-10-23 07:24:38,
352256840489998,352256768489998,249446200489998,10,2015,1,1,103,24,101500,2,1,2015-10-23 07:24:38,
352256803489998,352256772489998,14262963020004,10,2013,1,1,104,24,101500,2,3,2015-10-23 07:24:38,
352256785489998,352256768489998,220914229010661,10,2011,1,1,109,24,101500,2,1,2015-10-23 07:24:38,
352256791489998,352256773489998,247050556010661,10,2012,1,1,111,24,101500,3,1,2015-10-23 07:24:38,
352256781489998,352256768489998,220914191010661,10,2011,1,1,114,24,101500,2,1,2015-10-23 07:24:38,
352256861489998,352256768489998,249446199489998,10,2015,1,1,121,24,101500,2,1,2015-10-23 07:24:38,
352256810489998,352256768489998,14263007020004,10,2013,1,1,122,24,101500,2,1,2015-10-23 07:24:38,
352256868489998,352256768489998,168258979020004,10,2014,1,1,125,24,101500,2,1,2015-10-23 07:24:38,
352256778489998,352256771489998,14262943020004,10,2013,1,1,128,24,101500,2,5,2015-10-23 07:24:38,
352256871489998,352256771489998,168259024020004,10,2014,1,1,132,24,101500,2,5,2015-10-23 07:24:38,
352256796489998,352256771489998,249446201489998,10,2015,1,1,133,24,101500,2,5,2015-10-23 07:24:38,
352256892489998,352256771489998,220914149010661,10,2011,1,1,147,24,101500,2,5,2015-10-23 07:24:38,
352256776489998,352256771489998,168931325010661,10,2010,1,1,148,24,101500,2,5,2015-10-23 07:24:38,
352256865489998,352256768489998,247050523010661,10,2012,1,1,157,24,101500,2,1,2015-10-23 07:24:38,
352256838489998,352256768489998,220914143010661,10,2011,1,1,164,24,101500,2,1,2015-10-23 07:24:38,
352256794489998,352256771489998,247050560010661,10,2012,1,1,165,24,101500,2,5,2015-10-23 07:24:38,
352256825489998,352256768489998,14262980020004,10,2013,1,1,170,24,101500,2,1,2015-10-23 07:24:38,
352256864489998,352256769489998,168258989020004,10,2014,1,1,175,24,101500,2,2,2015-10-23 07:24:38,
352256856489998,352256769489998,14262992020004,10,2013,1,1,178,24,101500,2,2,2015-10-23 07:24:38,
352256857489998,352256768489998,220914113010661,10,2011,1,1,192,24,101500,2,1,2015-10-23 07:24:38,
352256793489998,352256774489998,249446215489998,10,2015,1,1,198,24,101500,3,5,2015-10-23 07:24:38,
352256893489998,352256771489998,168259029020004,10,2014,1,1,202,24,101500,2,5,2015-10-23 07:24:38,
352256808489998,352256768489998,168259043020004,10,2014,1,1,207,24,101500,2,1,2015-10-23 07:24:38,
352256902489998,352256770489998,220914253010661,10,2011,1,1,209,24,101500,2,4,2015-10-23 07:24:38,
352256842489998,352256768489998,168259020020004,10,2014,1,1,211,24,101500,2,1,2015-10-23 07:24:38,
352256870489998,352256768489998,220914151010661,10,2011,1,1,217,24,101500,2,1,2015-10-23 07:24:38,
352256817489998,352256773489998,14262978020004,10,2013,1,1,220,24,101500,3,1,2015-10-23 07:24:38,
352256795489998,352256775489998,168258969020004,10,2014,1,1,238,24,101500,3,234,2015-10-23 07:24:38,
352256898489998,352256768489998,168258958020004,10,2014,1,1,239,24,101500,2,1,2015-10-23 07:24:38,
352256824489998,352256770489998,168258999020004,10,2014,1,1,241,24,101500,2,4,2015-10-23 07:24:38,
352256813489998,352256769489998,220914207010661,10,2011,1,1,247,24,101500,2,2,2015-10-23 07:24:38,
352256846489998,352256773489998,247050570010661,10,2012,1,1,253,24,101500,3,1,2015-10-23 07:24:38,
352256877489998,352256769489998,247050574010661,10,2012,1,1,254,24,101500,2,2,2015-10-23 07:24:38,
352256900489998,352256768489998,247050578010661,10,2012,1,1,256,24,101500,2,1,2015-10-23 07:24:38,
352256889489998,352256771489998,14262994020004,10,2013,1,1,257,24,101500,2,5,2015-10-23 07:24:38,
352256789489998,352256771489998,168931299010661,10,2010,1,1,259,24,101500,2,5,2015-10-23 07:24:38,
352256843489998,352256773489998,249446197489998,10,2015,1,1,262,24,101500,3,1,2015-10-23 07:24:38,
352256798489998,352256770489998,247050559010661,10,2012,1,1,263,24,101500,2,4,2015-10-23 07:24:38,
352256882489998,352256768489998,247050575010661,10,2012,1,1,266,24,101500,2,1,2015-10-23 07:24:38,
352256897489998,352256769489998,14262995020004,10,2013,1,1,267,24,101500,2,2,2015-10-23 07:24:38,
352256814489998,352256768489998,220914109010661,10,2011,1,1,283,24,101500,2,1,2015-10-23 07:24:38,
352256848489998,352256768489998,247050571010661,10,2012,1,1,288,24,101500,2,1,2015-10-23 07:24:38,
352256797489998,352256771489998,220914225010661,10,2011,1,1,289,24,101500,2,5,2015-10-23 07:24:38,
352256879489998,352256773489998,168259025020004,10,2014,1,1,294,24,101500,3,1,2015-10-23 07:24:38,
352256873489998,352256768489998,14262993020004,10,2013,1,1,300,24,101500,2,1,2015-10-23 07:24:38,
352256867489998,352256768489998,247050573010661,10,2012,1,1,307,24,101500,2,1,2015-10-23 07:24:38,
352256894489998,352256768489998,249446217489998,10,2015,1,1,308,24,101500,2,1,2015-10-23 07:24:38,
352256805489998,352256768489998,14262970020004,10,2013,1,1,317,24,101500,2,1,2015-10-23 07:24:38,
352256855489998,352256768489998,168259022020004,10,2014,1,1,319,24,101500,2,1,2015-10-23 07:24:38,
352256809489998,352256771489998,220914155010661,10,2011,1,1,323,24,101500,2,5,2015-10-23 07:24:38,
352256806489998,352256768489998,14262982020004,10,2013,1,1,324,24,101500,2,1,2015-10-23 07:24:38,
352256885489998,352256768489998,247050531010661,10,2012,1,1,327,24,101500,2,1,2015-10-23 07:24:38,
352256819489998,352256768489998,220914217010661,10,2011,1,1,332,24,101500,2,1,2015-10-23 07:24:38,
352256862489998,352256768489998,247050529010661,10,2012,1,1,339,24,101500,2,1,2015-10-23 07:24:38,
352256884489998,352256768489998,168259026020004,10,2015,1,1,342,24,101500,2,1,2015-10-23 07:24:38,
352256841489998,352256775489998,247050569010661,10,2012,1,1,349,24,101500,3,234,2015-10-23 07:24:38,
352256835489998,352256770489998,247050527010661,10,2012,1,1,351,24,101500,2,4,2015-10-23 07:24:38,
352256875489998,352256769489998,168931339010661,10,2010,1,1,353,24,101500,2,2,2015-10-23 07:24:38,
352256780489998,352256775489998,14262951020004,10,2013,1,1,357,24,101500,3,234,2015-10-23 07:24:38,
352256888489998,352256768489998,168258963020004,10,2014,1,1,358,24,101500,2,1,2015-10-23 07:24:38,
352256866489998,352256768489998,168258968020004,10,2015,1,1,360,24,101500,2,1,2015-10-23 07:24:38,
352256847489998,352256769489998,249446216489998,10,2015,1,1,364,24,101500,2,2,2015-10-23 07:24:38,
352256823489998,352256772489998,220914221010661,10,2011,1,1,370,24,101500,2,3,2015-10-23 07:24:38,
352256881489998,352256770489998,14262940020004,10,2013,1,1,371,24,101500,2,4,2015-10-23 07:24:38,
352256859489998,352256771489998,220914145010661,10,2011,1,1,376,24,101500,2,5,2015-10-23 07:24:38,
352256783489998,352256771489998,247050557010661,10,2012,1,1,381,24,101500,2,5,2015-10-23 07:24:38,
352256883489998,352256770489998,168931213010661,10,2010,1,1,385,24,101500,2,4,2015-10-23 07:24:38,
352256887489998,352256773489998,247050525010661,10,2012,1,1,388,24,101500,3,1,2015-10-23 07:24:38,
352256886489998,352256775489998,220914251010661,10,2011,1,1,390,24,101500,3,234,2015-10-23 07:24:38,
352256851489998,352256768489998,168259021020004,10,2015,1,1,402,24,101500,2,1,2015-10-23 07:24:38,
352256790489998,352256768489998,14262965020004,10,2013,1,1,403,24,101500,2,1,2015-10-23 07:24:38,
352256821489998,352256768489998,220914219010661,10,2011,1,1,407,24,101500,2,1,2015-10-23 07:24:38,
352256852489998,352256773489998,247050519010661,10,2012,1,1,408,24,101500,3,1,2015-10-23 07:24:38,
352256834489998,352256772489998,14262983020004,10,2013,1,1,409,24,101500,2,3,2015-10-23 07:24:38,
352256827489998,352256769489998,14262938020004,10,2013,1,1,420,24,101500,2,2,2015-10-23 07:24:38,
352256811489998,352256768489998,220914157010661,10,2011,1,1,422,24,101500,2,1,2015-10-23 07:24:38,
352256854489998,352256769489998,14262991020004,10,2013,1,1,425,24,101500,2,2,2015-10-23 07:24:38,
352256779489998,352256770489998,220914153010661,10,2011,1,1,435,24,101500,2,4,2015-10-23 07:24:38,
352256837489998,352256771489998,168259013020004,10,2014,1,1,450,24,101500,2,5,2015-10-23 07:24:38,
352256896489998,352256768489998,168931243010661,10,2010,1,1,454,24,101500,2,1,2015-10-23 07:24:38,
352256812489998,352256769489998,14263008020004,10,2013,1,1,455,24,101500,2,2,2015-10-23 07:24:38,
352256869489998,352256768489998,14262929020004,10,2013,1,1,456,24,101500,2,1,2015-10-23 07:24:38,
352256815489998,352256773489998,14262935020004,10,2013,1,1,461,24,101500,3,1,2015-10-23 07:24:38,
352256876489998,352256768489998,247050526010661,10,2012,1,1,469,24,101500,2,1,2015-10-23 07:24:38,
352256786489998,352256770489998,168258990020004,10,2014,1,1,470,24,101500,2,4,2015-10-23 07:24:38,
352256853489998,352256768489998,249446198489998,10,2015,1,1,471,24,101500,2,1,2015-10-23 07:24:38,
352256782489998,352256768489998,14262981020004,10,2013,1,1,478,24,101500,2,1,2015-10-23 07:24:38,
352256833489998,352256774489998,168931239010661,10,2010,1,1,488,24,101500,3,5,2015-10-23 07:24:38,
352256800489998,352256771489998,247050536010661,10,2012,1,1,489,24,101500,2,5,2015-10-23 07:24:38,
352256858489998,352256768489998,168258978020004,10,2015,1,1,491,24,101500,2,1,2015-10-23 07:24:38,
352256830489998,352256770489998,220914227010661,10,2011,1,1,495,24,101500,2,4,2015-10-23 07:24:38,
352256895489998,352256771489998,168259030020004,10,2014,1,1,499,24,101500,2,5,2015-10-23 07:24:38,
352256831489998,352256768489998,247050524010661,10,2012,1,1,502,24,101500,2,1,2015-10-23 07:24:38,
352256822489998,352256775489998,220914141010661,10,2011,1,1,516,24,101500,3,234,2015-10-23 07:24:38,
352256863489998,352256768489998,168931237010661,10,2010,1,1,522,24,101500,2,1,2015-10-23 07:24:38,
352256890489998,352256768489998,247050576010661,10,2012,1,1,524,24,101500,2,1,2015-10-23 07:24:38,
352256904489998,352256768489998,14262952020004,10,2013,1,1,526,24,101500,2,1,2015-10-23 07:24:38,
352256849489998,352256772489998,247050572010661,10,2012,1,1,528,24,101500,2,3,2015-10-23 07:24:38,
352256880489998,352256768489998,220914147010661,10,2011,1,1,533,24,101500,2,1,2015-10-23 07:24:38,
352256802489998,352256770489998,168259008020004,10,2014,1,1,538,24,101500,2,4,2015-10-23 07:24:38,
352256860489998,352256768489998,168259023020004,10,2015,1,1,542,24,101500,2,1,2015-10-23 07:24:38,
352256799489998,352256768489998,14262941020004,10,2013,1,1,551,24,101500,2,1,2015-10-23 07:24:38,
352256850489998,352256773489998,168931227010661,10,2010,1,1,570,24,101500,3,1,2015-10-23 07:24:38,
352256828489998,352256768489998,168931309010661,10,2010,1,1,587,24,101500,2,1,2015-10-23 07:24:38,
352256788489998,352256772489998,14262979020004,10,2013,1,1,602,24,101500,2,3,2015-10-23 07:24:38,
352256818489998,352256773489998,14262936020004,10,2013,1,1,609,24,101500,3,1,2015-10-23 07:24:38,
352256973489998,352256768489998,168931333010661,10,2010,1,3,6,24,101500,2,1,2015-10-23 07:24:38,
352256912489998,352256769489998,168931247010661,10,2010,1,3,19,24,101500,2,2,2015-10-23 07:24:38,
352256944489998,352256768489998,168258975020004,10,2015,1,3,24,24,101500,2,1,2015-10-23 07:24:38,
352256943489998,352256768489998,168931321010661,10,2010,1,3,26,24,101500,2,1,2015-10-23 07:24:38,
352256928489998,352256769489998,220914215010661,10,2011,1,3,28,24,101500,2,2,2015-10-23 07:24:38,
352256922489998,352256768489998,249446214489998,10,2015,1,3,32,24,101500,2,1,2015-10-23 07:24:38,
352256945489998,352256770489998,14262986020004,10,2013,1,3,50,24,101500,2,4,2015-10-23 07:24:38,
352256936489998,352256768489998,247050510010661,10,2012,1,3,53,24,101500,2,1,2015-10-23 07:24:38,
352256958489998,352256770489998,168931257010661,10,2010,1,3,58,24,101500,2,4,2015-10-23 07:24:38,
352256966489998,352256768489998,14262987020004,10,2013,1,3,61,24,101500,2,1,2015-10-23 07:24:38,
352256927489998,352256767489998,247050518010661,10,2012,1,3,66,24,101500,1,12345,2015-10-23 07:24:38,
352256993489998,352256774489998,247050522010661,10,2012,1,3,71,24,101500,3,5,2015-10-23 07:24:38,
352256923489998,352256768489998,220914231010661,10,2011,1,3,79,24,101500,2,1,2015-10-23 07:24:38,
352256947489998,352256774489998,247050566010661,10,2012,1,3,81,24,101500,3,5,2015-10-23 07:24:38,
352256918489998,352256771489998,247050511010661,10,2012,1,3,89,24,101500,2,5,2015-10-23 07:24:38,
352256921489998,352256769489998,14262933020004,10,2013,1,3,95,24,101500,2,2,2015-10-23 07:24:38,
352256951489998,352256771489998,220914233010661,10,2011,1,3,99,24,101500,2,5,2015-10-23 07:24:38,
352256962489998,352256768489998,220914123010661,10,2011,1,3,113,24,101500,2,1,2015-10-23 07:24:38,
352256925489998,352256768489998,168259007020004,10,2014,1,3,120,24,101500,2,1,2015-10-23 07:24:38,
352256964489998,352256774489998,168259015020004,10,2015,1,3,123,24,101500,3,5,2015-10-23 07:24:38,
352256934489998,352256768489998,168931249010661,10,2010,1,3,135,24,101500,2,1,2015-10-23 07:24:38,
352256940489998,352256768489998,247050564010661,10,2012,1,3,143,24,101500,2,1,2015-10-23 07:24:38,
352256913489998,352256772489998,247050509010661,10,2012,1,3,155,24,101500,2,3,2015-10-23 07:24:38,
352256931489998,352256767489998,168931315010661,10,2010,1,3,162,24,101500,1,12345,2015-10-23 07:24:38,
352256994489998,352256771489998,14263013020004,10,2013,1,3,180,24,101500,2,5,2015-10-23 07:24:38,
352256916489998,352256768489998,168931329010661,10,2010,1,3,201,24,101500,2,1,2015-10-23 07:24:38,
352256990489998,352256774489998,220914135010661,10,2011,1,3,203,24,101500,3,5,2015-10-23 07:24:38,
352256933489998,352256769489998,247050562010661,10,2012,1,3,204,24,101500,2,2,2015-10-23 07:24:38,
352256907489998,352256770489998,168258972020004,10,2014,1,3,212,24,101500,2,4,2015-10-23 07:24:38,
352256950489998,352256768489998,247050515010661,10,2012,1,3,218,24,101500,2,1,2015-10-23 07:24:38,
352256954489998,352256769489998,168258961020004,10,2014,1,3,222,24,101500,2,2,2015-10-23 07:24:38,
352256967489998,352256768489998,168258966020004,10,2014,1,3,227,24,101500,2,1,2015-10-23 07:24:38,
352256942489998,352256768489998,247050565010661,10,2012,1,3,228,24,101500,2,1,2015-10-23 07:24:38,
352256920489998,352256770489998,247050513010661,10,2012,1,3,229,24,101500,2,4,2015-10-23 07:24:38,
352256908489998,352256768489998,249446213489998,10,2015,1,3,261,24,101500,2,1,2015-10-23 07:24:38,
352256937489998,352256773489998,168259011020004,10,2015,1,3,273,24,101500,3,1,2015-10-23 07:24:38,
352256932489998,352256769489998,14262932020004,10,2013,1,3,274,24,101500,2,2,2015-10-23 07:24:38,
352256946489998,352256768489998,14262950020004,10,2013,1,3,277,24,101500,2,1,2015-10-23 07:24:38,
352256989489998,352256771489998,168931335010661,10,2010,1,3,278,24,101500,2,5,2015-10-23 07:24:38,
352256956489998,352256772489998,168259003020004,10,2015,1,3,286,24,101500,2,3,2015-10-23 07:24:38,
352256915489998,352256768489998,247050512010661,10,2012,1,3,291,24,101500,2,1,2015-10-23 07:24:38,
352256930489998,352256769489998,168931313010661,10,2010,1,3,293,24,101500,2,2,2015-10-23 07:24:38,
352256986489998,352256773489998,168931225010661,10,2010,1,3,303,24,101500,3,1,2015-10-23 07:24:38,
352256970489998,352256768489998,14262927020004,10,2013,1,3,304,24,101500,2,1,2015-10-23 07:24:38,
352256972489998,352256768489998,14262988020004,10,2013,1,3,305,24,101500,2,1,2015-10-23 07:24:38,
352256959489998,352256770489998,14262977020004,10,2013,1,3,333,24,101500,2,4,2015-10-23 07:24:38,
352256926489998,352256768489998,168259012020004,10,2014,1,3,338,24,101500,2,1,2015-10-23 07:24:38,
352256938489998,352256768489998,249446202489998,10,2015,1,3,373,24,101500,2,1,2015-10-23 07:24:38,
352256985489998,352256774489998,168259019020004,10,2015,1,3,375,24,101500,3,5,2015-10-23 07:24:38,
352256982489998,352256768489998,168258974020004,10,2014,1,3,379,24,101500,2,1,2015-10-23 07:24:38,
352256987489998,352256768489998,220914247010661,10,2011,1,3,380,24,101500,2,1,2015-10-23 07:24:38,
352256988489998,352256771489998,14262990020004,10,2013,1,3,383,24,101500,2,5,2015-10-23 07:24:38,
352256969489998,352256768489998,247050567010661,10,2012,1,3,394,24,101500,2,1,2015-10-23 07:24:38,
352256977489998,352256769489998,168258962020004,10,2014,1,3,412,24,101500,2,2,2015-10-23 07:24:38,
352256983489998,352256768489998,168258976020004,10,2014,1,3,418,24,101500,2,1,2015-10-23 07:24:38,
352256948489998,352256771489998,14262945020004,10,2013,1,3,419,24,101500,2,5,2015-10-23 07:24:38,
352256949489998,352256769489998,220914117010661,10,2011,1,3,436,24,101500,2,2,2015-10-23 07:24:38,
352256953489998,352256769489998,14262976020004,10,2013,1,3,438,24,101500,2,2,2015-10-23 07:24:38,
352256917489998,352256771489998,220914235010661,10,2011,1,3,452,24,101500,2,5,2015-10-23 07:24:38,
352256924489998,352256768489998,168931323010661,10,2010,1,3,459,24,101500,2,1,2015-10-23 07:24:38,
352256905489998,352256771489998,220914133010661,10,2011,1,3,460,24,101500,2,5,2015-10-23 07:24:38,
352256981489998,352256773489998,14262989020004,10,2013,1,3,467,24,101500,3,1,2015-10-23 07:24:38,
352256961489998,352256768489998,249446210489998,10,2015,1,3,475,24,101500,2,1,2015-10-23 07:24:38,
352256906489998,352256770489998,220914125010661,10,2011,1,3,480,24,101500,2,4,2015-10-23 07:24:38,
352256909489998,352256771489998,168258977020004,10,2014,1,3,483,24,101500,2,5,2015-10-23 07:24:38,
352256984489998,352256768489998,247050568010661,10,2012,1,3,484,24,101500,2,1,2015-10-23 07:24:38,
352256974489998,352256771489998,220914131010661,10,2011,1,3,485,24,101500,2,5,2015-10-23 07:24:38,
352256911489998,352256775489998,14262946020004,10,2013,1,3,500,24,101500,3,234,2015-10-23 07:24:38,
352256939489998,352256768489998,168258973020004,10,2015,1,3,510,24,101500,2,1,2015-10-23 07:24:38,
352256976489998,352256768489998,220914245010661,10,2011,1,3,513,24,101500,2,1,2015-10-23 07:24:38,
352256968489998,352256770489998,168259016020004,10,2015,1,3,519,24,101500,2,4,2015-10-23 07:24:38,
352256975489998,352256775489998,168259017020004,10,2014,1,3,521,24,101500,3,234,2015-10-23 07:24:38,
352256991489998,352256774489998,14262931020004,10,2013,1,3,536,24,101500,3,5,2015-10-23 07:24:38,
352256992489998,352256775489998,168931229010661,10,2010,1,3,548,24,101500,3,234,2015-10-23 07:24:38,
352256997489998,352256773489998,168258971020004,10,2014,1,3,550,24,101500,3,1,2015-10-23 07:24:38,
352256914489998,352256769489998,14262934020004,10,2013,1,3,552,24,101500,2,2,2015-10-23 07:24:38,
352256965489998,352256768489998,220914243010661,10,2011,1,3,567,24,101500,2,1,2015-10-23 07:24:38,
352256910489998,352256768489998,14262949020004,10,2013,1,3,568,24,101500,2,1,2015-10-23 07:24:38,
352256941489998,352256773489998,14262948020004,10,2013,1,3,569,24,101500,3,1,2015-10-23 07:24:38,
352256952489998,352256768489998,220914237010661,10,2011,1,3,572,24,101500,2,1,2015-10-23 07:24:38,
352256955489998,352256768489998,220914121010661,10,2011,1,3,573,24,101500,2,1,2015-10-23 07:24:38,
352256978489998,352256768489998,220914129010661,10,2011,1,3,575,24,101500,2,1,2015-10-23 07:24:38,
352256996489998,352256773489998,247050590010661,10,2012,1,3,576,24,101500,3,1,2015-10-23 07:24:38,
352256960489998,352256769489998,168258965020004,10,2015,1,3,577,24,101500,2,2,2015-10-23 07:24:38,
352256979489998,352256768489998,168259018020004,10,2014,1,3,579,24,101500,2,1,2015-10-23 07:24:38,
352256919489998,352256768489998,168931253010661,10,2010,1,3,580,24,101500,2,1,2015-10-23 07:24:38,
352256995489998,352256768489998,220914241010661,10,2011,1,3,582,24,101500,2,1,2015-10-23 07:24:38,
352256957489998,352256769489998,168259004020004,10,2014,1,3,589,24,101500,2,2,2015-10-23 07:24:38,
352256935489998,352256768489998,247050563010661,10,2012,1,3,591,24,101500,2,1,2015-10-23 07:24:38,
352256971489998,352256768489998,168931263010661,10,2010,1,3,598,24,101500,2,1,2015-10-23 07:24:38,
352256980489998,352256768489998,249446203489998,10,2015,1,3,601,24,101500,2,1,2015-10-23 07:24:38,
352256963489998,352256769489998,168259014020004,10,2014,1,3,605,24,101500,2,2,2015-10-23 07:24:38,
352256929489998,352256767489998,220914119010661,10,2011,1,3,616,24,101500,1,12345,2015-10-23 07:24:38,
352256999489998,352256768489998,220914127010661,10,2011,1,3,624,24,101500,2,1,2015-10-23 07:24:38,
352256998489998,352256773489998,247050514010661,10,2012,1,3,631,24,101500,3,1,2015-10-23 07:24:38,
352257008489998,352256770489998,14262959020004,10,2013,1,5,2,24,101500,2,4,2015-10-23 07:24:38,
352257197489998,352256770489998,14262930020004,10,2013,1,5,5,24,101500,2,4,2015-10-23 07:24:38,
352257125489998,352256768489998,249446204489998,10,2015,1,5,7,24,101500,2,1,2015-10-23 07:24:38,
352257164489998,352256769489998,168258986020004,10,2014,1,5,11,24,101500,2,2,2015-10-23 07:24:38,
