"a","b","c","SPCD_DIVISION","SPCD","JENKINS_SPGRPCD"
0.00631711818431666,1.872015593294,0.861470003133347,NA,6114,NA
0.00236423917843499,1.90703181832965,1.07673482186716,NA,6443,NA
0.0128056755130869,1.85152932882786,0.687900750967569,NA,7290,NA
0.00398291791875158,1.89297497003477,0.954554789101757,NA,7470,NA
0.0111657096425009,1.89416057791092,0.699091819843188,NA,7474,NA
0.00611546758758086,1.67796136472899,1.00928276088212,NA,8644,NA
0.00720566055837442,1.95603118291155,0.771715979186953,NA,8713,NA
0.00461645440563256,1.87180521296816,0.932920221849653,NA,NA,"11"
