"a","b","c","SPCD_DIVISION","SPCD","JENKINS_SPGRPCD"
0.00491340086229593,1.89840124234631,0.869706825371182,NA,6114,NA
0.00147507259530465,1.9329603363818,1.14413917924901,NA,6443,NA
0.00990634337031852,1.92426802280417,0.664325464097446,NA,7290,NA
0.00312943638439572,1.88876660222882,0.981590152465677,NA,7470,NA
0.00946235873219848,1.89166898834048,0.711495798059126,NA,7474,NA
0.00378776114034054,1.72775340446819,1.05821862424393,NA,8644,NA
0.00531127368934829,2.06147907461314,0.748456589326663,NA,8713,NA
0.00381093385062299,1.93697808722601,0.897582719746594,NA,NA,"11"
