"JENKINS_SPGRPCD","equation","a","b","c"
1,1,0.005719264691,1.832100026212,0.909135024802
2,1,0.004444560491,1.8387385359,0.971748116341
3,1,0.004141203564,1.894074710289,0.958414311405
4,1,0.003842772355,1.935011719919,0.958503574058
5,1,0.004299103061,1.877040498009,0.955276809198
6,1,0.006043319044,1.916648363389,0.854345117424
7,1,0.005588120338,2.008121037725,0.811937989323
8,1,0.00334258499,1.861924531448,1.015964521941
9,1,0.00405924827,1.87044504324,0.970785881803
