"JENKINS_SPGRPCD","equation","a","b","c"
1,1,0.006419335381,1.808424035996,0.857982524377
2,1,0.002661494533,1.701389437313,1.1184500936
3,1,0.002186946488,1.774662785669,1.138638415922
4,1,0.002966164047,1.892635520717,1.004043997496
5,1,0.002589658311,1.720103983822,1.133217595159
6,1,0.003638298544,1.797344244874,1.002439989356
7,1,0.004762397826,2.00001965436,0.824681734651
8,1,0.002340041369,1.89458735401,1.035094060155
9,1,0.002653263078,1.897352800184,1.015463475422
