"JENKINS_SPGRPCD","equation","a","b","c"
1,1,0.001056270662,1.759790850312,1.595518427107
2,1,0.024642528831,1.646231709467,0.998562496804
3,1,0.037089718818,2.86051514155,0.142562661184
4,1,0.031937896297,1.664554703686,0.881859684824
5,1,0.097302468755,1.616028784463,0.578632787273
6,1,0.16792020053,1.87705664069,0.439608792052
7,1,0.120087384683,1.990554371611,0.413551539872
8,1,0.06020544773,1.933727566198,0.590397069325
9,1,0.036743204243,1.630276513298,0.962121832723
