"SPCD","DIVISION","STDORGCD","equation","a","a0","a1","b","b0","b1","b2","c","c1"
100,"130",,1,0.002280915372,,,1.829853624524,,,,1.109182909601,
100,"M210",,1,0.001303017004,,,2.012605390762,,,,1.106612619322,
100,,,1,0.001831936775,,,1.820878699641,,,,1.164820024906,
101,,,1,0.00210767778,,,1.956465099547,,,,1.055158362344,
105,"130",,2,,0.002055476389,,,1.863097304992,1.730596861362,,1.121320340008,
105,"210",,2,,0.002070105399,,,1.873781245984,1.80599784372,,1.102877819998,
105,"220",,2,,0.002092018505,,,1.898833800657,1.756631112774,,1.093707752419,
105,,,2,,0.002062653068,,,1.840224205088,1.757372072093,,1.127733144585,
107,"230",,2,,0.001132305736,,,1.890891904093,1.722455796183,,1.259784582389,
107,,,2,,0.001132305736,,,1.890891904093,1.722455796183,,1.259784582389,
108,"130",,2,,0.002878149353,,,1.877791943035,1.790914455578,,1.043195676609,
108,"330",,2,,0.001480653272,,,1.740027609476,1.737088605065,,1.288522762865,
108,"M130",,2,,0.003085158792,,,1.977581944255,1.796364132893,,0.981203550279,
108,"M210",,2,,0.002923992958,,,2.01682184339,1.825815722497,,0.960877108587,
108,"M240",,2,,0.002888010499,,,1.955076823958,1.692491492693,,1.005097398102,
108,"M330",,2,,0.002386352122,,,1.800239180389,1.779867923645,,1.115355104005,
108,,,2,,0.003196060018,,,1.917177745918,1.815139513052,,0.993202346248,
110,"220",,2,,0.000777044913,,,1.91901745802,2.006929021308,,1.329213137855,
110,"230",,2,,0.001102319856,,,2.041432641576,1.986621937823,,1.156272323986,
110,"250",,2,,0.002041275045,,,1.762557000964,1.926880267066,,1.182270401264,
110,"M220",,2,,0.00138308808,,,2.21177295598,2.049872774048,,1.019775368025,
110,"M230",,2,,0.001560913675,,,1.853400868942,1.978535586691,,1.182948708617,
110,,,2,,0.001122037528,,,2.105001406734,2.00009946142,,1.124110514745,
111,"230",0,2,,0.001206001018,,,2.141422638603,1.948751731516,,1.068957336774,
111,,0,2,,0.001203978759,,,2.140767169152,1.948181836334,,1.069732452685,
111,"230",1,4,0.001776284506,,,1.982526950495,,,-0.009785143489,1.022562886817,
111,,1,4,0.001776284506,,,1.982526950495,,,-0.009785143489,1.022562886817,
113,,,1,0.00210767778,,,1.936442717905,,,,1.055158362344,
115,"230",,1,0.001507830785,,,1.955151490785,,,,1.125108578067,
115,,,1,0.001578252667,,,1.952258698172,,,,1.11689116497,
116,,,1,0.00210767778,,,1.893897900284,,,,1.055158362344,
117,"M260",,1,0.004717750731,,,2.268910690814,,,,0.604399248875,
117,,,1,0.003680051711,,,2.262009548997,,,,0.661332692347,
119,"M240",,1,0.002377883325,,,1.810671849712,,,,1.106171610071,
119,"M330",,1,0.002603724762,,,1.753066661552,,,,1.108065187367,
119,,,1,0.001932675398,,,1.775262300891,,,,1.162125091017,
121,"230",,4,0.001516614828,,,2.090049344889,,,0.007746958739,1.062848126592,
121,,,4,0.001516613405,,,2.089580462041,,,0.007707588653,1.06299718445,
122,"310",,2,,0.001738494921,,,1.967634993163,2.030178117871,,1.049873370847,
122,"330",,2,,0.003233971583,,,1.624669151651,1.926200717849,,1.150818232455,
122,"M210",,2,,0.003389827555,,,1.869091153957,2.208548541697,,0.909497477219,
122,"M240",,2,,0.002658385345,,,0.55701129777,1.831877114837,,1.673766579968,
122,"M260",,2,,0.001495524638,,,1.985321887692,1.817312256594,,1.100526301361,
122,"M310",,2,,0.00200566567,,,1.649348057439,2.008272660537,,1.194346702293,
122,"M330",,2,,0.003085976676,,,2.040219272971,2.12410848301,,0.876678417624,
122,"M340",,2,,0.005313948228,,,1.657143777495,2.272248248604,,0.919258585411,
122,,,2,,0.002887080298,,,2.028730208247,2.098375293453,,0.898715884333,
123,"M220",,2,,0.001916278997,,,1.956235749816,1.778492147049,,1.093486860665,
123,,,2,,0.002254379924,,,1.904602953397,1.756504640269,,1.085488888772,
125,"130",,4,0.001496484635,,,2.061619028211,,,0.017128978177,1.135973982244,
125,"210",,4,0.001789915748,,,1.875382443637,,,0.003157602766,1.160635651866,
125,"220",,4,0.001903834535,,,1.770729106451,,,-0.000579220367,1.193213630085,
125,,,4,0.001658315458,,,1.964368347796,,,0.010223394328,1.147746413876,
126,"M220",,1,0.00286473638,,,2.06416093567,,,,0.897989349403,
126,,,1,0.002410363439,,,2.047558885868,,,,0.948865028415,
128,"230",,4,0.001006663151,,,2.176431566517,,,0.020582943085,1.143591807852,
128,,,4,0.001006663151,,,2.176431566517,,,0.020582943085,1.143591807852,
129,"130",,4,0.003081551522,,,1.977446040851,,,0.009246033902,0.985991628723,
129,"210",,4,0.003177188126,,,1.926231112231,,,0.003642884954,0.988747769653,
129,"220",,4,0.003357911803,,,1.388552145468,,,-0.026868928256,1.200023984997,
129,"230",,4,0.001871984,,,1.455588892673,,,-0.02228026332,1.278899493366,
129,"M210",,4,0.000235837968,,,2.292797529252,,,0.031390185378,1.453089699755,
129,"M220",,4,0.002888533101,,,1.674086228263,,,-0.008616141324,1.089758937246,
129,,,4,0.002766541433,,,1.941352267735,,,0.006566436763,1.014721581991,
130,,,1,0.00210767778,,,2.029106433932,,,,1.055158362344,
131,"220",0,1,0.001786270124,,,1.791805472488,,,,1.18362783748,
131,"230",0,1,0.001265179735,,,1.924197682663,,,,1.179503154748,
131,"M230",0,1,0.005147286443,,,2.122674602684,,,,0.725865544391,
131,,0,1,0.001300177586,,,1.926380426582,,,,1.172025931783,
131,"230",1,2,,0.001141513432,,,1.9027005111,2.037892774323,,1.195155007952,
131,,1,2,,0.001143213917,,,1.901569241529,2.038424885121,,1.195341344824,
132,"220",,1,0.001315128807,,,1.920971346603,,,,1.205888915289,
132,"230",,1,0.00223356528,,,1.854086876303,,,,1.098984731351,
132,"M220",,1,0.00200640298,,,1.888810417267,,,,1.105899123505,
132,,,1,0.001961933465,,,1.908848701467,,,,1.101819253932,
202,"130",,2,,0.002747235068,,,1.840903918873,1.791729250032,,1.029898049964,
202,"240",,2,,0.001929099661,,,2.162413104203,1.690400253097,,0.985444005253,
202,"260",,2,,0.001976400776,,,1.888185100341,1.718329952475,,1.100838972522,
202,"340",,2,,0.001369304798,,,2.002624570579,1.71773511278,,1.125427378854,
202,"M210",,2,,0.001727351411,,,1.893583850987,1.754421790357,,1.102884610869,
202,"M240",,2,,0.001794805517,,,1.76648644427,1.707744264031,,1.163749516379,
202,"M260",,2,,0.001285690139,,,1.998382258622,1.709014674248,,1.150088674039,
202,"M310",,2,,0.00412602732,,,1.688585291748,1.928544069926,,0.98284168161,
202,"M330",,2,,0.002410670029,,,1.867664023228,1.80969836409,,1.041719416128,
202,,,2,,0.001707245142,,,1.907559079257,1.698695713896,,1.117368902945,
211,"260",,1,0.001390363773,,,1.885069778991,,,,1.10545256007,
211,,,1,0.001395457801,,,1.88528158097,,,,1.104590997046,
221,"230",,1,0.001227290082,,,1.863282781765,,,,1.21982603629,
221,,,1,0.001206517328,,,1.873827337847,,,,1.218170638884,
222,"230",,1,0.007497039001,,,1.894231490286,,,,0.771194455144,
222,,,1,0.007497039001,,,1.894231490286,,,,0.771194455144,
241,"210",,2,,0.002127429905,,,1.912945803288,1.576384360144,,1.097990758553,
241,,,2,,0.002261084257,,,1.847313877572,1.636435811147,,1.111331969271,
242,"240",,2,,0.002787384273,,,1.807030086266,1.513098872155,,1.096964328031,
242,"340",,2,,0.001412069294,,,1.290589733988,1.439865993446,,1.495441820027,
242,"M210",,2,,0.001243135521,,,2.332375313601,1.616344170091,,0.996367093459,
242,"M240",,2,,0.0049949856,,,1.848602702744,1.808037227717,,0.900560215859,
242,"M330",,2,,0.002505673014,,,1.832657641729,1.64197922494,,1.078424562036,
242,,,2,,0.003767950267,,,1.845236585845,1.739437151376,,0.969154449093,
260,"M210",,1,0.002295552697,,,1.967535517979,,,,0.996321144451,
260,"M240",,1,0.001607959382,,,1.644483975595,,,,1.282810954119,
260,"M330",,1,0.002278834801,,,1.94798795787,,,,1.01273755855,
260,,,1,0.002145456825,,,1.909455941982,,,,1.05002316107,
261,"210",,4,0.004089111055,,,2.053259981805,,,0.001841565788,0.824543404065,
261,"M220",,4,0.008141988561,,,1.747586900676,,,-0.020037769029,0.757384868924,
261,,,4,0.010314736548,,,1.833480121018,,,-0.015769950811,0.674341815926,
263,"240",,4,0.00203524817,,,1.640018892323,,,-0.002749061225,1.225971606524,
263,"340",,4,0.001480649746,,,1.911172334979,,,0.009860470128,1.180406182512,
263,"M210",,4,0.00126036743,,,2.087852465382,,,0.010920377577,1.104263084255,
263,"M240",,4,0.00274827069,,,1.909673082328,,,0.003311733021,1.016882714829,
263,"M330",,4,0.001547034993,,,1.991258598046,,,0.008035214551,1.103901653866,
263,,,4,0.002136767831,,,1.930652161531,,,0.00459085315,1.061907236229,
264,"M240",,1,0.003965718877,,,1.728150183095,,,,1.037510985272,
264,,,1,0.003999820435,,,1.729039673811,,,,1.035173751887,
311,,,1,0.003420514007,,,1.912068806035,,,,0.937612533036,
312,"M240",,2,,0.001315190698,,,1.862940338097,1.916341099274,,1.185416224821,
312,,,2,,0.001357570525,,,1.860085588586,1.921258958063,,1.179426027449,
313,,,1,0.00092871537,,,1.631281940524,,,,1.413397747312,
315,,,1,0.003420514007,,,1.917428517058,,,,0.937612533036,
316,"210",,1,0.002134379248,,,1.841807925765,,,,1.101421884034,
316,"220",,1,0.002223863184,,,1.796439351886,,,,1.118825956211,
316,"230",,1,0.003032006223,,,1.788640210206,,,,1.032556102432,
316,"M220",,1,0.003240913758,,,1.951577767367,,,,0.926042886904,
316,,,1,0.001983918881,,,1.810559393287,,,,1.129417635145,
317,,,1,0.002521072089,,,1.878400470554,,,,1.030604095707,
318,"210",,2,,0.001655057201,,,2.139415860439,1.872806282535,,1.016226299753,
318,"220",,2,,0.001461983076,,,2.107186810278,1.890669620836,,1.058901005886,
318,"M210",,2,,0.002806116149,,,2.131814720232,1.921851341759,,0.896031528579,
318,"M220",,2,,0.001575158755,,,1.754275470231,1.917440409624,,1.215607528983,
318,,,2,,0.001634480276,,,2.104341892901,1.888665719964,,1.035961689399,
330,"M220",,1,0.002727230638,,,1.957425133887,,,,0.961347983517,
330,,,1,0.002727230638,,,1.957425133887,,,,0.961347983517,
351,"M240",,2,,0.002404979019,,,1.967517279321,1.760757271223,,1.021067222148,
351,,,2,,0.00234812804,,,1.95793112216,1.779346536665,,1.030792692033,
370,"230",,2,,0.003012876001,,,2.121240091171,1.869350325733,,0.838521456703,
370,"M220",,2,,0.002862472801,,,1.828387738763,1.750178759239,,1.029313083893,
370,,,2,,0.002559697855,,,1.887532684724,1.771875230047,,1.018436939818,
371,"130",,4,0.00817537767,,,1.868692125932,,,-0.002743875425,0.730288933166,
371,"210",,4,0.006416697245,,,2.468913107351,,,0.021823930569,0.542518638432,
371,"220",,4,0.004003013198,,,1.963712821707,,,0.002227596195,0.917388790814,
371,"M210",,4,0.004130308711,,,2.163610438832,,,0.012163806125,0.817695630618,
371,,,4,0.00400600479,,,2.259689281289,,,0.01394087869,0.760939024477,
372,,,1,0.003420514007,,,1.93394009779,,,,0.937612533036,
373,,,1,0.003420514007,,,1.988985865717,,,,0.937612533036,
374,,,1,0.003420514007,,,1.945999784064,,,,0.937612533036,
375,"130",,2,,0.004137357208,,,1.941341387019,1.841535881217,,0.886162873664,
375,"210",,2,,0.001532816251,,,1.972556365046,1.661557505833,,1.118811903731,
375,"220",,2,,0.008598548656,,,2.044287328025,1.979066142109,,0.672613905012,
375,"M130",,2,,0.000784949137,,,1.885364040869,1.92601359108,,1.303150388366,
375,"M210",,2,,0.006038416052,,,2.090885439507,1.817143899779,,0.730065754048,
375,"M330",,2,,0.001854873619,,,1.840943452843,1.830996306313,,1.124974281058,
375,,,2,,0.003077202519,,,2.007445988585,1.768143383893,,0.932016495659,
391,,,1,0.002952357787,,,1.929849220427,,,,0.968757159965,
400,"220",,1,0.001599897194,,,1.909315098326,,,,1.113037138251,
400,"230",,1,0.001690636481,,,1.96098552977,,,,1.059868513066,
400,"M220",,1,0.001781928519,,,1.963341333821,,,,1.044868888319,
400,"M230",,1,0.001547891058,,,2.074547562381,,,,1.00983273509,
400,,,1,0.001806415097,,,1.96319739852,,,,1.043202021652,
402,,,1,0.002864589858,,,1.984717258504,,,,0.964612912729,
403,"220",,1,0.003579591342,,,1.988806837715,,,,0.917140667238,
403,,,1,0.002961636587,,,1.996786997989,,,,0.9546361376,
404,"230",,1,0.002890361003,,,1.953740225876,,,,0.94753564942,
404,,,1,0.003889203853,,,1.778187873173,,,,0.991834978848,
405,,,1,0.002864589858,,,1.974160266944,,,,0.964612912729,
407,,,1,0.00405951147,,,1.776091574066,,,,1.019398877648,
409,,,1,0.002864589858,,,1.984143210866,,,,0.964612912729,
421,"220",,1,0.006317436666,,,2.016109880434,,,,0.710510608821,
421,,,1,0.006317436666,,,2.016109880434,,,,0.710510608821,
460,"230",,1,0.001544738814,,,1.81165752937,,,,1.173202987986,
460,,,1,0.001480552646,,,1.812395763776,,,,1.182263868658,
461,"230",,1,0.002174056332,,,1.872068509067,,,,1.057363664307,
461,,,1,0.002174056332,,,1.872068509067,,,,1.057363664307,
462,,,1,0.002952357787,,,1.921394532698,,,,0.968757159965,
471,,,1,0.002952357787,,,1.90130926134,,,,0.968757159965,
491,"230",,1,0.005543119182,,,1.879496453222,,,,0.8009739798,
491,,,1,0.007055807015,,,1.882487527076,,,,0.722396626727,
521,"230",,2,,0.002574739306,,,2.000424440062,2.059038499251,,0.952788408012,
521,,,2,,0.002637669153,,,1.918160503521,2.12830622262,,0.984801241523,
531,"210",,4,0.002882325961,,,2.372917445721,,,0.029673623972,0.841559652383,
531,"220",,4,0.002103831476,,,2.541082777879,,,0.034710751118,0.84280223546,
531,"230",,4,0.003110158214,,,1.995089986026,,,0.007533483712,0.941904998123,
531,"M210",,4,0.002631897642,,,2.212411009667,,,0.017554554384,0.926550456111,
531,"M220",,4,0.00240693972,,,1.897563413095,,,0.003777379677,1.048515914825,
531,,,4,0.001614880034,,,2.396448915364,,,0.032188753066,0.967808454047,
540,"230",,1,0.004060861577,,,1.922974061659,,,,0.884947290847,
540,"M220",,1,0.002063468414,,,1.967024344171,,,,1.014142780626,
540,,,1,0.003305092185,,,1.940569041892,,,,0.921463068881,
541,"210",,1,0.003229716095,,,1.823841732544,,,,1.021430398533,
541,"220",,1,0.00542559384,,,1.907988640119,,,,0.852367733984,
541,"M210",,1,0.008118160611,,,1.929370665614,,,,0.738919826233,
541,"M220",,1,0.001416382477,,,1.990435175116,,,,1.074822865981,
541,,,1,0.003788302754,,,1.909085468041,,,,0.927529383736,
543,"210",,1,0.004339818093,,,1.957028744614,,,,0.871261553233,
543,,,1,0.004123524346,,,1.976087322888,,,,0.876473761739,
544,"230",,1,0.006501623071,,,1.756174387729,,,,0.844616988164,
544,,,1,0.004484906156,,,1.541717811517,,,,1.086752062345,
552,,,1,0.002952357787,,,1.927046799754,,,,0.968757159965,
555,"230",,1,0.001481168133,,,2.220248262421,,,,0.966119291311,
555,,,1,0.001481168133,,,2.220248262421,,,,0.966119291311,
591,"230",,1,0.003454084176,,,1.912609551109,,,,0.955459241397,
591,,,1,0.003454084176,,,1.912609551109,,,,0.955459241397,
601,,,1,0.002952357787,,,1.914942847554,,,,0.968757159965,
602,"M220",,1,0.001421078771,,,1.833759151181,,,,1.166954589774,
602,,,1,0.001145109793,,,2.008248890582,,,,1.131444528508,
611,"230",,1,0.001955813723,,,1.917063524837,,,,1.057972895878,
611,,,1,0.001893083992,,,1.915298564314,,,,1.067328280817,
621,"220",,1,0.00142383241,,,1.727426323182,,,,1.270789192977,
621,"230",,1,0.001433246479,,,1.856819574654,,,,1.15818010402,
621,"M220",,1,0.001967331933,,,1.916098395776,,,,1.054831101238,
621,,,1,0.00155768556,,,1.898952302792,,,,1.118616006805,
651,,,1,0.002529171042,,,1.937556423778,,,,1.009251728204,
652,,,1,0.002952357787,,,1.930826236674,,,,0.968757159965,
653,"230",,1,0.00373608941,,,1.815541094756,,,,0.967414933237,
653,,,1,0.00373608941,,,1.815541094756,,,,0.967414933237,
680,,,1,0.002952357787,,,1.882153944488,,,,0.968757159965,
691,"230",,1,0.005905446274,,,1.633320682307,,,,0.957794215214,
691,,,1,0.005905446274,,,1.633320682307,,,,0.957794215214,
693,"220",,1,0.001879015436,,,1.778146274375,,,,1.187603529427,
693,"230",,1,0.004028822537,,,1.904705744099,,,,0.893713685696,
693,"M220",,1,0.005971665351,,,2.042532980206,,,,0.712912149982,
693,,,1,0.004379081814,,,1.944488798248,,,,0.852584831121,
694,"230",,1,0.00256611729,,,1.807335094516,,,,1.071870350404,
694,,,1,0.00256611729,,,1.807335094516,,,,1.071870350404,
701,,,1,0.002952357787,,,1.967731325557,,,,0.968757159965,
711,,,1,0.002952357787,,,1.912442564973,,,,0.968757159965,
731,"230",,1,0.002347551611,,,1.758407752176,,,,1.115262916103,
731,,,1,0.002479836376,,,1.818806264707,,,,1.069737013713,
740,"130",,2,,0.008067214309,,,2.21082877195,2.100238301666,,0.548591652444,
740,"230",,2,,0.000268264471,,,1.167831142945,1.746002714106,,1.883847935949,
740,"M330",,2,,0.003191938837,,,1.939069943317,2.018903049326,,0.965799112227,
740,,,2,,0.005173832034,,,2.106571404635,1.874455782869,,0.752700360034,
741,"130",,2,,0.001423838013,,,1.902192450913,1.886618916884,,1.133881544477,
741,"210",,2,,0.001525720698,,,2.016786059353,2.011959696423,,1.09166329322,
741,,,2,,0.001415458441,,,1.919367366302,1.933729943117,,1.134219404991,
742,"250",,1,0.00713452451,,,1.938364589669,,,,0.754973524209,
742,,,1,0.006817443263,,,1.850039258015,,,,0.825414656993,
743,"130",,1,0.003391883525,,,2.005799611507,,,,0.899210112068,
743,"210",,1,0.001737379312,,,1.943190202242,,,,1.099432507867,
743,"220",,1,0.001473044844,,,1.912980564898,,,,1.156194614644,
743,,,1,0.001732999887,,,1.952649877674,,,,1.094448160292,
746,"130",,2,,0.003702322842,,,2.038601841214,1.814900864304,,0.870797937832,
746,"210",,2,,0.002170497707,,,1.978777000479,1.900581566,,1.029913202503,
746,"220",,2,,0.002205077065,,,1.992320885674,1.860334276493,,1.026155772979,
746,"M130",,2,,0.002655635574,,,1.736690549145,1.842798634101,,1.070544148061,
746,"M210",,2,,0.000437115149,,,1.884891243216,1.629741548761,,1.423008660381,
746,"M240",,2,,0.001676319773,,,1.679186659068,1.731815738361,,1.226659877843,
746,"M330",,2,,0.002971107329,,,1.949314014502,1.766602119851,,0.950962797819,
746,,,2,,0.002627678942,,,2.004530693434,1.755105143628,,0.968856785636,
747,"130",,1,0.001046111581,,,1.839040948935,,,,1.264304505608,
747,"M130",,1,0.000900671847,,,1.865160730311,,,,1.282163875162,
747,"M210",,1,0.001689187414,,,1.803074557848,,,,1.171240355354,
747,"M330",,1,0.000721864431,,,1.72325216899,,,,1.409360786397,
747,,,1,0.001024035869,,,1.82897660579,,,,1.2729158818,
762,"210",,1,0.002145982247,,,1.717374335613,,,,1.192709513042,
762,"230",,1,0.002423304487,,,1.872908476778,,,,1.042807320892,
762,"M220",,1,0.001265628379,,,1.940153809978,,,,1.162857970263,
762,,,1,0.001853589254,,,1.797632465279,,,,1.170167700276,
800,"230",,3,0.005109888614,,1.750900490754,,,0.184334722325,,0.964427633001,0.268865062526
800,,,3,0.005109888614,,1.750900490754,,,0.184334722325,,0.964427633001,0.268865062526
802,"210",,1,0.001761823894,,,1.738205473377,,,,1.209581690293,
802,"220",,1,0.003073136418,,,1.928952615237,,,,0.976820124663,
802,"230",,1,0.001405745702,,,1.828081386958,,,,1.198100829007,
802,"250",,1,0.003985787408,,,2.058459871513,,,,0.83725508899,
802,"M220",,1,0.002062931814,,,1.852527628718,,,,1.09312644716,
802,"M230",,1,0.005130882842,,,2.022468838712,,,,0.77666940229,
802,,,1,0.002321951455,,,1.889060817476,,,,1.049599114526,
804,,,1,0.002864589858,,,1.951784392902,,,,0.964612912729,
806,"220",,4,0.001503245273,,,2.177705886806,,,0.012933090315,1.037801123907,
806,"230",,4,0.00136222085,,,2.167149067319,,,0.019200116793,1.062282069599,
806,"M220",,4,0.001688125864,,,2.162396983433,,,0.015105214652,1.003848294001,
806,,,4,0.001385735431,,,2.17671066725,,,0.017409079747,1.053132651526,
809,"220",,1,0.001351837003,,,1.741953319453,,,,1.28310656658,
809,,,1,0.001572759864,,,1.740125879036,,,,1.247013812544,
812,"230",,2,,0.001709916457,,,1.830473868652,1.863288638311,,1.137334753306,
812,,,2,,0.001746521209,,,1.81735558479,1.8909274241,,1.137859843214,
813,"230",,1,0.00234966159,,,1.88219236676,,,,1.046294151604,
813,,,1,0.002530901848,,,1.902677520065,,,,1.018542816264,
817,,,1,0.002864589858,,,1.960936974522,,,,0.964612912729,
820,"230",,2,,0.002785156479,,,2.062018029183,1.776182956079,,0.916787282313,
820,,,2,,0.002775137771,,,2.063316970502,1.776038172192,,0.916922327408,
822,"230",,1,0.002293046427,,,1.903918224414,,,,1.020081966095,
822,,,1,0.002293046427,,,1.903918224414,,,,1.020081966095,
823,,,1,0.000738075774,,,1.88757087386,,,,1.3241726353,
825,"230",,1,0.001615337683,,,1.723088552829,,,,1.233047491243,
825,,,1,0.001804094306,,,1.738949631621,,,,1.196481500148,
826,,,1,0.002864589858,,,1.956666999426,,,,0.964612912729,
827,"230",,2,,0.00251017791,,,1.870602163315,1.82536983507,,1.041912931516,
827,,,2,,0.00251017791,,,1.870602163315,1.82536983507,,1.041912931516,
828,"230",,1,0.002492454835,,,1.91102545973,,,,1.010625344808,
828,,,1,0.002492454835,,,1.91102545973,,,,1.010625344808,
830,,,1,0.002864589858,,,1.968248330728,,,,0.964612912729,
831,"230",,1,0.002308301732,,,1.843422349791,,,,1.060906205958,
831,,,1,0.002329713983,,,1.841926630336,,,,1.060155664271,
832,"220",,1,0.001340168424,,,1.904576976553,,,,1.172515504808,
832,"230",,1,0.001557418507,,,1.873893240736,,,,1.133291605141,
832,"M220",,1,0.002081682673,,,1.960328445451,,,,1.013901564338,
832,,,1,0.001714369084,,,1.936348905159,,,,1.07670214302,
