"JENKINS_SPGRPCD","equation","alpha","beta"
1,6,2.27287205553,0.81583127324
2,6,2.295591234774,0.913185703689
3,6,2.315849710366,0.926650501746
4,6,2.123005404685,0.889868807398
5,6,2.223964139072,0.906473983625
6,6,2.247027060542,0.944938402154
7,6,2.432627082007,0.902678817152
8,6,2.317280548447,0.846218848701
9,6,2.430338525578,0.866173151871
