"SPCD","DIVISION","STDORGCD","equation","a","a0","a1","b","b0","b1","b2","c","c1"
12,"130",,3,0.000484400977,,1.657292041713,,,7.8889368e-05,,0.796510522853,-0.037889502926
12,"210",,3,0.00080950771,,1.721122112425,,,0.076389862213,,1.002938522459,0.130774755245
12,"M210",,3,0.000320209786,,1.434336679647,,,0.00037258061,,0.999792840098,-0.060089955929
12,,,3,0.00152509455,,1.634385619639,,,0.214307111037,,0.863301422837,0.378701398193
15,"M260",,4,0.004022027393,,,2.041693377088,,,0.000475399075,0.473846647222,
15,"M310",,4,0.000191947117,,,2.195708324391,,,0.019478743702,1.224481595843,
15,"M330",,4,0.001232884746,,,2.875038678515,,,0.023106910307,0.285665079174,
15,,,4,0.002881567246,,,2.714926296733,,,0.016576837007,0.195054071287,
16,,,1,0.001476690738,,,1.789389151128,,,,0.690095343911,
17,,,1,0.007186706832,,,1.888260673576,,,,0.381699462581,
18,,,1,0.001476690738,,,2.010768136791,,,,0.690095343911,
19,"M330",,1,0.000712000416,,,1.334613968245,,,,1.218436928768,
19,,,1,0.000805726468,,,1.449460750169,,,,1.120513551659,
20,"M260",,1,0.001028662427,,,1.906887194964,,,,0.865838665453,
20,,,1,0.001176377005,,,1.848238958656,,,,0.870784866693,
42,"M240",,1,0.002273122011,,,1.783016646325,,,,0.607173928261,
42,,,1,0.002273122011,,,1.783016646325,,,,0.607173928261,
43,"230",,1,0.000961843986,,,1.962782009368,,,,0.830338360248,
43,,,1,0.000961843986,,,1.962782009368,,,,0.830338360248,
68,"220",,1,0.001418328341,,,1.358242463136,,,,0.707365618468,
68,"230",,1,0.009570534639,,,1.548287674606,,,,0.239335951473,
68,,,1,0.003173691919,,,1.245542703818,,,,0.663784499951,
71,"130",,2,,0.001524412632,,,1.629896580344,0.793399214877,,0.793408747535,
71,"210",,2,,0.006470565362,,,1.772149324817,1.973865728005,,0.379076062605,
71,,,2,,0.002345495738,,,1.668725081353,1.556148924716,,0.675960766694,
73,,,1,0.002697391056,,,2.073979685057,,,,0.588855006974,
81,"M260",,1,0.006609648061,,,1.701400168382,,,,0.621195024719,
81,,,1,0.006609648061,,,1.701400168382,,,,0.621195024719,
90,,,1,0.00206475362,,,1.847586886207,,,,0.617888296429,
91,"210",,1,0.000887313731,,,1.888788769945,,,,0.798624355122,
91,,,1,0.000887313731,,,1.888788769945,,,,0.798624355122,
93,"M330",,1,0.001369078897,,,1.69438533962,,,,0.810859276356,
93,"M340",,1,0.002324087151,,,1.698860264688,,,,0.700622413189,
93,,,1,0.001661049873,,,1.74989621645,,,,0.733447460431,
94,"130",,2,,0.002549965963,,,1.776647563231,1.875850454368,,0.559739501794,
94,"210",,2,,0.0008216216,,,1.314466336797,1.548586151892,,1.072086057687,
94,"M130",,2,,0.001786126357,,,1.899457623288,1.284780617507,,0.640971461648,
94,,,2,,0.002410153236,,,1.741751243358,1.835963390735,,0.594313278893,
95,"130",,4,0.002729398768,,,1.714748537715,,,-0.025208249817,0.540685145354,
95,"210",,4,0.000634197603,,,1.961404015898,,,0.034110373263,0.892483444396,
95,"M130",,4,0.002525560743,,,1.544625604337,,,-0.060119511358,0.62673630053,
95,,,4,0.002109404228,,,1.610152287914,,,-0.030923510754,0.645959656459,
97,"130",,1,0.006816406972,,,2.448977046807,,,,-0.026499484584,
97,"210",,1,0.003103593477,,,2.119564591692,,,,0.386086337486,
97,"M210",,1,0.00217058877,,,1.784474855267,,,,0.659240898274,
97,,,1,0.002066275268,,,1.931784135037,,,,0.587190433626,
98,"M240",,1,0.001567466411,,,1.556704968626,,,,0.829144212843,
98,,,1,0.001567466411,,,1.556704968626,,,,0.829144212843,
100,"130",,1,0.002656071385,,,1.632033796489,,,,0.620290764626,
100,,,1,0.002656071385,,,1.632033796489,,,,0.620290764626,
105,"130",,1,0.001481210592,,,1.764710326649,,,,0.698382565659,
105,"210",,1,0.00213273464,,,1.981955272517,,,,0.534274965478,
105,"220",,1,0.036121768573,,,2.125293876809,,,,-0.27673538001,
105,,,1,0.002221084012,,,1.925731339739,,,,0.527395651057,
107,"230",,1,0.00104649526,,,1.646609538519,,,,0.897787081545,
107,,,1,0.00104649526,,,1.646609538519,,,,0.897787081545,
108,"130",,1,0.001702751772,,,1.837988714658,,,,0.575379939327,
108,"330",,1,0.000556399369,,,1.585575706904,,,,1.078951207884,
108,"M130",,1,0.000151874534,,,1.578749793867,,,,1.404835140229,
108,"M330",,1,5.4479797e-05,,,1.541032167131,,,,1.607713777182,
108,,,1,0.001369651429,,,1.899586902687,,,,0.60948400658,
110,"220",,2,,0.040726229315,,,2.605474295311,1.807965234139,,-0.415019821122,
110,"230",,2,,0.007228624324,,,1.984096037708,1.840468279136,,0.400395020265,
110,"M220",,2,,0.005022124229,,,1.850376247575,1.85771512594,,0.567472063039,
110,"M230",,2,,0.005171596647,,,2.36643084378,2.055896142634,,0.254020236629,
110,,,2,,0.008201580453,,,1.964502120511,1.908906669626,,0.37268115259,
111,"230",0,4,0.004307564283,,,2.013121858813,,,0.016967350124,0.586315835574,
111,,0,4,0.004273752874,,,2.011000300396,,,0.016899050154,0.589200589809,
111,"230",1,1,0.002964212597,,,1.78409261844,,,,0.764628515329,
111,,1,1,0.002964212597,,,1.78409261844,,,,0.764628515329,
113,,,1,0.004712262222,,,1.781480341247,,,,0.507515759701,
115,"230",,1,0.001060525223,,,1.855595769351,,,,0.827897194197,
115,,,1,0.001022706071,,,1.859030529035,,,,0.833432597481,
116,,,1,0.004712262222,,,2.033491644756,,,,0.507515759701,
