"SPCD","DIVISION","STDORGCD","equation","a","a0","a1","b","b0","b1","b2","c","c1"
117,"M260",,1,0.013319871175,,,1.878440208723,,,,0.307224456431,
117,,,1,0.012063843997,,,1.880200965658,,,,0.326862341887,
119,,,1,0.004712262222,,,1.692715262176,,,,0.507515759701,
121,"230",,2,,0.004177015338,,,2.088051516628,1.73776919255,,0.489236705133,
121,,,2,,0.004178544193,,,2.087760842205,1.737894549151,,0.489278128441,
122,"310",,1,0.001709450323,,,1.504625759586,,,,1.077494107282,
122,"330",,1,0.076333403427,,,1.882648893891,,,,-0.285840185936,
122,"M260",,1,0.004887469573,,,1.718841628064,,,,0.661641642105,
122,"M310",,1,0.009679711004,,,1.760631464643,,,,0.493905276446,
122,"M330",,1,0.0018774667,,,1.652136190016,,,,0.944980428979,
122,"M340",,1,0.002553970457,,,1.948948717153,,,,0.66891406291,
122,,,1,0.002455465344,,,1.760649438147,,,,0.803993556681,
123,"M220",,1,0.002154620938,,,1.785235415706,,,,0.76035713255,
123,,,1,0.001724638357,,,1.859828766152,,,,0.763996410332,
125,"130",,4,0.002420729359,,,1.298384473928,,,-0.052313669682,0.791694246038,
125,"210",,4,0.001268244809,,,2.027055891165,,,0.010766132448,0.689054958384,
125,"220",,4,0.015429813561,,,1.833721876321,,,-0.037580197489,0.024596497921,
125,,,4,0.001964288335,,,1.480430410664,,,-0.038429229703,0.766622554497,
126,"M220",,2,,0.002189693823,,,1.739350974815,1.843115097729,,0.837769010084,
126,,,2,,0.002509253138,,,1.71397811808,1.858476419917,,0.815423403774,
128,"230",,2,,0.004050579847,,,1.842515643625,1.822849910458,,0.659650272451,
128,,,2,,0.004050579847,,,1.842515643625,1.822849910458,,0.659650272451,
129,"130",,2,,0.000137704897,,,2.158777680754,1.658358683318,,1.181182253981,
129,"210",,2,,0.000201355595,,,2.216645401228,1.478482243143,,1.100303531053,
129,"220",,2,,0.041218558161,,,2.111562499629,2.061878862865,,-0.225406805151,
129,"230",,2,,0.002805216058,,,2.421971008338,1.833468695644,,0.359830181331,
129,"M220",,2,,0.000732365243,,,2.055791744971,1.7443094509,,0.867007457746,
129,,,2,,0.000380932875,,,2.07093707805,1.702419266011,,0.992867885571,
130,,,1,0.004712262222,,,1.18983632725,,,,0.507515759701,
131,"220",0,1,0.004110367187,,,2.915595521386,,,,-0.111516008884,
131,"230",0,1,0.006552546647,,,1.935687677716,,,,0.407960682315,
131,"M230",0,1,3.7826051e-05,,,1.452281284298,,,,1.929277263398,
131,,0,1,0.006059748271,,,1.938552383365,,,,0.424056532692,
131,"230",1,2,,0.008700200745,,,1.876608714143,2.086262249467,,0.359651658745,
131,,1,2,,0.008606620588,,,1.879486956165,2.083305717558,,0.361025758493,
132,"220",,4,0.001446967838,,,1.587831446353,,,0.005307119628,0.818854032891,
132,"230",,4,0.009671617818,,,2.070212324023,,,0.003662215882,0.172936833211,
132,"M220",,4,0.004145321195,,,2.259375861208,,,0.049513361161,0.372254785899,
132,,,4,0.004762815982,,,2.311019839258,,,0.046793147718,0.306067847405,
202,"130",,1,0.001452326196,,,1.709588148062,,,,0.901029635808,
202,"240",,1,3.1886237e-05,,,1.21260513951,,,,1.978577263767,
202,"260",,1,0.002100851506,,,1.884646261093,,,,0.700654103356,
202,"340",,1,0.000512145969,,,1.807078076996,,,,1.036692596774,
202,"M240",,1,0.001063883304,,,1.99779785167,,,,0.812133446298,
202,"M260",,1,0.001791439912,,,1.667012301928,,,,0.906708903983,
202,"M310",,1,0.002088203545,,,2.038610285097,,,,0.695151799204,
202,"M330",,1,0.009639716165,,,2.190731600543,,,,0.18596007425,
202,,,1,0.003452266759,,,2.305064227543,,,,0.353845623606,
211,"260",,1,0.008107941899,,,1.818720790764,,,,0.540508069561,
211,,,1,0.008273055747,,,1.815304236923,,,,0.539010928686,
221,"230",,1,0.000525286187,,,1.96683709111,,,,0.861838987058,
221,,,1,0.000525286187,,,1.96683709111,,,,0.861838987058,
222,"230",,1,0.007968209084,,,1.638796977995,,,,0.559610738483,
222,,,1,0.007968209084,,,1.638796977995,,,,0.559610738483,
241,"210",,1,0.000286357525,,,1.813407342584,,,,1.088034046362,
241,,,1,0.001769530257,,,1.735356775872,,,,0.697560590894,
242,"340",,1,4.5870443e-05,,,1.344799293641,,,,1.737342801655,
242,"M240",,1,0.012466962468,,,2.318618880336,,,,-0.076016008504,
242,,,1,0.010729961816,,,2.340461713394,,,,-0.062413619558,
260,,,1,0.001476690738,,,1.898116586288,,,,0.690095343911,
261,"210",,4,0.001146558396,,,1.975750109592,,,0.006333784922,0.798903199878,
261,"M220",,4,0.001693377809,,,1.430903834303,,,-0.018954601788,0.95416027329,
261,,,4,0.001435279433,,,1.491504324572,,,-0.017978056885,0.95110259714,
263,"340",,1,0.000217089945,,,1.483734053293,,,,1.341771527731,
263,"M240",,1,0.013886124594,,,2.264280070573,,,,-0.013861295711,
263,,,1,0.007650815021,,,2.156146417202,,,,0.184628908356,
264,,,1,0.001476690738,,,2.021932329003,,,,0.690095343911,
311,,,1,0.001054266671,,,2.048804917929,,,,0.706389234544,
313,,,1,0.011767409198,,,1.960394873254,,,,0.132576193261,
315,,,1,0.001054266671,,,2.076244456018,,,,0.706389234544,
316,"210",,2,,0.006430157374,,,2.259305256536,1.723918812992,,0.12277863133,
316,"220",,2,,0.064536000296,,,2.349323967357,2.239462770966,,-0.583135395672,
316,"230",,2,,0.001324840795,,,2.088348699149,1.479715571474,,0.624493466354,
316,"M220",,2,,0.000568208705,,,1.943167982009,1.680022557335,,0.901331324238,
316,,,2,,0.003743084443,,,2.226890355309,1.685993125661,,0.275066356213,
317,,,1,0.000263031378,,,1.893791179486,,,,0.970766524166,
318,"210",,1,0.00055323795,,,1.888660060276,,,,0.939353067823,
318,"220",,1,0.001842366905,,,2.106680855371,,,,0.566968121273,
318,"M210",,1,0.000100461421,,,1.942588070186,,,,1.35205365792,
318,"M220",,1,0.008755994865,,,1.935730503454,,,,0.200128934196,
318,,,1,0.000758474934,,,2.08082789635,,,,0.767248477538,
330,"M220",,1,7.5119798e-05,,,1.491876624844,,,,1.683982614155,
330,,,1,7.5119798e-05,,,1.491876624844,,,,1.683982614155,
351,"M240",,2,,0.000295074676,,,1.924666692302,2.104661576827,,1.012856434356,
351,,,2,,0.000293511373,,,1.907625330696,2.083155476704,,1.02469018986,
370,"230",,1,0.009031623749,,,1.589886773116,,,,0.46280598074,
370,"M220",,1,0.0005341151,,,1.799921282729,,,,0.981964105799,
370,,,1,0.002035233866,,,1.69943980468,,,,0.735157037479,
371,"130",,1,0.001132862095,,,2.416332052538,,,,0.389459656694,
371,"210",,1,0.000227211889,,,1.760966749157,,,,1.230576056354,
371,"220",,1,0.00272204363,,,2.213610773844,,,,0.374853936695,
371,"M210",,1,0.000218312187,,,2.220891530925,,,,0.960071388809,
371,,,1,0.000193187977,,,1.982769368143,,,,1.130184078247,
372,,,1,0.001054266671,,,2.009701690379,,,,0.706389234544,
373,,,1,0.001054266671,,,1.934726190254,,,,0.706389234544,
375,"130",,2,,0.000129758558,,,1.9072593067,1.562218954006,,1.285594334987,
375,"210",,2,,0.001960608887,,,1.963997295487,1.822548326969,,0.587529205173,
375,"220",,2,,0.043725866565,,,2.111552565694,2.324814065442,,-0.302736762308,
375,"M210",,2,,0.000674499237,,,2.04810220033,1.72394503062,,0.786162110511,
375,,,2,,0.000703291721,,,1.965289855121,1.779211671302,,0.824945635225,
391,,,1,0.001744407644,,,1.741958469215,,,,0.741518961341,
400,"220",,2,,0.002800888887,,,1.931153531512,1.609585238398,,0.636783249432,
400,"230",,2,,0.002572852003,,,2.083050155421,1.785368807951,,0.580612522674,
400,"M220",,2,,0.00163590655,,,2.061766990664,1.797197787807,,0.698537746182,
400,"M230",,2,,0.066289670365,,,1.789774178685,2.02069760871,,0.022171719236,
400,,,2,,0.00207523905,,,2.080086834556,1.804009300577,,0.633915692104,
402,,,1,0.002969141441,,,1.604118422722,,,,0.579604018707,
403,,,1,0.002553546114,,,1.236234878252,,,,0.857985060596,
404,"230",,1,0.000650850691,,,1.481149918516,,,,1.229881587879,
404,,,1,0.000650850691,,,1.481149918516,,,,1.229881587879,
405,,,1,0.002969141441,,,1.565349222311,,,,0.579604018707,
407,,,1,0.002969141441,,,1.687370786816,,,,0.579604018707,
409,,,1,0.002969141441,,,1.695920914817,,,,0.579604018707,
421,"220",,1,0.006292760265,,,1.942243159977,,,,0.380642249629,
421,,,1,0.006292760265,,,1.942243159977,,,,0.380642249629,
460,"230",,1,0.000780564948,,,1.645688696634,,,,0.992305441085,
460,,,1,0.000798062872,,,1.652632389087,,,,0.982665555964,
461,"230",,1,0.007930568694,,,2.402916327087,,,,-0.115417942677,
461,,,1,0.007930568694,,,2.402916327087,,,,-0.115417942677,
462,,,1,0.001744407644,,,1.483706437944,,,,0.741518961341,
471,,,1,0.001744407644,,,1.412900315828,,,,0.741518961341,
491,"230",,1,0.002483526374,,,1.966987952092,,,,0.596238007381,
491,,,1,0.004605796365,,,2.025073486793,,,,0.381220131813,
521,"230",,1,0.001023356371,,,2.003106477024,,,,0.871797890658,
521,,,1,0.00115692505,,,2.014515941746,,,,0.83483634885,
531,"210",,1,0.002974713815,,,1.975222912801,,,,0.368240027603,
531,"220",,1,0.004281864079,,,1.954632814302,,,,0.292507561444,
531,"230",,1,0.000503229959,,,1.729732386598,,,,0.959532915882,
531,"M210",,1,0.000643914802,,,1.932605454579,,,,0.746503931043,
531,"M220",,1,0.004793026028,,,2.089350604573,,,,0.233334907531,
531,,,1,0.002809496186,,,2.012927856903,,,,0.364860659646,
540,"230",,2,,0.001296507233,,,1.920326592868,1.814721153803,,0.808873889716,
540,"M220",,2,,0.015844135317,,,2.018599922343,1.950185795748,,0.177185480639,
540,,,2,,0.003461621477,,,1.976359106915,1.914732462402,,0.544331595073,
541,"210",,1,0.001193857371,,,1.461155899582,,,,1.069904291107,
541,"220",,1,0.000431925048,,,1.588094358702,,,,1.216866688899,
541,"M210",,1,0.000770948484,,,1.885114887192,,,,0.959925026729,
541,"M220",,1,0.000108771735,,,1.132376434986,,,,1.845663412312,
541,,,1,0.000498952627,,,1.355322826995,,,,1.344908780775,
543,,,1,0.000125104126,,,1.91756778257,,,,1.27180509593,
544,"230",,1,0.000742742497,,,1.478640941699,,,,1.16053704093,
544,,,1,0.00110865486,,,1.746760599046,,,,0.872144160477,
552,,,1,0.001744407644,,,1.740699648456,,,,0.741518961341,
555,"230",,1,0.437114342509,,,2.339903699343,,,,-0.892965269752,
555,,,1,0.437114342509,,,2.339903699343,,,,-0.892965269752,
591,"230",,1,0.002213969412,,,1.909989459041,,,,0.546929876351,
591,,,1,0.002213969412,,,1.909989459041,,,,0.546929876351,
601,,,1,0.001744407644,,,1.963997731422,,,,0.741518961341,
602,"M220",,1,0.00196208822,,,1.681245421115,,,,0.910524732364,
602,,,1,0.015725236783,,,1.279127327001,,,,0.627424154179,
611,"230",,2,,0.001753004863,,,2.009679350051,1.632942474154,,0.686493000774,
611,,,2,,0.001853255822,,,1.999978352325,1.628474489795,,0.676412417703,
621,"220",,2,,0.063442027521,,,2.070430116358,2.54714346981,,-0.318573928929,
621,"230",,2,,0.001111152551,,,1.822534127891,1.690117168135,,0.916225502105,
621,"M220",,2,,0.001040279149,,,1.682806017529,1.736349231009,,0.993950768963,
621,,,2,,0.001168292433,,,1.732625789781,1.693088325618,,0.940870667864,
651,,,1,0.000271268163,,,1.48226737756,,,,1.349485592975,
652,,,1,0.001744407644,,,1.846403557728,,,,0.741518961341,
653,"230",,1,0.003043850232,,,1.825311391107,,,,0.667633281744,
653,,,1,0.003043850232,,,1.825311391107,,,,0.667633281744,
680,,,1,0.001744407644,,,1.800628292401,,,,0.741518961341,
691,"230",,1,0.001087874126,,,1.51073156517,,,,1.024431556586,
691,,,1,0.001087874126,,,1.51073156517,,,,1.024431556586,
693,"220",,1,0.23176814944,,,2.384102692208,,,,-0.850771733797,
693,"230",,1,0.00251979257,,,2.020513458013,,,,0.591277811393,
693,"M220",,1,0.00070774537,,,1.994085288541,,,,0.957475018031,
693,,,1,0.00097240337,,,2.109817347006,,,,0.780426687105,
694,"230",,2,,0.001784258952,,,2.003467275974,1.638342467176,,0.72777883971,
694,,,2,,0.001784258952,,,2.003467275974,1.638342467176,,0.72777883971,
701,,,1,0.001744407644,,,1.644047672111,,,,0.741518961341,
711,,,1,0.001744407644,,,1.889227003748,,,,0.741518961341,
731,"230",,1,0.003911883982,,,1.896395118271,,,,0.396272116665,
731,,,1,0.005700765679,,,1.755503979087,,,,0.391672515608,
740,"130",,1,0.005118606429,,,2.319397498184,,,,0.295301263451,
740,"M330",,1,0.002153095589,,,2.113241290027,,,,0.518605694989,
740,,,1,0.001516442476,,,2.515229221716,,,,0.418111235839,
741,"130",,1,0.000999015162,,,2.108578245478,,,,0.79749748237,
741,"210",,1,0.00028215698,,,1.761812261297,,,,1.224932369502,
741,,,1,0.000681989096,,,2.009738346566,,,,0.927324666143,
742,,,1,0.095615973623,,,1.855688805868,,,,-0.145172596768,
743,"130",,1,0.001789411454,,,1.957495188824,,,,0.660324800413,
743,"210",,1,0.015547635743,,,1.919919969016,,,,0.127464611852,
743,,,1,0.01797729472,,,1.88981464711,,,,0.116481215222,
746,"130",,1,0.000760043706,,,2.156827731388,,,,0.74946267809,
746,"210",,1,0.002393266845,,,2.100160066784,,,,0.488837224055,
746,"220",,1,0.002570712015,,,1.784207241533,,,,0.647615403728,
746,"M130",,1,0.003558966997,,,2.233110622026,,,,0.322153628288,
746,"M330",,1,0.00259271076,,,2.179893265207,,,,0.469174748083,
746,,,1,0.001185122852,,,2.163587545749,,,,0.636399076249,
762,"210",,1,0.000624601321,,,1.400292505314,,,,1.167591663125,
762,"230",,1,0.002416124324,,,2.014847292957,,,,0.525807427305,
762,"M220",,1,0.045505853732,,,1.73343484322,,,,0.003948823935,
762,,,1,0.004333605619,,,1.642114773779,,,,0.580065768916,
800,"230",,2,,0.002863317528,,,1.845527430556,1.404391454161,,0.719187158485,
800,,,2,,0.002863317528,,,1.845527430556,1.404391454161,,0.719187158485,
802,"210",,2,,0.001092904156,,,2.063243696468,1.516173477413,,0.732606853986,
802,"220",,2,,0.048156727812,,,2.233896682002,1.778353942683,,-0.308756767494,
802,"230",,2,,0.002653685144,,,2.067478381107,1.739577547484,,0.549679799642,
802,"M220",,2,,0.002020025979,,,1.957775262905,1.618455676343,,0.677400740385,
802,"M230",,2,,0.000502456844,,,1.66426574309,1.825828717743,,1.172759145168,
802,,,2,,0.002857648154,,,1.987455158249,1.647347190852,,0.568545112618,
804,,,1,0.002969141441,,,1.849770714272,,,,0.579604018707,
806,"220",,4,0.006689642996,,,2.593407023775,,,0.078642351381,0.193829096743,
806,"230",,4,0.001080474744,,,2.224390554877,,,0.035057578518,0.771436920034,
806,"M220",,4,0.007938208831,,,2.035573658313,,,0.013813295598,0.339111858777,
806,,,4,0.004833989926,,,2.181008536938,,,0.028840572954,0.4117878977,
809,,,1,0.002969141441,,,1.882638546997,,,,0.579604018707,
812,"230",,2,,0.000976291172,,,2.478012707495,1.55692146939,,0.579068055544,
812,,,2,,0.000848972078,,,2.526760746798,1.520428135472,,0.590242752507,
813,"230",,1,0.008917632245,,,1.98033723777,,,,0.246688028395,
813,,,1,0.007155064671,,,1.913024827435,,,,0.33231005958,
820,"230",,2,,0.001093836919,,,1.898978273932,1.594984612545,,0.807437764257,
820,,,2,,0.001105107872,,,1.89563259334,1.595470801608,,0.806850906334,
822,"230",,1,0.000387584291,,,1.523348739626,,,,1.283542613186,
822,,,1,0.000387584291,,,1.523348739626,,,,1.283542613186,
823,,,1,0.002969141441,,,1.957831441132,,,,0.579604018707,
825,"230",,1,0.000475104065,,,1.60164048645,,,,1.160924994967,
825,,,1,0.000335712215,,,1.557620306897,,,,1.275268856116,
826,,,1,0.002969141441,,,1.870064803015,,,,0.579604018707,
827,"230",,2,,0.000888847765,,,1.825896827329,1.595342607987,,0.879136129568,
827,,,2,,0.000888847765,,,1.825896827329,1.595342607987,,0.879136129568,
828,"230",,1,0.00087994522,,,1.42497676678,,,,1.115280788972,
828,,,1,0.00087994522,,,1.42497676678,,,,1.115280788972,
830,,,1,0.002969141441,,,1.645263564365,,,,0.579604018707,
831,"230",,1,0.003602144982,,,1.511724438771,,,,0.774736595485,
831,,,1,0.003505550291,,,1.510582591676,,,,0.783373931589,
832,"220",,4,0.041420562083,,,2.720947887515,,,0.068515340101,-0.31048768837,
832,"230",,4,0.001314588431,,,2.15875201819,,,0.040648564038,0.834747380396,
832,"M220",,4,0.002361560101,,,2.031531526238,,,0.025045865543,0.709154716917,
832,,,4,0.003658480017,,,2.09249588782,,,0.030335413591,0.58386293598,
833,"210",,2,,0.002493059573,,,1.915368039976,1.654412432288,,0.597431080116,
833,"220",,2,,0.015124698637,,,2.113334911433,1.763690990566,,0.045159175176,
833,"230",,2,,0.008234074006,,,2.339332163331,1.840260440863,,0.120338719769,
833,"M220",,2,,0.001487407207,,,2.137290956492,1.495356687287,,0.650821770392,
833,,,2,,0.002274339896,,,2.079127272183,1.562447910087,,0.564440461797,
834,,,1,0.002969141441,,,1.789269865633,,,,0.579604018707,
835,"220",,2,,0.048517485272,,,1.508665536302,1.647083566714,,0.093611108935,
835,"230",,2,,0.002060805126,,,1.986618062963,1.539291451869,,0.68078815582,
835,,,2,,0.001349056713,,,1.682559860301,1.483832045206,,0.947720425118,
837,"220",,2,,0.045671464724,,,1.607140974142,2.052109920023,,0.057576050238,
837,"230",,2,,0.002276436662,,,2.234035467447,1.570133281163,,0.548435312851,
837,"M210",,2,,0.002508938377,,,1.698009383286,1.709361794522,,0.787093652467,
837,"M220",,2,,0.002045255264,,,2.219573042678,1.651947553907,,0.578287611619,
837,,,2,,0.001227249809,,,1.806258236695,1.559926643876,,0.908781322566,
838,"230",,1,0.003275483797,,,1.384747907432,,,,0.96121447368,
838,,,1,0.003275483797,,,1.384747907432,,,,0.96121447368,
901,"M220",,1,0.001554770236,,,1.607767710019,,,,1.021717042735,
901,,,1,0.001356292329,,,1.643684067723,,,,1.03197154585,
920,,,1,0.001934081019,,,2.297544334472,,,,0.517232193762,
922,,,1,0.001934081019,,,2.143614631599,,,,0.517232193762,
931,,,1,0.001744407644,,,1.70924217886,,,,0.741518961341,
950,"210",,1,0.000830128676,,,1.67885413742,,,,1.094911330791,
950,"M220",,1,0.015307086982,,,1.809461644434,,,,0.301293621288,
950,,,1,0.003457907546,,,1.901796040735,,,,0.614250823602,
951,"210",,1,0.000389432099,,,1.543034138937,,,,1.240864013269,
951,,,1,0.000438462753,,,1.567170618264,,,,1.194762729724,
970,"230",,1,0.00063590812,,,1.474389654722,,,,1.19645958757,
970,,,1,0.000942901786,,,1.530602479607,,,,1.071535656007,
971,,,1,0.001744407644,,,1.619743693487,,,,0.741518961341,
972,"210",,1,0.000634962613,,,1.456764851495,,,,1.152037325211,
972,,,1,0.007011161224,,,2.347564310498,,,,0.077868254244,
975,,,1,0.001744407644,,,1.619284656066,,,,0.741518961341,
999,"230",,2,,0.000824759213,,,1.795031481372,3.00988546283,,0.999091843292,
999,"M220",,2,,0.007233279358,,,2.010557818959,0.835700121755,,0.379123912605,
999,,,2,,0.003633331626,,,1.982891884829,1.364338127721,,0.53005740761,
