"a","b","c","SPCD","JENKINS_SPGRPCD"
0.00383727087763824,1.90576229881135,0.980041424724878,"16",NA
0.00383727087763824,1.87891576246881,0.980041424724878,"18",NA
0.00499749748354816,1.83403194226038,0.938176723385928,"70",NA
0.00499749748354816,1.84797988222851,0.938176723385928,"73",NA
0.00433524292462538,1.90397415711007,0.941614826990341,"90",NA
0.00378887217134665,1.93929416591487,0.950133168530499,"113",NA
0.00378887217134665,1.94587628724965,0.950133168530499,"116",NA
0.00378887217134665,1.92718868222277,0.950133168530499,"119",NA
0.00378887217134665,1.94028807270191,0.950133168530499,"130",NA
0.00383727087763824,1.90927185155838,0.980041424724878,"260",NA
0.00383727087763824,1.88973851143982,0.980041424724878,"264",NA
0.00409078267367315,1.91518586517706,0.929370752746348,"311",NA
0.00452146899359027,1.92728972538265,0.904020368124472,"314",NA
0.00409078267367315,1.91882855854125,0.929370752746348,"315",NA
0.00409078267367315,1.91367679812065,0.929370752746348,"373",NA
0.00409078267367315,1.91702705847686,0.929370752746348,"379",NA
0.0041365636371651,1.90565380674295,0.938705552110157,"391",NA
0.00452146899359027,1.9358369040393,0.904020368124472,"402",NA
0.00452146899359027,1.932309229,0.904020368124472,"405",NA
0.00452146899359027,1.93146484358516,0.904020368124472,"409",NA
0.0041365636371651,1.86558454902692,0.938705552110157,"462",NA
0.0041365636371651,1.87861065429362,0.938705552110157,"471",NA
0.0041365636371651,1.89575866617523,0.938705552110157,"552",NA
0.0041365636371651,1.91019850398851,0.938705552110157,"601",NA
0.0041365636371651,1.91819930613198,0.938705552110157,"650",NA
0.0041365636371651,1.91349985150415,0.938705552110157,"652",NA
0.0041365636371651,1.86988133333024,0.938705552110157,"680",NA
0.0041365636371651,1.91159749885941,0.938705552110157,"701",NA
0.0041365636371651,1.90671836822745,0.938705552110157,"711",NA
0.00358041815805262,1.93614410627344,0.948525833331278,"745",NA
0.00452146899359027,1.93164807116435,0.904020368124472,"804",NA
0.00452146899359027,1.94051472522276,0.904020368124472,"809",NA
0.00452146899359027,1.92287624690156,0.904020368124472,"817",NA
0.00452146899359027,1.93436163926166,0.904020368124472,"823",NA
0.00452146899359027,1.93327140656724,0.904020368124472,"826",NA
0.00452146899359027,1.92418289203341,0.904020368124472,"830",NA
0.00452146899359027,1.91913309102608,0.904020368124472,"834",NA
0.00358041815805262,1.94670798226819,0.948525833331278,"920",NA
0.00358041815805262,1.91987154601187,0.948525833331278,"922",NA
0.0041365636371651,1.89878195162174,0.938705552110157,"931",NA
0.0041365636371651,1.88474508350566,0.938705552110157,"971",NA
0.0041365636371651,1.92102204394778,0.938705552110157,"975",NA
0.00499749748354816,1.8368523066989,0.938176723385928,NA,"1"
0.00368562008720622,1.8610747024486,0.998151869983557,NA,"2"
0.00383727087763824,1.88850917933072,0.980041424724878,NA,"3"
0.00378887217134665,1.95130207533004,0.950133168530499,NA,"4"
0.00433524292462538,1.90413885475137,0.941614826990341,NA,"5"
0.00358041815805262,1.95074506815314,0.948525833331278,NA,"6"
0.00409078267367315,1.91839364935108,0.929370752746348,NA,"7"
0.0041365636371651,1.90279199637421,0.938705552110157,NA,"8"
0.00452146899359027,1.9305526354782,0.904020368124472,NA,"9"
