"a","b","c","SPCD","JENKINS_SPGRPCD"
0.00147669073769599,1.78938915112826,0.690095343911449,"16",NA
0.00147669073769599,2.01076813679127,0.690095343911449,"18",NA
0.00269739105636608,2.07397968505655,0.588855006974052,"73",NA
0.00206475361989456,1.84758688620654,0.617888296428949,"90",NA
0.00471226222193641,1.78148034124665,0.507515759700626,"113",NA
0.00471226222193641,2.03349164475556,0.507515759700626,"116",NA
0.00471226222193641,1.69271526217587,0.507515759700626,"119",NA
0.00471226222193641,1.18983632724967,0.507515759700626,"130",NA
0.00147669073769599,1.89811658628782,0.690095343911449,"260",NA
0.00147669073769599,2.02193232900272,0.690095343911449,"264",NA
0.0010542666706555,2.04880491792894,0.706389234544015,"311",NA
0.0010542666706555,2.07624445601804,0.706389234544015,"315",NA
0.0010542666706555,2.00970169037858,0.706389234544015,"372",NA
0.0010542666706555,1.93472619025429,0.706389234544015,"373",NA
0.00174440764380996,1.74195846921481,0.741518961341319,"391",NA
0.00296914144063896,1.60411842272218,0.579604018706953,"402",NA
0.00296914144063896,1.56534922231106,0.579604018706953,"405",NA
0.00296914144063896,1.68737078681561,0.579604018706953,"407",NA
0.00296914144063896,1.69592091481683,0.579604018706953,"409",NA
0.00174440764380996,1.48370643794378,0.741518961341319,"462",NA
0.00174440764380996,1.41290031582838,0.741518961341319,"471",NA
0.00174440764380996,1.74069964845609,0.741518961341319,"552",NA
0.00174440764380996,1.96399773142189,0.741518961341319,"601",NA
0.00174440764380996,1.84640355772844,0.741518961341319,"652",NA
0.00174440764380996,1.80062829240093,0.741518961341319,"680",NA
0.00174440764380996,1.64404767211061,0.741518961341319,"701",NA
0.00174440764380996,1.88922700374781,0.741518961341319,"711",NA
0.00296914144063896,1.84977071427206,0.579604018706953,"804",NA
0.00296914144063896,1.88263854699717,0.579604018706953,"809",NA
0.00296914144063896,1.957831441132,0.579604018706953,"823",NA
0.00296914144063896,1.87006480301495,0.579604018706953,"826",NA
0.00296914144063896,1.64526356436515,0.579604018706953,"830",NA
0.00296914144063896,1.78926986563276,0.579604018706953,"834",NA
0.0019340810186422,2.29754433447212,0.517232193762045,"920",NA
0.0019340810186422,2.1436146315994,0.517232193762045,"922",NA
0.00174440764380996,1.70924217886,0.741518961341319,"931",NA
0.00174440764380996,1.61974369348733,0.741518961341319,"971",NA
0.00174440764380996,1.61928465606563,0.741518961341319,"975",NA
0.00269739105636608,1.87132208780407,0.588855006974052,NA,"1"
0.00314957779299478,2.23186860447118,0.4215579489226,NA,"2"
0.00147669073769599,1.94192817509128,0.690095343911449,NA,"3"
0.00471226222193641,1.81775682185651,0.507515759700626,NA,"4"
0.00206475361989456,1.83021720635494,0.617888296428949,NA,"5"
0.0019340810186422,2.18097604506161,0.517232193762045,NA,"6"
0.0010542666706555,1.99996338724092,0.706389234544015,NA,"7"
0.00174440764380996,1.78181096091093,0.741518961341319,NA,"8"
0.00296914144063896,1.82165876210351,0.579604018706953,NA,"9"
