"SPCD","COMMON_NAME","HWSW","DIVISION","variable","STATUSCD","CRM","CRM2","DIFF","PDIFF","VAR2"
"311","Florida maple","Hardwood","220","WMERBCH",1,319247770.254297,528931400.028026,209683629.773729,65.6805307071385,"Top and limb weight"
"311","Florida maple","Hardwood","220","WMEROB",1,1118356603.83752,1301228274.49862,182871670.661093,16.3518210590065,"Merch bole wood and bark weight"
"311","Florida maple","Hardwood","220","WSTPOB",1,60953991.3010556,87575326.8201984,26621335.5191428,43.6744747159515,"Stump wood and bark weight"
"311","Florida maple","Hardwood","230","BIOMASS",2,87875619.8417187,241307995.152881,153432375.311162,174.601755967724,"Total aboveground biomass"
"311","Florida maple","Hardwood","230","CARBON",2,43937810.3032371,114995325.090106,71057514.7868684,161.72293133514,"Total aboveground carbon"
"311","Florida maple","Hardwood","230","VMERIB",2,2493388.37253777,2769734.17330347,276345.800765701,11.0831430758793,"Merchantable wood volume"
"311","Florida maple","Hardwood","230","WMERBCH",2,5051594.27496582,21325476.5879192,16273882.3129534,322.153392120223,"Top and limb weight"
"311","Florida maple","Hardwood","230","WMEROB",2,53853924.6960802,186202176.101861,132348251.405781,245.754143551609,"Merch bole wood and bark weight"
"311","Florida maple","Hardwood","230","WSTPOB",2,5871907.66193328,17057882.4247918,11185974.7628586,190.499841054647,"Stump wood and bark weight"
"311","Florida maple","Hardwood","230","VSAWIB",1,67540736.5840184,71499041.8631611,3958305.27914269,5.86061905649888,"Sawlog wood volume"
"311","Florida maple","Hardwood","220","VSAWIB",1,4780322.07947296,5113027.40314401,332705.323671047,6.95989345780082,"Sawlog wood volume"
"311","Florida maple","Hardwood","M230","BIOMASS",1,481748118.876453,553592990.64851,71844871.7720573,14.9133684091214,"Total aboveground biomass"
"311","Florida maple","Hardwood","M230","CARBON",1,240874062.871724,263814739.693548,22940676.8218234,9.52392986954359,"Total aboveground carbon"
"311","Florida maple","Hardwood","M220","BIOMASS",2,37630754.586013,100269830.824029,62639076.2380162,166.45713573147,"Total aboveground biomass"
"311","Florida maple","Hardwood","M220","CARBON",2,18815377.6382697,47783587.8791912,28968210.2409215,153.96029140548,"Total aboveground carbon"
"311","Florida maple","Hardwood","M220","VMERIB",2,114765.97821661,118053.852456842,3287.8742402323,2.86485097005556,"Merchantable wood volume"
"311","Florida maple","Hardwood","M220","WMERBCH",2,714068.702823328,5129861.62318551,4415792.92036218,618.398888356646,"Top and limb weight"
"311","Florida maple","Hardwood","M220","WMEROB",2,23484666.5455663,77257297.0466609,53772630.5010946,228.969103720344,"Merch bole wood and bark weight"
"311","Florida maple","Hardwood","M220","WSTPOB",2,2764116.28968091,10985309.2486478,8221192.95896689,297.425726611377,"Stump wood and bark weight"
"311","Florida maple","Hardwood","220","BIOMASS",2,35033759.3270741,93548749.3270067,58514989.9999327,167.024581785924,"Total aboveground biomass"
"311","Florida maple","Hardwood","220","CARBON",2,17516879.7009377,44580656.491785,27063776.7908472,154.501128356772,"Total aboveground carbon"
"311","Florida maple","Hardwood","220","VMERIB",2,217684.404606134,237612.895852113,19928.4912459788,9.15476296156188,"Merchantable wood volume"
"311","Florida maple","Hardwood","220","WMERBCH",2,1011073.39546967,2775789.45014915,1764716.05467948,174.538867562598,"Top and limb weight"
"311","Florida maple","Hardwood","220","WMEROB",2,30917291.447428,82929236.1590169,52011944.7115889,168.229305597582,"Merch bole wood and bark weight"
"311","Florida maple","Hardwood","220","WSTPOB",2,3105394.48417639,7843723.7178407,4738329.23366431,152.583810456564,"Stump wood and bark weight"
"311","Florida maple","Hardwood","M220","BIOMASS",1,4928203769.62201,5857370225.38263,929166455.760617,18.8540591906548,"Total aboveground biomass"
"311","Florida maple","Hardwood","M220","CARBON",1,2464101897.85001,2791329780.90609,327227883.056087,13.2798032151837,"Total aboveground carbon"
"311","Florida maple","Hardwood","M230","VMERIB",1,7520612.71605489,8097057.56985201,576444.853797114,7.66486555764969,"Merchantable wood volume"
"311","Florida maple","Hardwood","M230","WMERBCH",1,70050214.1713917,114703191.516113,44652977.3447209,63.7442410032731,"Top and limb weight"
"311","Florida maple","Hardwood","M230","WMEROB",1,247625451.154583,296942462.695161,49317011.5405773,19.915970394251,"Merch bole wood and bark weight"
"311","Florida maple","Hardwood","M230","WSTPOB",1,13461380.9750336,22521116.0535372,9059735.07850362,67.3016765167441,"Stump wood and bark weight"
"311","Florida maple","Hardwood","M230","VSAWIB",1,2552048.0538478,2731141.73740828,179093.683560473,7.01764542757915,"Sawlog wood volume"
"311","Florida maple","Hardwood","M220","VMERIB",1,88182224.1784035,95123036.6565428,6940812.47813928,7.87098822104687,"Merchantable wood volume"
"311","Florida maple","Hardwood","M220","WMERBCH",1,888884105.748907,1295700593.0744,406816487.325497,45.7671010983759,"Top and limb weight"
"311","Florida maple","Hardwood","M220","WMEROB",1,2903508512.41645,3483933338.76776,580424826.351305,19.990464084028,"Merch bole wood and bark weight"
"311","Florida maple","Hardwood","M220","WSTPOB",1,168652505.779918,240674921.986138,72022416.2062205,42.7046226637188,"Stump wood and bark weight"
"311","Florida maple","Hardwood","M220","VSAWIB",1,25145370.5874492,26826515.3625425,1681144.77509326,6.68570291794532,"Sawlog wood volume"
"311","Florida maple","Hardwood","M230","BIOMASS",2,8785722.93963516,24680005.8013636,15894282.8617285,180.910358441015,"Total aboveground biomass"
"311","Florida maple","Hardwood","M230","CARBON",2,4392861.48757363,11761256.7646398,7368395.27706618,167.735661547937,"Total aboveground carbon"
"311","Florida maple","Hardwood","M230","VMERIB",2,190140.693238387,211575.856438103,21435.1631997162,11.2733170551988,"Merchantable wood volume"
"311","Florida maple","Hardwood","M230","WMERBCH",2,1531237.58256189,5339692.32084293,3808454.73828104,248.717428415594,"Top and limb weight"
"311","Florida maple","Hardwood","M230","WMEROB",2,5649760.88747574,16823920.858016,11174159.9705403,197.781113096501,"Merch bole wood and bark weight"
"311","Florida maple","Hardwood","M230","WSTPOB",2,385622.158625664,1603509.6848642,1217887.52623854,315.824051859214,"Stump wood and bark weight"
"312","bigleaf maple","Hardwood","M260","BIOMASS",1,20434201970.2728,19169501738.6013,-1264700231.67141,-6.18913443995157,"Total aboveground biomass"
"312","bigleaf maple","Hardwood","M260","CARBON",1,10217101012.6056,9515740663.0417,-701360349.563848,-6.86457292238308,"Total aboveground carbon"
"312","bigleaf maple","Hardwood","M260","VMERIB",1,449296291.540578,343824044.758267,-105472246.782311,-23.4749871673012,"Merchantable wood volume"
"312","bigleaf maple","Hardwood","M260","WMERBCH",1,3842138545.18218,4810737848.71243,968599303.530249,25.2099004796382,"Top and limb weight"
"312","bigleaf maple","Hardwood","M260","WMEROB",1,13803940029.2247,12218176812.3617,-1585763216.86304,-11.4877579408906,"Merch bole wood and bark weight"
"312","bigleaf maple","Hardwood","M260","WSTPOB",1,683386129.135325,759752946.881269,76366817.7459439,11.17476847863,"Stump wood and bark weight"
"312","bigleaf maple","Hardwood","M260","VSAWIB",1,190824257.164412,181866060.678587,-8958196.48582527,-4.69447470617271,"Sawlog wood volume"
"312","bigleaf maple","Hardwood","M260","BIOMASS",2,967436448.7065,1186533669.44472,219097220.738225,22.6471951755762,"Total aboveground biomass"
"312","bigleaf maple","Hardwood","M260","CARBON",2,483718226.61009,588995313.512361,105277086.902271,21.7641348022081,"Total aboveground carbon"
"312","bigleaf maple","Hardwood","M260","VMERIB",2,32829144.0326804,23772460.8062216,-9056683.22645879,-27.5873267284799,"Merchantable wood volume"
"312","bigleaf maple","Hardwood","M260","WMERBCH",2,139461595.670584,195124887.114462,55663291.4438775,39.9129890750405,"Top and limb weight"
"312","bigleaf maple","Hardwood","M260","WMEROB",2,718630904.633614,885354268.21289,166723363.579276,23.2001382774204,"Merch bole wood and bark weight"
"312","bigleaf maple","Hardwood","M260","WSTPOB",2,52494915.7600415,74771668.5831807,22276752.8231392,42.4360197565953,"Stump wood and bark weight"
"312","bigleaf maple","Hardwood","260","BIOMASS",1,3667535880.82025,3430526692.24761,-237009188.572639,-6.46235500549845,"Total aboveground biomass"
"312","bigleaf maple","Hardwood","260","CARBON",1,1833767942.29891,1702913450.03171,-130854492.267201,-7.13582614510945,"Total aboveground carbon"
"312","bigleaf maple","Hardwood","260","VMERIB",1,83966497.4279804,62482789.7860287,-21483707.6419517,-25.5860471736107,"Merchantable wood volume"
"312","bigleaf maple","Hardwood","260","VSAWIB",1,37699592.0932124,40671521.5841555,2971929.49094306,7.88318739257165,"Sawlog wood volume"
"312","bigleaf maple","Hardwood","260","WMERBCH",1,644719240.790889,944721812.118223,300002571.327334,46.532281394195,"Top and limb weight"
"312","bigleaf maple","Hardwood","260","WMEROB",1,2632055210.17751,2158932996.05165,-473122214.125856,-17.9753909529104,"Merch bole wood and bark weight"
"312","bigleaf maple","Hardwood","260","WSTPOB",1,116470696.94574,120316095.816827,3845398.8710869,3.30160200971266,"Stump wood and bark weight"
"312","bigleaf maple","Hardwood","260","BIOMASS",2,314519573.606907,327236016.586155,12716442.9792482,4.04313246181031,"Total aboveground biomass"
"312","bigleaf maple","Hardwood","260","CARBON",2,157259786.924122,162439958.633368,5180171.70924512,3.29402182882553,"Total aboveground carbon"
"312","bigleaf maple","Hardwood","260","VMERIB",2,9125749.57756694,7346345.14846721,-1779404.42909973,-19.4987207787719,"Merchantable wood volume"
"312","bigleaf maple","Hardwood","260","WMERBCH",2,51769103.3509395,66615338.8518021,14846235.5008626,28.6777914622567,"Top and limb weight"
"312","bigleaf maple","Hardwood","260","WMEROB",2,250179290.631293,246249684.013253,-3929606.61803976,-1.57071618842788,"Merch bole wood and bark weight"
"312","bigleaf maple","Hardwood","260","WSTPOB",2,12571179.6246747,14370993.7210999,1799814.09642521,14.3169865530561,"Stump wood and bark weight"
"312","bigleaf maple","Hardwood","M240","BIOMASS",1,72634782407.9381,72236987765.3014,-397794642.636703,-0.547664121030298,"Total aboveground biomass"
"312","bigleaf maple","Hardwood","M240","CARBON",1,36317391262.5986,35858440726.6956,-458950535.902954,-1.26372109875525,"Total aboveground carbon"
"312","bigleaf maple","Hardwood","M240","VMERIB",1,1721808585.99289,1451911031.97901,-269897554.01388,-15.6752356916748,"Merchantable wood volume"
"312","bigleaf maple","Hardwood","M240","WMERBCH",1,13057528679.5081,20263991153.8584,7206462474.35032,55.1900949347318,"Top and limb weight"
"312","bigleaf maple","Hardwood","M240","WMEROB",1,52587678395.2211,46290157620.4912,-6297520774.72982,-11.9752781771445,"Merch bole wood and bark weight"
"312","bigleaf maple","Hardwood","M240","WSTPOB",1,2356156777.15708,2242811532.01946,-113345245.137619,-4.81059860856883,"Stump wood and bark weight"
"312","bigleaf maple","Hardwood","M240","VSAWIB",1,1088503687.14446,964670237.944228,-123833449.20023,-11.3764841279583,"Sawlog wood volume"
"312","bigleaf maple","Hardwood","M240","BIOMASS",2,1219255147.40658,1574262978.17094,355007830.764359,29.1167793319946,"Total aboveground biomass"
"312","bigleaf maple","Hardwood","M240","CARBON",2,609627575.430716,781464142.364055,171836566.933339,28.1871381575763,"Total aboveground carbon"
"312","bigleaf maple","Hardwood","M240","VMERIB",2,43402914.3006289,35560265.8182075,-7842648.48242143,-18.0694052664288,"Merchantable wood volume"
"312","bigleaf maple","Hardwood","M240","WMERBCH",2,127959228.291164,157518074.02866,29558845.7374959,23.1002063174657,"Top and limb weight"
"312","bigleaf maple","Hardwood","M240","WMEROB",2,934131265.090416,1262042462.32004,327911197.22962,35.1033317783107,"Merch bole wood and bark weight"
"312","bigleaf maple","Hardwood","M240","WSTPOB",2,73324878.0738921,102651184.018081,29326305.9441889,39.9950285831171,"Stump wood and bark weight"
"312","bigleaf maple","Hardwood","240","BIOMASS",1,46785667320.7112,48452555909.573,1666888588.86181,3.56281888090951,"Total aboveground biomass"
"312","bigleaf maple","Hardwood","240","CARBON",1,23392833682.6172,24051848753.5121,659015070.894867,2.81716648712195,"Total aboveground carbon"
"312","bigleaf maple","Hardwood","240","VMERIB",1,1143061043.60224,1000974113.47423,-142086930.128011,-12.4303886413833,"Merchantable wood volume"
"312","bigleaf maple","Hardwood","240","WMERBCH",1,8260986867.67734,14328549936.6884,6067563069.01109,73.4484047269409,"Top and limb weight"
"312","bigleaf maple","Hardwood","240","WMEROB",1,35127104684.5247,31243273545.4896,-3883831139.03508,-11.0565079983552,"Merch bole wood and bark weight"
"312","bigleaf maple","Hardwood","240","WSTPOB",1,1507709938.32182,1419925761.4726,-87784176.8492205,-5.82235180773101,"Stump wood and bark weight"
"312","bigleaf maple","Hardwood","240","VSAWIB",1,867021491.983781,747036968.482131,-119984523.50165,-13.8387023402523,"Sawlog wood volume"
"312","bigleaf maple","Hardwood","240","BIOMASS",2,618291821.783433,870879306.932768,252587485.149336,40.8524706700404,"Total aboveground biomass"
"312","bigleaf maple","Hardwood","240","CARBON",2,309145912.004499,432304487.961426,123158575.956927,39.8383323778628,"Total aboveground carbon"
"312","bigleaf maple","Hardwood","240","VMERIB",2,20748115.4439895,18305724.4021663,-2442391.04182319,-11.7716283602554,"Merchantable wood volume"
"312","bigleaf maple","Hardwood","240","WMERBCH",2,47377638.1155078,112332753.664123,64955115.5486147,137.100788752391,"Top and limb weight"
"312","bigleaf maple","Hardwood","240","WMEROB",2,385070617.876393,610430911.025987,225360293.149595,58.5244063523785,"Merch bole wood and bark weight"
"312","bigleaf maple","Hardwood","240","WSTPOB",2,31126707.4616156,41083301.9583729,9956594.49675727,31.9873038580627,"Stump wood and bark weight"
"312","bigleaf maple","Hardwood","M330","BIOMASS",1,42436892.185765,29155042.4564254,-13281849.7293396,-31.2978850364421,"Total aboveground biomass"
"312","bigleaf maple","Hardwood","M330","CARBON",1,21218446.0928825,14472563.0753696,-6745883.01751293,-31.7925402641797,"Total aboveground carbon"
"312","bigleaf maple","Hardwood","340","BIOMASS",1,179808646.223481,176221771.78406,-3586874.43942016,-1.99482867746088,"Total aboveground biomass"
"312","bigleaf maple","Hardwood","340","CARBON",1,89904323.1474913,87476487.5136075,-2427835.63388377,-2.70046594967499,"Total aboveground carbon"
"312","bigleaf maple","Hardwood","340","VMERIB",1,3266761.40955379,2601672.21968842,-665089.189865369,-20.3592826804028,"Merchantable wood volume"
"312","bigleaf maple","Hardwood","340","VSAWIB",1,2862007.43974622,2187909.55872457,-674097.881021652,-23.553323854442,"Sawlog wood volume"
"312","bigleaf maple","Hardwood","340","WMERBCH",1,32122362.8527225,46748058.8356817,14625695.9829592,45.5311959771341,"Top and limb weight"
"312","bigleaf maple","Hardwood","340","WMEROB",1,141690148.084565,120745688.912022,-20944459.1725426,-14.7818740086589,"Merch bole wood and bark weight"
"312","bigleaf maple","Hardwood","340","WSTPOB",1,5996135.28619339,8728024.03635661,2731888.75016322,45.5608257614471,"Stump wood and bark weight"
"313","boxelder","Hardwood","230","BIOMASS",1,27417998541.4351,32117221303.7418,4699222762.30663,17.1391896283202,"Total aboveground biomass"
"313","boxelder","Hardwood","230","CARBON",1,13708999350.6268,15631451608.5311,1922452257.9043,14.0232865195693,"Total aboveground carbon"
"313","boxelder","Hardwood","230","VMERIB",1,558254944.228756,561457255.153926,3202310.92516959,0.573628761961735,"Merchantable wood volume"
"313","boxelder","Hardwood","230","WMERBCH",1,4912430968.71595,11624083970.7147,6711653001.99877,136.625899574791,"Top and limb weight"
"313","boxelder","Hardwood","230","WMEROB",1,16128655244.3056,15883393223.9207,-245262020.384909,-1.52066007159215,"Merch bole wood and bark weight"
"313","boxelder","Hardwood","230","WSTPOB",1,828134693.789126,1016709129.75856,188574435.96943,22.7709860948596,"Stump wood and bark weight"
"313","boxelder","Hardwood","220","BIOMASS",1,54922381082.2676,63887861908.3599,8965480826.09232,16.3239113990033,"Total aboveground biomass"
"313","boxelder","Hardwood","220","CARBON",1,27461190626.9519,31094222390.7988,3633031763.8469,13.2296950019394,"Total aboveground carbon"
"313","boxelder","Hardwood","220","VMERIB",1,1294295442.9983,1102830606.56875,-191464836.429546,-14.7929777134971,"Merchantable wood volume"
"313","boxelder","Hardwood","220","WMERBCH",1,10847735953.5115,28817634630.3871,17969898676.8756,165.65575299663,"Top and limb weight"
"313","boxelder","Hardwood","220","WMEROB",1,37393748502.2403,30029142882.6883,-7364605619.55199,-19.6947508996344,"Merch bole wood and bark weight"
"313","boxelder","Hardwood","220","WSTPOB",1,1844322858.90666,2068562653.58075,224239794.674094,12.1583807081927,"Stump wood and bark weight"
"313","boxelder","Hardwood","230","BIOMASS",2,536154397.887225,1300479817.81131,764325419.924081,142.556961751314,"Total aboveground biomass"
"313","boxelder","Hardwood","230","CARBON",2,268077201.262263,632943527.328763,364866326.0665,136.104944526613,"Total aboveground carbon"
"313","boxelder","Hardwood","230","VMERIB",2,15980311.200599,15247004.2184917,-733306.982107308,-4.58881540479525,"Merchantable wood volume"
"313","boxelder","Hardwood","230","WMERBCH",2,41789841.5842592,248830990.387567,207041148.803308,495.434155656846,"Top and limb weight"
"313","boxelder","Hardwood","230","WMEROB",2,422817249.953615,953847721.590431,531030471.636816,125.593379100562,"Merch bole wood and bark weight"
"313","boxelder","Hardwood","230","WSTPOB",2,36470108.6603455,80218075.1467087,43747966.4863632,119.955679029635,"Stump wood and bark weight"
"313","boxelder","Hardwood","220","BIOMASS",2,683008567.655699,805452262.57762,122443694.921921,17.9271096616235,"Total aboveground biomass"
"313","boxelder","Hardwood","220","CARBON",2,341504287.767287,392013616.196528,50509328.4292405,14.7902472204564,"Total aboveground carbon"
"313","boxelder","Hardwood","220","VMERIB",2,18581735.6080015,17628181.0193853,-953554.588616215,-5.13167665675752,"Merchantable wood volume"
"313","boxelder","Hardwood","220","WMERBCH",2,40207246.5078517,96419524.9235041,56212278.4156524,139.806336662908,"Top and limb weight"
"313","boxelder","Hardwood","220","WMEROB",2,308946064.402534,508568667.340533,199622602.937999,64.6140624332103,"Merch bole wood and bark weight"
"313","boxelder","Hardwood","220","WSTPOB",2,29579942.6238112,51862955.3388355,22283012.7150243,75.331494041124,"Stump wood and bark weight"
"313","boxelder","Hardwood","230","VSAWIB",1,62766202.7417432,58791848.8938949,-3974353.84784825,-6.33199663870231,"Sawlog wood volume"
"313","boxelder","Hardwood","310","BIOMASS",1,261533975.779588,332328979.65852,70795003.8789316,27.0691422282339,"Total aboveground biomass"
"313","boxelder","Hardwood","310","CARBON",1,130766988.322309,161744514.399802,30977526.0774928,23.6891026358585,"Total aboveground carbon"
"313","boxelder","Hardwood","310","VMERIB",1,4401520.5587577,3634178.67906883,-767341.879688877,-17.4335634571125,"Merchantable wood volume"
"313","boxelder","Hardwood","310","WMERBCH",1,36474762.3457637,189776750.379611,153301988.033848,420.296057259034,"Top and limb weight"
"313","boxelder","Hardwood","310","WMEROB",1,127165210.825024,89141396.8046202,-38023814.0204041,-29.9011134992917,"Merch bole wood and bark weight"
"313","boxelder","Hardwood","310","WSTPOB",1,6268133.4627442,7982613.27494462,1714479.81220043,27.3523182362142,"Stump wood and bark weight"
"313","boxelder","Hardwood","M310","BIOMASS",1,169392840.603438,110654751.280244,-58738089.3231948,-34.6756622735344,"Total aboveground biomass"
"313","boxelder","Hardwood","M310","CARBON",1,84696420.7973179,53855667.4480946,-30840753.3492232,-36.4132900291341,"Total aboveground carbon"
"313","boxelder","Hardwood","M310","VMERIB",1,505462.928205802,477685.412608568,-27777.5155972334,-5.49546050703123,"Merchantable wood volume"
"313","boxelder","Hardwood","M310","WMERBCH",1,5062197.65523145,20884275.1004287,15822077.4451972,312.55352956924,"Top and limb weight"
"313","boxelder","Hardwood","M310","WMEROB",1,14603430.5799183,15457586.7674252,854156.187506914,5.84901049676298,"Merch bole wood and bark weight"
"313","boxelder","Hardwood","M310","WSTPOB",1,832591.233769059,1301765.63792366,469174.404154597,56.3511102597958,"Stump wood and bark weight"
"313","boxelder","Hardwood","M230","BIOMASS",1,250915068.99672,238103337.902505,-12811731.0942152,-5.1060030573065,"Total aboveground biomass"
"313","boxelder","Hardwood","M230","CARBON",1,125457535.370402,115884894.557149,-9572640.81325272,-7.63018401803477,"Total aboveground carbon"
"313","boxelder","Hardwood","M230","VMERIB",1,3954787.30071066,4317384.17686927,362596.87615861,9.16855569181816,"Merchantable wood volume"
"313","boxelder","Hardwood","M230","WMERBCH",1,38283961.872913,50250749.0918761,11966787.2189632,31.2579645196806,"Top and limb weight"
"313","boxelder","Hardwood","M230","WMEROB",1,114258550.964597,120336267.48852,6077716.52392243,5.31926623662993,"Merch bole wood and bark weight"
"313","boxelder","Hardwood","M230","WSTPOB",1,6368096.95289449,7235883.95973825,867787.006843757,13.6271010517408,"Stump wood and bark weight"
"313","boxelder","Hardwood","220","VSAWIB",1,140736759.594441,119915144.949441,-20821614.6449999,-14.7947236422106,"Sawlog wood volume"
"313","boxelder","Hardwood","M220","BIOMASS",1,2628996482.25628,2993571583.38401,364575101.12773,13.8674624933253,"Total aboveground biomass"
"313","boxelder","Hardwood","M220","CARBON",1,1314498250.53136,1456971289.633,142473039.101642,10.838587198123,"Total aboveground carbon"
"313","boxelder","Hardwood","M220","VMERIB",1,55327640.8949422,49781595.2514384,-5546045.64350377,-10.0240052780034,"Merchantable wood volume"
"313","boxelder","Hardwood","M220","WMERBCH",1,456752425.927378,1238156350.78728,781403924.8599,171.078221045758,"Top and limb weight"
"313","boxelder","Hardwood","M220","WMEROB",1,1598481938.5848,1349191652.28469,-249290286.300113,-15.5954396657631,"Merch bole wood and bark weight"
"313","boxelder","Hardwood","M220","WSTPOB",1,77384856.0334479,88890611.7855197,11505755.7520719,14.8682266037928,"Stump wood and bark weight"
"313","boxelder","Hardwood","M230","BIOMASS",2,17578396.0044852,12405458.6162779,-5172937.38820731,-29.4278123378687,"Total aboveground biomass"
"313","boxelder","Hardwood","M230","CARBON",2,8789198.0022426,6037736.70854247,-2751461.29370013,-31.3050325296811,"Total aboveground carbon"
"313","boxelder","Hardwood","M230","VMERIB",2,0,0,0,NA,"Merchantable wood volume"
"313","boxelder","Hardwood","M230","WMERBCH",2,0,0,0,NA,"Top and limb weight"
"313","boxelder","Hardwood","M230","WMEROB",2,16011232.6054404,10688868.0406476,-5322364.56479278,-33.2414417799684,"Merch bole wood and bark weight"
"313","boxelder","Hardwood","M230","WSTPOB",2,1567163.39904481,1716590.57563028,149427.176585473,9.53488172813058,"Stump wood and bark weight"
"313","boxelder","Hardwood","M230","VSAWIB",1,474059.417748965,486959.360553026,12899.9428040606,2.72116581193872,"Sawlog wood volume"
"313","boxelder","Hardwood","260","BIOMASS",1,564953490.232303,511661260.497365,-53292229.7349378,-9.43302956018992,"Total aboveground biomass"
"313","boxelder","Hardwood","260","CARBON",1,282476745.347705,249025535.484068,-33451209.8636372,-11.8421110461541,"Total aboveground carbon"
"313","boxelder","Hardwood","260","VMERIB",1,14189558.4797808,10319008.7419738,-3870549.73780696,-27.2774501287143,"Merchantable wood volume"
"313","boxelder","Hardwood","260","WMERBCH",1,121081646.266815,197716847.422851,76635201.1560361,63.2921698034757,"Top and limb weight"
"313","boxelder","Hardwood","260","WMEROB",1,423086704.049847,296628320.601665,-126458383.448182,-29.8894723558324,"Merch bole wood and bark weight"
"313","boxelder","Hardwood","260","WSTPOB",1,20785139.9156417,17316092.4728494,-3469047.4427923,-16.6900365206669,"Stump wood and bark weight"
"313","boxelder","Hardwood","260","VSAWIB",1,3960848.41147401,5097858.07510086,1137009.66362684,28.7062150708189,"Sawlog wood volume"
"313","boxelder","Hardwood","260","BIOMASS",2,30827204.8723634,33588699.6803285,2761494.80796513,8.95797987329306,"Total aboveground biomass"
"313","boxelder","Hardwood","260","CARBON",2,15413602.4880285,16347620.1344159,934017.646387462,6.05969725191046,"Total aboveground carbon"
"313","boxelder","Hardwood","260","VMERIB",2,1232515.62468706,978537.101115113,-253978.523571951,-20.6065155268467,"Merchantable wood volume"
"313","boxelder","Hardwood","260","WMERBCH",2,4151934.73366839,4702249.61879376,550314.885125369,13.2544204190595,"Top and limb weight"
"313","boxelder","Hardwood","260","WMEROB",2,24542248.8489805,26816930.5809379,2274681.73195735,9.26843235090022,"Merch bole wood and bark weight"
"313","boxelder","Hardwood","260","WSTPOB",2,2133021.28971448,2069519.48059689,-63501.8091175952,-2.9770827616116,"Stump wood and bark weight"
"313","boxelder","Hardwood","M260","BIOMASS",1,13310969.1713107,15223886.2947185,1912917.12340783,14.3709830500605,"Total aboveground biomass"
"313","boxelder","Hardwood","M260","CARBON",1,6655484.58565534,7409465.4596395,753980.873984162,11.3287149009289,"Total aboveground carbon"
"313","boxelder","Hardwood","M260","VMERIB",1,336152.509000085,192294.869738372,-143857.639261714,-42.7953489592062,"Merchantable wood volume"
"313","boxelder","Hardwood","M260","WMERBCH",1,3078402.75966722,9308794.39264126,6230391.63297403,202.390399157761,"Top and limb weight"
"313","boxelder","Hardwood","M260","WMEROB",1,9711849.35065638,5400292.62892147,-4311556.7217349,-44.3948064478935,"Merch bole wood and bark weight"
"313","boxelder","Hardwood","M260","WSTPOB",1,520717.060987078,514799.273155771,-5917.78783130681,-1.1364689722455,"Stump wood and bark weight"
"313","boxelder","Hardwood","M330","BIOMASS",1,311239035.890425,437696455.284724,126457419.394298,40.6303210111533,"Total aboveground biomass"
"313","boxelder","Hardwood","M330","CARBON",1,155619518.529969,213026864.787075,57407346.2571063,36.8895539578803,"Total aboveground carbon"
"313","boxelder","Hardwood","M330","VMERIB",1,7313382.00829072,6497749.08641558,-815632.921875137,-11.1526092982769,"Merchantable wood volume"
"313","boxelder","Hardwood","M330","WMERBCH",1,64091550.3497692,241002814.263933,176911263.914164,276.028997502322,"Top and limb weight"
"313","boxelder","Hardwood","M330","WMEROB",1,211292382.211469,168379846.415561,-42912535.7959076,-20.3095517911097,"Merch bole wood and bark weight"
"313","boxelder","Hardwood","M330","WSTPOB",1,10827019.4537402,14326392.580567,3499373.12682677,32.3207429503408,"Stump wood and bark weight"
"313","boxelder","Hardwood","M330","VSAWIB",1,2206535.04084409,1863377.78603266,-343157.254811429,-15.5518606529882,"Sawlog wood volume"
"313","boxelder","Hardwood","330","BIOMASS",1,2909397653.29909,3097647085.54487,188249432.245784,6.47039197382729,"Total aboveground biomass"
"313","boxelder","Hardwood","330","CARBON",1,1454698830.23287,1507624836.53469,52926006.301821,3.63827929203384,"Total aboveground carbon"
"313","boxelder","Hardwood","330","VMERIB",1,71582470.4195918,36039320.7132924,-35543149.7062993,-49.6534270163598,"Merchantable wood volume"
"313","boxelder","Hardwood","330","WMERBCH",1,567748453.288422,2166215524.17375,1598467070.88532,281.544945059196,"Top and limb weight"
"313","boxelder","Hardwood","330","WMEROB",1,2068103469.03839,760157654.796871,-1307945814.24152,-63.2437319419843,"Merch bole wood and bark weight"
"313","boxelder","Hardwood","330","WSTPOB",1,98054067.9347879,75515205.01892,-22538862.9158679,-22.9861579336593,"Stump wood and bark weight"
"313","boxelder","Hardwood","310","VSAWIB",1,363192.434704295,263411.106419119,-99781.3282851767,-27.4734049365364,"Sawlog wood volume"
"313","boxelder","Hardwood","310","BIOMASS",2,3317290.25168862,12545563.6298237,9228273.37813509,278.187094826494,"Total aboveground biomass"
"313","boxelder","Hardwood","310","CARBON",2,1658645.12584431,6105925.81863522,4447280.69279091,268.127318104111,"Total aboveground carbon"
"313","boxelder","Hardwood","310","VMERIB",2,183750.480018676,157270.644013902,-26479.8360047747,-14.4107574587469,"Merchantable wood volume"
"313","boxelder","Hardwood","310","WMERBCH",2,196195.599144331,7630086.33179909,7433890.73265476,3789.02012332399,"Top and limb weight"
"313","boxelder","Hardwood","310","WMEROB",2,2829530.11003855,4461489.56203769,1631959.45199914,57.6759881864947,"Merch bole wood and bark weight"
"313","boxelder","Hardwood","310","WSTPOB",2,291564.542505743,453987.735986903,162423.19348116,55.7074574587411,"Stump wood and bark weight"
