"SPCD","COMMON_NAME","HWSW","DIVISION","variable","STATUSCD","CRM","CRM2","DIFF","PDIFF","VAR2"
"701","eastern hophornbeam","Hardwood","250","WSTPOB",1,172097949.372814,174489808.962024,2391859.58920926,1.38982457253328,"Stump wood and bark weight"
"701","eastern hophornbeam","Hardwood","250","BIOMASS",2,34456259.2477288,49619195.5376872,15162936.2899584,44.0063333078093,"Total aboveground biomass"
"701","eastern hophornbeam","Hardwood","250","CARBON",2,17228130.4837307,23368160.1384738,6140029.6547431,35.6395585727738,"Total aboveground carbon"
"701","eastern hophornbeam","Hardwood","250","VMERIB",2,171866.861527929,175026.472659266,3159.61113133645,1.83840625426386,"Merchantable wood volume"
"701","eastern hophornbeam","Hardwood","250","WMERBCH",2,413087.848585628,1183382.14175356,770294.293167928,186.472271165889,"Top and limb weight"
"701","eastern hophornbeam","Hardwood","250","WMEROB",2,4317332.18397359,7301609.38633815,2984277.20236456,69.1231778143579,"Merch bole wood and bark weight"
"701","eastern hophornbeam","Hardwood","250","WSTPOB",2,1003654.8321009,1515655.61815667,512000.786055765,51.0136323445003,"Stump wood and bark weight"
"701","eastern hophornbeam","Hardwood","210","BIOMASS",1,20690050023.724,27827650082.9064,7137600059.18245,34.4977419145832,"Total aboveground biomass"
"701","eastern hophornbeam","Hardwood","210","CARBON",1,10345025111.2546,13105431806.5448,2760406695.29015,26.6834218922004,"Total aboveground carbon"
"701","eastern hophornbeam","Hardwood","210","VMERIB",1,233751923.325391,304284919.51947,70532996.1940785,30.1742955483168,"Merchantable wood volume"
"701","eastern hophornbeam","Hardwood","210","WMERBCH",1,3573242060.18825,5453323358.96911,1880081298.78086,52.6155594027071,"Top and limb weight"
"701","eastern hophornbeam","Hardwood","210","WMEROB",1,10283214611.431,12709272918.7622,2426058307.33113,23.5924115075287,"Merch bole wood and bark weight"
"701","eastern hophornbeam","Hardwood","210","WSTPOB",1,1240932585.99849,1186420217.69303,-54512368.3054638,-4.39285493188991,"Stump wood and bark weight"
"701","eastern hophornbeam","Hardwood","M210","BIOMASS",1,6170878287.91376,8095768895.37416,1924890607.4604,31.1931384423912,"Total aboveground biomass"
"701","eastern hophornbeam","Hardwood","M210","CARBON",1,3085439167.24552,3812702361.27646,727263194.030939,23.5708161661859,"Total aboveground carbon"
"701","eastern hophornbeam","Hardwood","M210","VMERIB",1,77100377.4937338,98788333.6908935,21687956.1971596,28.1295071466055,"Merchantable wood volume"
"701","eastern hophornbeam","Hardwood","M210","WMERBCH",1,1103550185.7791,1742445009.68708,638894823.907979,57.8944965205115,"Top and limb weight"
"701","eastern hophornbeam","Hardwood","M210","WMEROB",1,3391799806.48562,4129730164.7661,737930358.280478,21.7563063972539,"Merch bole wood and bark weight"
"701","eastern hophornbeam","Hardwood","M210","WSTPOB",1,384889415.966967,383862003.546047,-1027412.42091954,-0.266937041731414,"Stump wood and bark weight"
"701","eastern hophornbeam","Hardwood","210","BIOMASS",2,310204844.951126,451753708.453434,141548863.502309,45.6307713454992,"Total aboveground biomass"
"701","eastern hophornbeam","Hardwood","210","CARBON",2,155102424.944466,212753408.996145,57650984.0516793,37.1696213468753,"Total aboveground carbon"
"701","eastern hophornbeam","Hardwood","210","VMERIB",2,3279444.58891138,4099209.54030496,819764.951393585,24.9970667034721,"Merchantable wood volume"
"701","eastern hophornbeam","Hardwood","210","WMERBCH",2,31491235.4795916,60850941.4635808,29359705.9839892,93.2313563976118,"Top and limb weight"
"701","eastern hophornbeam","Hardwood","210","WMEROB",2,117261255.001269,170015901.820163,52754646.8188944,44.9889836317405,"Merch bole wood and bark weight"
"701","eastern hophornbeam","Hardwood","210","WSTPOB",2,17881399.0980699,19548028.1138501,1666629.01578012,9.32046204348748,"Stump wood and bark weight"
"701","eastern hophornbeam","Hardwood","M210","BIOMASS",2,251912751.254909,319185022.28067,67272271.0257607,26.7045914470953,"Total aboveground biomass"
"701","eastern hophornbeam","Hardwood","M210","CARBON",2,125956377.357283,150320186.243081,24363808.8857986,19.3430530450152,"Total aboveground carbon"
"701","eastern hophornbeam","Hardwood","M210","VMERIB",2,2992835.73519992,3272841.47726972,280005.742069795,9.35586737275744,"Merchantable wood volume"
"701","eastern hophornbeam","Hardwood","M210","WMERBCH",2,31449720.9618906,50940199.1965439,19490478.2346533,61.9734536222785,"Top and limb weight"
"701","eastern hophornbeam","Hardwood","M210","WMEROB",2,118939170.234339,134405717.592196,15466547.3578572,13.0037458033248,"Merch bole wood and bark weight"
"701","eastern hophornbeam","Hardwood","M210","WSTPOB",2,14333486.5375511,13465807.5739452,-867678.963605918,-6.05350946074954,"Stump wood and bark weight"
"701","eastern hophornbeam","Hardwood","M220","VMERIB",2,438691.158921659,951138.469672163,512447.310750504,116.812773708534,"Merchantable wood volume"
"701","eastern hophornbeam","Hardwood","M220","WMERBCH",2,2525397.62707799,14657205.258244,12131807.631166,480.391978715967,"Top and limb weight"
"701","eastern hophornbeam","Hardwood","M220","WMEROB",2,13033075.0368496,40282594.5766048,27249519.5397552,209.079741064255,"Merch bole wood and bark weight"
"701","eastern hophornbeam","Hardwood","M220","WSTPOB",2,2449430.15821555,4492915.85342322,2043485.69520767,83.4269835518146,"Stump wood and bark weight"
"701","eastern hophornbeam","Hardwood","330","BIOMASS",1,5605678.86114165,7201484.25527751,1595805.39413586,28.4676563475285,"Total aboveground biomass"
"701","eastern hophornbeam","Hardwood","330","CARBON",1,2802839.46177366,3391539.01002294,588699.548249274,21.0036841666536,"Total aboveground carbon"
"701","eastern hophornbeam","Hardwood","330","VMERIB",1,80371.0872821425,87753.1721141432,7382.08483200072,9.1850005787354,"Merchantable wood volume"
"701","eastern hophornbeam","Hardwood","330","WMERBCH",1,1543919.73601803,2908529.53559907,1364609.79958103,88.386058403563,"Top and limb weight"
"701","eastern hophornbeam","Hardwood","330","WMEROB",1,3535684.87051735,3668297.10246417,132612.231946817,3.75068018794934,"Merch bole wood and bark weight"
"701","eastern hophornbeam","Hardwood","330","WSTPOB",1,526074.254606269,624657.617214267,98583.3626079974,18.739438728432,"Stump wood and bark weight"
"701","eastern hophornbeam","Hardwood","M330","BIOMASS",1,89628457.1814565,96019452.1739677,6390994.99251124,7.13054223344759,"Total aboveground biomass"
"701","eastern hophornbeam","Hardwood","M330","CARBON",1,44814229.4304329,45220361.0013301,406131.570897177,0.906255838957653,"Total aboveground carbon"
"701","eastern hophornbeam","Hardwood","M330","VMERIB",1,62935.7471648733,59538.3780889663,-3397.36907590704,-5.39815483084188,"Merchantable wood volume"
"701","eastern hophornbeam","Hardwood","M330","WMERBCH",1,1215486.15146094,2007761.78059746,792275.629136526,65.1817898693672,"Top and limb weight"
"701","eastern hophornbeam","Hardwood","M330","WMEROB",1,2768669.39187615,2498965.54731849,-269703.844557663,-9.74128024635337,"Merch bole wood and bark weight"
"701","eastern hophornbeam","Hardwood","M330","WSTPOB",1,413917.420158316,437729.41304592,23811.9928876043,5.75283661134549,"Stump wood and bark weight"
"701","eastern hophornbeam","Hardwood","M330","BIOMASS",2,2557442.91075924,2995967.5655726,438524.654813361,17.1469968290778,"Total aboveground biomass"
"701","eastern hophornbeam","Hardwood","M330","CARBON",2,1278721.60329797,1410950.92500641,132229.321708443,10.3407435494488,"Total aboveground carbon"
"7011","mountain immortelle","Hardwood","","BIOMASS",1,388760800.887987,560577282.519908,171816481.63192,44.1959377693085,"Total aboveground biomass"
"7011","mountain immortelle","Hardwood","","CARBON",1,194380401.000464,266162093.740452,71781692.7399884,36.9284621137381,"Total aboveground carbon"
"7011","mountain immortelle","Hardwood","","VMERIB",1,7109176.34637513,9499245.34922858,2390069.00285345,33.6194924194293,"Merchantable wood volume"
"7011","mountain immortelle","Hardwood","","WMERBCH",1,51555996.9079611,138386669.930062,86830673.0221007,168.420122254861,"Top and limb weight"
"7011","mountain immortelle","Hardwood","","WMEROB",1,266321939.592861,350742537.866889,84420598.2740278,31.6987021058368,"Merch bole wood and bark weight"
"7011","mountain immortelle","Hardwood","","WSTPOB",1,14313537.2369574,23235234.1068192,8921696.86986182,62.3304828301009,"Stump wood and bark weight"
"7019","swamp-redwood","Hardwood","","BIOMASS",1,39372537.8794044,35351895.4049047,-4020642.47449974,-10.2117940347526,"Total aboveground biomass"
"7019","swamp-redwood","Hardwood","","CARBON",1,19686269.8477799,16785079.9382487,-2901189.9095311,-14.7371235483612,"Total aboveground carbon"
"7019","swamp-redwood","Hardwood","","VMERIB",1,212566.834591983,117575.736379001,-94991.0982129814,-44.6876383116466,"Merchantable wood volume"
"7019","swamp-redwood","Hardwood","","WMERBCH",1,3353823.75874545,3499248.8539868,145425.095241345,4.33609830755517,"Top and limb weight"
"7019","swamp-redwood","Hardwood","","WMEROB",1,7963118.23098765,4541697.7772381,-3421420.45374955,-42.965837684482,"Merch bole wood and bark weight"
"7019","swamp-redwood","Hardwood","","WSTPOB",1,934113.424781793,769000.009170137,-165113.415611656,-17.6759493259854,"Stump wood and bark weight"
"7021","ratwood","Hardwood","","BIOMASS",1,61020838.5444821,54414620.4854022,-6606218.05907989,-10.8261672842535,"Total aboveground biomass"
"7021","ratwood","Hardwood","","CARBON",1,30510421.6964522,25836061.806469,-4674359.88998319,-15.32053518135,"Total aboveground carbon"
"7021","ratwood","Hardwood","","VMERIB",1,7423.24021427712,5934.97641580617,-1488.26379847096,-20.0487085896611,"Merchantable wood volume"
"7021","ratwood","Hardwood","","WMERBCH",1,119894.56980489,188137.526421262,68242.9566163715,56.9191388128972,"Top and limb weight"
"7021","ratwood","Hardwood","","WMEROB",1,278087.309419977,229875.351339203,-48211.9580807733,-17.3369860643162,"Merch bole wood and bark weight"
"7021","ratwood","Hardwood","","WSTPOB",1,33330.3845018607,41778.179949573,8447.79544771228,25.3456285427511,"Stump wood and bark weight"
"7022","rufous false cocaine","Hardwood","","BIOMASS",1,8387472.95424801,8347626.40908102,-39846.545166987,-0.475072115097622,"Total aboveground biomass"
"7022","rufous false cocaine","Hardwood","","CARBON",1,4193736.92983736,3963453.01903167,-230283.910805696,-5.49113868271719,"Total aboveground carbon"
"7061","blackrodwood","Hardwood","","BIOMASS",1,172859448.472072,184758095.724755,11898647.2526831,6.88342312662506,"Total aboveground biomass"
"7061","blackrodwood","Hardwood","","CARBON",1,86429727.7417699,87723143.8501136,1293416.10834369,1.49649448417573,"Total aboveground carbon"
"7061","blackrodwood","Hardwood","","VMERIB",1,747752.170259077,666552.312251091,-81199.8580079867,-10.8591938930586,"Merchantable wood volume"
"7061","blackrodwood","Hardwood","","WMERBCH",1,10400358.4090961,12990380.5687765,2590022.15968048,24.9032010032969,"Top and limb weight"
"7061","blackrodwood","Hardwood","","WMEROB",1,28012078.8405929,25512819.3093516,-2499259.5312413,-8.92207802735286,"Merch bole wood and bark weight"
"7061","blackrodwood","Hardwood","","WSTPOB",1,2926492.44348872,2941510.35414893,15017.9106602115,0.513171004204213,"Stump wood and bark weight"
"7063","guayabota de sierra","Hardwood","","BIOMASS",1,8676263.32977234,8176527.10747649,-499736.222295858,-5.75980930155759,"Total aboveground biomass"
"7063","guayabota de sierra","Hardwood","","CARBON",1,4338131.87572235,3882215.07062984,-455916.805092514,-10.5095192620579,"Total aboveground carbon"
"7066","redberry stopper","Hardwood","","BIOMASS",1,11167858.0169012,11693395.450284,525537.433382878,4.7058033204536,"Total aboveground biomass"
"7066","redberry stopper","Hardwood","","CARBON",1,5583929.00845058,5552024.15979486,-31904.8486557202,-0.571369166897291,"Total aboveground carbon"
"7066","redberry stopper","Hardwood","","VMERIB",1,217072.353824126,178532.285565645,-38540.0682584813,-17.7544802825084,"Merchantable wood volume"
"7066","redberry stopper","Hardwood","","WMERBCH",1,2358634.29950128,4151340.78147491,1792706.48197364,76.0061227954118,"Top and limb weight"
"7066","redberry stopper","Hardwood","","WMEROB",1,8131902.69667175,6680671.86422237,-1451230.83244937,-17.846141137957,"Merch bole wood and bark weight"
"7066","redberry stopper","Hardwood","","WSTPOB",1,677321.020728128,861382.804586718,184061.78385859,27.174969951578,"Stump wood and bark weight"
"7067","lathberry","Hardwood","","BIOMASS",1,6166159.96037823,5756786.62780084,-409373.332577386,-6.63903199410797,"Total aboveground biomass"
"7067","lathberry","Hardwood","","CARBON",1,3083080.05791351,2733322.29087984,-349757.767033664,-11.3444270166103,"Total aboveground carbon"
"7068","lathberry","Hardwood","","BIOMASS",1,331593.284771829,288733.515600747,-42859.7691710823,-12.9254032392647,"Total aboveground biomass"
"7068","lathberry","Hardwood","","CARBON",1,165796.642385915,137090.673207235,-28705.96917868,-17.3139629160058,"Total aboveground carbon"
"7071","serrette guave","Hardwood","","BIOMASS",1,8536456.59546797,10139195.5429559,1602738.94748796,18.7752251717516,"Total aboveground biomass"
"7071","serrette guave","Hardwood","","CARBON",1,4268228.29773399,4814090.04379547,545861.746061481,12.7889538230952,"Total aboveground carbon"
"7081","privet stopper","Hardwood","","BIOMASS",1,14670781.8860634,15276070.6186956,605288.732632158,4.12581099857503,"Total aboveground biomass"
"7081","privet stopper","Hardwood","","CARBON",1,7335391.15386788,7253078.32975665,-82312.8241112297,-1.12213271773281,"Total aboveground carbon"
"7084","birdcherry","Hardwood","","BIOMASS",1,233767796.822269,254517158.116431,20749361.2941619,8.87605631580528,"Total aboveground biomass"
"7084","birdcherry","Hardwood","","CARBON",1,116883901.221381,120844746.673681,3960845.45230019,3.38870059170788,"Total aboveground carbon"
"7084","birdcherry","Hardwood","","VMERIB",1,566912.111669377,467605.468171852,-99306.643497525,-17.5171144615518,"Merchantable wood volume"
"7084","birdcherry","Hardwood","","WMERBCH",1,9290977.45490522,13449499.1484614,4158521.69355613,44.758710412763,"Top and limb weight"
"7084","birdcherry","Hardwood","","WMEROB",1,21237500.0607606,18049725.5766397,-3187774.48412083,-15.0101211300793,"Merch bole wood and bark weight"
"7084","birdcherry","Hardwood","","WSTPOB",1,2578296.59503728,2851562.2315372,273265.636499919,10.5986889571162,"Stump wood and bark weight"
"7089","rockmyrtle","Hardwood","","BIOMASS",1,319073.685407264,372141.971730578,53068.2863233142,16.6319846325083,"Total aboveground biomass"
"7089","rockmyrtle","Hardwood","","CARBON",1,159536.842703632,176693.008177678,17156.1654740464,10.7537326070299,"Total aboveground carbon"
"7090","Christmas cherry","Hardwood","","BIOMASS",1,18409499.7023703,13486138.8911621,-4923360.81120822,-26.7435883147565,"Total aboveground biomass"
"7090","Christmas cherry","Hardwood","","CARBON",1,9204750.08792945,6403218.74552375,-2801531.34240569,-30.435713252872,"Total aboveground carbon"
"7094","sessileleaf stopper","Hardwood","","BIOMASS",1,5519456.94750389,4977662.66426902,-541794.283234867,-9.81607952354602,"Total aboveground biomass"
"7094","sessileleaf stopper","Hardwood","","CARBON",1,2759728.61430321,2363394.23299493,-396334.381308277,-14.3613534770826,"Total aboveground carbon"
"7098","Stahl's stopper","Hardwood","","BIOMASS",1,3976088.95709649,4173055.74456819,196966.787471706,4.95378221154134,"Total aboveground biomass"
"7098","Stahl's stopper","Hardwood","","CARBON",1,1988044.49548354,1981366.86752097,-6677.62796256156,-0.335889260916034,"Total aboveground carbon"
"7098","Stahl's stopper","Hardwood","","VMERIB",1,68792.0414266153,56992.9416258065,-11799.0998008089,-17.1518384338044,"Merchantable wood volume"
"7098","Stahl's stopper","Hardwood","","WMERBCH",1,1094344.2147389,1606360.84025138,512016.625512483,46.7875297933241,"Top and limb weight"
"7098","Stahl's stopper","Hardwood","","WMEROB",1,2577067.87831853,2207533.89541608,-369533.982902447,-14.3393189605684,"Merch bole wood and bark weight"
"7098","Stahl's stopper","Hardwood","","WSTPOB",1,304676.864039055,359161.008900715,54484.14486166,17.8825999911421,"Stump wood and bark weight"
"71","tamarack","Hardwood","220","BIOMASS",1,2683613363.23887,3243046459.80885,559433096.569987,20.846262886946,"Total aboveground biomass"
"71","tamarack","Hardwood","220","CARBON",1,1341806684.9305,1543203657.90004,201396972.969543,15.0093881057073,"Total aboveground carbon"
"71","tamarack","Hardwood","220","VMERIB",1,61660167.2051807,56901261.0074607,-4758906.19771995,-7.71795863265209,"Merchantable wood volume"
"71","tamarack","Hardwood","220","WMERBCH",1,317475014.838639,847884099.333288,530409084.494649,167.071126767011,"Top and limb weight"
"71","tamarack","Hardwood","220","WMEROB",1,2046920238.69563,2003850404.21329,-43069834.4823413,-2.10412861567029,"Merch bole wood and bark weight"
"71","tamarack","Hardwood","220","WSTPOB",1,189308776.498212,127185168.035886,-62123608.4623261,-32.8160213231914,"Stump wood and bark weight"
"71","tamarack","Hardwood","220","VSAWIB",1,20254484.0650466,18465712.4943364,-1788771.57071017,-8.83148425289724,"Sawlog wood volume"
"71","tamarack","Hardwood","220","BIOMASS",2,232388067.59595,433067750.536404,200679682.940454,86.3554161865887,"Total aboveground biomass"
"71","tamarack","Hardwood","220","CARBON",2,116194034.202482,206075289.092748,89881254.8902655,77.3544489673511,"Total aboveground carbon"
"71","tamarack","Hardwood","220","VMERIB",2,7529838.76486786,9940423.2367107,2410584.47184284,32.0137594856606,"Merchantable wood volume"
"71","tamarack","Hardwood","220","WMERBCH",2,9957106.40327647,59983744.9642058,50026638.5609294,502.4214519237,"Top and limb weight"
"71","tamarack","Hardwood","220","WMEROB",2,199420479.718243,347082029.929188,147661550.210945,74.0453289549664,"Merch bole wood and bark weight"
"71","tamarack","Hardwood","220","WSTPOB",2,23010481.4744303,26001975.6430095,2991494.16857923,13.0005718129081,"Stump wood and bark weight"
"71","tamarack","Hardwood","210","BIOMASS",2,5138097161.73407,8102830562.40738,2964733400.67331,57.7009991705321,"Total aboveground biomass"
"71","tamarack","Hardwood","210","CARBON",2,2569048593.01401,3855731923.12155,1286683330.10754,50.084040200968,"Total aboveground carbon"
"71","tamarack","Hardwood","210","VMERIB",2,131330185.02249,164584011.882463,33253826.8599733,25.3207797234723,"Merchantable wood volume"
"71","tamarack","Hardwood","210","WMERBCH",2,339051091.793755,1231836990.45499,892785898.661233,263.318986509655,"Top and limb weight"
"71","tamarack","Hardwood","210","WMEROB",2,3906798252.58414,5675098685.96883,1768300433.38469,45.2621384330519,"Merch bole wood and bark weight"
"71","tamarack","Hardwood","210","WSTPOB",2,403432665.156026,327995948.449218,-75436716.7068071,-18.6987131241919,"Stump wood and bark weight"
"71","tamarack","Hardwood","210","BIOMASS",1,67901906170.5681,82512851892.5732,14610945722.0051,21.5177254159886,"Total aboveground biomass"
"71","tamarack","Hardwood","210","CARBON",1,33950953214.5619,39263740573.0809,5312787358.51908,15.6484188380324,"Total aboveground carbon"
"71","tamarack","Hardwood","210","VMERIB",1,1525661485.28776,1527970837.09011,2309351.8023479,0.15136724788673,"Merchantable wood volume"
"71","tamarack","Hardwood","210","WMERBCH",1,7914339431.455,17848853121.8613,9934513690.40629,125.525494280953,"Top and limb weight"
"71","tamarack","Hardwood","210","WMEROB",1,50647079195.6996,52791736756.5205,2144657560.82094,4.23451380588802,"Merch bole wood and bark weight"
"71","tamarack","Hardwood","210","WSTPOB",1,4725106249.87288,2816967805.08652,-1908138444.78636,-40.3829743476709,"Stump wood and bark weight"
"71","tamarack","Hardwood","M210","BIOMASS",1,4658247123.97831,6120864558.6915,1462617434.71318,31.3984508718819,"Total aboveground biomass"
"71","tamarack","Hardwood","M210","CARBON",1,2329123565.86551,2912613400.25335,583489834.387835,25.0519054866463,"Total aboveground carbon"
"71","tamarack","Hardwood","M210","VMERIB",1,112994357.364637,126845743.924841,13851386.5602039,12.2584763374555,"Merchantable wood volume"
"71","tamarack","Hardwood","M210","WMERBCH",1,537305346.384896,1070454265.19306,533148918.808165,99.2264310033957,"Top and limb weight"
"71","tamarack","Hardwood","M210","WMEROB",1,3751051082.64675,4722111687.18191,971060604.535163,25.8876934261845,"Merch bole wood and bark weight"
"71","tamarack","Hardwood","M210","WSTPOB",1,313260537.572439,215276154.734744,-97984382.8376949,-31.2788784687049,"Stump wood and bark weight"
"71","tamarack","Hardwood","210","VSAWIB",1,541720616.67277,503590328.417854,-38130288.2549158,-7.03873677341482,"Sawlog wood volume"
"71","tamarack","Hardwood","M210","VSAWIB",1,79075224.6313404,91173770.9580802,12098546.3267397,15.3000467379572,"Sawlog wood volume"
"71","tamarack","Hardwood","M210","BIOMASS",2,177776829.63867,414886328.972462,237109499.333792,133.374804700767,"Total aboveground biomass"
"71","tamarack","Hardwood","M210","CARBON",2,88888415.4991198,197423659.641546,108535244.142427,122.102799935163,"Total aboveground carbon"
"71","tamarack","Hardwood","M210","VMERIB",2,4193848.46424416,6340191.97895392,2146343.51470977,51.1783754947043,"Merchantable wood volume"
"71","tamarack","Hardwood","M210","WMERBCH",2,10971193.0158069,62966157.3547997,51994964.3389928,473.922610458864,"Top and limb weight"
"71","tamarack","Hardwood","M210","WMEROB",2,123301544.911709,259309754.238007,136008209.326298,110.305357020212,"Merch bole wood and bark weight"
"71","tamarack","Hardwood","M210","WSTPOB",2,12398848.3991836,23347294.1752744,10948445.7760908,88.3021182581088,"Stump wood and bark weight"
"71","tamarack","Hardwood","M220","BIOMASS",1,346981419.928787,423079024.180042,76097604.2512553,21.9313196271066,"Total aboveground biomass"
"71","tamarack","Hardwood","M220","CARBON",1,173490710.170277,201322153.656073,27831443.4857962,16.042036751409,"Total aboveground carbon"
"71","tamarack","Hardwood","M220","VMERIB",1,8547463.12896028,9154924.17533359,607461.046373319,7.10691625349206,"Merchantable wood volume"
"71","tamarack","Hardwood","M220","VSAWIB",1,6736197.07797045,7140277.59153585,404080.513565398,5.99864447088213,"Sawlog wood volume"
"71","tamarack","Hardwood","M220","WMERBCH",1,39987036.8929181,81516886.6608814,41529849.7679632,103.858282570866,"Top and limb weight"
"71","tamarack","Hardwood","M220","WMEROB",1,283748423.968208,326572845.031437,42824421.0632291,15.0923908102578,"Merch bole wood and bark weight"
"71","tamarack","Hardwood","M220","WSTPOB",1,23245959.0676612,14989292.4877238,-8256666.57993732,-35.5187177087637,"Stump wood and bark weight"
"7105","aridland stopper","Hardwood","","BIOMASS",1,2958054.20310374,2968905.22904857,10851.0259448327,0.366829855025891,"Total aboveground biomass"
"7105","aridland stopper","Hardwood","","CARBON",1,1479027.31238805,1409636.20275226,-69391.109635788,-4.69167195592546,"Total aboveground carbon"
"711","sourwood","Hardwood","230","BIOMASS",1,52318273076.0771,56150551495.5616,3832278419.48444,7.32493294247659,"Total aboveground biomass"
"711","sourwood","Hardwood","230","CARBON",1,26159136757.481,26699587236.1395,540450478.658543,2.06601037208915,"Total aboveground carbon"
"711","sourwood","Hardwood","230","VMERIB",1,700006155.744474,743118108.824399,43111953.0799247,6.15879628002329,"Merchantable wood volume"
"711","sourwood","Hardwood","230","WMERBCH",1,8780786189.49926,10649516712.342,1868730522.84275,21.282041066864,"Top and limb weight"
"711","sourwood","Hardwood","230","WMEROB",1,25771426630.0822,25250335644.5176,-521090985.564674,-2.02197182579105,"Merch bole wood and bark weight"
"711","sourwood","Hardwood","230","WSTPOB",1,2436189193.71209,2059917307.34501,-376271886.367079,-15.4451011989649,"Stump wood and bark weight"
"711","sourwood","Hardwood","230","BIOMASS",2,592234228.592304,990902711.071668,398668482.479364,67.3160150548828,"Total aboveground biomass"
"711","sourwood","Hardwood","230","CARBON",2,296117119.52446,471174239.114578,175057119.590118,59.1175275077798,"Total aboveground carbon"
"711","sourwood","Hardwood","230","VMERIB",2,8907557.68732819,9397911.49325779,490353.805929592,5.50491866729266,"Merchantable wood volume"
"711","sourwood","Hardwood","230","WMERBCH",2,41754313.1329595,115505012.377616,73750699.2446565,176.630134017077,"Top and limb weight"
"711","sourwood","Hardwood","230","WMEROB",2,256122801.434136,539427393.34091,283304591.906774,110.61279601833,"Merch bole wood and bark weight"
"711","sourwood","Hardwood","230","WSTPOB",2,37283138.7450282,62212250.347904,24929111.6028757,66.8643049968535,"Stump wood and bark weight"
"711","sourwood","Hardwood","220","BIOMASS",1,30828747540.3375,32553427819.9825,1724680279.64502,5.5943897084641,"Total aboveground biomass"
"711","sourwood","Hardwood","220","CARBON",1,15414373878.7363,15479154928.4017,64781049.665432,0.420263905462912,"Total aboveground carbon"
"711","sourwood","Hardwood","220","VMERIB",1,443296264.543643,471233399.712416,27937135.1687729,6.30213638220776,"Merchantable wood volume"
"711","sourwood","Hardwood","220","WMERBCH",1,5502674855.6137,6636563815.53961,1133888959.92591,20.6061413708488,"Top and limb weight"
"711","sourwood","Hardwood","220","WMEROB",1,16320395276.0456,15928039835.6881,-392355440.357559,-2.40408050001976,"Merch bole wood and bark weight"
"711","sourwood","Hardwood","220","WSTPOB",1,1526856611.64038,1292094969.5051,-234761642.135284,-15.3754871508902,"Stump wood and bark weight"
"711","sourwood","Hardwood","220","BIOMASS",2,750967470.898639,983476938.717787,232509467.819149,30.9613234699658,"Total aboveground biomass"
"711","sourwood","Hardwood","220","CARBON",2,375483740.847027,467643284.360308,92159543.5132807,24.5442168295715,"Total aboveground carbon"
"711","sourwood","Hardwood","220","VMERIB",2,13929569.1743774,15293021.6862906,1363452.51191318,9.78818867148574,"Merchantable wood volume"
"711","sourwood","Hardwood","220","WMERBCH",2,59583092.9305608,112651772.930239,53068679.9996779,89.0666754435273,"Top and limb weight"
"711","sourwood","Hardwood","220","WMEROB",2,353922483.520399,560901636.622925,206979153.102526,58.4814931913181,"Merch bole wood and bark weight"
"711","sourwood","Hardwood","220","WSTPOB",2,50760213.5976619,55969951.9132118,5209738.3155499,10.263428670422,"Stump wood and bark weight"
"711","sourwood","Hardwood","M220","BIOMASS",1,47764828542.1984,50102933529.6323,2338104987.43391,4.89503481702711,"Total aboveground biomass"
"711","sourwood","Hardwood","M220","CARBON",1,23882414399.6654,23823944893.3402,-58469506.3252411,-0.24482242601929,"Total aboveground carbon"
"711","sourwood","Hardwood","M220","VMERIB",1,772468615.483679,832029048.42878,59560432.9451009,7.71040165920622,"Merchantable wood volume"
"711","sourwood","Hardwood","M220","WMERBCH",1,9204593495.91808,11110438554.6658,1905845058.74773,20.7053691137246,"Top and limb weight"
"711","sourwood","Hardwood","M220","WMEROB",1,28439204548.7276,27991790826.2953,-447413722.43232,-1.57322868037931,"Merch bole wood and bark weight"
"711","sourwood","Hardwood","M220","WSTPOB",1,2560869470.28063,2158342101.57085,-402527368.709787,-15.7183867971871,"Stump wood and bark weight"
"711","sourwood","Hardwood","M220","BIOMASS",2,530499778.420141,827180563.759278,296680785.339137,55.924770830757,"Total aboveground biomass"
"711","sourwood","Hardwood","M220","CARBON",2,265249893.156247,393324358.067537,128074464.91129,48.2844548539921,"Total aboveground carbon"
"711","sourwood","Hardwood","M220","VMERIB",2,10003933.4996036,10776683.7091347,772750.20953102,7.7244636778287,"Merchantable wood volume"
"711","sourwood","Hardwood","M220","WMERBCH",2,42061351.6026823,111435825.198381,69374473.5956989,164.93638685466,"Top and limb weight"
"711","sourwood","Hardwood","M220","WMEROB",2,280447268.81217,492352513.80193,211905244.98976,75.5597463606193,"Merch bole wood and bark weight"
"711","sourwood","Hardwood","M220","WSTPOB",2,42121883.7711527,55666799.5603546,13544915.789202,32.1564815638142,"Stump wood and bark weight"
"7113","manchineel berry","Hardwood","","BIOMASS",1,2586964.75893408,2117520.01078177,-469444.748152311,-18.1465459292046,"Total aboveground biomass"
"7113","manchineel berry","Hardwood","","CARBON",1,1293482.40537517,1005398.50111918,-288083.904255985,-22.2719615712459,"Total aboveground carbon"
"712","paulownia, empress-tree","Hardwood","230","BIOMASS",1,2127026488.19408,2474170317.69515,347143829.501068,16.3206161948554,"Total aboveground biomass"
"712","paulownia, empress-tree","Hardwood","230","CARBON",1,1063513247.66467,1174736066.84166,111222819.176988,10.4580567680956,"Total aboveground carbon"
"712","paulownia, empress-tree","Hardwood","230","VMERIB",1,40209348.6577899,41605816.0054313,1396467.34764139,3.4729917152509,"Merchantable wood volume"
