"SPCD","COMMON_NAME","HWSW","variable","STATUSCD","CRM","CRM2","DIFF","PDIFF","VAR2"
"374","water birch","Hardwood","BIOMASS",2,149962493.934697,176847691.094586,26885197.1598886,17.9279474850532,"Total aboveground biomass"
"374","water birch","Hardwood","CARBON",2,74981247.2634019,84029180.4235924,9047933.16019058,12.066928052565,"Total aboveground carbon"
"374","water birch","Hardwood","VMERIB",2,3080570.64497606,3229137.07757558,148566.432599517,4.8226919529278,"Merchantable wood volume"
"374","water birch","Hardwood","WMERBCH",2,12839351.3886456,19513113.5091649,6673762.12051923,51.9789662149221,"Top and limb weight"
"374","water birch","Hardwood","WMEROB",2,75317808.1799266,125605911.274521,50288103.0945945,66.7678790844009,"Merch bole wood and bark weight"
"374","water birch","Hardwood","WSTPOB",2,9099862.27806843,13301505.3179908,4201643.03992236,46.1726003265867,"Stump wood and bark weight"
"374","water birch","Hardwood","VSAWIB",1,1410811.42796496,1289564.47255595,-121246.955409014,-8.59412909519081,"Sawlog wood volume"
"375","paper birch","Hardwood","BIOMASS",1,293427917651.352,319786492530.797,26358574879.4453,8.98298126859364,"Total aboveground biomass"
"375","paper birch","Hardwood","CARBON",1,146713959260.2,165997170941.58,19283211681.3806,13.1434062434247,"Total aboveground carbon"
"375","paper birch","Hardwood","VMERIB",1,5693211977.13475,5762686177.88816,69474200.753418,1.220298858227,"Merchantable wood volume"
"375","paper birch","Hardwood","WMERBCH",1,61820543423.6963,75804085414.6393,13983541990.9431,22.6195714507146,"Top and limb weight"
"375","paper birch","Hardwood","WMEROB",1,195625672567.464,205402261652.515,9776589085.05048,4.99760024169572,"Merch bole wood and bark weight"
"375","paper birch","Hardwood","WSTPOB",1,12044211064.0604,12066130407.0776,21919343.0171661,0.181990691632538,"Stump wood and bark weight"
"375","paper birch","Hardwood","VSAWIB",1,1605674732.82165,1455937963.37482,-149736769.446837,-9.3254733593338,"Sawlog wood volume"
"375","paper birch","Hardwood","BIOMASS",2,11141666767.2531,21572198593.1615,10430531825.9084,93.6173379064359,"Total aboveground biomass"
"375","paper birch","Hardwood","CARBON",2,5570833421.06694,11197858637.2277,5627025216.16077,101.008678430077,"Total aboveground carbon"
"375","paper birch","Hardwood","VMERIB",2,326909022.581971,458742399.471359,131833376.889388,40.3272371769218,"Merchantable wood volume"
"375","paper birch","Hardwood","WMERBCH",2,920381565.650942,1769967663.87803,849586098.227085,92.30803070531,"Top and limb weight"
"375","paper birch","Hardwood","WMEROB",2,7427539817.70113,16891870697.2377,9464330879.53655,127.422149349929,"Merch bole wood and bark weight"
"375","paper birch","Hardwood","WSTPOB",2,725471214.470999,1340374220.06003,614903005.589032,84.759118394161,"Stump wood and bark weight"
"376","resin birch","Hardwood","BIOMASS",1,3322682.83888607,4600924.57046257,1278241.7315765,38.4701698463952,"Total aboveground biomass"
"376","resin birch","Hardwood","CARBON",1,1661341.44143989,2190960.28045428,529618.83901439,31.8789880155743,"Total aboveground carbon"
"376","resin birch","Hardwood","VMERIB",1,61314.3716909734,77725.1267819029,16410.7550909295,26.7649404835138,"Merchantable wood volume"
"376","resin birch","Hardwood","WMERBCH",1,1033898.98013157,1402642.9653186,368743.985187025,35.6653785595281,"Top and limb weight"
"376","resin birch","Hardwood","WMEROB",1,2106451.79297693,2812340.87001857,705889.07704164,33.5108108998804,"Merch bole wood and bark weight"
"376","resin birch","Hardwood","WSTPOB",1,182332.065777571,385940.735125411,203608.66934784,111.669150722082,"Stump wood and bark weight"
"379","gray birch","Hardwood","BIOMASS",1,8507684338.81188,8235522411.82836,-272161926.98352,-3.19901298808094,"Total aboveground biomass"
"379","gray birch","Hardwood","CARBON",1,4253842213.09167,3930403071.04508,-323439142.046584,-7.60345884600901,"Total aboveground carbon"
"379","gray birch","Hardwood","VMERIB",1,86817866.3527316,86897640.2672834,79773.914551869,0.091886518182509,"Merchantable wood volume"
"379","gray birch","Hardwood","WMERBCH",1,1221378589.61502,1283064581.0331,61685991.4180815,5.05052175816551,"Top and limb weight"
"379","gray birch","Hardwood","WMEROB",1,2813273922.26145,2946988598.82371,133714676.562261,4.75299171915597,"Merch bole wood and bark weight"
"379","gray birch","Hardwood","WSTPOB",1,207410374.763391,285516893.730652,78106518.9672614,37.6579614478608,"Stump wood and bark weight"
"379","gray birch","Hardwood","BIOMASS",2,713829733.624114,628903026.916714,-84926706.7074001,-11.8973338748762,"Total aboveground biomass"
"379","gray birch","Hardwood","CARBON",2,356914872.588128,300143969.596002,-56770902.9921257,-15.90600654449,"Total aboveground carbon"
"379","gray birch","Hardwood","VMERIB",2,3300290.64561118,6464807.45851568,3164516.8129045,95.8860037709942,"Merchantable wood volume"
"379","gray birch","Hardwood","WMERBCH",2,22019740.6939002,19539798.9973871,-2479941.69651311,-11.2623564963237,"Top and limb weight"
"379","gray birch","Hardwood","WMEROB",2,83169040.8072257,216761414.814845,133592374.00762,160.627527636477,"Merch bole wood and bark weight"
"379","gray birch","Hardwood","WSTPOB",2,8267238.33060074,27562910.1127999,19295671.7821992,233.399244228599,"Stump wood and bark weight"
"381","chittamwood, gum bumelia","Hardwood","BIOMASS",1,6298187772.94236,6806580851.23276,508393078.290407,8.0720533686613,"Total aboveground biomass"
"381","chittamwood, gum bumelia","Hardwood","CARBON",1,3149093942.97491,3231764588.16532,82670645.1904078,2.62522003749148,"Total aboveground carbon"
"381","chittamwood, gum bumelia","Hardwood","VMERIB",1,57129478.6117609,58797617.7685254,1668139.15676454,2.91992715022106,"Merchantable wood volume"
"381","chittamwood, gum bumelia","Hardwood","WMERBCH",1,682020428.476495,1429374369.84699,747353941.370492,109.579407033297,"Top and limb weight"
"381","chittamwood, gum bumelia","Hardwood","WMEROB",1,2140168257.06277,2256845914.41908,116677657.35631,5.45179833273681,"Merch bole wood and bark weight"
"381","chittamwood, gum bumelia","Hardwood","WSTPOB",1,192881320.271598,293490109.654098,100608789.3825,52.1609812919322,"Stump wood and bark weight"
"381","chittamwood, gum bumelia","Hardwood","BIOMASS",2,77335005.43675,141718660.387653,64383654.9509027,83.252926132604,"Total aboveground biomass"
"381","chittamwood, gum bumelia","Hardwood","CARBON",2,38667503.3606866,67288019.9520575,28620516.5913709,74.0169757648988,"Total aboveground carbon"
"381","chittamwood, gum bumelia","Hardwood","VMERIB",2,1846523.85170891,1714240.29493761,-132283.556771304,-7.16392353388116,"Merchantable wood volume"
"381","chittamwood, gum bumelia","Hardwood","WMERBCH",2,10392505.1251376,37053457.3171275,26660952.1919899,256.540188058237,"Top and limb weight"
"381","chittamwood, gum bumelia","Hardwood","WMEROB",2,49784691.3443822,81831276.8581428,32046585.5137606,64.3703609450553,"Merch bole wood and bark weight"
"381","chittamwood, gum bumelia","Hardwood","WSTPOB",2,7428377.1880298,15005616.1393778,7577238.95134796,102.003960751455,"Stump wood and bark weight"
"391","American hornbeam, musclewood","Hardwood","BIOMASS",1,59200382562.6353,92343672328.6524,33143289766.0171,55.9849249807647,"Total aboveground biomass"
"391","American hornbeam, musclewood","Hardwood","CARBON",1,29600191794.8634,43650853909.754,14050662114.8906,47.4681455183303,"Total aboveground carbon"
"391","American hornbeam, musclewood","Hardwood","VMERIB",1,484607390.324427,527635540.491253,43028150.166826,8.87897110649101,"Merchantable wood volume"
"391","American hornbeam, musclewood","Hardwood","WMERBCH",1,6587722835.50884,18846526116.6118,12258803281.103,186.085595693646,"Top and limb weight"
"391","American hornbeam, musclewood","Hardwood","WMEROB",1,18969239076.182,22710580659.4266,3741341583.24458,19.7232032777859,"Merch bole wood and bark weight"
"391","American hornbeam, musclewood","Hardwood","WSTPOB",1,2112632405.03915,2334099711.60781,221467306.568666,10.4830024400086,"Stump wood and bark weight"
"391","American hornbeam, musclewood","Hardwood","BIOMASS",2,859603519.146111,1843076848.87703,983473329.730918,114.410109757095,"Total aboveground biomass"
"391","American hornbeam, musclewood","Hardwood","CARBON",2,429801767.265138,871222426.464172,441420659.199033,102.703314136614,"Total aboveground carbon"
"391","American hornbeam, musclewood","Hardwood","VMERIB",2,10930129.9902549,12237248.8561187,1307118.86586373,11.9588592910526,"Merchantable wood volume"
"391","American hornbeam, musclewood","Hardwood","WMERBCH",2,70038924.0178304,362957278.28323,292918354.2654,418.222236239421,"Top and limb weight"
"391","American hornbeam, musclewood","Hardwood","WMEROB",2,400623889.052391,984474540.184143,583850651.131752,145.735356049973,"Merch bole wood and bark weight"
"391","American hornbeam, musclewood","Hardwood","WSTPOB",2,59467169.266395,128133225.730653,68666056.4642584,115.468849974438,"Stump wood and bark weight"
"400","hickory spp.","Hardwood","BIOMASS",2,50485698.6891055,66548316.0721145,16062617.383009,31.8161732928047,"Total aboveground biomass"
"400","hickory spp.","Hardwood","CARBON",2,25242849.6807338,31364221.3647875,6121371.68405373,24.2499232910528,"Total aboveground carbon"
"400","hickory spp.","Hardwood","VMERIB",2,293657.158292104,321735.986679105,28078.8283870005,9.56177215304595,"Merchantable wood volume"
"400","hickory spp.","Hardwood","WMERBCH",2,1018337.71370877,15575840.3299396,14557502.6162308,1429.53584260496,"Top and limb weight"
"400","hickory spp.","Hardwood","WMEROB",2,8015684.52878456,16287555.7167637,8271871.18797913,103.196067139052,"Merch bole wood and bark weight"
"400","hickory spp.","Hardwood","WSTPOB",2,939507.178224297,2533184.5612788,1593677.3830545,169.629080010502,"Stump wood and bark weight"
"400","hickory spp.","Hardwood","BIOMASS",1,3026680.62968665,4891249.13578577,1864568.50609913,61.6044021232648,"Total aboveground biomass"
"400","hickory spp.","Hardwood","CARBON",1,1513340.31484332,2305245.71769583,791905.402852506,52.3283094413891,"Total aboveground carbon"
"400","hickory spp.","Hardwood","VMERIB",1,41388.785358542,54407.9842463997,13019.1988878577,31.4558612316725,"Merchantable wood volume"
"400","hickory spp.","Hardwood","WMERBCH",1,956313.346642493,2230789.43098497,1274476.08434247,133.26971633482,"Top and limb weight"
"400","hickory spp.","Hardwood","WMEROB",1,1857449.19945306,2298816.74233216,441367.542879101,23.7620249861512,"Merch bole wood and bark weight"
"400","hickory spp.","Hardwood","WSTPOB",1,212918.083591092,361642.962468631,148724.878877539,69.8507502834585,"Stump wood and bark weight"
"401","water hickory","Hardwood","BIOMASS",1,45335996589.9645,56878750152.53,11542753562.5655,25.4604606290282,"Total aboveground biomass"
"401","water hickory","Hardwood","CARBON",1,22667998331.7842,26826862509.4408,4158864177.6566,18.346852319224,"Total aboveground carbon"
"401","water hickory","Hardwood","VMERIB",1,768317123.288113,840907191.501338,72590068.2132243,9.4479305501569,"Merchantable wood volume"
"401","water hickory","Hardwood","WMERBCH",1,7858622839.49194,16237870094.916,8379247255.42411,106.624881058242,"Top and limb weight"
"401","water hickory","Hardwood","WMEROB",1,33847749877.2164,36483641700.161,2635891822.94466,7.78749498122159,"Merch bole wood and bark weight"
"401","water hickory","Hardwood","WSTPOB",1,1866403413.25286,2098596443.26873,232193030.01587,12.4406668122833,"Stump wood and bark weight"
"401","water hickory","Hardwood","VSAWIB",1,454652414.073424,486205533.060579,31553118.9871557,6.94005310660466,"Sawlog wood volume"
"401","water hickory","Hardwood","BIOMASS",2,731905331.267777,1790289001.32137,1058383670.05359,144.606634879992,"Total aboveground biomass"
"401","water hickory","Hardwood","CARBON",2,365952666.115085,844389807.473224,478437141.358139,130.737438378897,"Total aboveground carbon"
"401","water hickory","Hardwood","VMERIB",2,15607131.440146,16860648.2125936,1253516.7724476,8.03169228922614,"Merchantable wood volume"
"401","water hickory","Hardwood","WMERBCH",2,76647910.7514471,294643236.921188,217995326.169741,284.41130884396,"Top and limb weight"
"401","water hickory","Hardwood","WMEROB",2,583590325.905407,1375875039.19019,792284713.284778,135.76042612694,"Merch bole wood and bark weight"
"401","water hickory","Hardwood","WSTPOB",2,54957827.2778837,106050167.382487,51092340.1046038,92.9664483391332,"Stump wood and bark weight"
"402","bitternut hickory","Hardwood","BIOMASS",1,213965666076.435,275432295187.738,61466629111.3029,28.7273328653323,"Total aboveground biomass"
"402","bitternut hickory","Hardwood","CARBON",1,106982833187.935,130004043328.612,23021210140.6772,21.5186020548139,"Total aboveground carbon"
"402","bitternut hickory","Hardwood","VMERIB",1,3660535280.6116,4340491519.40346,679956238.79186,18.5753226418365,"Merchantable wood volume"
"402","bitternut hickory","Hardwood","WMERBCH",1,39931086297.8181,90178629697.5446,50247543399.7265,125.835653518077,"Top and limb weight"
"402","bitternut hickory","Hardwood","WMEROB",1,158978511450.861,168826884283.232,9848372832.3707,6.19478239070991,"Merch bole wood and bark weight"
"402","bitternut hickory","Hardwood","WSTPOB",1,9313660419.31118,8719707137.64799,-593953281.663191,-6.37722715798906,"Stump wood and bark weight"
"402","bitternut hickory","Hardwood","VSAWIB",1,2031810054.41413,2390152933.62435,358342879.210217,17.6366328354224,"Sawlog wood volume"
"402","bitternut hickory","Hardwood","BIOMASS",2,1645726647.48623,3245640734.00552,1599914086.51929,97.2162715456469,"Total aboveground biomass"
"402","bitternut hickory","Hardwood","CARBON",2,822863326.753354,1531942426.45061,709079099.697254,86.1721596580271,"Total aboveground carbon"
"402","bitternut hickory","Hardwood","VMERIB",2,44749104.7622851,55167409.5101587,10418304.7478737,23.2815936837564,"Merchantable wood volume"
"402","bitternut hickory","Hardwood","WMERBCH",2,195406623.078391,477068358.286574,281661735.208183,144.141345247643,"Top and limb weight"
"402","bitternut hickory","Hardwood","WMEROB",2,1213002773.92511,2453294280.5865,1240291506.66139,102.249684281263,"Merch bole wood and bark weight"
"402","bitternut hickory","Hardwood","WSTPOB",2,123121768.518249,175924827.606441,52803059.088192,42.8868588582412,"Stump wood and bark weight"
"403","pignut hickory","Hardwood","BIOMASS",1,554127423772.403,656990347181.642,102862923409.24,18.5630450680399,"Total aboveground biomass"
"403","pignut hickory","Hardwood","CARBON",1,277063712344.803,308719764140.654,31656051795.8508,11.42554957051,"Total aboveground carbon"
"403","pignut hickory","Hardwood","VMERIB",1,8666082550.9464,10523863591.5065,1857781040.56006,21.4373799192252,"Merchantable wood volume"
"403","pignut hickory","Hardwood","VSAWIB",1,5171115642.91259,6250035460.44608,1078919817.53349,20.8643529179671,"Sawlog wood volume"
"403","pignut hickory","Hardwood","WMERBCH",1,100062144144.445,128977917621.487,28915773477.0423,28.8978151770373,"Top and limb weight"
"403","pignut hickory","Hardwood","WMEROB",1,408817244694.99,479067639329.354,70250394634.3642,17.183813928098,"Merch bole wood and bark weight"
"403","pignut hickory","Hardwood","WSTPOB",1,25959242482.3646,22820037763.9699,-3139204718.39468,-12.0928209693611,"Stump wood and bark weight"
"403","pignut hickory","Hardwood","BIOMASS",2,4014881024.20318,8628494495.02511,4613613470.82193,114.912831613424,"Total aboveground biomass"
"403","pignut hickory","Hardwood","CARBON",2,2007440520.08328,4054529563.2123,2047089043.12902,101.975078347233,"Total aboveground carbon"
"403","pignut hickory","Hardwood","VMERIB",2,96446371.917304,122954684.808628,26508312.891324,27.4850285856818,"Merchantable wood volume"
"403","pignut hickory","Hardwood","WMERBCH",2,484069690.831604,977115368.24046,493045677.408856,101.854275685353,"Top and limb weight"
"403","pignut hickory","Hardwood","WMEROB",2,2952006876.70029,6869171613.29593,3917164736.59564,132.694973291329,"Merch bole wood and bark weight"
"403","pignut hickory","Hardwood","WSTPOB",2,306713702.681025,466687212.422827,159973509.741803,52.1572751212135,"Stump wood and bark weight"
"404","pecan","Hardwood","BIOMASS",1,94082495592.4408,120857451691.956,26774956099.5149,28.4590198537061,"Total aboveground biomass"
"404","pecan","Hardwood","CARBON",1,47041247875.5318,57044717198.6031,10003469323.0713,21.2653145374456,"Total aboveground carbon"
"404","pecan","Hardwood","VMERIB",1,1634140194.80168,1654241012.29546,20100817.4937825,1.23005465245422,"Merchantable wood volume"
"404","pecan","Hardwood","WMERBCH",1,15511024024.3944,40324137784.6048,24813113760.2104,159.970829270759,"Top and limb weight"
"404","pecan","Hardwood","WMEROB",1,70971362316.2803,71947786031.7897,976423715.509399,1.37579959527621,"Merch bole wood and bark weight"
"404","pecan","Hardwood","WSTPOB",1,3586326794.37575,4440165092.43376,853838298.058011,23.8081565627828,"Stump wood and bark weight"
"404","pecan","Hardwood","BIOMASS",2,1669444572.73547,5577127830.88682,3907683258.15135,234.070859372612,"Total aboveground biomass"
"404","pecan","Hardwood","CARBON",2,834722287.967494,2632404336.17858,1797682048.21109,215.362890643348,"Total aboveground carbon"
"404","pecan","Hardwood","VMERIB",2,55600938.0433616,56316195.1044176,715257.06105604,1.28641185963127,"Merchantable wood volume"
"404","pecan","Hardwood","WMERBCH",2,150988530.925644,1030879960.12708,879891429.20144,582.753818324618,"Top and limb weight"
"404","pecan","Hardwood","WMEROB",2,1355817749.72468,4123462836.87111,2767645087.14644,204.131055793336,"Merch bole wood and bark weight"
"404","pecan","Hardwood","WSTPOB",2,112084290.427787,372721857.597598,260637567.169812,232.537107720492,"Stump wood and bark weight"
"404","pecan","Hardwood","VSAWIB",1,630681177.774305,628336334.313745,-2344843.46055949,-0.371795376680579,"Sawlog wood volume"
"405","shellbark hickory","Hardwood","BIOMASS",1,18506584500.0948,22708621668.6501,4202037168.55532,22.7056330601348,"Total aboveground biomass"
"405","shellbark hickory","Hardwood","CARBON",1,9253292257.60216,10702573392.4348,1449281134.83265,15.6623296280518,"Total aboveground carbon"
"405","shellbark hickory","Hardwood","VMERIB",1,312212492.602917,365906030.34351,53693537.7405931,17.1977544181368,"Merchantable wood volume"
"405","shellbark hickory","Hardwood","WMERBCH",1,3388175068.8895,5953707698.35993,2565532629.47043,75.7201908787821,"Top and limb weight"
"405","shellbark hickory","Hardwood","WMEROB",1,13949154629.754,15512123584.1135,1562968954.35945,11.2047575343783,"Merch bole wood and bark weight"
"405","shellbark hickory","Hardwood","WSTPOB",1,821309348.641758,787303284.746904,-34006063.8948547,-4.14046959907278,"Stump wood and bark weight"
"405","shellbark hickory","Hardwood","VSAWIB",1,197033534.121186,227373988.341944,30340454.2207575,15.3986245824006,"Sawlog wood volume"
"405","shellbark hickory","Hardwood","BIOMASS",2,74708898.9871524,95856951.9306889,21148052.9435365,28.3072742742111,"Total aboveground biomass"
"405","shellbark hickory","Hardwood","CARBON",2,37354449.5496833,45177381.4449336,7822931.89525037,20.9424365492135,"Total aboveground carbon"
"405","shellbark hickory","Hardwood","VMERIB",2,1783650.75794974,1740470.09861647,-43180.6593332724,-2.42091447223152,"Merchantable wood volume"
"405","shellbark hickory","Hardwood","WMERBCH",2,12967797.687504,11726899.3784597,-1240898.30904428,-9.56907517334287,"Top and limb weight"
"405","shellbark hickory","Hardwood","WMEROB",2,56125370.7408859,74405602.3291105,18280231.5882246,32.5703533837112,"Merch bole wood and bark weight"
"405","shellbark hickory","Hardwood","WSTPOB",2,5615730.55876249,9724450.22311871,4108719.66435622,73.1644729276619,"Stump wood and bark weight"
"406","nutmeg hickory","Hardwood","BIOMASS",1,42751058.6762748,53997422.3619732,11246363.6856984,26.3066320084834,"Total aboveground biomass"
"406","nutmeg hickory","Hardwood","CARBON",1,21375529.6013578,25562379.7461581,4186850.14480035,19.5871177130245,"Total aboveground carbon"
"406","nutmeg hickory","Hardwood","VMERIB",1,716998.982477556,831013.83561538,114014.853137824,15.901675723981,"Merchantable wood volume"
"406","nutmeg hickory","Hardwood","WMERBCH",1,9093350.40623134,15018436.5692413,5925086.16301,65.1584498376942,"Top and limb weight"
"406","nutmeg hickory","Hardwood","WMEROB",1,29349923.1509909,33440659.9065517,4090736.75556088,13.9378107892006,"Merch bole wood and bark weight"
"406","nutmeg hickory","Hardwood","WSTPOB",1,1956300.40140398,2832019.78384338,875719.382439401,44.7640547336658,"Stump wood and bark weight"
"406","nutmeg hickory","Hardwood","BIOMASS",2,719023.833437476,2061229.30826532,1342205.47482784,186.670512493458,"Total aboveground biomass"
"406","nutmeg hickory","Hardwood","CARBON",2,359511.916718738,975785.954532802,616274.037814065,171.419641228806,"Total aboveground carbon"
"406","nutmeg hickory","Hardwood","VMERIB",2,35012.6980903935,39291.0421887026,4278.34409830912,12.2194070484473,"Merchantable wood volume"
"406","nutmeg hickory","Hardwood","WMERBCH",2,54737.9672517383,0,-54737.9672517383,-100,"Top and limb weight"
"406","nutmeg hickory","Hardwood","WMEROB",2,527334.067774963,1638856.54096328,1111522.47318832,210.781464940864,"Merch bole wood and bark weight"
"406","nutmeg hickory","Hardwood","WSTPOB",2,136951.798410774,422372.76730204,285420.968891266,208.409799800637,"Stump wood and bark weight"
"407","shagbark hickory","Hardwood","BIOMASS",1,368495752140.443,437448358633.723,68952606493.2808,18.711913527568,"Total aboveground biomass"
"407","shagbark hickory","Hardwood","CARBON",1,184247876282.47,205863197573.03,21615321290.5603,11.7316528834351,"Total aboveground carbon"
"407","shagbark hickory","Hardwood","VMERIB",1,5792299330.50852,7320341224.73073,1528041894.22221,26.3805754335569,"Merchantable wood volume"
"407","shagbark hickory","Hardwood","VSAWIB",1,3153954680.67296,3831361039.72606,677406359.053103,21.4779991356301,"Sawlog wood volume"
"407","shagbark hickory","Hardwood","WMERBCH",1,68654829958.0018,109518263822.375,40863433864.373,59.5201151752476,"Top and limb weight"
"407","shagbark hickory","Hardwood","WMEROB",1,272959093956.703,301605491787.194,28646397830.4901,10.4947585424774,"Merch bole wood and bark weight"
"407","shagbark hickory","Hardwood","WSTPOB",1,17681217408.1123,14608515239.3857,-3072702168.72664,-17.3783405169649,"Stump wood and bark weight"
"407","shagbark hickory","Hardwood","BIOMASS",2,1731910355.9566,3482551421.74934,1750641065.79274,101.081505735659,"Total aboveground biomass"
"407","shagbark hickory","Hardwood","CARBON",2,865955182.070193,1638888699.07524,772933517.005047,89.2579123041029,"Total aboveground carbon"
"407","shagbark hickory","Hardwood","VMERIB",2,39731170.9142971,54784779.2502244,15053608.3359273,37.8886601867309,"Merchantable wood volume"
"407","shagbark hickory","Hardwood","WMERBCH",2,180939881.255866,514007703.333551,333067822.077686,184.076511914307,"Top and limb weight"
"407","shagbark hickory","Hardwood","WMEROB",2,1258045997.2128,2638175803.44798,1380129806.23518,109.704240488254,"Merch bole wood and bark weight"
"407","shagbark hickory","Hardwood","WSTPOB",2,132949216.791947,165321178.405658,32371961.6137106,24.349117952586,"Stump wood and bark weight"
"408","black hickory","Hardwood","BIOMASS",1,101779540167.815,127501564613.143,25722024445.3275,25.2722938253766,"Total aboveground biomass"
"408","black hickory","Hardwood","CARBON",1,50889770325.2378,60091487402.1742,9201717076.93642,18.0816635998316,"Total aboveground carbon"
"408","black hickory","Hardwood","VMERIB",1,1451842966.50516,1636270277.45321,184427310.948048,12.7029792617308,"Merchantable wood volume"
"408","black hickory","Hardwood","WMERBCH",1,19096928382.9523,34695540589.272,15598612206.3196,81.6812625230579,"Top and limb weight"
"408","black hickory","Hardwood","WMEROB",1,65155924800.0622,72856897751.7327,7700972951.67052,11.8192980535565,"Merch bole wood and bark weight"
"408","black hickory","Hardwood","WSTPOB",1,4581182382.01891,5902551348.93465,1321368966.91573,28.8434045346479,"Stump wood and bark weight"
"408","black hickory","Hardwood","VSAWIB",1,449424007.371659,476751734.231603,27327726.8599446,6.0806112739201,"Sawlog wood volume"
"408","black hickory","Hardwood","BIOMASS",2,2633289967.01673,6351341136.30829,3718051169.29156,141.194141771776,"Total aboveground biomass"
"408","black hickory","Hardwood","CARBON",2,1316644989.13919,2993387077.5421,1676742088.40291,127.349597061783,"Total aboveground carbon"
"408","black hickory","Hardwood","VMERIB",2,52925268.9254357,59552608.0457517,6627339.12031601,12.5220698068686,"Merchantable wood volume"
"408","black hickory","Hardwood","WMERBCH",2,368476385.0921,1276255066.18359,907778681.091488,246.360070229355,"Top and limb weight"
"408","black hickory","Hardwood","WMEROB",2,1790300510.08087,4385598712.05592,2595298201.97505,144.964389350356,"Merch bole wood and bark weight"
"408","black hickory","Hardwood","WSTPOB",2,177871399.35119,434919355.204778,257047955.853587,144.51337134087,"Stump wood and bark weight"
"409","mockernut hickory","Hardwood","BIOMASS",1,402254350096.258,487851779638.844,85597429542.5859,21.2794291776093,"Total aboveground biomass"
"409","mockernut hickory","Hardwood","CARBON",1,201127175670.299,229583047498.04,28455871827.7409,14.148198388858,"Total aboveground carbon"
"409","mockernut hickory","Hardwood","VMERIB",1,6155744583.1151,7234168608.23796,1078424025.12285,17.5189858929643,"Merchantable wood volume"
"409","mockernut hickory","Hardwood","WMERBCH",1,73409675068.3181,123338141845.577,49928466777.2591,68.0134692474713,"Top and limb weight"
"409","mockernut hickory","Hardwood","WMEROB",1,282711188021.809,313641449599.137,30930261577.3284,10.9405863254844,"Merch bole wood and bark weight"
"409","mockernut hickory","Hardwood","WSTPOB",1,18334812478.9343,16736871581.1142,-1597940897.82007,-8.71533810152691,"Stump wood and bark weight"
"409","mockernut hickory","Hardwood","BIOMASS",2,4008164472.29359,9361711840.85264,5353547368.55906,133.566060114684,"Total aboveground biomass"
"409","mockernut hickory","Hardwood","CARBON",2,2004082246.30395,4405621592.30525,2401539346.0013,119.832374665779,"Total aboveground carbon"
"409","mockernut hickory","Hardwood","VMERIB",2,91302539.5172006,114934745.910537,23632206.3933359,25.8834053448029,"Merchantable wood volume"
"409","mockernut hickory","Hardwood","WMERBCH",2,509350775.00728,1380733711.83111,871382936.823834,171.077178946352,"Top and limb weight"
"409","mockernut hickory","Hardwood","WMEROB",2,2863224338.58981,7133247081.0793,4270022742.48949,149.133362864349,"Merch bole wood and bark weight"
"409","mockernut hickory","Hardwood","WSTPOB",2,323767479.541516,537918078.129218,214150598.587701,66.1433319031786,"Stump wood and bark weight"
"409","mockernut hickory","Hardwood","VSAWIB",1,3166746212.81771,3591683528.50693,424937315.689228,13.4187360505636,"Sawlog wood volume"
"41","Port-Orford-cedar","Hardwood","BIOMASS",1,11530886951.1299,13151624362.4074,1620737411.27752,14.0556179082018,"Total aboveground biomass"
"41","Port-Orford-cedar","Hardwood","CARBON",1,5765443482.43914,6304231138.12,538787655.680866,9.34512075822008,"Total aboveground carbon"
"41","Port-Orford-cedar","Hardwood","VMERIB",1,348395214.674807,364290496.133439,15895281.4586316,4.56242818187622,"Merchantable wood volume"
"41","Port-Orford-cedar","Hardwood","VSAWIB",1,338513950.051878,340246374.452697,1732424.40081853,0.511773414523398,"Sawlog wood volume"
"41","Port-Orford-cedar","Hardwood","WMERBCH",1,1341801003.72034,1314527958.05493,-27273045.6654077,-2.03257007483145,"Top and limb weight"
"41","Port-Orford-cedar","Hardwood","WMEROB",1,9487275512.75052,11042789898.6732,1555514385.92265,16.3957964942844,"Merch bole wood and bark weight"
"41","Port-Orford-cedar","Hardwood","WSTPOB",1,536359397.512621,562781495.281399,26422097.7687779,4.926192752716,"Stump wood and bark weight"
"41","Port-Orford-cedar","Hardwood","BIOMASS",2,2973689012.13176,4500389408.25854,1526700396.12678,51.3402844042634,"Total aboveground biomass"
"41","Port-Orford-cedar","Hardwood","CARBON",2,1486844507.29935,2157261662.84873,670417155.549381,45.0899305380025,"Total aboveground carbon"
"41","Port-Orford-cedar","Hardwood","VMERIB",2,109496373.444757,119722124.878264,10225751.4335069,9.33889508100107,"Merchantable wood volume"
"41","Port-Orford-cedar","Hardwood","WMERBCH",2,159638365.193368,325030512.712462,165392147.519094,103.604260366082,"Top and limb weight"
"41","Port-Orford-cedar","Hardwood","WMEROB",2,2630139160.04388,3920631999.82696,1290492839.78308,49.0655726277827,"Merch bole wood and bark weight"
"41","Port-Orford-cedar","Hardwood","WSTPOB",2,176621011.397842,244989620.175038,68368608.7771965,38.7092159851781,"Stump wood and bark weight"
"410","sand hickory","Hardwood","BIOMASS",1,6045777237.50159,7366395843.7084,1320618606.20681,21.8436530875649,"Total aboveground biomass"
"410","sand hickory","Hardwood","CARBON",1,3022888631.2354,3471782361.13977,448893729.904365,14.8498269260059,"Total aboveground carbon"
