"SPCD","COMMON_NAME","HWSW","variable","STATUSCD","CRM","CRM2","DIFF","PDIFF","VAR2"
"746","quaking aspen","Hardwood","WMERBCH",2,6939183256.16513,24527505164.3352,17588321908.1701,253.463862516438,"Top and limb weight"
"746","quaking aspen","Hardwood","WMEROB",2,39985016179.8134,82796970601.3178,42811954421.5044,107.069993992195,"Merch bole wood and bark weight"
"746","quaking aspen","Hardwood","WSTPOB",2,3313607737.42184,5494040765.91901,2180433028.49716,65.8023882511105,"Stump wood and bark weight"
"746","quaking aspen","Hardwood","VSAWIB",1,7425622302.61893,7322831351.04977,-102790951.569158,-1.38427390163521,"Sawlog wood volume"
"7467","inga","Hardwood","BIOMASS",1,34502354.5212946,32978436.9534783,-1523917.56781624,-4.41685093368247,"Total aboveground biomass"
"7467","inga","Hardwood","CARBON",1,17251177.3126893,15658161.8655115,-1593015.44717777,-9.23424192043987,"Total aboveground carbon"
"7467","inga","Hardwood","VMERIB",1,654219.927860874,578325.422579185,-75894.5052816892,-11.6007632983367,"Merchantable wood volume"
"7467","inga","Hardwood","WMERBCH",1,7776218.37585926,8336298.47144069,560080.09558143,7.20247385696061,"Top and limb weight"
"7467","inga","Hardwood","WMEROB",1,24508200.5824077,22491792.6848882,-2016407.89751945,-8.22748243282641,"Merch bole wood and bark weight"
"7467","inga","Hardwood","WSTPOB",1,2217935.56302763,2150345.79714945,-67589.7658781819,-3.04741792344577,"Stump wood and bark weight"
"747","black cottonwood","Hardwood","BIOMASS",1,55944858714.5924,73031213098.1236,17086354383.5312,30.5414202057399,"Total aboveground biomass"
"747","black cottonwood","Hardwood","CARBON",1,27972429398.8335,35211999395.2603,7239569996.42678,25.8810913174695,"Total aboveground carbon"
"747","black cottonwood","Hardwood","VMERIB",1,1878881042.27401,2043881552.97284,165000510.698832,8.78184978114055,"Merchantable wood volume"
"747","black cottonwood","Hardwood","VSAWIB",1,1667929154.46533,1694221428.411,26292273.9456723,1.57634236893596,"Sawlog wood volume"
"747","black cottonwood","Hardwood","WMERBCH",1,9662555988.47873,19262165707.7948,9599609719.3161,99.3485546760331,"Top and limb weight"
"747","black cottonwood","Hardwood","WMEROB",1,44028124273.738,50321799873.0002,6293675599.26216,14.2946711972834,"Merch bole wood and bark weight"
"747","black cottonwood","Hardwood","WSTPOB",1,1437688649.86278,1702042735.69113,264354085.828345,18.3874363794675,"Stump wood and bark weight"
"747","black cottonwood","Hardwood","BIOMASS",2,1782186903.36631,3274198886.32369,1492011982.95737,83.718042150302,"Total aboveground biomass"
"747","black cottonwood","Hardwood","CARBON",2,891093454.16019,1578654993.04097,687561538.880776,77.1593075530745,"Total aboveground carbon"
"747","black cottonwood","Hardwood","VMERIB",2,80786182.9576681,91237407.7751388,10451224.8174707,12.9368964281269,"Merchantable wood volume"
"747","black cottonwood","Hardwood","WMERBCH",2,155996188.679531,487839738.287057,331843549.607526,212.725421317341,"Top and limb weight"
"747","black cottonwood","Hardwood","WMEROB",2,1525434726.63636,2597244115.26054,1071809388.62417,70.2625533501225,"Merch bole wood and bark weight"
"747","black cottonwood","Hardwood","WSTPOB",2,74160498.4177031,145719587.360956,71559088.9432527,96.4921898720284,"Stump wood and bark weight"
"7470","sacky sac bean","Hardwood","BIOMASS",1,1291571613.27349,1360007448.59398,68435835.320493,5.29864814441394,"Total aboveground biomass"
"7470","sacky sac bean","Hardwood","CARBON",1,645785808.280521,645731536.592423,-54271.6880985498,-0.00840397658212007,"Total aboveground carbon"
"7470","sacky sac bean","Hardwood","VMERIB",1,25220528.9424736,24211260.56601,-1009268.37646363,-4.00177323309,"Merchantable wood volume"
"7470","sacky sac bean","Hardwood","WMERBCH",1,217951763.428844,375677758.965441,157725995.536597,72.3673867351343,"Top and limb weight"
"7470","sacky sac bean","Hardwood","WMEROB",1,944804272.409915,866155763.074279,-78648509.3356355,-8.32431770603943,"Merch bole wood and bark weight"
"7470","sacky sac bean","Hardwood","WSTPOB",1,61567820.3672411,55885139.7032767,-5682680.66396437,-9.22995264420307,"Stump wood and bark weight"
"7471","Inga nobilis","Hardwood","BIOMASS",1,6297649.63055447,6347270.58265726,49620.9521027859,0.787928116261639,"Total aboveground biomass"
"7471","Inga nobilis","Hardwood","CARBON",1,3148824.81527723,3013684.07264566,-135140.742631575,-4.29178346079811,"Total aboveground carbon"
"7471","Inga nobilis","Hardwood","VMERIB",1,112545.184183933,101789.867010464,-10755.3171734691,-9.55644370877002,"Merchantable wood volume"
"7471","Inga nobilis","Hardwood","WMERBCH",1,1624882.88361957,1968411.55694971,343528.673330138,21.1417497712141,"Top and limb weight"
"7471","Inga nobilis","Hardwood","WMEROB",1,4216135.62800151,3913382.18731543,-302753.440686078,-7.18082783379496,"Merch bole wood and bark weight"
"7471","Inga nobilis","Hardwood","WSTPOB",1,456631.118933385,465476.838392106,8845.719458721,1.93716965225304,"Stump wood and bark weight"
"7474","river koko","Hardwood","BIOMASS",1,2064723317.6108,1881720000.64013,-183003316.970666,-8.86333366847571,"Total aboveground biomass"
"7474","river koko","Hardwood","CARBON",1,1032361660.44945,846774000.288058,-185587660.161392,-17.9770004322511,"Total aboveground carbon"
"7474","river koko","Hardwood","VMERIB",1,37131640.9135827,33890539.2248692,-3241101.68871354,-8.72867885439437,"Merchantable wood volume"
"7474","river koko","Hardwood","WMERBCH",1,373243593.19121,424355509.276321,51111916.0851112,13.6939835050101,"Top and limb weight"
"7474","river koko","Hardwood","WMEROB",1,1391014956.91625,1170744484.13615,-220270472.780105,-15.8352339552425,"Merch bole wood and bark weight"
"7474","river koko","Hardwood","WSTPOB",1,106470329.277089,76907342.3489925,-29562986.928096,-27.7664088472559,"Stump wood and bark weight"
"7479","palo de hierro","Hardwood","BIOMASS",1,64153887.4534975,61238597.8664226,-2915289.58707486,-4.54421345734977,"Total aboveground biomass"
"7479","palo de hierro","Hardwood","CARBON",1,32076943.9714555,29076086.2669775,-3000857.70447804,-9.35518579060535,"Total aboveground carbon"
"7479","palo de hierro","Hardwood","VMERIB",1,1156199.42460731,1081544.99946199,-74654.4251453222,-6.45688136116117,"Merchantable wood volume"
"7479","palo de hierro","Hardwood","WMERBCH",1,13668977.913412,14281198.4690776,612220.555665551,4.47890514962965,"Top and limb weight"
"7479","palo de hierro","Hardwood","WMEROB",1,43313213.5631989,40784617.990381,-2528595.57281789,-5.8379311180141,"Merch bole wood and bark weight"
"7479","palo de hierro","Hardwood","WSTPOB",1,3883196.02901779,3252301.76203986,-630894.266977924,-16.2467787426509,"Stump wood and bark weight"
"748","Fremont cottonwood","Hardwood","BIOMASS",1,5959448427.50709,8704361633.80626,2744913206.29917,46.0598533520223,"Total aboveground biomass"
"748","Fremont cottonwood","Hardwood","CARBON",1,2979724217.02046,4166342696.02137,1186618479.00091,39.8230974605915,"Total aboveground carbon"
"748","Fremont cottonwood","Hardwood","VMERIB",1,151191612.380916,151719359.252284,527746.871368408,0.349058299635558,"Merchantable wood volume"
"748","Fremont cottonwood","Hardwood","VSAWIB",1,114777595.746089,117730051.371335,2952455.62524581,2.57232747040391,"Sawlog wood volume"
"748","Fremont cottonwood","Hardwood","WMERBCH",1,992830300.66271,2970816715.46822,1977986414.80551,199.22703945329,"Top and limb weight"
"748","Fremont cottonwood","Hardwood","WMEROB",1,4719065177.47141,5346399184.28573,627334006.814318,13.2936075943426,"Merch bole wood and bark weight"
"748","Fremont cottonwood","Hardwood","WSTPOB",1,193449329.462794,244880136.211019,51430806.7482249,26.5861902396083,"Stump wood and bark weight"
"748","Fremont cottonwood","Hardwood","BIOMASS",2,446051843.035646,1050831609.11449,604779766.078842,135.585084003456,"Total aboveground biomass"
"748","Fremont cottonwood","Hardwood","CARBON",2,223025921.601646,502980549.702649,279954628.101004,125.525600831746,"Total aboveground carbon"
"748","Fremont cottonwood","Hardwood","VMERIB",2,16037117.946394,17002156.3208607,965038.374466615,6.01752994330009,"Merchantable wood volume"
"748","Fremont cottonwood","Hardwood","WMERBCH",2,43421732.5819186,307915740.907607,264494008.325688,609.128177524236,"Top and limb weight"
"748","Fremont cottonwood","Hardwood","WMEROB",2,383564149.779116,706955178.152366,323391028.37325,84.3121101279881,"Merch bole wood and bark weight"
"748","Fremont cottonwood","Hardwood","WSTPOB",2,19065960.6746109,35960690.0545144,16894729.3799035,88.6120016097655,"Stump wood and bark weight"
"7485","braceletwood","Hardwood","BIOMASS",1,17107320.3094549,11951055.485191,-5156264.82426391,-30.1406925865189,"Total aboveground biomass"
"7485","braceletwood","Hardwood","CARBON",1,8553660.5763998,5674361.14436868,-2879299.43203112,-33.6616049504621,"Total aboveground carbon"
"749","narrowleaf cottonwood","Hardwood","BIOMASS",1,10213398826.4431,14719125251.2737,4505726424.8306,44.1158374542761,"Total aboveground biomass"
"749","narrowleaf cottonwood","Hardwood","CARBON",1,5106699420.15895,7076219464.54984,1969520044.39089,38.5673775240445,"Total aboveground carbon"
"749","narrowleaf cottonwood","Hardwood","VMERIB",1,295819321.014758,291628731.127173,-4190589.88758528,-1.4166045250899,"Merchantable wood volume"
"749","narrowleaf cottonwood","Hardwood","WMERBCH",1,1780503410.33943,4854228664.94797,3073725254.60853,172.632371090071,"Top and limb weight"
"749","narrowleaf cottonwood","Hardwood","WMEROB",1,8026470843.18973,9208778591.02079,1182307747.83106,14.7301070536402,"Merch bole wood and bark weight"
"749","narrowleaf cottonwood","Hardwood","WSTPOB",1,308283016.345065,450125958.583442,141842942.238376,46.0106248861954,"Stump wood and bark weight"
"749","narrowleaf cottonwood","Hardwood","VSAWIB",1,201133492.032128,213453829.027849,12320336.9957217,6.12545273849955,"Sawlog wood volume"
"749","narrowleaf cottonwood","Hardwood","BIOMASS",2,498450481.828325,1359809011.74664,861358529.918319,172.807241906727,"Total aboveground biomass"
"749","narrowleaf cottonwood","Hardwood","CARBON",2,249225241.267583,653728182.3972,404502941.129616,162.30416272135,"Total aboveground carbon"
"749","narrowleaf cottonwood","Hardwood","VMERIB",2,19403872.9060279,24037818.4921147,4633945.58608683,23.8815498768149,"Merchantable wood volume"
"749","narrowleaf cottonwood","Hardwood","WMERBCH",2,52746165.845063,341561478.289489,288815312.444426,547.556979388406,"Top and limb weight"
"749","narrowleaf cottonwood","Hardwood","WMEROB",2,424869609.763586,958174870.009644,533305260.246059,125.522100896511,"Merch bole wood and bark weight"
"749","narrowleaf cottonwood","Hardwood","WSTPOB",2,20834706.2196769,60072663.447511,39237957.2278341,188.329784034952,"Stump wood and bark weight"
"7514","leadwood","Hardwood","BIOMASS",1,69363469.2437804,67294862.4990442,-2068606.74473624,-2.98227116851097,"Total aboveground biomass"
"7514","leadwood","Hardwood","CARBON",1,34681736.989451,31951600.7145462,-2730136.27490484,-7.87197099077032,"Total aboveground carbon"
"7514","leadwood","Hardwood","VMERIB",1,178753.769494928,108450.878302403,-70302.8911925245,-39.3294593961105,"Merchantable wood volume"
"7514","leadwood","Hardwood","WMERBCH",1,2696513.37270871,3637407.2480027,940893.875293994,34.8929801282181,"Top and limb weight"
"7514","leadwood","Hardwood","WMEROB",1,6696422.8132564,4145496.05487593,-2550926.75838047,-38.0938723482423,"Merch bole wood and bark weight"
"7514","leadwood","Hardwood","WSTPOB",1,754539.740320615,812949.227558247,58409.4872376316,7.74107500458657,"Stump wood and bark weight"
"752","silver poplar","Hardwood","BIOMASS",1,47488468.0061064,73007129.1094356,25518661.1033292,53.7365431541145,"Total aboveground biomass"
"752","silver poplar","Hardwood","CARBON",1,23744234.0410684,35098177.3193611,11353943.2782927,47.8176860060205,"Total aboveground carbon"
"752","silver poplar","Hardwood","VMERIB",1,1341909.66980617,1633867.04588208,291957.376075907,21.7568576071203,"Merchantable wood volume"
"752","silver poplar","Hardwood","WMERBCH",1,9453447.90888675,19444606.934796,9991159.02590926,105.687989421479,"Top and limb weight"
"752","silver poplar","Hardwood","WMEROB",1,36410058.690637,51127758.0484297,14717699.3577927,40.422069853948,"Merch bole wood and bark weight"
"752","silver poplar","Hardwood","WSTPOB",1,1624961.4065827,2434764.12620973,809802.71962703,49.8351970912371,"Stump wood and bark weight"
"7530","cuero de rana","Hardwood","BIOMASS",1,68079117.7116661,66261790.658723,-1817327.05294308,-2.66943390870599,"Total aboveground biomass"
"7530","cuero de rana","Hardwood","CARBON",1,34039558.8727683,31461098.2047617,-2578460.66800664,-7.57489448569032,"Total aboveground carbon"
"7530","cuero de rana","Hardwood","VMERIB",1,1424924.32093925,1351065.6430168,-73858.67792245,-5.18334039479133,"Merchantable wood volume"
"7530","cuero de rana","Hardwood","WMERBCH",1,11436513.3430488,13060236.4515736,1623723.10852479,14.1977109615467,"Top and limb weight"
"7530","cuero de rana","Hardwood","WMEROB",1,53380109.0866672,50553407.6106734,-2826701.47599377,-5.29542094304149,"Merch bole wood and bark weight"
"7530","cuero de rana","Hardwood","WSTPOB",1,3262495.28195008,2648146.59647596,-614348.685474114,-18.8306382808591,"Stump wood and bark weight"
"7552","Krug's roughleaf","Hardwood","BIOMASS",1,722946.289099343,536765.323929822,-186180.965169521,-25.7530840086983,"Total aboveground biomass"
"7552","Krug's roughleaf","Hardwood","CARBON",1,361473.144549671,254856.17580188,-106616.968747791,-29.4951285746598,"Total aboveground carbon"
"7565","white leadtree","Hardwood","BIOMASS",1,900533342.979088,889198305.132502,-11335037.8465861,-1.25870273821159,"Total aboveground biomass"
"7565","white leadtree","Hardwood","CARBON",1,450266687.82103,422191355.276912,-28075332.544118,-6.23526752111789,"Total aboveground carbon"
"7565","white leadtree","Hardwood","VMERIB",1,1058632.70348753,862059.096148696,-196573.607338837,-18.5686316596162,"Merchantable wood volume"
"7565","white leadtree","Hardwood","WMERBCH",1,13254647.2562454,21018629.0168456,7763981.76060023,58.5755441884125,"Top and limb weight"
"7565","white leadtree","Hardwood","WMEROB",1,39658196.8113096,32790188.8853157,-6868007.92599387,-17.3180035357414,"Merch bole wood and bark weight"
"7565","white leadtree","Hardwood","WSTPOB",1,3746378.59154268,4443691.27255331,697312.681010627,18.612979547363,"Stump wood and bark weight"
"7569","Maria laurel","Hardwood","BIOMASS",1,1975506.30927198,2239728.20861142,264221.899339439,13.3748952407452,"Total aboveground biomass"
"7569","Maria laurel","Hardwood","CARBON",1,987753.154635988,1063422.9534487,75669.7988127114,7.66080052061161,"Total aboveground carbon"
"7570","Puerto Rico cinnamon","Hardwood","BIOMASS",1,86633478.9189945,96465846.9631971,9832368.04420257,11.3493861344252,"Total aboveground biomass"
"7570","Puerto Rico cinnamon","Hardwood","CARBON",1,43316740.1413969,45801984.138126,2485243.9967291,5.73737540871411,"Total aboveground carbon"
"7570","Puerto Rico cinnamon","Hardwood","VMERIB",1,745915.156318946,686394.039432647,-59521.1168862983,-7.97960952825145,"Merchantable wood volume"
"7570","Puerto Rico cinnamon","Hardwood","WMERBCH",1,9395532.16951877,10647099.1419335,1251566.9724147,13.3208736858468,"Top and limb weight"
"7570","Puerto Rico cinnamon","Hardwood","WMEROB",1,27943261.1392031,26053850.9777069,-1889410.16149624,-6.7615950482082,"Merch bole wood and bark weight"
"7570","Puerto Rico cinnamon","Hardwood","WSTPOB",1,2663371.82576041,2436422.00291803,-226949.822842377,-8.52114679021887,"Stump wood and bark weight"
"7590","geno geno","Hardwood","BIOMASS",1,66534504.5949296,68966933.400952,2432428.80602242,3.65589076048789,"Total aboveground biomass"
"7590","geno geno","Hardwood","CARBON",1,33267252.3665004,32745499.978772,-521752.387728401,-1.5683663381043,"Total aboveground carbon"
"7590","geno geno","Hardwood","VMERIB",1,1042779.65549615,840231.680669234,-202547.974826917,-19.4238517945141,"Merchantable wood volume"
"7590","geno geno","Hardwood","WMERBCH",1,8681079.07898086,16700343.076663,8019263.99768212,92.3763500449943,"Top and limb weight"
"7590","geno geno","Hardwood","WMEROB",1,39064314.4728155,31031314.6439903,-8032999.82882519,-20.5635243757196,"Merch bole wood and bark weight"
"7590","geno geno","Hardwood","WSTPOB",1,2475884.60294902,2741323.53055145,265438.927602433,10.7209733154069,"Stump wood and bark weight"
"7591","geno","Hardwood","BIOMASS",1,8398261.18431528,8412762.8153369,14501.6310216226,0.172674208426692,"Total aboveground biomass"
"7591","geno","Hardwood","CARBON",1,4199130.59215764,3994379.78472195,-204750.807435685,-4.87602857167816,"Total aboveground carbon"
"7591","geno","Hardwood","VMERIB",1,112274.829164024,106483.785526985,-5791.04363703869,-5.15791801257474,"Merchantable wood volume"
"7591","geno","Hardwood","WMERBCH",1,1759794.40786018,1876119.69977426,116325.291914086,6.61016374381665,"Top and limb weight"
"7591","geno","Hardwood","WMEROB",1,4206007.67915431,3989375.68148062,-216631.997673688,-5.15053737888671,"Merch bole wood and bark weight"
"7591","geno","Hardwood","WSTPOB",1,490654.529326719,400217.717445322,-90436.8118813972,-18.4318714035913,"Stump wood and bark weight"
"7592","broadleaf lancepod","Hardwood","BIOMASS",1,121063307.282792,119414333.869637,-1648973.41315484,-1.36207530602398,"Total aboveground biomass"
"7592","broadleaf lancepod","Hardwood","CARBON",1,60531653.7091373,56697925.7213038,-3833727.98783346,-6.33342681542294,"Total aboveground carbon"
"7592","broadleaf lancepod","Hardwood","VMERIB",1,2360745.62249878,2080557.76305222,-280187.859446555,-11.868617134191,"Merchantable wood volume"
"7592","broadleaf lancepod","Hardwood","WMERBCH",1,25392085.935423,32697029.7843406,7304943.84891761,28.7685850918097,"Top and limb weight"
"7592","broadleaf lancepod","Hardwood","WMEROB",1,88437580.1816884,79590508.2096948,-8847071.97199365,-10.0037472235423,"Merch bole wood and bark weight"
"7592","broadleaf lancepod","Hardwood","WSTPOB",1,7233641.16568079,7126795.87560215,-106845.290078633,-1.477060965998,"Stump wood and bark weight"
"760","cherry and plum spp.","Hardwood","BIOMASS",2,2248129.63419504,4517580.62809414,2269450.9938991,100.948404370448,"Total aboveground biomass"
"760","cherry and plum spp.","Hardwood","CARBON",2,1124064.82305826,2152853.04831826,1028788.22526,91.5239231898525,"Total aboveground carbon"
"760","cherry and plum spp.","Hardwood","VMERIB",2,49893.866585242,47908.9090789505,-1984.95750629158,-3.9783597506927,"Merchantable wood volume"
"760","cherry and plum spp.","Hardwood","WMERBCH",2,398677.695782392,1614449.33844306,1215771.64266067,304.951005667562,"Top and limb weight"
"760","cherry and plum spp.","Hardwood","WMEROB",2,1653457.26713498,2406224.37094547,752767.103810487,45.5268556843226,"Merch bole wood and bark weight"
"760","cherry and plum spp.","Hardwood","WSTPOB",2,195994.671277674,496906.918705613,300912.247427939,153.530830948778,"Stump wood and bark weight"
"760","cherry and plum spp.","Hardwood","BIOMASS",1,130542703.25474,130762049.680672,219346.425932452,0.168026569439444,"Total aboveground biomass"
"760","cherry and plum spp.","Hardwood","CARBON",1,65271352.4696296,62314654.7753242,-2956697.69430543,-4.52985510861164,"Total aboveground carbon"
"760","cherry and plum spp.","Hardwood","VMERIB",1,2147890.06704969,1813991.6194217,-333898.447627987,-15.5454160690182,"Merchantable wood volume"
"760","cherry and plum spp.","Hardwood","WMERBCH",1,20786091.9206014,31056734.591293,10270642.6706916,49.4111288929315,"Top and limb weight"
"760","cherry and plum spp.","Hardwood","WMEROB",1,70753158.7199904,63176875.9480249,-7576282.77196553,-10.7080488122786,"Merch bole wood and bark weight"
"760","cherry and plum spp.","Hardwood","WSTPOB",1,5479249.13318563,6932778.50276055,1453529.36957491,26.5278934073551,"Stump wood and bark weight"
"761","pin cherry","Hardwood","BIOMASS",1,7748546534.66449,9593710778.69514,1845164244.03065,23.8130368808651,"Total aboveground biomass"
"761","pin cherry","Hardwood","CARBON",1,3874273311.76108,4571882871.58717,697609559.826095,18.0062040978981,"Total aboveground carbon"
"761","pin cherry","Hardwood","VMERIB",1,108465425.000088,125582747.301527,17117322.3014395,15.7813628641805,"Merchantable wood volume"
"761","pin cherry","Hardwood","WMERBCH",1,1284357387.46134,1916982428.63137,632625041.170033,49.2561531039645,"Top and limb weight"
"761","pin cherry","Hardwood","WMEROB",1,3572934922.82157,4330170118.37878,757235195.55721,21.1936464535217,"Merch bole wood and bark weight"
"761","pin cherry","Hardwood","WSTPOB",1,335873124.251113,424747291.539174,88874167.2880601,26.4606367318672,"Stump wood and bark weight"
"761","pin cherry","Hardwood","BIOMASS",2,793982903.362189,1042523657.10115,248540753.738956,31.3030359578888,"Total aboveground biomass"
"761","pin cherry","Hardwood","CARBON",2,396991460.346472,496814648.791551,99823188.4450789,25.1449208398485,"Total aboveground carbon"
"761","pin cherry","Hardwood","VMERIB",2,8453504.88531842,11101247.1874422,2647742.30212379,31.3212370258665,"Merchantable wood volume"
"761","pin cherry","Hardwood","WMERBCH",2,47665534.3632376,85893170.1968955,38227635.833658,80.1997425274673,"Top and limb weight"
"761","pin cherry","Hardwood","WMEROB",2,214973001.628364,399709540.689092,184736539.060728,85.9347628127239,"Merch bole wood and bark weight"
"761","pin cherry","Hardwood","WSTPOB",2,26167594.2537305,47789965.2601167,21622371.0063862,82.6303358143202,"Stump wood and bark weight"
"762","black cherry","Hardwood","BIOMASS",1,755393207115.68,861036058679.968,105642851564.288,13.9851471484188,"Total aboveground biomass"
"762","black cherry","Hardwood","CARBON",1,377696604587.054,410326733763.939,32630129176.8843,8.63924345111858,"Total aboveground carbon"
"762","black cherry","Hardwood","VMERIB",1,16525486067.8565,15985725077.5063,-539760990.35021,-3.26623367163821,"Merchantable wood volume"
"762","black cherry","Hardwood","WMERBCH",1,136207657229.962,221560077399.551,85352420169.5888,62.6634521915951,"Top and limb weight"
"762","black cherry","Hardwood","WMEROB",1,544427246952.187,554215789378.185,9788542425.99799,1.79795233996759,"Merch bole wood and bark weight"
"762","black cherry","Hardwood","WSTPOB",1,35825166577.5181,27378712489.2396,-8446454088.2785,-23.5768731737846,"Stump wood and bark weight"
"762","black cherry","Hardwood","BIOMASS",2,13174355447.3579,24389299569.1731,11214944121.8153,85.1270801568089,"Total aboveground biomass"
"762","black cherry","Hardwood","CARBON",2,6587177807.22653,11622720709.6895,5035542902.46292,76.4446178595426,"Total aboveground carbon"
"762","black cherry","Hardwood","VMERIB",2,276416841.523627,393429999.373025,117013157.849398,42.3321376528342,"Merchantable wood volume"
"762","black cherry","Hardwood","WMERBCH",2,1035451361.9456,3187019413.95811,2151568052.01251,207.790354147562,"Top and limb weight"
"762","black cherry","Hardwood","WMEROB",2,7953919221.83031,16135638633.0952,8181719411.26487,102.863999282383,"Merch bole wood and bark weight"
"762","black cherry","Hardwood","WSTPOB",2,756745794.909747,1189058529.57299,432312734.663242,57.1278674518174,"Stump wood and bark weight"
"762","black cherry","Hardwood","VSAWIB",1,8071618231.31785,7865685462.917,-205932768.400856,-2.55131948141251,"Sawlog wood volume"
"763","chokecherry","Hardwood","BIOMASS",1,2313095748.62513,2261056008.51062,-52039740.1145105,-2.24978754750824,"Total aboveground biomass"
"763","chokecherry","Hardwood","CARBON",1,1156547898.22735,1077506240.85573,-79041657.3716168,-6.83427443798605,"Total aboveground carbon"
"763","chokecherry","Hardwood","VMERIB",1,26602914.6776237,23128247.7139899,-3474666.96363382,-13.0612265826513,"Merchantable wood volume"
"763","chokecherry","Hardwood","WMERBCH",1,259653863.876067,359926656.035907,100272792.15984,38.6178702149796,"Top and limb weight"
"763","chokecherry","Hardwood","WMEROB",1,877200553.153804,795895498.948514,-81305054.20529,-9.26869618503698,"Merch bole wood and bark weight"
"763","chokecherry","Hardwood","WSTPOB",1,68004107.5478604,75703099.4116719,7698991.86381149,11.3213629903062,"Stump wood and bark weight"
"763","chokecherry","Hardwood","BIOMASS",2,166940049.892763,155560685.706632,-11379364.1861311,-6.81643751361092,"Total aboveground biomass"
"763","chokecherry","Hardwood","CARBON",2,83470027.67617,74132444.7734957,-9337582.9026743,-11.1867494987546,"Total aboveground carbon"
"763","chokecherry","Hardwood","VMERIB",2,1185450.70971777,1181444.99923749,-4005.7104802765,-0.337906118528554,"Merchantable wood volume"
"763","chokecherry","Hardwood","WMERBCH",2,4070896.01618109,6431262.63291426,2360366.61673318,57.9815010590086,"Top and limb weight"
"763","chokecherry","Hardwood","WMEROB",2,31822973.0511814,40774035.6082787,8951062.55709722,28.1276753831299,"Merch bole wood and bark weight"
"763","chokecherry","Hardwood","WSTPOB",2,3616416.00233824,4793324.64812778,1176908.64578954,32.5435084080092,"Stump wood and bark weight"
"763","chokecherry","Hardwood","VSAWIB",1,906583.717223955,585393.338714569,-321190.378509386,-35.4286507034233,"Sawlog wood volume"
"7632","Maclura tinctoria","Hardwood","BIOMASS",1,48820616.1140983,49041838.6042095,221222.49011115,0.453133343491881,"Total aboveground biomass"
"7632","Maclura tinctoria","Hardwood","CARBON",1,24410308.0739844,21087990.5998101,-3322317.47417436,-13.610305384532,"Total aboveground carbon"
"7632","Maclura tinctoria","Hardwood","VMERIB",1,984396.599689509,858330.348576866,-126066.251112642,-12.8064492657132,"Merchantable wood volume"
"7632","Maclura tinctoria","Hardwood","WMERBCH",1,9274737.56694544,13797998.5392598,4523260.97231433,48.7696922922643,"Top and limb weight"
"7632","Maclura tinctoria","Hardwood","WMEROB",1,36877185.0764835,32438062.2745603,-4439122.80192322,-12.0375858209255,"Merch bole wood and bark weight"
"7632","Maclura tinctoria","Hardwood","WSTPOB",1,2668693.47066935,2805777.79038936,137084.319720012,5.1367577890326,"Stump wood and bark weight"
"7635","Puerto Rico magnolia","Hardwood","BIOMASS",1,105893023.786785,114163691.50405,8270667.71726437,7.81039904377204,"Total aboveground biomass"
"7635","Puerto Rico magnolia","Hardwood","CARBON",1,52946511.8933926,54204920.7261228,1258408.83273017,2.376754931966,"Total aboveground carbon"
"7635","Puerto Rico magnolia","Hardwood","VMERIB",1,2207396.61951443,1837860.45399676,-369536.165517667,-16.740814145079,"Merchantable wood volume"
"7635","Puerto Rico magnolia","Hardwood","WMERBCH",1,18134815.4684441,36885928.7436388,18751113.2751947,103.398423368702,"Top and limb weight"
"7635","Puerto Rico magnolia","Hardwood","WMEROB",1,82692863.5014157,71767181.4110209,-10925682.0903948,-13.2123639547296,"Merch bole wood and bark weight"
"7635","Puerto Rico magnolia","Hardwood","WSTPOB",1,5065344.8169254,5510581.34938971,445236.532464307,8.78985633863638,"Stump wood and bark weight"
"764","peach","Hardwood","BIOMASS",1,13457175.1464038,12517912.6471596,-939262.499244152,-6.97964089064527,"Total aboveground biomass"
"764","peach","Hardwood","CARBON",1,6728587.80469675,5965411.27200392,-763176.532692827,-11.3422987831133,"Total aboveground carbon"
"764","peach","Hardwood","BIOMASS",2,602857.977054838,471778.598632298,-131079.378422541,-21.7429947701625,"Total aboveground biomass"
"764","peach","Hardwood","CARBON",2,301428.988527419,224826.091178222,-76602.8973491973,-25.4132483154417,"Total aboveground carbon"
"765","Canada plum","Hardwood","BIOMASS",2,8162314.36541857,3992977.00733992,-4169337.35807865,-51.0803329965207,"Total aboveground biomass"
"765","Canada plum","Hardwood","CARBON",2,4081157.55061225,1902853.19284784,-2178304.35776441,-53.3746695821047,"Total aboveground carbon"
"765","Canada plum","Hardwood","BIOMASS",1,31996737.1369207,23813253.7708685,-8183483.36605216,-25.5759933615523,"Total aboveground biomass"
"765","Canada plum","Hardwood","CARBON",1,15998369.3107865,11348206.0845074,-4650163.2262791,-29.0664825642189,"Total aboveground carbon"
"765","Canada plum","Hardwood","VMERIB",1,119172.479837801,49971.4234305244,-69201.0564072769,-58.067983901537,"Merchantable wood volume"
"765","Canada plum","Hardwood","WMERBCH",1,1586880.70083936,1607920.71304173,21040.012202367,1.32587233503048,"Top and limb weight"
"765","Canada plum","Hardwood","WMEROB",1,3925633.59609658,1782848.9673706,-2142784.62872598,-54.5844276158794,"Merch bole wood and bark weight"
"765","Canada plum","Hardwood","WSTPOB",1,413105.055626034,360818.56262438,-52286.493001654,-12.6569482240824,"Stump wood and bark weight"
