"VOLUME_REG","SPCD","COMMON_NAME","HWSW","variable","STATUSCD","CRM","CRM2","DIFF","PDIFF","VAR2"
"Central States","762","black cherry","Hardwood","WMEROB",1,29711749924.2349,41697133473.4789,11985383549.244,40.3388678883161,"Merch bole wood and bark weight"
"Central States","762","black cherry","Hardwood","WSTPOB",1,2094976240.35259,2274012555.51643,179036315.163837,8.54598308636209,"Stump wood and bark weight"
"Central States","762","black cherry","Hardwood","VSAWIB",1,345345657.500867,449767218.296905,104421560.796038,30.2368246213653,"Sawlog wood volume"
"Central States","762","black cherry","Hardwood","BIOMASS",2,848897076.794192,1298075906.30753,449178829.513341,52.9132260897443,"Total aboveground biomass"
"Central States","762","black cherry","Hardwood","CARBON",2,424448544.581141,618598073.150854,194149528.569714,45.7415936627388,"Total aboveground carbon"
"Central States","762","black cherry","Hardwood","VMERIB",2,19384249.6275414,22202529.7833499,2818280.1558085,14.5390211638848,"Merchantable wood volume"
"Central States","762","black cherry","Hardwood","WMERBCH",2,43206421.9800956,125051915.960111,81845493.9800154,189.429002053723,"Top and limb weight"
"Central States","762","black cherry","Hardwood","WMEROB",2,446924961.904334,783195253.407168,336270291.502833,75.240883854416,"Merch bole wood and bark weight"
"Central States","762","black cherry","Hardwood","WSTPOB",2,49181712.0669556,64299346.5689297,15117634.5019741,30.7383250127468,"Stump wood and bark weight"
"Central States","763","chokecherry","Hardwood","BIOMASS",1,35875336.9703679,35837260.15028,-38076.8200879395,-0.106136480667457,"Total aboveground biomass"
"Central States","763","chokecherry","Hardwood","CARBON",1,17937668.5192709,17078246.324616,-859422.194654934,-4.79115886064923,"Total aboveground carbon"
"Central States","763","chokecherry","Hardwood","VMERIB",1,784719.488067846,639922.19874592,-144797.289321926,-18.4521082404171,"Merchantable wood volume"
"Central States","763","chokecherry","Hardwood","WMERBCH",1,6929487.68286716,10450635.7320857,3521148.04921851,50.8139737072393,"Top and limb weight"
"Central States","763","chokecherry","Hardwood","WMEROB",1,25849266.3486127,21931484.8243096,-3917781.52430314,-15.1562580982628,"Merch bole wood and bark weight"
"Central States","763","chokecherry","Hardwood","WSTPOB",1,1853696.09397829,2183093.71967717,329397.625698881,17.769775033185,"Stump wood and bark weight"
"Central States","766","American plum","Hardwood","BIOMASS",1,221882636.331718,200130498.820026,-21752137.5116919,-9.80344287922204,"Total aboveground biomass"
"Central States","766","American plum","Hardwood","CARBON",1,110941322.36117,95372189.2126834,-15569133.1484864,-14.0336646590537,"Total aboveground carbon"
"Central States","766","American plum","Hardwood","VMERIB",1,778875.3650169,587849.68391669,-191025.681100211,-24.5258342579709,"Merchantable wood volume"
"Central States","766","American plum","Hardwood","WMERBCH",1,10667920.8614503,17532414.1925134,6864493.3310631,64.3470590025532,"Top and limb weight"
"Central States","766","American plum","Hardwood","WMEROB",1,25656756.4213834,21548299.2221922,-4108457.19919118,-16.0131589968521,"Merch bole wood and bark weight"
"Central States","766","American plum","Hardwood","WSTPOB",1,2766866.57498588,3860810.37014748,1093943.7951616,39.5372803680344,"Stump wood and bark weight"
"Central States","802","white oak","Hardwood","BIOMASS",1,365315607195.707,511114564120.483,145798956924.776,39.9104100818415,"Total aboveground biomass"
"Central States","802","white oak","Hardwood","CARBON",1,182657803743.648,253359489434.523,70701685690.8755,38.7071804444239,"Total aboveground carbon"
"Central States","802","white oak","Hardwood","VMERIB",1,6533668179.53894,8619447113.60157,2085778934.06263,31.9235516213469,"Merchantable wood volume"
"Central States","802","white oak","Hardwood","VSAWIB",1,4174873471.74732,5596076947.87128,1421203476.12396,34.0418335008639,"Sawlog wood volume"
"Central States","802","white oak","Hardwood","WMERBCH",1,65460348430.0986,148066906780.485,82606558350.3866,126.193276283272,"Top and limb weight"
"Central States","802","white oak","Hardwood","WMEROB",1,281150536784.695,338020581125.956,56870044341.2603,20.2276136448608,"Merch bole wood and bark weight"
"Central States","802","white oak","Hardwood","WSTPOB",1,15122573441.2423,20756959163.2485,5634385722.00616,37.2581144598052,"Stump wood and bark weight"
"Central States","802","white oak","Hardwood","BIOMASS",2,4190234240.8061,8129094292.68442,3938860051.87832,94.0009513912183,"Total aboveground biomass"
"Central States","802","white oak","Hardwood","CARBON",2,2095117127.29613,4029592040.88367,1934474913.58753,92.3325425764661,"Total aboveground carbon"
"Central States","802","white oak","Hardwood","VMERIB",2,110990872.127208,147994224.42488,37003352.2976721,33.3390949980663,"Merchantable wood volume"
"Central States","802","white oak","Hardwood","WMERBCH",2,363640680.498487,1466406518.45222,1102765837.95373,303.257005360906,"Top and limb weight"
"Central States","802","white oak","Hardwood","WMEROB",2,3096297514.24767,5760604029.42333,2664306515.17566,86.0481430778471,"Merch bole wood and bark weight"
"Central States","802","white oak","Hardwood","WSTPOB",2,266863281.397452,423974493.119449,157111211.721997,58.8732968054917,"Stump wood and bark weight"
"Central States","804","swamp white oak","Hardwood","BIOMASS",1,10248190116.1324,13787183626.5114,3538993510.37902,34.5328635620063,"Total aboveground biomass"
"Central States","804","swamp white oak","Hardwood","CARBON",1,5124095060.59111,6488248614.63628,1364153554.04517,26.6223311221671,"Total aboveground carbon"
"Central States","804","swamp white oak","Hardwood","VMERIB",1,177712864.706634,202000440.204624,24287575.4979906,13.666751440918,"Merchantable wood volume"
"Central States","804","swamp white oak","Hardwood","VSAWIB",1,92668709.7266925,108342075.867459,15673366.1407664,16.9133315732914,"Sawlog wood volume"
"Central States","804","swamp white oak","Hardwood","WMERBCH",1,1740274128.66797,4494155289.95116,2753881161.2832,158.244101657195,"Top and limb weight"
"Central States","804","swamp white oak","Hardwood","WMEROB",1,8072997847.62543,8771847192.20282,698849344.577391,8.65662741112892,"Merch bole wood and bark weight"
"Central States","804","swamp white oak","Hardwood","WSTPOB",1,429427623.416275,515612503.081984,86184879.6657087,20.0697102296476,"Stump wood and bark weight"
"Central States","804","swamp white oak","Hardwood","BIOMASS",2,111006540.158715,251455617.830326,140449077.671611,126.523245811283,"Total aboveground biomass"
"Central States","804","swamp white oak","Hardwood","CARBON",2,55503270.1985507,118335013.750951,62831743.5524007,113.203678499724,"Total aboveground carbon"
"Central States","804","swamp white oak","Hardwood","VMERIB",2,3322529.89684378,4582158.40216014,1259628.50531636,37.9117282439788,"Merchantable wood volume"
"Central States","804","swamp white oak","Hardwood","WMERBCH",2,6578496.73131834,26152149.6790584,19573652.9477401,297.539905348825,"Top and limb weight"
"Central States","804","swamp white oak","Hardwood","WMEROB",2,94870439.2723968,208931754.477377,114061315.20498,120.228509617713,"Merch bole wood and bark weight"
"Central States","804","swamp white oak","Hardwood","WSTPOB",2,9557604.15499981,16371713.6738906,6814109.5188908,71.2951636035917,"Stump wood and bark weight"
"Central States","806","scarlet oak","Hardwood","BIOMASS",1,35150412456.2746,47344206856.7855,12193794400.511,34.6903309191022,"Total aboveground biomass"
"Central States","806","scarlet oak","Hardwood","CARBON",1,17575206243.5081,22346465636.4028,4771259392.8947,27.1476722764327,"Total aboveground carbon"
"Central States","806","scarlet oak","Hardwood","VMERIB",1,568239236.104118,809947073.556592,241707837.452474,42.5362808646649,"Merchantable wood volume"
"Central States","806","scarlet oak","Hardwood","VSAWIB",1,369583558.754934,529925780.484002,160342221.729068,43.3845656633736,"Sawlog wood volume"
"Central States","806","scarlet oak","Hardwood","WMERBCH",1,6455935422.01947,13076457592.7025,6620522170.68304,102.549386539745,"Top and limb weight"
"Central States","806","scarlet oak","Hardwood","WMEROB",1,26813436644.8611,32231794374.4953,5418357729.63417,20.2076212810737,"Merch bole wood and bark weight"
"Central States","806","scarlet oak","Hardwood","WSTPOB",1,1553533742.49126,1663250315.16936,109716572.678101,7.06238748970837,"Stump wood and bark weight"
"Central States","806","scarlet oak","Hardwood","BIOMASS",2,1027721081.26851,1450846177.07538,423125095.806867,41.1711994157603,"Total aboveground biomass"
"Central States","806","scarlet oak","Hardwood","CARBON",2,513860541.438328,684799395.579577,170938854.14125,33.2656120399479,"Total aboveground carbon"
"Central States","806","scarlet oak","Hardwood","VMERIB",2,25311217.9595391,29276699.818919,3965481.85937987,15.6668946777624,"Merchantable wood volume"
"Central States","806","scarlet oak","Hardwood","WMERBCH",2,83972345.169458,155054286.875211,71081941.7057527,84.6492277455248,"Top and limb weight"
"Central States","806","scarlet oak","Hardwood","WMEROB",2,831867877.15503,1170338887.52018,338471010.365146,40.688073149634,"Merch bole wood and bark weight"
"Central States","806","scarlet oak","Hardwood","WSTPOB",2,71393908.7975545,92373724.7415192,20979815.9439648,29.3860026678963,"Stump wood and bark weight"
"Central States","809","northern pin oak","Hardwood","BIOMASS",1,3093235730.33863,3839092351.03373,745856620.695103,24.1125050179558,"Total aboveground biomass"
"Central States","809","northern pin oak","Hardwood","CARBON",1,1546617865.67359,1813395272.01078,266777406.337194,17.2490834522338,"Total aboveground carbon"
"Central States","809","northern pin oak","Hardwood","VMERIB",1,55944212.0954885,62175468.9246867,6231256.82919824,11.1383404927795,"Merchantable wood volume"
"Central States","809","northern pin oak","Hardwood","WMERBCH",1,521140094.284032,1221062544.45267,699922450.168638,134.306006742818,"Top and limb weight"
"Central States","809","northern pin oak","Hardwood","WMEROB",1,2446771047.67178,2484903859.65275,38132811.9809756,1.55849530822514,"Merch bole wood and bark weight"
"Central States","809","northern pin oak","Hardwood","WSTPOB",1,119398177.959688,128923287.97909,9525110.01940207,7.97760081616826,"Stump wood and bark weight"
"Central States","809","northern pin oak","Hardwood","VSAWIB",1,39495739.9960609,45289180.2418756,5793440.24581473,14.6685193045947,"Sawlog wood volume"
"Central States","812","southern red oak","Hardwood","BIOMASS",1,7806962713.52877,10869813350.9978,3062850637.46901,39.2322949379707,"Total aboveground biomass"
"Central States","812","southern red oak","Hardwood","CARBON",1,3903481359.62771,5160987379.05375,1257506019.42604,32.2149871761134,"Total aboveground carbon"
"Central States","812","southern red oak","Hardwood","VMERIB",1,143104382.712547,153095621.89802,9991239.18547335,6.98178420261434,"Merchantable wood volume"
"Central States","812","southern red oak","Hardwood","VSAWIB",1,90830760.8755183,95382968.5984481,4552207.72292987,5.01174676844178,"Sawlog wood volume"
"Central States","812","southern red oak","Hardwood","WMERBCH",1,1444416073.01565,3855599065.53281,2411182992.51716,166.931332153006,"Top and limb weight"
"Central States","812","southern red oak","Hardwood","WMEROB",1,5979336147.0019,6476573022.64952,497236875.647616,8.3159210892824,"Merch bole wood and bark weight"
"Central States","812","southern red oak","Hardwood","WSTPOB",1,295466609.365252,452221340.844401,156754731.479149,53.0532813220092,"Stump wood and bark weight"
"Central States","812","southern red oak","Hardwood","BIOMASS",2,43489305.7806287,80183446.1686447,36694140.388016,84.3750888393361,"Total aboveground biomass"
"Central States","812","southern red oak","Hardwood","CARBON",2,21744653.3987489,38071100.2408724,16326446.8421236,75.082580268044,"Total aboveground carbon"
"Central States","812","southern red oak","Hardwood","VMERIB",2,648619.080622434,1154220.15174869,505601.071126257,77.9503850921356,"Merchantable wood volume"
"Central States","812","southern red oak","Hardwood","WMERBCH",2,551842.056672447,3270426.33607415,2718584.27940171,492.638110222063,"Top and limb weight"
"Central States","812","southern red oak","Hardwood","WMEROB",2,13872074.7000959,50543031.0249423,36670956.3248464,264.350914464099,"Merch bole wood and bark weight"
"Central States","812","southern red oak","Hardwood","WSTPOB",2,1473453.24041621,3670187.97943108,2196734.73901488,149.087509447831,"Stump wood and bark weight"
"Central States","813","cherrybark oak","Hardwood","BIOMASS",1,3253392376.38859,3272607084.38261,19214707.99402,0.590605305817713,"Total aboveground biomass"
"Central States","813","cherrybark oak","Hardwood","CARBON",1,1626696188.91509,1543525131.34906,-83171057.56603,-5.11288205706687,"Total aboveground carbon"
"Central States","813","cherrybark oak","Hardwood","VMERIB",1,53668526.3507443,60925798.9514969,7257272.60075259,13.5223996152299,"Merchantable wood volume"
"Central States","813","cherrybark oak","Hardwood","VSAWIB",1,31963651.9167499,37356250.9196527,5392599.00290281,16.871035315201,"Sawlog wood volume"
"Central States","813","cherrybark oak","Hardwood","WMERBCH",1,555721252.371475,861457487.258073,305736234.886597,55.0161134888946,"Top and limb weight"
"Central States","813","cherrybark oak","Hardwood","WMEROB",1,2506998550.70663,2204143373.65893,-302855177.047698,-12.0803889959304,"Merch bole wood and bark weight"
"Central States","813","cherrybark oak","Hardwood","WSTPOB",1,133304946.968372,142388866.700452,9083919.7320805,6.81439056739266,"Stump wood and bark weight"
"Central States","817","shingle oak","Hardwood","BIOMASS",1,36160950194.9031,43835855688.4899,7674905493.58685,21.2242915416217,"Total aboveground biomass"
"Central States","817","shingle oak","Hardwood","CARBON",1,18080475119.3054,20705866434.4582,2625391315.15282,14.5205880809491,"Total aboveground carbon"
"Central States","817","shingle oak","Hardwood","VMERIB",1,620779264.513964,690682304.984145,69903040.4701811,11.2605308305379,"Merchantable wood volume"
"Central States","817","shingle oak","Hardwood","WMERBCH",1,6585327547.904,13416405809.5894,6831078261.68543,103.731791805248,"Top and limb weight"
"Central States","817","shingle oak","Hardwood","WMEROB",1,27150346291.362,27762175666.1919,611829374.829884,2.25348645009563,"Merch bole wood and bark weight"
"Central States","817","shingle oak","Hardwood","WSTPOB",1,1495451071.96135,1781939247.4486,286488175.487254,19.1573085110376,"Stump wood and bark weight"
"Central States","817","shingle oak","Hardwood","VSAWIB",1,286614486.672585,324114833.183184,37500346.5105992,13.0838977980334,"Sawlog wood volume"
"Central States","817","shingle oak","Hardwood","BIOMASS",2,946936349.284661,1200278138.17205,253341788.887387,26.7538350469668,"Total aboveground biomass"
"Central States","817","shingle oak","Hardwood","CARBON",2,473468175.365096,566951378.565567,93483203.2004703,19.7443477860755,"Total aboveground carbon"
"Central States","817","shingle oak","Hardwood","VMERIB",2,18691347.7321183,20498642.8644996,1807295.13238122,9.66915365485204,"Merchantable wood volume"
"Central States","817","shingle oak","Hardwood","WMERBCH",2,109493035.412444,210503188.592251,101010153.179807,92.2525828234805,"Top and limb weight"
"Central States","817","shingle oak","Hardwood","WMEROB",2,644327218.546565,822432698.702335,178105480.155769,27.6420854232309,"Merch bole wood and bark weight"
"Central States","817","shingle oak","Hardwood","WSTPOB",2,47583087.248191,61670959.2260917,14087871.9779007,29.6068893227105,"Stump wood and bark weight"
"Central States","823","bur oak","Hardwood","BIOMASS",1,48668646432.169,48539919839.0643,-128726593.10466,-0.264495938435581,"Total aboveground biomass"
"Central States","823","bur oak","Hardwood","CARBON",1,24334323225.6008,22944820107.9257,-1389503117.67513,-5.71005449707067,"Total aboveground carbon"
"Central States","823","bur oak","Hardwood","VMERIB",1,932235554.340585,901527855.150491,-30707699.1900938,-3.29398498556674,"Merchantable wood volume"
"Central States","823","bur oak","Hardwood","VSAWIB",1,453295675.36535,479542746.516948,26247071.1515977,5.79027609968768,"Sawlog wood volume"
"Central States","823","bur oak","Hardwood","WMERBCH",1,7895734789.05499,14759842431.0899,6864107642.03491,86.9343743859012,"Top and limb weight"
"Central States","823","bur oak","Hardwood","WMEROB",1,38765486661.3712,31374469146.4389,-7391017514.93228,-19.0659737603585,"Merch bole wood and bark weight"
"Central States","823","bur oak","Hardwood","WSTPOB",1,1735105129.10437,2153487386.62744,418382257.52307,24.1127900843122,"Stump wood and bark weight"
"Central States","824","blackjack oak","Hardwood","BIOMASS",1,10193458646.6213,13219439144.6329,3025980498.01157,29.6855130619924,"Total aboveground biomass"
"Central States","824","blackjack oak","Hardwood","CARBON",1,5096729332.06999,6244202079.96735,1147472747.89736,22.5139039791098,"Total aboveground carbon"
"Central States","824","blackjack oak","Hardwood","VMERIB",1,164062313.112839,147788187.998579,-16274125.1142603,-9.91947803580412,"Merchantable wood volume"
"Central States","824","blackjack oak","Hardwood","WMERBCH",1,2065299414.83256,4945058184.58208,2879758769.74952,139.435413047991,"Top and limb weight"
"Central States","824","blackjack oak","Hardwood","WMEROB",1,7175414626.43357,7069143817.80894,-106270808.624633,-1.48104066673919,"Merch bole wood and bark weight"
"Central States","824","blackjack oak","Hardwood","WSTPOB",1,466120838.334888,679054507.207642,212933668.872754,45.6820745524726,"Stump wood and bark weight"
"Central States","825","swamp chestnut oak","Hardwood","BIOMASS",2,12029026.4027307,14991960.6386462,2962934.23591544,24.6315382202737,"Total aboveground biomass"
"Central States","825","swamp chestnut oak","Hardwood","CARBON",2,6014513.20136537,7076205.42144102,1061692.22007564,17.6521720799387,"Total aboveground carbon"
"Central States","825","swamp chestnut oak","Hardwood","VMERIB",2,285377.666160666,214050.726959819,-71326.9392008467,-24.9938757157998,"Merchantable wood volume"
"Central States","825","swamp chestnut oak","Hardwood","WMERBCH",2,1213407.14119682,4650468.70810412,3437061.5669073,283.257074251041,"Top and limb weight"
"Central States","825","swamp chestnut oak","Hardwood","WMEROB",2,10145122.5983939,9327771.4404864,-817351.157907479,-8.05659221936734,"Merch bole wood and bark weight"
"Central States","825","swamp chestnut oak","Hardwood","WSTPOB",2,670496.663140051,1013720.49005571,343223.826915655,51.1894906841562,"Stump wood and bark weight"
"Central States","825","swamp chestnut oak","Hardwood","BIOMASS",1,412064471.943281,524011769.632801,111947297.68952,27.1674228941846,"Total aboveground biomass"
"Central States","825","swamp chestnut oak","Hardwood","CARBON",1,206032236.054049,247333555.266683,41301319.2126336,20.0460471640947,"Total aboveground carbon"
"Central States","825","swamp chestnut oak","Hardwood","VMERIB",1,7354556.25138132,7424829.80536598,70273.5539846625,0.955510456140217,"Merchantable wood volume"
"Central States","825","swamp chestnut oak","Hardwood","WMERBCH",1,65937113.7506467,176586511.5867,110649397.836053,167.810496307883,"Top and limb weight"
"Central States","825","swamp chestnut oak","Hardwood","WMEROB",1,329186407.602452,319591880.386413,-9594527.21603864,-2.91461828145275,"Merch bole wood and bark weight"
"Central States","825","swamp chestnut oak","Hardwood","WSTPOB",1,15046630.0764473,25383750.4093599,10337120.3329126,68.7005680367817,"Stump wood and bark weight"
"Central States","826","chinkapin oak","Hardwood","BIOMASS",1,34084122638.2202,42061168842.3119,7977046204.09167,23.4039945483197,"Total aboveground biomass"
"Central States","826","chinkapin oak","Hardwood","CARBON",1,17042061338.6485,19867593102.666,2825531764.01749,16.579753516141,"Total aboveground carbon"
"Central States","826","chinkapin oak","Hardwood","VMERIB",1,579775128.761679,653577964.532055,73802835.7703757,12.7295622232034,"Merchantable wood volume"
"Central States","826","chinkapin oak","Hardwood","WMERBCH",1,6444613502.86678,12822443850.1436,6377830347.2768,98.9637368391406,"Top and limb weight"
"Central States","826","chinkapin oak","Hardwood","WMEROB",1,25356993084.3167,26547381063.7365,1190387979.4198,4.69451553447817,"Merch bole wood and bark weight"
"Central States","826","chinkapin oak","Hardwood","WSTPOB",1,1465970611.86686,1836843616.76122,370873004.894359,25.2988021650765,"Stump wood and bark weight"
"Central States","826","chinkapin oak","Hardwood","VSAWIB",1,221423888.040673,270001147.730247,48577259.6895738,21.9385812973579,"Sawlog wood volume"
"Central States","826","chinkapin oak","Hardwood","BIOMASS",2,685876806.600459,833446285.410365,147569478.809907,21.5154496244498,"Total aboveground biomass"
"Central States","826","chinkapin oak","Hardwood","CARBON",2,342938404.76882,393678352.913586,50739948.1447655,14.7956447686196,"Total aboveground carbon"
"Central States","826","chinkapin oak","Hardwood","VMERIB",2,14531904.0199727,14396600.8781018,-135303.141870864,-0.931076489941736,"Merchantable wood volume"
"Central States","826","chinkapin oak","Hardwood","WMERBCH",2,66902382.8417793,155925678.705286,89023295.8635067,133.0644621045,"Top and limb weight"
"Central States","826","chinkapin oak","Hardwood","WMEROB",2,493640380.30932,565067861.152427,71427480.843107,14.4695376821381,"Merch bole wood and bark weight"
"Central States","826","chinkapin oak","Hardwood","WSTPOB",2,35704862.3609714,52484148.0574363,16779285.6964649,46.9943996053776,"Stump wood and bark weight"
"Central States","828","Texas red oak","Hardwood","BIOMASS",1,68890966.8022979,78298575.0688825,9407608.26658455,13.6557936450251,"Total aboveground biomass"
"Central States","828","Texas red oak","Hardwood","CARBON",1,34445483.4189184,36984331.9337867,2538848.51486827,7.37062820106586,"Total aboveground carbon"
"Central States","830","pin oak","Hardwood","BIOMASS",1,40404885347.1466,53086373162.1571,12681487815.0105,31.3860259868455,"Total aboveground biomass"
"Central States","830","pin oak","Hardwood","CARBON",1,20202442682.5211,25093928593.7517,4891485911.23055,24.212348912949,"Total aboveground carbon"
"Central States","830","pin oak","Hardwood","VMERIB",1,719524252.459049,902707942.849416,183183690.390367,25.4590015227864,"Merchantable wood volume"
"Central States","830","pin oak","Hardwood","WMERBCH",1,6802767312.94177,16060337780.32,9257570467.37821,136.085361170098,"Top and limb weight"
"Central States","830","pin oak","Hardwood","WMEROB",1,31967599107.9232,35174621647.836,3207022539.91279,10.0321032214081,"Merch bole wood and bark weight"
"Central States","830","pin oak","Hardwood","WSTPOB",1,1523248234.27468,1748497049.84189,225248815.567211,14.7874004051918,"Stump wood and bark weight"
"Central States","830","pin oak","Hardwood","VSAWIB",1,498119134.896109,634918581.800791,136799446.904682,27.4631985244282,"Sawlog wood volume"
"Central States","830","pin oak","Hardwood","BIOMASS",2,700948424.81284,1011284068.51666,310335643.703822,44.2736773089525,"Total aboveground biomass"
"Central States","830","pin oak","Hardwood","CARBON",2,350474212.600185,478033979.187826,127559766.587641,36.3963344524749,"Total aboveground carbon"
"Central States","830","pin oak","Hardwood","VMERIB",2,20073607.8758296,21482043.1124818,1408435.23665222,7.01635324035645,"Merchantable wood volume"
"Central States","830","pin oak","Hardwood","WMERBCH",2,50590441.9020716,112862935.309951,62272493.4078796,123.091420170674,"Top and limb weight"
"Central States","830","pin oak","Hardwood","WMEROB",2,594486512.182895,831651720.975401,237165208.792506,39.89412777788,"Merch bole wood and bark weight"
"Central States","830","pin oak","Hardwood","WSTPOB",2,44409905.2979941,57947672.2438787,13537766.9458846,30.4836654233894,"Stump wood and bark weight"
"Central States","831","willow oak","Hardwood","BIOMASS",1,359857042.851678,455057867.050314,95200824.198636,26.4551788244074,"Total aboveground biomass"
"Central States","831","willow oak","Hardwood","CARBON",1,179928521.509759,215424394.261619,35495872.7518594,19.7277632551069,"Total aboveground carbon"
"Central States","831","willow oak","Hardwood","VMERIB",1,6827178.3997383,7781255.27961569,954076.879877388,13.9746879899016,"Merchantable wood volume"
"Central States","831","willow oak","Hardwood","WMERBCH",1,63015063.9471398,77855148.6356945,14840084.6885547,23.5500589208373,"Top and limb weight"
"Central States","831","willow oak","Hardwood","WMEROB",1,278784826.012308,351135041.431207,72350215.4188988,25.9519918834121,"Merch bole wood and bark weight"
"Central States","831","willow oak","Hardwood","WSTPOB",1,13737577.4518597,21496650.6350061,7759073.18314644,56.4806510488215,"Stump wood and bark weight"
"Central States","832","chestnut oak","Hardwood","BIOMASS",1,8503238360.99448,13034249323.7164,4531010962.72188,53.2857103419122,"Total aboveground biomass"
"Central States","832","chestnut oak","Hardwood","CARBON",1,4251619182.0489,6165851642.58403,1914232460.53512,45.0236105015556,"Total aboveground carbon"
"Central States","832","chestnut oak","Hardwood","VMERIB",1,154207391.38627,224700864.007705,70493472.6214348,45.7134200816987,"Merchantable wood volume"
"Central States","832","chestnut oak","Hardwood","WMERBCH",1,1463037102.04591,3302927146.69169,1839890044.64577,125.758262867898,"Top and limb weight"
"Central States","832","chestnut oak","Hardwood","WMEROB",1,6679968116.66989,9296104379.25636,2616136262.58647,39.1639034332798,"Merch bole wood and bark weight"
"Central States","832","chestnut oak","Hardwood","WSTPOB",1,321098570.240879,388520126.656717,67421556.4158378,20.9971524835069,"Stump wood and bark weight"
"Central States","832","chestnut oak","Hardwood","VSAWIB",1,120273416.541057,179602046.997413,59328630.4563557,49.3281326519089,"Sawlog wood volume"
"Central States","833","northern red oak","Hardwood","BIOMASS",1,120831328971.888,163393218525.937,42561889554.0494,35.2242170273172,"Total aboveground biomass"
"Central States","833","northern red oak","Hardwood","CARBON",1,60415664513.2466,78153018836.1875,17737354322.9408,29.3588665552983,"Total aboveground carbon"
"Central States","833","northern red oak","Hardwood","VMERIB",1,2195415675.70797,2622430445.3851,427014769.677139,19.450292461788,"Merchantable wood volume"
"Central States","833","northern red oak","Hardwood","WMERBCH",1,20315953438.1412,53999249391.0697,33683295952.9285,165.797268907357,"Top and limb weight"
"Central States","833","northern red oak","Hardwood","WMEROB",1,95347780962.2472,103406067792.454,8058286830.20692,8.45146761558886,"Merch bole wood and bark weight"
"Central States","833","northern red oak","Hardwood","WSTPOB",1,4486364892.73892,5183640367.32957,697275474.590648,15.5421034904934,"Stump wood and bark weight"
"Central States","833","northern red oak","Hardwood","VSAWIB",1,1610610016.0923,1954208255.67554,343598239.583241,21.3334225014251,"Sawlog wood volume"
"Central States","833","northern red oak","Hardwood","BIOMASS",2,1619146828.49393,2733102529.79971,1113955701.30578,68.7989305047729,"Total aboveground biomass"
"Central States","833","northern red oak","Hardwood","CARBON",2,809573415.44269,1307277103.78482,497703688.342133,61.4772766556297,"Total aboveground carbon"
"Central States","833","northern red oak","Hardwood","VMERIB",2,42924934.3260391,47272402.2554214,4347467.92938224,10.128071242604,"Merchantable wood volume"
"Central States","833","northern red oak","Hardwood","WMERBCH",2,128680510.368516,591688837.266474,463008326.897959,359.81231778767,"Top and limb weight"
"Central States","833","northern red oak","Hardwood","WMEROB",2,1270855283.80219,1877794630.56456,606939346.762377,47.758336806573,"Merch bole wood and bark weight"
"Central States","833","northern red oak","Hardwood","WSTPOB",2,89768701.4839608,130954164.438216,41185462.9542551,45.87953515359,"Stump wood and bark weight"
"Central States","834","Shumard oak","Hardwood","BIOMASS",1,16571379042.8168,20020640540.8405,3449261498.02365,20.8145712502956,"Total aboveground biomass"
"Central States","834","Shumard oak","Hardwood","CARBON",1,8285689530.8505,9456749559.46599,1171060028.61549,14.1335253300914,"Total aboveground carbon"
"Central States","834","Shumard oak","Hardwood","VMERIB",1,285169963.446245,306136142.681813,20966179.235568,7.35216955607606,"Merchantable wood volume"
"Central States","834","Shumard oak","Hardwood","WMERBCH",1,3176466428.86402,6292423302.73975,3115956873.87573,98.0950670708038,"Top and limb weight"
"Central States","834","Shumard oak","Hardwood","WMEROB",1,12472167970.1435,12641460686.5575,169292716.413971,1.35736398691256,"Merch bole wood and bark weight"
"Central States","834","Shumard oak","Hardwood","WSTPOB",1,720731583.169051,903613926.434597,182882343.265546,25.3745426919427,"Stump wood and bark weight"
"Central States","834","Shumard oak","Hardwood","VSAWIB",1,126416153.572193,140090693.487449,13674539.915256,10.817082729421,"Sawlog wood volume"
"Central States","835","post oak","Hardwood","BIOMASS",1,143231924623.65,179941606456.961,36709681833.3114,25.6295388962818,"Total aboveground biomass"
"Central States","835","post oak","Hardwood","CARBON",1,71615962390.0894,84932438247.6857,13316475857.5963,18.594284588486,"Total aboveground carbon"
"Central States","835","post oak","Hardwood","VMERIB",1,2410488811.34326,2816818591.79768,406329780.454413,16.8567378758329,"Merchantable wood volume"
"Central States","835","post oak","Hardwood","WMERBCH",1,28178902784.6277,53898249217.9414,25719346433.3138,91.2716390339526,"Top and limb weight"
"Central States","835","post oak","Hardwood","WMEROB",1,107125208201.531,116226019353.992,9100811152.46117,8.4954898153758,"Merch bole wood and bark weight"
"Central States","835","post oak","Hardwood","WSTPOB",1,6408915729.85484,8066927782.27311,1658012052.41827,25.8703987118244,"Stump wood and bark weight"
"Central States","835","post oak","Hardwood","VSAWIB",1,886560689.371408,1102080118.48362,215519429.112213,24.309608095191,"Sawlog wood volume"
"Central States","835","post oak","Hardwood","BIOMASS",2,2258997109.99162,3229164023.97356,970166913.981942,42.9467974833108,"Total aboveground biomass"
"Central States","835","post oak","Hardwood","CARBON",2,1129498560.06408,1524165419.31552,394666859.251435,34.9417762187358,"Total aboveground carbon"
"Central States","835","post oak","Hardwood","VMERIB",2,47380493.292633,54771770.3740329,7391277.08139994,15.5998314237669,"Merchantable wood volume"
