"VOLUME_REG","SPCD","COMMON_NAME","HWSW","variable","STATUSCD","CRM","CRM2","DIFF","PDIFF","VAR2"
"Lake States","974","Siberian elm","Hardwood","VMERIB",2,263197.074488312,212855.872768039,-50341.2017202737,-19.1268089959371,"Merchantable wood volume"
"Lake States","974","Siberian elm","Hardwood","WMERBCH",2,877637.236492785,2373855.18510605,1496217.94861326,170.482505344971,"Top and limb weight"
"Lake States","974","Siberian elm","Hardwood","WMEROB",2,5699362.69724646,8400803.30255664,2701440.60531018,47.3989943930982,"Merch bole wood and bark weight"
"Lake States","974","Siberian elm","Hardwood","WSTPOB",2,963194.750401068,1216485.53772954,253290.787328477,26.296944332702,"Stump wood and bark weight"
"Lake States","977","rock elm","Hardwood","VSAWIB",1,1094150.51420412,1067715.37374393,-26435.140460198,-2.41604241071227,"Sawlog wood volume"
"Lake States","998","unknown dead hardwood","Hardwood","BIOMASS",2,18704492.0782538,17284537.7696315,-1419954.30862237,-7.59151492957796,"Total aboveground biomass"
"Lake States","998","unknown dead hardwood","Hardwood","CARBON",2,9352246.04917715,8206698.53302103,-1145547.51615613,-12.2489026714274,"Total aboveground carbon"
"Lake States","998","unknown dead hardwood","Hardwood","VMERIB",2,941869.086209782,350584.076923741,-591285.009286041,-62.7778337715125,"Merchantable wood volume"
"Lake States","998","unknown dead hardwood","Hardwood","WMERBCH",2,0,0,0,NA,"Top and limb weight"
"Lake States","998","unknown dead hardwood","Hardwood","WMEROB",2,16533916.5458175,13099212.5947557,-3434703.95106181,-20.7736862681254,"Merch bole wood and bark weight"
"Lake States","998","unknown dead hardwood","Hardwood","WSTPOB",2,2170575.53243634,4185325.17487579,2014749.64243944,92.8209874446527,"Stump wood and bark weight"
"Lake States","373","river birch","Hardwood","BIOMASS",2,10337828.8546602,18605459.3770369,8267630.52237669,79.9745346785241,"Total aboveground biomass"
"Lake States","373","river birch","Hardwood","CARBON",2,5168914.4273301,8853407.84456298,3684493.41723288,71.281764653551,"Total aboveground carbon"
"Lake States","373","river birch","Hardwood","VMERIB",2,347991.507254454,464710.97191249,116719.464658036,33.5408945979506,"Merchantable wood volume"
"Lake States","373","river birch","Hardwood","WMERBCH",2,1587617.63891784,2167305.92886988,579688.289952037,36.5130920532709,"Top and limb weight"
"Lake States","373","river birch","Hardwood","WMEROB",2,8081125.73488529,15137128.1922519,7056002.45736661,87.3145980999486,"Merch bole wood and bark weight"
"Lake States","373","river birch","Hardwood","WSTPOB",2,669085.480857061,1301025.25591504,631939.77505798,94.4482869735121,"Stump wood and bark weight"
"Lake States","373","river birch","Hardwood","VSAWIB",1,9358037.88198717,9990652.23574482,632614.353757646,6.76011747051521,"Sawlog wood volume"
"Lake States","500","hawthorn spp.","Hardwood","VMERIB",2,244922.809199724,137083.712369736,-107839.096829988,-44.0298301258051,"Merchantable wood volume"
"Lake States","500","hawthorn spp.","Hardwood","WMERBCH",2,720721.385248762,960870.779855984,240149.394607222,33.3206977789806,"Top and limb weight"
"Lake States","500","hawthorn spp.","Hardwood","WMEROB",2,5841336.40417167,5231444.50447616,-609891.899695512,-10.4409651746807,"Merch bole wood and bark weight"
"Lake States","500","hawthorn spp.","Hardwood","WSTPOB",2,909880.43900185,925965.885133242,16085.4461313916,1.76786371504343,"Stump wood and bark weight"
"Lake States","602","black walnut","Hardwood","BIOMASS",2,27928882.540093,23820870.4139189,-4108012.12617409,-14.7088309755211,"Total aboveground biomass"
"Lake States","602","black walnut","Hardwood","CARBON",2,13964441.5397722,11132287.0215721,-2832154.51820008,-20.2811871146712,"Total aboveground carbon"
"Lake States","602","black walnut","Hardwood","VMERIB",2,507192.59794423,205945.166615779,-301247.431328452,-59.3950764560598,"Merchantable wood volume"
"Lake States","602","black walnut","Hardwood","WMERBCH",2,3023814.68331385,2718677.94476545,-305136.738548407,-10.0911190170557,"Top and limb weight"
"Lake States","602","black walnut","Hardwood","WMEROB",2,13814233.9040522,8274670.33813428,-5539563.56591796,-40.100403716872,"Merch bole wood and bark weight"
"Lake States","602","black walnut","Hardwood","WSTPOB",2,1619312.62646689,1138238.66149378,-481073.964973109,-29.7085292308715,"Stump wood and bark weight"
"Lake States","682","red mulberry","Hardwood","VSAWIB",1,253560.92280829,214144.464832041,-39416.4579762495,-15.5451626929324,"Sawlog wood volume"
"Lake States","752","silver poplar","Hardwood","BIOMASS",1,12350063.0834712,19360974.8208868,7010911.73741563,56.7682261218466,"Total aboveground biomass"
"Lake States","752","silver poplar","Hardwood","CARBON",1,6175031.56041497,9307788.64514134,3132757.08472637,50.7326489601916,"Total aboveground carbon"
"Lake States","752","silver poplar","Hardwood","VMERIB",1,325696.202257261,420218.318519979,94522.1162627188,29.0215592345341,"Merchantable wood volume"
"Lake States","752","silver poplar","Hardwood","WMERBCH",1,3016441.80094172,4956429.55053352,1939987.7495918,64.3137801957972,"Top and limb weight"
"Lake States","752","silver poplar","Hardwood","WMEROB",1,8837120.77314147,13570284.2043722,4733163.4312307,53.5600174846102,"Merch bole wood and bark weight"
"Lake States","752","silver poplar","Hardwood","WSTPOB",1,496500.509388013,834261.065981137,337760.556593124,68.0282396909215,"Stump wood and bark weight"
"Lake States","765","Canada plum","Hardwood","VMERIB",1,119172.479837801,49971.4234305244,-69201.0564072769,-58.067983901537,"Merchantable wood volume"
"Lake States","765","Canada plum","Hardwood","WMERBCH",1,1586880.70083936,1607920.71304173,21040.012202367,1.32587233503048,"Top and limb weight"
"Lake States","765","Canada plum","Hardwood","WMEROB",1,3925633.59609658,1782848.9673706,-2142784.62872598,-54.5844276158794,"Merch bole wood and bark weight"
"Lake States","765","Canada plum","Hardwood","WSTPOB",1,413105.055626034,360818.56262438,-52286.493001654,-12.6569482240824,"Stump wood and bark weight"
"Lake States","826","chinkapin oak","Hardwood","VSAWIB",1,2585055.70648539,2420507.87062983,-164547.835855557,-6.36534970765773,"Sawlog wood volume"
"Lake States","91","Norway spruce","Hardwood","BIOMASS",2,27587464.1317598,50341473.4250366,22754009.2932768,82.4795247022414,"Total aboveground biomass"
"Lake States","91","Norway spruce","Hardwood","CARBON",2,13793732.1065124,24078684.9381405,10284952.8316281,74.5625096399563,"Total aboveground carbon"
"Lake States","91","Norway spruce","Hardwood","VMERIB",2,444819.050586882,602845.479833902,158026.429247021,35.5260029979663,"Merchantable wood volume"
"Lake States","91","Norway spruce","Hardwood","WMERBCH",2,1060047.46694076,3498000.75361643,2437953.28667566,229.98529431059,"Top and limb weight"
"Lake States","91","Norway spruce","Hardwood","WMEROB",2,10906124.1348276,16249745.6591885,5343621.5243609,48.9965221218837,"Merch bole wood and bark weight"
"Lake States","91","Norway spruce","Hardwood","WSTPOB",2,752710.383784239,1297270.7234256,544560.339641361,72.3465958983578,"Stump wood and bark weight"
"Lake States","934","mountain-ash spp.","Hardwood","VMERIB",1,28613.4564305788,39122.5649327073,10509.1085021284,36.7278539998315,"Merchantable wood volume"
"Lake States","934","mountain-ash spp.","Hardwood","WMERBCH",1,510408.679232663,951463.868957484,441055.189724821,86.4121649318139,"Top and limb weight"
"Lake States","934","mountain-ash spp.","Hardwood","WMEROB",1,1071909.15994477,1440898.82614812,368989.666203341,34.4235948335726,"Merch bole wood and bark weight"
"Lake States","934","mountain-ash spp.","Hardwood","WSTPOB",1,140524.770129791,162411.656353582,21886.8862237915,15.5751090740633,"Stump wood and bark weight"
"Lake States","977","rock elm","Hardwood","BIOMASS",2,12653289.8956922,14637764.3278378,1984474.43214567,15.6834661064811,"Total aboveground biomass"
"Lake States","977","rock elm","Hardwood","CARBON",2,6326644.95716941,6924394.41528369,597749.458114272,9.44812712205221,"Total aboveground carbon"
"Lake States","977","rock elm","Hardwood","VMERIB",2,220529.68573502,234947.301568345,14417.6158333251,6.53772111689707,"Merchantable wood volume"
"Lake States","977","rock elm","Hardwood","WMERBCH",2,3102556.83314783,3981744.40306216,879187.569914328,28.3375169963385,"Top and limb weight"
"Lake States","977","rock elm","Hardwood","WMEROB",2,8572871.41554007,9725210.82930776,1152339.41376769,13.4416971620365,"Merch bole wood and bark weight"
"Lake States","977","rock elm","Hardwood","WSTPOB",2,977861.647004245,930809.095467897,-47052.5515363481,-4.81178003866879,"Stump wood and bark weight"
"Lake States","999","other or unknown live tree","Hardwood","BIOMASS",1,29693718.4993564,22255115.1738339,-7438603.32552252,-25.051100709006,"Total aboveground biomass"
"Lake States","999","other or unknown live tree","Hardwood","CARBON",1,14846859.2700615,10566728.6845363,-4280130.58552515,-28.8285253309835,"Total aboveground carbon"
"Lake States","999","other or unknown live tree","Hardwood","VMERIB",1,605614.731989574,322869.318847675,-282745.413141899,-46.6873406815946,"Merchantable wood volume"
"Lake States","999","other or unknown live tree","Hardwood","WMERBCH",1,5449774.34904765,11411616.1446889,5961841.79564121,109.396122000593,"Top and limb weight"
"Lake States","999","other or unknown live tree","Hardwood","WMEROB",1,22687366.6011443,9712064.57023381,-12975302.0309105,-57.1917501886536,"Merch bole wood and bark weight"
"Lake States","999","other or unknown live tree","Hardwood","WSTPOB",1,1556577.54916447,1131434.45891121,-425143.090253257,-27.3126829101102,"Stump wood and bark weight"
"Nevada","101","whitebark pine","Softwood","BIOMASS",1,771521426.76247,834234301.25197,62712874.4895005,8.12846828540617,"Total aboveground biomass"
"Nevada","101","whitebark pine","Softwood","CARBON",1,385760714.880411,398722284.283379,12961569.4029687,3.36000243233345,"Total aboveground carbon"
"Nevada","101","whitebark pine","Softwood","VMERIB",1,18208982.8282845,15929454.7230618,-2279528.10522274,-12.5187009440301,"Merchantable wood volume"
"Nevada","101","whitebark pine","Softwood","WMERBCH",1,97536756.7345798,268781658.619636,171244901.885057,175.569608441107,"Top and limb weight"
"Nevada","101","whitebark pine","Softwood","WMEROB",1,561893666.034458,433967943.186507,-127925722.84795,-22.766891777012,"Merch bole wood and bark weight"
"Nevada","101","whitebark pine","Softwood","WSTPOB",1,34257291.2171225,37221871.1484359,2964579.93131339,8.65386557426243,"Stump wood and bark weight"
"Nevada","101","whitebark pine","Softwood","BIOMASS",2,247338337.217988,271768972.255439,24430635.0374513,9.87741541090727,"Total aboveground biomass"
"Nevada","101","whitebark pine","Softwood","CARBON",2,123669168.956578,129891980.289487,6222811.33290917,5.03182109608425,"Total aboveground carbon"
"Nevada","101","whitebark pine","Softwood","VMERIB",2,7270773.87127568,6269851.00962054,-1000922.86165515,-13.7663868987791,"Merchantable wood volume"
"Nevada","101","whitebark pine","Softwood","WMERBCH",2,27546171.5480021,81856839.0271226,54310667.4791205,197.162307598638,"Top and limb weight"
"Nevada","101","whitebark pine","Softwood","WMEROB",2,204595286.482945,175047446.09323,-29547840.3897155,-14.442092434118,"Merch bole wood and bark weight"
"Nevada","101","whitebark pine","Softwood","WSTPOB",2,15196879.1870403,14864687.1350866,-332192.051953657,-2.1859228323467,"Stump wood and bark weight"
"Nevada","101","whitebark pine","Softwood","VSAWIB",1,11594715.4877364,9277074.36962225,-2317641.11811414,-19.9887709238358,"Sawlog wood volume"
"Nevada","108","lodgepole pine","Softwood","BIOMASS",1,1002842952.62722,1159337826.58822,156494873.961002,15.6051227713193,"Total aboveground biomass"
"Nevada","108","lodgepole pine","Softwood","CARBON",1,501421477.942698,583378794.339195,81957316.3964968,16.3449951790583,"Total aboveground carbon"
"Nevada","108","lodgepole pine","Softwood","VMERIB",1,30034634.6001623,27823345.7508117,-2211288.84935055,-7.36246296580084,"Merchantable wood volume"
"Nevada","108","lodgepole pine","Softwood","WMERBCH",1,132877756.934575,328174967.87751,195297210.942935,146.975096094596,"Top and limb weight"
"Nevada","108","lodgepole pine","Softwood","WMEROB",1,775565387.460183,742334073.098113,-33231314.36207,-4.28478564146547,"Merch bole wood and bark weight"
"Nevada","108","lodgepole pine","Softwood","WSTPOB",1,36713541.0578791,32810460.3548014,-3903080.70307763,-10.6311747399261,"Stump wood and bark weight"
"Nevada","108","lodgepole pine","Softwood","VSAWIB",1,24330401.5177189,22301914.1007056,-2028487.4170133,-8.33725417780726,"Sawlog wood volume"
"Nevada","108","lodgepole pine","Softwood","BIOMASS",2,517818376.772938,635403458.957142,117585082.184203,22.7077847095728,"Total aboveground biomass"
"Nevada","108","lodgepole pine","Softwood","CARBON",2,258909188.570904,319735020.547234,60825831.9763303,23.4931144437436,"Total aboveground carbon"
"Nevada","108","lodgepole pine","Softwood","VMERIB",2,17099869.5341211,16240015.4429597,-859854.09116134,-5.02842486280721,"Merchantable wood volume"
"Nevada","108","lodgepole pine","Softwood","WMERBCH",2,69440115.2098814,158647864.785756,89207749.5758744,128.467168158125,"Top and limb weight"
"Nevada","108","lodgepole pine","Softwood","WMEROB",2,429863704.991947,458126138.534276,28262433.542329,6.57474292761202,"Merch bole wood and bark weight"
"Nevada","108","lodgepole pine","Softwood","WSTPOB",2,18514556.5711104,18629455.6371108,114899.066000316,0.620587728142522,"Stump wood and bark weight"
"Nevada","113","limber pine","Softwood","BIOMASS",1,3774245202.96848,4254874044.52818,480628841.559699,12.7344360451642,"Total aboveground biomass"
"Nevada","113","limber pine","Softwood","CARBON",1,1887122606.115,2042552285.07575,155429678.960749,8.23633178136373,"Total aboveground carbon"
"Nevada","113","limber pine","Softwood","VMERIB",1,109981942.840778,90639684.6049548,-19342258.2358237,-17.5867580952135,"Merchantable wood volume"
"Nevada","113","limber pine","Softwood","WMERBCH",1,506221287.200834,2089545852.55159,1583324565.35076,312.773209144522,"Top and limb weight"
"Nevada","113","limber pine","Softwood","WMEROB",1,2999075603.02649,1871451056.31105,-1127624546.71543,-37.5990703794697,"Merch bole wood and bark weight"
"Nevada","113","limber pine","Softwood","WSTPOB",1,137892907.551136,163342501.070462,25449593.5193264,18.4560569294608,"Stump wood and bark weight"
"Nevada","113","limber pine","Softwood","BIOMASS",2,991206316.843258,1316723873.30514,325517556.461878,32.8405449935559,"Total aboveground biomass"
"Nevada","113","limber pine","Softwood","CARBON",2,495603159.047111,632093295.380131,136490136.33302,27.5402070873494,"Total aboveground carbon"
"Nevada","113","limber pine","Softwood","VMERIB",2,34968842.6882741,29003574.3996539,-5965268.28862026,-17.0588095859991,"Merchantable wood volume"
"Nevada","113","limber pine","Softwood","WMERBCH",2,106151330.267893,661442283.509045,555290953.241152,523.112571307181,"Top and limb weight"
"Nevada","113","limber pine","Softwood","WMEROB",2,842493099.633316,605477671.81817,-237015427.815146,-28.1326254088376,"Merch bole wood and bark weight"
"Nevada","113","limber pine","Softwood","WSTPOB",2,42561886.9420485,49803917.9779203,7242031.03587174,17.0152959753226,"Stump wood and bark weight"
"Nevada","113","limber pine","Softwood","VSAWIB",1,80752295.9965862,64179812.1254384,-16572483.8711478,-20.5226163127899,"Sawlog wood volume"
"Nevada","116","Jeffrey pine","Softwood","BIOMASS",1,2954875910.77654,3273747576.46671,318871665.690177,10.7913724744664,"Total aboveground biomass"
"Nevada","116","Jeffrey pine","Softwood","CARBON",1,1477437956.20388,1697484886.22051,220046930.016632,14.8938186603801,"Total aboveground carbon"
"Nevada","116","Jeffrey pine","Softwood","VMERIB",1,84762506.6367206,72924483.2139616,-11838023.422759,-13.9661082387464,"Merchantable wood volume"
"Nevada","116","Jeffrey pine","Softwood","VSAWIB",1,73578156.4432544,66405238.9564559,-7172917.4867985,-9.748705096098,"Sawlog wood volume"
"Nevada","116","Jeffrey pine","Softwood","WMERBCH",1,406919123.474537,1235684098.78953,828764975.314993,203.668229754961,"Top and limb weight"
"Nevada","116","Jeffrey pine","Softwood","WMEROB",1,2444447620.2976,1939135962.10552,-505311658.192086,-20.6718137053216,"Merch bole wood and bark weight"
"Nevada","116","Jeffrey pine","Softwood","WSTPOB",1,98954104.9723367,94952857.701936,-4001247.27040069,-4.04353843786396,"Stump wood and bark weight"
"Nevada","116","Jeffrey pine","Softwood","BIOMASS",2,168240143.920775,257148864.021148,88908720.1003726,52.8463171918351,"Total aboveground biomass"
"Nevada","116","Jeffrey pine","Softwood","CARBON",2,84120072.0165075,133335359.550165,49215287.5336578,58.505997859821,"Total aboveground carbon"
"Nevada","116","Jeffrey pine","Softwood","VMERIB",2,3058055.35248688,4004704.88788313,946649.535396249,30.9559319986282,"Merchantable wood volume"
"Nevada","116","Jeffrey pine","Softwood","WMERBCH",2,5154690.60522596,86810901.5883781,81656210.9831521,1584.11468770535,"Top and limb weight"
"Nevada","116","Jeffrey pine","Softwood","WMEROB",2,154436528.521561,160363875.418915,5927346.89735451,3.83804722503006,"Merch bole wood and bark weight"
"Nevada","116","Jeffrey pine","Softwood","WSTPOB",2,8648924.7939886,9974087.0138545,1325162.2198659,15.3216989560014,"Stump wood and bark weight"
"Nevada","119","western white pine","Softwood","BIOMASS",1,129493550.36501,197765313.630174,68271763.2651631,52.7221340929504,"Total aboveground biomass"
"Nevada","119","western white pine","Softwood","CARBON",1,64746775.6957042,95006456.6679355,30259680.9722313,46.7354252734457,"Total aboveground carbon"
"Nevada","119","western white pine","Softwood","VMERIB",1,3823047.36506697,4256565.88077374,433518.515706773,11.3396061913342,"Merchantable wood volume"
"Nevada","119","western white pine","Softwood","VSAWIB",1,3480612.51308786,3528789.62657073,48177.1134828706,1.3841561880765,"Sawlog wood volume"
"Nevada","119","western white pine","Softwood","WMERBCH",1,16691789.0114337,58890879.1534261,42199090.1419924,252.813464830442,"Top and limb weight"
"Nevada","119","western white pine","Softwood","WMEROB",1,100008349.998945,125075994.571543,25067644.5725975,25.0655515993033,"Merch bole wood and bark weight"
"Nevada","119","western white pine","Softwood","WSTPOB",1,4032676.91853715,6708652.10761019,2675975.18907305,66.3572917724278,"Stump wood and bark weight"
"Nevada","119","western white pine","Softwood","BIOMASS",2,31973672.4974171,39122890.0055346,7149217.50811746,22.3597008091422,"Total aboveground biomass"
"Nevada","119","western white pine","Softwood","CARBON",2,15986836.2982352,18794636.3586588,2807800.06042361,17.5632001732173,"Total aboveground carbon"
"Nevada","119","western white pine","Softwood","VMERIB",2,1029523.29498047,1067563.69065478,38040.3956743116,3.69495239785061,"Merchantable wood volume"
"Nevada","119","western white pine","Softwood","WMERBCH",2,3966907.29236596,9335630.55220434,5368723.25983838,135.337754682851,"Top and limb weight"
"Nevada","119","western white pine","Softwood","WMEROB",2,26577119.1033683,27958409.7428623,1381290.63949401,5.19729258134285,"Merch bole wood and bark weight"
"Nevada","119","western white pine","Softwood","WSTPOB",2,1429646.10168289,1828849.710468,399203.608785114,27.9232467612228,"Stump wood and bark weight"
"Nevada","122","ponderosa pine","Softwood","BIOMASS",2,304790328.604702,442372783.502677,137582454.897975,45.1400329950799,"Total aboveground biomass"
"Nevada","122","ponderosa pine","Softwood","CARBON",2,152395164.358065,227084695.531374,74689531.1733083,49.0104338204715,"Total aboveground carbon"
"Nevada","122","ponderosa pine","Softwood","VMERIB",2,10008423.4667547,10375831.0546128,367407.587858066,3.67098363771773,"Merchantable wood volume"
"Nevada","122","ponderosa pine","Softwood","WMERBCH",2,22722280.8467574,114634116.805451,91911835.9586938,404.500923910594,"Top and limb weight"
"Nevada","122","ponderosa pine","Softwood","WMEROB",2,273006877.326222,317060671.275444,44053793.9492215,16.1365143547577,"Merch bole wood and bark weight"
"Nevada","122","ponderosa pine","Softwood","WSTPOB",2,9061170.43172265,10677995.4217817,1616824.99005903,17.8434453059024,"Stump wood and bark weight"
"Nevada","122","ponderosa pine","Softwood","BIOMASS",1,1187598490.75032,1441672541.55185,254074050.801523,21.3939351372028,"Total aboveground biomass"
"Nevada","122","ponderosa pine","Softwood","CARBON",1,593799245.685355,740058571.329946,146259325.644592,24.6311066757556,"Total aboveground carbon"
"Nevada","122","ponderosa pine","Softwood","VMERIB",1,33569302.625328,33705158.2253373,135855.600009277,0.404701883520137,"Merchantable wood volume"
"Nevada","122","ponderosa pine","Softwood","VSAWIB",1,30473193.4929133,32224084.1460455,1750890.65313219,5.74567497672788,"Sawlog wood volume"
"Nevada","122","ponderosa pine","Softwood","WMERBCH",1,162225473.669184,478075271.932312,315849798.263128,194.698028071239,"Top and limb weight"
"Nevada","122","ponderosa pine","Softwood","WMEROB",1,983682617.66845,917262740.383764,-66419877.2846867,-6.75216539274799,"Merch bole wood and bark weight"
"Nevada","122","ponderosa pine","Softwood","WSTPOB",1,39989060.7463646,43560867.1488304,3571806.40246575,8.93195873021465,"Stump wood and bark weight"
"Nevada","142","Great Basin bristlecone pine","Softwood","BIOMASS",2,395389650.285233,527758832.605121,132369182.319889,33.4781606509927,"Total aboveground biomass"
"Nevada","142","Great Basin bristlecone pine","Softwood","CARBON",2,197694825.34448,252242334.043618,54547508.699138,27.5917736360018,"Total aboveground carbon"
"Nevada","142","Great Basin bristlecone pine","Softwood","VMERIB",2,12651296.5675015,10568102.3668937,-2083194.20060777,-16.4662506288807,"Merchantable wood volume"
"Nevada","142","Great Basin bristlecone pine","Softwood","WMERBCH",2,34284356.9056808,244432713.792036,210148356.886355,612.956974705669,"Top and limb weight"
"Nevada","142","Great Basin bristlecone pine","Softwood","WMEROB",2,340708487.396675,262949416.245373,-77759071.1513026,-22.8227572918576,"Merch bole wood and bark weight"
"Nevada","142","Great Basin bristlecone pine","Softwood","WSTPOB",2,20396805.9828768,20376702.5677133,-20103.4151634723,-0.0985615844968533,"Stump wood and bark weight"
"Nevada","142","Great Basin bristlecone pine","Softwood","BIOMASS",1,4693673058.9473,5595819282.81038,902146223.863086,19.2204742966358,"Total aboveground biomass"
"Nevada","142","Great Basin bristlecone pine","Softwood","CARBON",1,2346836530.37844,2674521826.21922,327685295.840777,13.9628513362171,"Total aboveground carbon"
"Nevada","142","Great Basin bristlecone pine","Softwood","VMERIB",1,126667002.895165,107141632.792218,-19525370.102947,-15.4147249533543,"Merchantable wood volume"
"Nevada","142","Great Basin bristlecone pine","Softwood","VSAWIB",1,95153180.1676277,80979792.8417039,-14173387.3259238,-14.8953374978693,"Sawlog wood volume"
"Nevada","142","Great Basin bristlecone pine","Softwood","WMERBCH",1,618672921.475836,2914918627.65008,2296245706.17424,371.156652645566,"Top and limb weight"
"Nevada","142","Great Basin bristlecone pine","Softwood","WMEROB",1,3908696455.17737,2524366126.89339,-1384330328.28398,-35.4166752051141,"Merch bole wood and bark weight"
"Nevada","142","Great Basin bristlecone pine","Softwood","WSTPOB",1,166303682.294093,156534528.266906,-9769154.02718648,-5.87428606055195,"Stump wood and bark weight"
"Nevada","15","white fir","Softwood","BIOMASS",1,7849310034.52026,8329981070.02909,480671035.508824,6.12373614234747,"Total aboveground biomass"
"Nevada","15","white fir","Softwood","CARBON",1,3924655032.36685,4245791351.39383,321136319.026978,8.1825362070946,"Total aboveground carbon"
"Nevada","15","white fir","Softwood","VMERIB",1,221652006.858933,183043573.529914,-38608433.3290187,-17.4184903065599,"Merchantable wood volume"
"Nevada","15","white fir","Softwood","VSAWIB",1,164714238.041465,132967967.099773,-31746270.941692,-19.2735438776703,"Sawlog wood volume"
"Nevada","15","white fir","Softwood","WMERBCH",1,1009821870.57695,1851260826.00329,841438955.426335,83.3254834286355,"Top and limb weight"
"Nevada","15","white fir","Softwood","WMEROB",1,6046950461.4601,5744998724.96994,-301951736.490154,-4.99345477385051,"Merch bole wood and bark weight"
"Nevada","15","white fir","Softwood","WSTPOB",1,308318282.673499,407391086.909497,99072804.2359983,32.1332888134025,"Stump wood and bark weight"
"Nevada","15","white fir","Softwood","BIOMASS",2,1190865282.87194,2109500941.37648,918635658.50454,77.1401830011472,"Total aboveground biomass"
"Nevada","15","white fir","Softwood","CARBON",2,595432642.866089,1075212629.81959,479779986.953501,80.576702117657,"Total aboveground carbon"
"Nevada","15","white fir","Softwood","VMERIB",2,45443860.7643285,39042233.0786858,-6401627.68564264,-14.0868922181622,"Merchantable wood volume"
"Nevada","15","white fir","Softwood","WMERBCH",2,116354459.986037,425220919.563963,308866459.577926,265.453047193027,"Top and limb weight"
"Nevada","15","white fir","Softwood","WMEROB",2,1007328624.41486,1579424252.35183,572095627.936973,56.793345693844,"Merch bole wood and bark weight"
"Nevada","15","white fir","Softwood","WSTPOB",2,67182198.4710417,104855769.460682,37673570.9896407,56.0767165216833,"Stump wood and bark weight"
"Nevada","19","subalpine fir","Softwood","BIOMASS",1,1303778429.45315,1771780959.21925,468002529.766104,35.8958638364956,"Total aboveground biomass"
"Nevada","19","subalpine fir","Softwood","CARBON",1,651889216.926945,854264189.487564,202374972.560619,31.044381055209,"Total aboveground carbon"
"Nevada","19","subalpine fir","Softwood","VMERIB",1,44806845.6126799,39108092.3115635,-5698753.30111645,-12.7184880417107,"Merchantable wood volume"
"Nevada","19","subalpine fir","Softwood","WMERBCH",1,179597660.240505,744287407.604894,564689747.364389,314.419322951199,"Top and limb weight"
"Nevada","19","subalpine fir","Softwood","WMEROB",1,1017724768.47057,897473240.454309,-120251528.016258,-11.8157218672168,"Merch bole wood and bark weight"
"Nevada","19","subalpine fir","Softwood","WSTPOB",1,46198266.2640952,52942619.2988649,6744353.03476966,14.5987145842555,"Stump wood and bark weight"
"Nevada","19","subalpine fir","Softwood","VSAWIB",1,35150852.5817433,30529940.6018304,-4620911.97991287,-13.1459456613945,"Sawlog wood volume"
"Nevada","19","subalpine fir","Softwood","BIOMASS",2,523346986.621129,715116830.558525,191769843.937396,36.642963242325,"Total aboveground biomass"
"Nevada","19","subalpine fir","Softwood","CARBON",2,261673493.808051,344793579.853793,83120086.0457419,31.7648092040664,"Total aboveground carbon"
"Nevada","19","subalpine fir","Softwood","VMERIB",2,18746087.6720571,17081040.5950569,-1665047.07700016,-8.88210439494573,"Merchantable wood volume"
"Nevada","19","subalpine fir","Softwood","WMERBCH",2,52882821.195302,287698978.815379,234816157.620077,444.031071551337,"Top and limb weight"
"Nevada","19","subalpine fir","Softwood","WMEROB",2,443089941.591021,395270087.551829,-47819854.0391927,-10.7923582890381,"Merch bole wood and bark weight"
"Nevada","19","subalpine fir","Softwood","WSTPOB",2,21825559.4810664,25818362.1715845,3992802.69051809,18.2941596250113,"Stump wood and bark weight"
"Nevada","20","California red fir","Softwood","BIOMASS",1,2138336191.98515,2978397984.61254,840061792.627387,39.2857678683119,"Total aboveground biomass"
"Nevada","20","California red fir","Softwood","CARBON",1,1069168098.07011,1534428093.12974,465259995.059636,43.5160753392707,"Total aboveground carbon"
"Nevada","20","California red fir","Softwood","VMERIB",1,68225676.7981346,62472481.3077046,-5753195.49042994,-8.43259570359769,"Merchantable wood volume"
"Nevada","20","California red fir","Softwood","VSAWIB",1,62368555.7815834,56525708.4034313,-5842847.37815201,-9.36825825920011,"Sawlog wood volume"
"Nevada","20","California red fir","Softwood","WMERBCH",1,284293255.139401,679232423.021608,394939167.882207,138.919640456666,"Top and limb weight"
"Nevada","20","California red fir","Softwood","WMEROB",1,1734927655.21613,2134842151.93958,399914496.723455,23.0507880556919,"Merch bole wood and bark weight"
"Nevada","20","California red fir","Softwood","WSTPOB",1,65390855.7067928,101550080.566143,36159224.8593507,55.2970663382747,"Stump wood and bark weight"
"Nevada","20","California red fir","Softwood","BIOMASS",2,122043412.314669,331247087.733371,209203675.418702,171.417425529946,"Total aboveground biomass"
"Nevada","20","California red fir","Softwood","CARBON",2,61021706.3119755,170653767.49898,109632061.187004,179.660759773754,"Total aboveground carbon"
"Nevada","20","California red fir","Softwood","VMERIB",2,7011445.35227281,6602886.60513872,-408558.747134089,-5.82702604965254,"Merchantable wood volume"
"Nevada","20","California red fir","Softwood","WMERBCH",2,4670941.95432794,70383773.9323836,65712831.9780557,1406.84325818197,"Top and limb weight"
"Nevada","20","California red fir","Softwood","WMEROB",2,109175459.422376,243324099.270486,134148639.848111,122.874353410431,"Merch bole wood and bark weight"
"Nevada","20","California red fir","Softwood","WSTPOB",2,8197010.93796549,17539214.5305013,9342203.59253582,113.970856733474,"Stump wood and bark weight"
