"NF_REGION","SPCD","COMMON_NAME","HWSW","variable","STATUSCD","CRM","CRM2","DIFF","PDIFF","VAR2"
8,"491","flowering dogwood","Hardwood","WSTPOB",2,7392816.64663339,10324442.4911807,2931625.84454727,39.6550595622077,"Stump wood and bark weight"
8,"500","hawthorn spp.","Hardwood","BIOMASS",1,39129986.2101116,42537056.5920998,3407070.38198822,8.7070574563806,"Total aboveground biomass"
8,"500","hawthorn spp.","Hardwood","CARBON",1,19564993.9723608,20196594.469929,631600.497568145,3.22821718453069,"Total aboveground carbon"
8,"521","common persimmon","Hardwood","BIOMASS",1,815451859.185787,857111168.402922,41659309.2171354,5.10873925270481,"Total aboveground biomass"
8,"521","common persimmon","Hardwood","CARBON",1,407725932.54628,403356515.850415,-4369416.6958645,-1.07165533194741,"Total aboveground carbon"
8,"521","common persimmon","Hardwood","VMERIB",1,8503700.86434859,8464842.19970853,-38858.6646400616,-0.456961801219689,"Merchantable wood volume"
8,"521","common persimmon","Hardwood","WMERBCH",1,110588523.473548,115386121.173394,4797597.69984548,4.33824193429349,"Top and limb weight"
8,"521","common persimmon","Hardwood","WMEROB",1,379401117.765546,357477151.216782,-21923966.5487637,-5.77857194461715,"Merch bole wood and bark weight"
8,"521","common persimmon","Hardwood","WSTPOB",1,39526317.7765401,25066707.3457642,-14459610.4307759,-36.5822349365364,"Stump wood and bark weight"
8,"531","American beech","Hardwood","BIOMASS",1,14730484818.3672,20412557208.8735,5682072390.50627,38.5735599375615,"Total aboveground biomass"
8,"531","American beech","Hardwood","CARBON",1,7365242438.05449,9760604438.70967,2395362000.65518,32.522513967482,"Total aboveground carbon"
8,"531","American beech","Hardwood","VMERIB",1,274075796.202769,310029342.482562,35953546.2797931,13.1181033779406,"Merchantable wood volume"
8,"531","American beech","Hardwood","WMERBCH",1,2481960588.28414,6126845446.36809,3644884858.08395,146.855065922049,"Top and limb weight"
8,"531","American beech","Hardwood","WMEROB",1,10264818275.2958,12330158821.0537,2065340545.75791,20.12057583843,"Merch bole wood and bark weight"
8,"531","American beech","Hardwood","WSTPOB",1,544982863.566335,654814570.470755,109831706.904419,20.1532404497432,"Stump wood and bark weight"
8,"531","American beech","Hardwood","BIOMASS",2,383440644.348212,1283059282.9271,899618638.578892,234.617443883159,"Total aboveground biomass"
8,"531","American beech","Hardwood","CARBON",2,191720323.052737,613516180.452978,421795857.400241,220.005814033714,"Total aboveground carbon"
8,"531","American beech","Hardwood","VMERIB",2,13204420.0886236,14947129.653444,1742709.56482043,13.1979257939686,"Merchantable wood volume"
8,"531","American beech","Hardwood","WMERBCH",2,36709852.7742366,316363174.467607,279653321.693371,761.79363456787,"Top and limb weight"
8,"531","American beech","Hardwood","WMEROB",2,311729882.190779,888322240.331864,576592358.141085,184.965379029082,"Merch bole wood and bark weight"
8,"531","American beech","Hardwood","WSTPOB",2,24699991.3549685,71005500.5116723,46305509.1567037,187.471762606059,"Stump wood and bark weight"
8,"531","American beech","Hardwood","VSAWIB",1,141671110.356396,162981386.832403,21310276.4760074,15.042076272571,"Sawlog wood volume"
8,"541","white ash","Hardwood","BIOMASS",1,7158661262.68365,7364795718.85534,206134456.171691,2.87951124669384,"Total aboveground biomass"
8,"541","white ash","Hardwood","CARBON",1,3579330637.76903,3489071971.80772,-90258665.9613075,-2.52166326879389,"Total aboveground carbon"
8,"541","white ash","Hardwood","VMERIB",1,132931772.734575,138017087.977874,5085315.24329822,3.82550773128713,"Merchantable wood volume"
8,"541","white ash","Hardwood","WMERBCH",1,1179965909.6159,1434043346.1243,254077436.508404,21.5326082251911,"Top and limb weight"
8,"541","white ash","Hardwood","WMEROB",1,5225813849.71069,5024533772.55768,-201280077.15301,-3.85165034464734,"Merch bole wood and bark weight"
8,"541","white ash","Hardwood","WSTPOB",1,349973407.467707,210833891.661604,-139139515.806103,-39.7571680696745,"Stump wood and bark weight"
8,"541","white ash","Hardwood","VSAWIB",1,84845442.6910459,88076873.4168473,3231430.72580133,3.80860848067961,"Sawlog wood volume"
8,"544","green ash","Hardwood","BIOMASS",1,5853183774.22752,5419223731.02289,-433960043.204636,-7.41408539255899,"Total aboveground biomass"
8,"544","green ash","Hardwood","CARBON",1,2926591894.38731,2633742733.27712,-292849161.110183,-10.0064912252309,"Total aboveground carbon"
8,"544","green ash","Hardwood","VMERIB",1,106340731.611624,94376660.4069733,-11964071.2046506,-11.2506948403793,"Merchantable wood volume"
8,"544","green ash","Hardwood","WMERBCH",1,959763000.613482,878703090.342741,-81059910.270741,-8.44582571102734,"Top and limb weight"
8,"544","green ash","Hardwood","WMEROB",1,4026519490.90061,3540047257.98925,-486472232.911364,-12.0817056520085,"Merch bole wood and bark weight"
8,"544","green ash","Hardwood","WSTPOB",1,271928794.081345,252986964.917914,-18941829.163431,-6.96573131485471,"Stump wood and bark weight"
8,"591","American holly","Hardwood","BIOMASS",1,1978592234.77593,2103660314.42045,125068079.644515,6.32106390828317,"Total aboveground biomass"
8,"591","American holly","Hardwood","CARBON",1,989296131.645511,1109510244.06629,120214112.42078,12.1514790744028,"Total aboveground carbon"
8,"591","American holly","Hardwood","VMERIB",1,15203623.9608401,14741994.3355111,-461629.625328952,-3.03631309560123,"Merchantable wood volume"
8,"591","American holly","Hardwood","WMERBCH",1,199811168.255086,301866546.475225,102055378.220139,51.0759128788295,"Top and limb weight"
8,"591","American holly","Hardwood","WMEROB",1,545506027.880576,532309753.805211,-13196274.0753652,-2.41908858947644,"Merch bole wood and bark weight"
8,"591","American holly","Hardwood","WSTPOB",1,53268079.1241871,45991744.1325362,-7276334.99165085,-13.6598411493065,"Stump wood and bark weight"
8,"611","sweetgum","Hardwood","BIOMASS",1,37782790641.2538,39780285435.565,1997494794.3112,5.28678469856114,"Total aboveground biomass"
8,"611","sweetgum","Hardwood","CARBON",1,18891395376.8069,17691713835.2661,-1199681541.54076,-6.35041254291685,"Total aboveground carbon"
8,"611","sweetgum","Hardwood","VMERIB",1,818760833.50902,815756261.934405,-3004571.57461512,-0.366965718394005,"Merchantable wood volume"
8,"611","sweetgum","Hardwood","WMERBCH",1,6793745054.98073,7233887191.92759,440142136.946863,6.47863782618955,"Top and limb weight"
8,"611","sweetgum","Hardwood","WMEROB",1,26720423553.6348,28018965274.6084,1298541720.97363,4.85973479562224,"Merch bole wood and bark weight"
8,"611","sweetgum","Hardwood","WSTPOB",1,1613879664.34633,1676962865.18927,63083200.8429441,3.90879210120631,"Stump wood and bark weight"
8,"611","sweetgum","Hardwood","VSAWIB",1,469522703.446095,440785521.354171,-28737182.0919243,-6.12050959005938,"Sawlog wood volume"
8,"611","sweetgum","Hardwood","BIOMASS",2,275851429.105456,761352161.560126,485500732.45467,176.000803776538,"Total aboveground biomass"
8,"611","sweetgum","Hardwood","CARBON",2,137925715.386585,338600500.793309,200674785.406724,145.494830202086,"Total aboveground carbon"
8,"611","sweetgum","Hardwood","VMERIB",2,6714034.15913056,6723193.06361914,9158.90448857564,0.13641432664027,"Merchantable wood volume"
8,"611","sweetgum","Hardwood","WMERBCH",2,26984431.5273216,116566572.943829,89582141.4165074,331.977130316071,"Top and limb weight"
8,"611","sweetgum","Hardwood","WMEROB",2,212147168.604315,577361104.003135,365213935.39882,172.151218327121,"Merch bole wood and bark weight"
8,"611","sweetgum","Hardwood","WSTPOB",2,22946389.0799232,58190062.3729937,35243673.2930706,153.591369737153,"Stump wood and bark weight"
8,"621","yellow-poplar","Hardwood","BIOMASS",1,69881933329.159,78015407575.7819,8133474246.62289,11.6388798350962,"Total aboveground biomass"
8,"621","yellow-poplar","Hardwood","CARBON",1,34940966706.1352,35635006700.4144,694039994.279175,1.98632167254064,"Total aboveground carbon"
8,"621","yellow-poplar","Hardwood","VMERIB",1,1837587465.39124,1962399278.9134,124811813.522156,6.79215633937636,"Merchantable wood volume"
8,"621","yellow-poplar","Hardwood","VSAWIB",1,1387834522.9245,1465076862.15471,77242339.2302153,5.56567356945749,"Sawlog wood volume"
8,"621","yellow-poplar","Hardwood","WMERBCH",1,12375542883.2672,12595515093.0692,219972209.802034,1.77747523382959,"Top and limb weight"
8,"621","yellow-poplar","Hardwood","WMEROB",1,53709300452.6775,62063935367.585,8354634914.90749,15.5552852941524,"Merch bole wood and bark weight"
8,"621","yellow-poplar","Hardwood","WSTPOB",1,2472190392.59525,2095765755.36186,-376424637.233392,-15.226361139533,"Stump wood and bark weight"
8,"621","yellow-poplar","Hardwood","BIOMASS",2,478832365.412664,985785902.452613,506953537.039949,105.872863586205,"Total aboveground biomass"
8,"621","yellow-poplar","Hardwood","CARBON",2,239416183.645017,450276276.579727,210860092.93471,88.0726146931459,"Total aboveground carbon"
8,"621","yellow-poplar","Hardwood","VMERIB",2,19397699.4490361,20944906.5091492,1547207.06011315,7.97623998752098,"Merchantable wood volume"
8,"621","yellow-poplar","Hardwood","WMERBCH",2,56045694.6321794,103213236.581272,47167541.9490927,84.1590817254512,"Top and limb weight"
8,"621","yellow-poplar","Hardwood","WMEROB",2,371370831.072229,832123486.735914,460752655.663685,124.068078888531,"Merch bole wood and bark weight"
8,"621","yellow-poplar","Hardwood","WSTPOB",2,33943057.3099327,42401535.4565824,8458478.14664963,24.9196118941661,"Stump wood and bark weight"
8,"652","southern magnolia","Hardwood","BIOMASS",1,1155564955.42023,1308482689.46919,152917734.048966,13.2331578014459,"Total aboveground biomass"
8,"652","southern magnolia","Hardwood","CARBON",1,577782480.033038,569993296.510264,-7789183.52277446,-1.34811694572827,"Total aboveground carbon"
8,"652","southern magnolia","Hardwood","VMERIB",1,23409879.9955263,25016548.5494408,1606668.55391447,6.86320713400284,"Merchantable wood volume"
8,"652","southern magnolia","Hardwood","WMERBCH",1,213317671.151587,292203059.5725,78885388.4209133,36.9802407812975,"Top and limb weight"
8,"652","southern magnolia","Hardwood","WMEROB",1,768368445.142683,822894932.876815,54526487.7341325,7.09639861954602,"Merch bole wood and bark weight"
8,"652","southern magnolia","Hardwood","WSTPOB",1,50936830.2392423,51540068.5025,603238.263257712,1.18428700887825,"Stump wood and bark weight"
8,"653","sweetbay","Hardwood","BIOMASS",1,6336106808.28842,6964256685.36817,628149877.079746,9.91381452500213,"Total aboveground biomass"
8,"653","sweetbay","Hardwood","CARBON",1,3168053425.41772,3331003972.61159,162950547.193878,5.14355426857717,"Total aboveground carbon"
8,"653","sweetbay","Hardwood","VMERIB",1,137399247.941503,136353426.999404,-1045820.94209912,-0.761154779059911,"Merchantable wood volume"
8,"653","sweetbay","Hardwood","WMERBCH",1,1226192446.55326,1373579713.57868,147387267.025417,12.0199131416698,"Top and limb weight"
8,"653","sweetbay","Hardwood","WMEROB",1,4166824552.66237,4364976789.7235,198152237.06113,4.75547349202695,"Merch bole wood and bark weight"
8,"653","sweetbay","Hardwood","WSTPOB",1,267724872.544517,396769642.990545,129044770.446028,48.2005161565893,"Stump wood and bark weight"
8,"653","sweetbay","Hardwood","BIOMASS",2,57749959.8114628,99802779.9041911,42052820.0927283,72.8187867662917,"Total aboveground biomass"
8,"653","sweetbay","Hardwood","CARBON",2,28874980.5645956,47735669.6281746,18860689.063579,65.3184476484275,"Total aboveground carbon"
8,"653","sweetbay","Hardwood","VMERIB",2,1487811.0153165,1455206.89285171,-32604.1224647919,-2.19141558498651,"Merchantable wood volume"
8,"653","sweetbay","Hardwood","WMERBCH",2,7668530.79910163,7425583.5680165,-242947.231085129,-3.1681066093337,"Top and limb weight"
8,"653","sweetbay","Hardwood","WMEROB",2,33395263.9819125,67358777.6582298,33963513.6763173,101.701587670373,"Merch bole wood and bark weight"
8,"653","sweetbay","Hardwood","WSTPOB",2,2923957.71698128,9370532.46292956,6446574.74594828,220.474280749989,"Stump wood and bark weight"
8,"654","bigleaf magnolia","Hardwood","BIOMASS",1,735029003.803021,761960290.975906,26931287.1728853,3.66397611979167,"Total aboveground biomass"
8,"654","bigleaf magnolia","Hardwood","CARBON",1,367514506.497234,354403111.755354,-13111394.7418805,-3.56758563542014,"Total aboveground carbon"
8,"654","bigleaf magnolia","Hardwood","VMERIB",1,7599973.94888505,7385216.00379488,-214757.945090171,-2.8257721215173,"Merchantable wood volume"
8,"654","bigleaf magnolia","Hardwood","WMERBCH",1,82213623.595978,90638564.8660698,8424941.27009179,10.2476218679941,"Top and limb weight"
8,"654","bigleaf magnolia","Hardwood","WMEROB",1,235222233.668511,232839331.250816,-2382902.41769555,-1.0130430191619,"Merch bole wood and bark weight"
8,"654","bigleaf magnolia","Hardwood","WSTPOB",1,18202347.9797928,18592099.5999111,389751.620118279,2.14121618019257,"Stump wood and bark weight"
8,"658","umbrella magnolia","Hardwood","BIOMASS",1,114289625.70481,118771774.154609,4482148.44979885,3.92174567215352,"Total aboveground biomass"
8,"658","umbrella magnolia","Hardwood","CARBON",1,57144814.9662905,56335125.1840171,-809689.782273434,-1.41690857298439,"Total aboveground carbon"
8,"658","umbrella magnolia","Hardwood","VMERIB",1,1273230.17032256,1217238.71402105,-55991.456301505,-4.39759107242332,"Merchantable wood volume"
8,"658","umbrella magnolia","Hardwood","WMERBCH",1,15461156.1016632,14976314.1777851,-484841.923878146,-3.13587108680696,"Top and limb weight"
8,"658","umbrella magnolia","Hardwood","WMEROB",1,39406983.0393393,38462188.4033675,-944794.635971852,-2.39753100365151,"Merch bole wood and bark weight"
8,"658","umbrella magnolia","Hardwood","WSTPOB",1,3433623.88208306,3700427.67304341,266803.790960345,7.77032663223686,"Stump wood and bark weight"
8,"68","eastern redcedar","Hardwood","BIOMASS",1,4781674988.71142,6248461296.90638,1466786308.19496,30.6751569618961,"Total aboveground biomass"
8,"68","eastern redcedar","Hardwood","CARBON",1,2390837506.24133,3257947720.20698,867110213.96565,36.2680530024328,"Total aboveground carbon"
8,"68","eastern redcedar","Hardwood","VMERIB",1,110522336.480388,112760229.443522,2237892.96313491,2.02483320060107,"Merchantable wood volume"
8,"68","eastern redcedar","Hardwood","WMERBCH",1,522885960.564145,1076750696.06147,553864735.497321,105.924575771694,"Top and limb weight"
8,"68","eastern redcedar","Hardwood","WMEROB",1,3365537772.56677,3888808641.28644,523270868.719671,15.5479125203991,"Merch bole wood and bark weight"
8,"68","eastern redcedar","Hardwood","WSTPOB",1,280859211.062313,341816589.942988,60957378.8806752,21.7038916580702,"Stump wood and bark weight"
8,"68","eastern redcedar","Hardwood","VSAWIB",1,41681883.4194379,41731005.4403656,49122.0209276825,0.117849811231838,"Sawlog wood volume"
8,"682","red mulberry","Hardwood","BIOMASS",1,323246176.13687,350840740.632627,27594564.4957576,8.53670252979992,"Total aboveground biomass"
8,"682","red mulberry","Hardwood","CARBON",1,161623089.276737,166579183.652371,4956094.37563461,3.06645195176823,"Total aboveground carbon"
8,"682","red mulberry","Hardwood","VMERIB",1,4976137.43096628,5212336.88782083,236199.45685455,4.74664255421668,"Merchantable wood volume"
8,"682","red mulberry","Hardwood","WMERBCH",1,55277683.7960094,74673617.036625,19395933.2406156,35.0881800912502,"Top and limb weight"
8,"682","red mulberry","Hardwood","WMEROB",1,186414643.212769,198762336.406701,12347693.1939321,6.62377857293045,"Merch bole wood and bark weight"
8,"682","red mulberry","Hardwood","WSTPOB",1,15713735.261392,16425351.1687841,711615.90739212,4.52862349756224,"Stump wood and bark weight"
8,"682","red mulberry","Hardwood","BIOMASS",2,9018204.88222099,56148453.4121925,47130248.5299715,522.61230639023,"Total aboveground biomass"
8,"682","red mulberry","Hardwood","CARBON",2,4509102.51882863,26659285.680109,22150183.1612803,491.232635957776,"Total aboveground carbon"
8,"682","red mulberry","Hardwood","VMERIB",2,405875.628032509,422882.0105592,17006.3825266915,4.19004772696758,"Merchantable wood volume"
8,"682","red mulberry","Hardwood","WMERBCH",2,309098.637454638,3192287.67160524,2883189.0341506,932.773129604534,"Top and limb weight"
8,"682","red mulberry","Hardwood","WMEROB",2,7437955.18956088,47642052.6667612,40204097.4772004,540.526212548666,"Merch bole wood and bark weight"
8,"682","red mulberry","Hardwood","WSTPOB",2,1271151.05520548,5314113.07382601,4042962.01862053,318.055199031164,"Stump wood and bark weight"
8,"691","water tupelo","Hardwood","BIOMASS",1,2762198874.66096,2206308246.57608,-555890628.084877,-20.1249313792842,"Total aboveground biomass"
8,"691","water tupelo","Hardwood","CARBON",1,1381099438.89575,1052188402.79213,-328911036.10362,-23.8151596359056,"Total aboveground carbon"
8,"691","water tupelo","Hardwood","VMERIB",1,61394017.3165558,55568772.2022541,-5825245.11430169,-9.48829441192281,"Merchantable wood volume"
8,"691","water tupelo","Hardwood","WMERBCH",1,519870419.796683,307671284.354535,-212199135.442149,-40.8176975187659,"Top and limb weight"
8,"691","water tupelo","Hardwood","WMEROB",1,2073329991.50144,1629878648.08556,-443451343.415883,-21.3883629346792,"Merch bole wood and bark weight"
8,"691","water tupelo","Hardwood","WSTPOB",1,131235846.643905,233312817.996517,102076971.352612,77.7813181101257,"Stump wood and bark weight"
8,"691","water tupelo","Hardwood","VSAWIB",1,22983327.5604959,18661622.3128305,-4321705.24766538,-18.8036533712968,"Sawlog wood volume"
8,"693","blackgum","Hardwood","BIOMASS",1,30810726534.0606,37803242486.5023,6992515952.44173,22.6950699936,"Total aboveground biomass"
8,"693","blackgum","Hardwood","CARBON",1,15405363366.3589,17039393623.3442,1634030256.98528,10.6068920162802,"Total aboveground carbon"
8,"693","blackgum","Hardwood","VMERIB",1,558756665.430637,562351190.790615,3594525.35997832,0.643307826530892,"Merchantable wood volume"
8,"693","blackgum","Hardwood","WMERBCH",1,5075798706.71144,8768324505.99573,3692525799.28429,72.747679974028,"Top and limb weight"
8,"693","blackgum","Hardwood","WMEROB",1,18186322544.4994,20230693996.9924,2044371452.49294,11.241258080025,"Merch bole wood and bark weight"
8,"693","blackgum","Hardwood","WSTPOB",1,1215458670.18656,1377223379.40618,161764709.219626,13.3089436265898,"Stump wood and bark weight"
8,"693","blackgum","Hardwood","VSAWIB",1,203007714.383483,205258646.735309,2250932.35182661,1.10879153467764,"Sawlog wood volume"
8,"694","swamp tupelo","Hardwood","BIOMASS",1,13307586075.2376,13758871128.9795,451285053.741882,3.39118643449258,"Total aboveground biomass"
8,"694","swamp tupelo","Hardwood","CARBON",1,6653793055.80989,6561605641.41033,-92187414.3995638,-1.38548664838725,"Total aboveground carbon"
8,"694","swamp tupelo","Hardwood","VMERIB",1,269171610.036622,272439193.372699,3267583.33607727,1.21394055473856,"Merchantable wood volume"
8,"694","swamp tupelo","Hardwood","WMERBCH",1,2452401902.58144,2278136554.41705,-174265348.164392,-7.10590494897912,"Top and limb weight"
8,"694","swamp tupelo","Hardwood","WMEROB",1,8925558318.67069,9018797366.11699,93239047.4463043,1.04462986087117,"Merch bole wood and bark weight"
8,"694","swamp tupelo","Hardwood","WSTPOB",1,605342267.189396,1061261626.62555,455919359.436157,75.3159632405961,"Stump wood and bark weight"
8,"694","swamp tupelo","Hardwood","BIOMASS",2,153028889.536989,234980906.316193,81952016.7792045,53.5532976989916,"Total aboveground biomass"
8,"694","swamp tupelo","Hardwood","CARBON",2,76514445.6776409,112062394.222192,35547948.5445515,46.4591336050669,"Total aboveground carbon"
8,"701","eastern hophornbeam","Hardwood","BIOMASS",1,2651004699.62265,3583738956.18156,932734256.558908,35.1841796693788,"Total aboveground biomass"
8,"701","eastern hophornbeam","Hardwood","CARBON",1,1325502380.41794,1687761861.4137,362259480.995765,27.3299758904652,"Total aboveground carbon"
8,"701","eastern hophornbeam","Hardwood","VMERIB",1,12211982.9597544,14085482.1134679,1873499.15371353,15.3414818861752,"Merchantable wood volume"
8,"701","eastern hophornbeam","Hardwood","WMERBCH",1,202205827.474208,274604506.855098,72398679.3808897,35.8044475202498,"Top and limb weight"
8,"701","eastern hophornbeam","Hardwood","WMEROB",1,537229554.356359,588606371.824193,51376817.4678341,9.56328948234938,"Merch bole wood and bark weight"
8,"701","eastern hophornbeam","Hardwood","WSTPOB",1,69702126.6834154,57517431.2514458,-12184695.4319695,-17.4810956447742,"Stump wood and bark weight"
8,"701","eastern hophornbeam","Hardwood","BIOMASS",2,96812809.8747822,138085500.522341,41272690.6475587,42.6314355517011,"Total aboveground biomass"
8,"701","eastern hophornbeam","Hardwood","CARBON",2,48406405.682206,65031366.4709964,16624960.7887904,34.3445470790277,"Total aboveground carbon"
8,"701","eastern hophornbeam","Hardwood","VMERIB",2,506322.74917962,590548.52296975,84225.7737901306,16.6347994291387,"Merchantable wood volume"
8,"701","eastern hophornbeam","Hardwood","WMERBCH",2,7948999.0436059,13781746.7013066,5832747.65770066,73.3771337209113,"Top and limb weight"
8,"701","eastern hophornbeam","Hardwood","WMEROB",2,21887437.4851869,37669010.7995197,15781573.3143327,72.1033393014301,"Merch bole wood and bark weight"
8,"701","eastern hophornbeam","Hardwood","WSTPOB",2,3338081.93329239,4830601.55841733,1492519.62512494,44.7118930856454,"Stump wood and bark weight"
8,"711","sourwood","Hardwood","BIOMASS",1,17954677403.4257,18709848373.7715,755170970.345776,4.20598462104194,"Total aboveground biomass"
8,"711","sourwood","Hardwood","CARBON",1,8977338748.38814,8896532901.72832,-80805846.6598148,-0.900109140632833,"Total aboveground carbon"
8,"711","sourwood","Hardwood","VMERIB",1,287462303.4569,306964636.417624,19502332.9607244,6.78430970815916,"Merchantable wood volume"
8,"711","sourwood","Hardwood","WMERBCH",1,3466930294.18212,4094669606.79202,627739312.609891,18.1064878536296,"Top and limb weight"
8,"711","sourwood","Hardwood","WMEROB",1,10583212164.0554,10378161612.1627,-205050551.892738,-1.93750771234812,"Merch bole wood and bark weight"
8,"711","sourwood","Hardwood","WSTPOB",1,964075702.260418,798065264.912265,-166010437.348153,-17.2196474777777,"Stump wood and bark weight"
8,"711","sourwood","Hardwood","BIOMASS",2,288029228.695922,463531739.046292,175502510.35037,60.9321877314231,"Total aboveground biomass"
8,"711","sourwood","Hardwood","CARBON",2,144014616.510043,220409341.916512,76394725.4064691,53.0465082349067,"Total aboveground carbon"
8,"711","sourwood","Hardwood","VMERIB",2,5569399.6946806,5825377.4607804,255977.7660998,4.59614644544703,"Merchantable wood volume"
8,"711","sourwood","Hardwood","WMERBCH",2,26224079.8027084,62958806.6284549,36734726.8257466,140.080136661088,"Top and limb weight"
8,"711","sourwood","Hardwood","WMEROB",2,150839108.214759,263127324.246452,112288216.031693,74.4423759598346,"Merch bole wood and bark weight"
8,"711","sourwood","Hardwood","WSTPOB",2,23363999.7833153,29034379.8464991,5670380.06318379,24.2697317059261,"Stump wood and bark weight"
8,"721","redbay","Hardwood","BIOMASS",1,957338539.798411,1109011839.36258,151673299.564164,15.8432250723033,"Total aboveground biomass"
8,"721","redbay","Hardwood","CARBON",1,478669278.67547,526558821.329351,47889542.6538808,10.004724511754,"Total aboveground carbon"
8,"721","redbay","Hardwood","VMERIB",1,12587900.1685265,13319363.4075609,731463.239034446,5.81084397907224,"Merchantable wood volume"
8,"721","redbay","Hardwood","WMERBCH",1,147929664.136205,209458028.565098,61528364.4288924,41.5929859559747,"Top and limb weight"
8,"721","redbay","Hardwood","WMEROB",1,471564331.148791,508706750.808565,37142419.6597745,7.8764268640274,"Merch bole wood and bark weight"
8,"721","redbay","Hardwood","WSTPOB",1,41899502.4182687,46968441.8686157,5068939.45034702,12.0978511862635,"Stump wood and bark weight"
8,"762","black cherry","Hardwood","BIOMASS",1,8921971130.00104,11587495303.2886,2665524173.28756,29.8759560465787,"Total aboveground biomass"
8,"762","black cherry","Hardwood","CARBON",1,4460985590.20322,5522020886.78218,1061035296.57896,23.7847730086621,"Total aboveground carbon"
8,"762","black cherry","Hardwood","VMERIB",1,182196896.815767,198789704.402231,16592807.5864638,9.10707475069792,"Merchantable wood volume"
8,"762","black cherry","Hardwood","WMERBCH",1,1511091757.43372,2668551144.23668,1157459386.80297,76.5975580972446,"Top and limb weight"
8,"762","black cherry","Hardwood","WMEROB",1,6002422835.31896,7078531846.38955,1076109011.07059,17.9279107886009,"Merch bole wood and bark weight"
8,"762","black cherry","Hardwood","WSTPOB",1,395652957.102479,337013840.977982,-58639116.1244974,-14.8208461662803,"Stump wood and bark weight"
8,"762","black cherry","Hardwood","BIOMASS",2,195546757.16579,448252189.271467,252705432.105676,129.230182984536,"Total aboveground biomass"
8,"762","black cherry","Hardwood","CARBON",2,97773379.7135302,213614580.797318,115841201.083787,118.479284876103,"Total aboveground carbon"
8,"762","black cherry","Hardwood","VMERIB",2,2761783.77311732,3022425.73132059,260641.958203271,9.4374498373229,"Merchantable wood volume"
8,"762","black cherry","Hardwood","WMERBCH",2,9907908.57661861,64002324.911349,54094416.3347304,545.972098111465,"Top and limb weight"
8,"762","black cherry","Hardwood","WMEROB",2,115592715.529819,297798459.50745,182205743.97763,157.627358387153,"Merch bole wood and bark weight"
8,"762","black cherry","Hardwood","WSTPOB",2,15096035.8831487,22027314.6895152,6931278.80636651,45.9145623395326,"Stump wood and bark weight"
8,"766","American plum","Hardwood","BIOMASS",1,61928811.5943026,55160643.7830946,-6768167.81120805,-10.9289483149564,"Total aboveground biomass"
8,"766","American plum","Hardwood","CARBON",1,30964406.2441657,26286804.7948337,-4677601.44933199,-15.1063818645427,"Total aboveground carbon"
8,"766","American plum","Hardwood","VMERIB",1,168018.486383604,172241.68625765,4223.19987404573,2.5135328647133,"Merchantable wood volume"
8,"766","American plum","Hardwood","WMERBCH",1,2202691.10241398,2283626.67212071,80935.5697067305,3.67439490803007,"Top and limb weight"
8,"766","American plum","Hardwood","WMEROB",1,5534658.77254146,5798822.22805788,264163.455516414,4.77289506675608,"Merch bole wood and bark weight"
8,"766","American plum","Hardwood","WSTPOB",1,574208.356790815,522301.085488213,-51907.2713026012,-9.03979725977954,"Stump wood and bark weight"
8,"802","white oak","Hardwood","BIOMASS",1,156490195557.246,185521670482.97,29031474925.7238,18.5516254372011,"Total aboveground biomass"
8,"802","white oak","Hardwood","CARBON",1,78245097862.3109,91963092058.4081,13717994196.0972,17.5320813327334,"Total aboveground carbon"
8,"802","white oak","Hardwood","VMERIB",1,2742520117.52425,2891446462.67494,148926345.150685,5.43027357207229,"Merchantable wood volume"
8,"802","white oak","Hardwood","VSAWIB",1,1765981542.05314,1851172763.46679,85191221.4136474,4.82401539229021,"Sawlog wood volume"
8,"802","white oak","Hardwood","WMERBCH",1,28170414147.5152,54554773465.8526,26384359318.3374,93.6598204775226,"Top and limb weight"
8,"802","white oak","Hardwood","WMEROB",1,118013492877.81,120320893701.369,2307400823.55885,1.95520085652233,"Merch bole wood and bark weight"
8,"802","white oak","Hardwood","WSTPOB",1,6513312661.77187,7002309408.47974,488996746.707876,7.50765043996599,"Stump wood and bark weight"
8,"802","white oak","Hardwood","BIOMASS",2,2606872127.93799,6243747986.59806,3636875858.66007,139.511095296293,"Total aboveground biomass"
8,"802","white oak","Hardwood","CARBON",2,1303436068.10247,3095025876.95666,1791589808.85419,137.451299123736,"Total aboveground carbon"
8,"802","white oak","Hardwood","VMERIB",2,62743714.2489996,65379736.652521,2636022.40352131,4.20125336071148,"Merchantable wood volume"
8,"802","white oak","Hardwood","WMERBCH",2,251553211.944001,905365052.628505,653811840.684504,259.909955286141,"Top and limb weight"
8,"802","white oak","Hardwood","WMEROB",2,2012918359.60329,4845483567.04273,2832565207.43945,140.71932892488,"Merch bole wood and bark weight"
8,"802","white oak","Hardwood","WSTPOB",2,195296775.199635,379288652.159815,183991876.960179,94.2114260576499,"Stump wood and bark weight"
8,"806","scarlet oak","Hardwood","BIOMASS",1,59125603430.7621,63382532893.712,4256929462.94992,7.19980721707968,"Total aboveground biomass"
8,"806","scarlet oak","Hardwood","CARBON",1,29562801735.4415,29916555525.8321,353753790.390572,1.19661794425415,"Total aboveground carbon"
8,"806","scarlet oak","Hardwood","VMERIB",1,954753416.367041,1004095661.88154,49342245.5145019,5.16806168678144,"Merchantable wood volume"
