"STATECD","STATENM","RSCD","variable","STATUSCD","CRM","CRM2","DIFF","PDIFF","VAR2"
6,"California",26,"WMERBCH",1,586628723438.467,927250514379.708,340621790941.24,58.0642879101996,"Top and limb weight"
6,"California",26,"WMEROB",1,3254821229528.28,3276431040477.6,21609810949.3164,0.663932346061547,"Merch bole wood and bark weight"
6,"California",26,"WSTPOB",1,148839841282.753,135239990765.632,-13599850517.1204,-9.1372379867596,"Stump wood and bark weight"
6,"California",26,"BIOMASS",2,337294816640.607,452113193668.63,114818377028.023,34.0409550824388,"Total aboveground biomass"
6,"California",26,"CARBON",2,168647408521.788,227857063337.365,59209654815.5778,35.1085470773353,"Total aboveground carbon"
6,"California",26,"VMERIB",2,11585550944.179,10808873653.7172,-776677290.461823,-6.70384424706235,"Merchantable wood volume"
6,"California",26,"WMERBCH",2,32316433942.0682,61813630483.284,29497196541.2158,91.2761494479671,"Top and limb weight"
6,"California",26,"WMEROB",2,284657151836.649,366138592703.8,81481440867.1511,28.6244137347055,"Merch bole wood and bark weight"
6,"California",26,"WSTPOB",2,15250425193.4842,19890889761.4286,4640464567.94436,30.4284274639569,"Stump wood and bark weight"
6,"California",26,"VSAWIB",1,89197547606.8231,88289191206.6353,-908356400.187836,-1.01836476961431,"Sawlog wood volume"
8,"Colorado",22,"BIOMASS",1,978315753456.328,1126523859418.3,148208105961.97,15.1493120128507,"Total aboveground biomass"
8,"Colorado",22,"CARBON",1,489157878436.489,552936701113.957,63778822677.4687,13.0384944184743,"Total aboveground carbon"
8,"Colorado",22,"VMERIB",1,28198438742.3149,25943761232.3916,-2254677509.92334,-7.9957529937285,"Merchantable wood volume"
8,"Colorado",22,"WMERBCH",1,143865358869.206,316793135850.838,172927776981.632,120.201123008943,"Top and limb weight"
8,"Colorado",22,"WMEROB",1,739456011773.913,701324736622.904,-38131275151.0093,-5.15666578455891,"Merch bole wood and bark weight"
