"DIVISION","ECODIVISION","variable","STATUSCD","CRM","CRM2","DIFF","PDIFF","VAR2"
"220","221","BIOMASS",2,53466594102.5285,98098986892.4734,44632392789.9448,83.4771571653824,"Total aboveground biomass"
"220","221","CARBON",2,26733297225.9784,46818546316.3129,20085249090.3346,75.1319559295384,"Total aboveground carbon"
"220","221","VMERIB",2,1358381126.37331,1957276108.31295,598894981.939646,44.0888768484744,"Merchantable wood volume"
"220","221","WMERBCH",2,5020845715.38439,12135252620.7979,7114406905.41346,141.697381451379,"Top and limb weight"
"220","221","WMEROB",2,37114593274.8636,72562304651.0904,35447711376.2268,95.5088234800468,"Merch bole wood and bark weight"
"220","221","WSTPOB",2,3365183805.48967,5100716653.2734,1735532847.78373,51.5731962382718,"Stump wood and bark weight"
"220","222","BIOMASS",1,1685546989027.33,2040543754918.93,354996765891.607,21.0612203754975,"Total aboveground biomass"
"220","222","CARBON",1,842773495648.181,980731860229.411,137958364581.23,16.3695661163531,"Total aboveground carbon"
"220","222","VMERIB",1,35734686001.9448,38811652836.7411,3076966834.79625,8.61058869981056,"Merchantable wood volume"
"220","222","WMERBCH",1,303436512698.114,588517969106.483,285081456408.37,93.9509401401521,"Top and limb weight"
"220","222","WMEROB",1,1273369550789.24,1334932413889.47,61562863100.2239,4.83464231275727,"Merch bole wood and bark weight"
"220","222","WSTPOB",1,70378209641.8653,71432814414.2681,1054604772.40279,1.49848195594825,"Stump wood and bark weight"
"220","222","VSAWIB",1,19290008124.825,22100976992.9276,2810968868.10262,14.572149736345,"Sawlog wood volume"
"220","222","BIOMASS",2,28163832394.4432,44909811418.2446,16745979023.8014,59.459163047375,"Total aboveground biomass"
"220","222","CARBON",2,14081916286.0226,21534229621.0646,7452313335.04201,52.921159192226,"Total aboveground carbon"
"220","222","VMERIB",2,773756455.390388,904072826.179478,130316370.78909,16.8420398797631,"Merchantable wood volume"
"220","222","WMERBCH",2,2699109832.45401,6905978129.0678,4206868296.61378,155.861323093656,"Top and limb weight"
"220","222","WMEROB",2,18905769575.2309,30633677887.8652,11727908312.6343,62.0334880628155,"Merch bole wood and bark weight"
"220","222","WSTPOB",2,1747603418.99076,2306365171.67064,558761752.679884,31.9730292701401,"Stump wood and bark weight"
"230","232","BIOMASS",1,6936000192085.34,7630392230732.78,694392038647.438,10.0114189650659,"Total aboveground biomass"
"230","232","CARBON",1,3468000108892.53,3644826130478.82,176826021586.29,5.09878938967962,"Total aboveground carbon"
"230","232","VMERIB",1,141736701156.002,141737112897.079,411741.077056885,0.000290497149784588,"Merchantable wood volume"
"230","232","VSAWIB",1,80443576518.414,79684961737.2738,-758614781.140121,-0.943039598651448,"Sawlog wood volume"
"230","232","WMERBCH",1,1031443980148.29,1533421066054.74,501977085906.447,48.6674114704977,"Top and limb weight"
"230","232","WMEROB",1,4978292260278.95,5050696635761.79,72404375482.8418,1.45440186508425,"Merch bole wood and bark weight"
"230","232","WSTPOB",1,314651315202.222,323268029819.967,8616714617.74548,2.73849629778527,"Stump wood and bark weight"
"230","231","BIOMASS",1,7199458959748.75,8062092697441.81,862633737693.065,11.9819245101047,"Total aboveground biomass"
"230","231","CARBON",1,3599729493345.55,3820224918492.85,220495425147.3,6.1253331828102,"Total aboveground carbon"
"230","231","VMERIB",1,144630360149.935,147766959039.318,3136598889.38303,2.16870018586096,"Merchantable wood volume"
"230","231","WMERBCH",1,1117692654044.61,1716657466174.13,598964812129.524,53.5894022352248,"Top and limb weight"
"230","231","WMEROB",1,5161896824841.71,5310320779960.8,148423955119.081,2.87537624550705,"Merch bole wood and bark weight"
"230","231","WSTPOB",1,309508238213.535,298208009658.846,-11300228554.6884,-3.65102674484941,"Stump wood and bark weight"
"230","231","VSAWIB",1,86572489348.6551,87416361653.6222,843872304.967133,0.974758045328452,"Sawlog wood volume"
"230","231","BIOMASS",2,112101837492.618,230804893782.131,118703056289.513,105.888591074459,"Total aboveground biomass"
"230","231","CARBON",2,56050919083.6623,109534951063.52,53484031979.8576,95.4204370851202,"Total aboveground carbon"
"230","231","VMERIB",2,2679569283.04924,2776696654.41906,97127371.3698244,3.62473819894284,"Merchantable wood volume"
"230","231","WMERBCH",2,9602457587.6713,30979732398.6103,21377274810.939,222.622954756765,"Top and limb weight"
"230","231","WMEROB",2,83867876445.7225,173045319411.121,89177442965.3988,106.330870345945,"Merch bole wood and bark weight"
"230","231","WSTPOB",2,7433893074.83572,13493612079.998,6059719005.16228,81.5147452910626,"Stump wood and bark weight"
"230","232","BIOMASS",2,100681592912.856,205343004460.444,104661411547.589,103.952876111304,"Total aboveground biomass"
"230","232","CARBON",2,50340796748.5356,98114943347.9913,47774146599.4557,94.9014510797258,"Total aboveground carbon"
"230","232","VMERIB",2,2441434957.74896,2575885948.74216,134450990.993207,5.50704783539159,"Merchantable wood volume"
"230","232","WMERBCH",2,8019526584.23422,23654298324.8001,15634771740.5659,194.958786860345,"Top and limb weight"
"230","232","WMEROB",2,75349084881.008,155696186030.702,80347101149.6935,106.633147936141,"Merch bole wood and bark weight"
"230","232","WSTPOB",2,6722415096.43262,14160664395.3953,7438249298.96263,110.648467734608,"Stump wood and bark weight"
"230","234","BIOMASS",2,11450456613.8839,28329704977.9806,16879248364.0967,147.411137680136,"Total aboveground biomass"
"230","234","CARBON",2,5725228327.16361,13373999402.7559,7648771075.59231,133.597660014752,"Total aboveground carbon"
"230","234","VMERIB",2,256777355.718671,263339243.364429,6561887.64575773,2.55547753710301,"Merchantable wood volume"
"230","234","WMERBCH",2,865098805.244988,3557108135.09893,2692009329.85394,311.17940673743,"Top and limb weight"
"230","234","WMEROB",2,9151033523.2996,22143107465.4578,12992073942.1582,141.973842725839,"Merch bole wood and bark weight"
"230","234","WSTPOB",2,792221186.784019,1889663054.18689,1097441867.40287,138.52720499156,"Stump wood and bark weight"
"230","234","BIOMASS",1,794916521883.285,863910430235.65,68993908352.3651,8.67939040805284,"Total aboveground biomass"
"230","234","CARBON",1,397458261869.543,407273674128.418,9815412258.87543,2.46954540904653,"Total aboveground carbon"
"230","234","VMERIB",1,16122676168.4827,16095362476.4786,-27313692.0040684,-0.169411651754579,"Merchantable wood volume"
"230","234","VSAWIB",1,9915609729.54663,9694942776.52012,-220666953.026505,-2.22545016439039,"Sawlog wood volume"
"230","234","WMERBCH",1,128022859804.731,210886086776.556,82863226971.8252,64.7253366298908,"Top and limb weight"
"230","234","WMEROB",1,588149484273.022,565278511844.225,-22870972428.7965,-3.88863257392226,"Merch bole wood and bark weight"
"230","234","WSTPOB",1,33436961120.5167,37175721147.6453,3738760027.12856,11.1815186004881,"Stump wood and bark weight"
"240","242","BIOMASS",1,516715206317.321,516716981078.753,1774761.43249512,0.000343469944525924,"Total aboveground biomass"
"240","242","CARBON",1,258357603421.265,261467915107.237,3110311685.97122,1.2038785175212,"Total aboveground carbon"
"240","242","VMERIB",1,13345422410.7743,13234449135.1006,-110973275.673708,-0.831545621097126,"Merchantable wood volume"
"240","242","VSAWIB",1,11458350942.4144,11044364503.1255,-413986439.288868,-3.61296700868579,"Sawlog wood volume"
"240","242","WMERBCH",1,75204116118.3469,82344566845.5785,7140450727.23164,9.49476052081364,"Top and limb weight"
"240","242","WMEROB",1,412215254399.356,406882799007.261,-5332455392.09528,-1.29360942740105,"Merch bole wood and bark weight"
"240","242","WSTPOB",1,18716761894.0216,14155902168.4576,-4560859725.56401,-24.3677819453418,"Stump wood and bark weight"
"240","242","BIOMASS",2,13381911954.4078,20990147519.7589,7608235565.35107,56.8546228018262,"Total aboveground biomass"
"240","242","CARBON",2,6690955996.32083,10596723757.7845,3905767761.46367,58.3738372156587,"Total aboveground carbon"
"240","242","VMERIB",2,537767213.683255,518152532.468612,-19614681.2146425,-3.64742972713015,"Merchantable wood volume"
"240","242","WMERBCH",2,885899218.332564,1831052588.28476,945153369.952193,106.688588317208,"Top and limb weight"
"240","242","WMEROB",2,11077677023.1487,17015755739.3648,5938078716.21614,53.6040065422337,"Merch bole wood and bark weight"
"240","242","WSTPOB",2,840034981.73941,1468719093.0747,628684111.335289,74.8402298715597,"Stump wood and bark weight"
"250","251","BIOMASS",1,861548920367.33,1064744291860.13,203195371492.796,23.584890734488,"Total aboveground biomass"
"250","251","CARBON",1,430774460755.543,505349136094.75,74574675339.2067,17.3117680208824,"Total aboveground carbon"
"250","251","VMERIB",1,17206514078.1412,17938791543.3084,732277465.16716,4.25581533738684,"Merchantable wood volume"
"250","251","WMERBCH",1,151837878998.852,354072105943.56,202234226944.708,133.190892995968,"Top and limb weight"
"250","251","WMEROB",1,651296359848.39,644477241920.265,-6819117928.12476,-1.04700691551725,"Merch bole wood and bark weight"
"250","251","WSTPOB",1,38161849723.1553,42773255051.009,4611405327.85375,12.0838097767984,"Stump wood and bark weight"
"250","251","VSAWIB",1,7784059972.58551,8506702178.24013,722642205.654615,9.28361559648398,"Sawlog wood volume"
"250","251","BIOMASS",2,15121402121.4226,22560958878.9,7439556757.47733,49.1988553557321,"Total aboveground biomass"
"250","251","CARBON",2,7560701096.45576,10638890879.4214,3078189782.96566,40.713020442094,"Total aboveground carbon"
"250","251","VMERIB",2,395360294.099026,388859709.851433,-6500584.24759305,-1.64421777923021,"Merchantable wood volume"
"250","251","WMERBCH",2,1396199047.09975,4171150297.23705,2774951250.1373,198.750404242258,"Top and limb weight"
"250","251","WMEROB",2,10617734483.5261,14745482685.105,4127748201.57891,38.8759787503003,"Merch bole wood and bark weight"
"250","251","WSTPOB",2,908246407.251536,1265096585.48308,356850178.231541,39.2900181473234,"Stump wood and bark weight"
"250","255","BIOMASS",1,614712058394.483,787716317057.503,173004258663.02,28.1439507002476,"Total aboveground biomass"
"250","255","CARBON",1,307356030615.213,373935998475.82,66579967860.6064,21.662164144734,"Total aboveground carbon"
"250","255","VMERIB",1,10181836585.1046,10428387120.9526,246550535.847967,2.42147410034704,"Merchantable wood volume"
"250","255","WMERBCH",1,102905461521.568,247063351893.055,144157890371.488,140.087696260197,"Top and limb weight"
"250","255","WMEROB",1,410727458302.603,423268080372.872,12540622070.2695,3.053270926199,"Merch bole wood and bark weight"
"250","255","WSTPOB",1,27296260607.0697,38298398030.5813,11002137423.5116,40.3063906147718,"Stump wood and bark weight"
"250","255","BIOMASS",2,27368079398.9849,68541344889.3347,41173265490.3498,150.442655803888,"Total aboveground biomass"
"250","255","CARBON",2,13684039755.1359,32560593993.0695,18876554237.9336,137.945771685214,"Total aboveground carbon"
"250","255","VMERIB",2,699148220.025702,738753515.983701,39605295.9579995,5.66479250373312,"Merchantable wood volume"
"250","255","WMERBCH",2,2661784524.04555,13977586611.1987,11315802087.1532,425.120891076289,"Top and limb weight"
"250","255","WMEROB",2,21376309745.2968,48264709458.5673,26888399713.2705,125.785975379527,"Merch bole wood and bark weight"
"250","255","WSTPOB",2,2037442351.46021,5100843510.06728,3063401158.60706,150.355231224655,"Stump wood and bark weight"
"250","255","VSAWIB",1,2348223326.87365,2342718074.74184,-5505252.13180304,-0.234443294587852,"Sawlog wood volume"
"260","263","BIOMASS",1,671833667020.263,679704123497.253,7870456476.98999,1.17148884662141,"Total aboveground biomass"
"260","263","CARBON",1,335916833910.241,342705942796.353,6789108886.11194,2.02106837191911,"Total aboveground carbon"
"260","263","VMERIB",1,16323875339.8433,15638034845.7991,-685840494.044203,-4.20145633169718,"Merchantable wood volume"
"260","263","WMERBCH",1,94951053371.1013,115627155360.599,20676101989.4974,21.7755372430552,"Top and limb weight"
"260","263","WMEROB",1,533105993517.306,522213181062.074,-10892812455.2318,-2.0432733054385,"Merch bole wood and bark weight"
"260","263","WSTPOB",1,28005711859.387,21804657763.9778,-6201054095.40921,-22.1421048911161,"Stump wood and bark weight"
"260","263","VSAWIB",1,13982605697.5728,13381617665.1581,-600988032.414648,-4.29811184991773,"Sawlog wood volume"
"260","261","BIOMASS",1,175224974427.833,166979906268.081,-8245068159.75165,-4.70541838380887,"Total aboveground biomass"
"260","261","CARBON",1,87612487294.3486,82849743012.6436,-4762744281.70496,-5.43614777845963,"Total aboveground carbon"
"260","261","VMERIB",1,4222392932.32774,3864463515.41518,-357929416.912566,-8.47693292995459,"Merchantable wood volume"
"260","261","VSAWIB",1,3467564176.30724,3483913580.8814,16349404.5741611,0.471495370896704,"Sawlog wood volume"
"260","261","WMERBCH",1,24755442520.5236,32582289228.538,7826846708.01443,31.6166705625462,"Top and limb weight"
"260","261","WMEROB",1,139818006621.114,125846845847.772,-13971160773.3416,-9.99239018705325,"Merch bole wood and bark weight"
"260","261","WSTPOB",1,7119481584.0092,5537873196.02102,-1581608387.98818,-22.2152184723755,"Stump wood and bark weight"
"260","261","BIOMASS",2,8241553188.52246,8698064343.1528,456511154.630342,5.53913982216483,"Total aboveground biomass"
"260","261","CARBON",2,4120776599.85001,4130194148.19888,9417548.34887218,0.228538192272179,"Total aboveground carbon"
"260","261","VMERIB",2,201275923.860936,154795822.150835,-46480101.710101,-23.0927280414396,"Merchantable wood volume"
"260","261","WMERBCH",2,997461379.486962,1830409459.14707,832948079.660106,83.5068000415743,"Top and limb weight"
"260","261","WMEROB",2,6681731271.90859,6135422450.58635,-546308821.322238,-8.17615673379496,"Merch bole wood and bark weight"
"260","261","WSTPOB",2,471275227.852895,653853834.81017,182578606.957275,38.7413969940863,"Stump wood and bark weight"
"260","263","BIOMASS",2,29412692203.4709,35256589614.6838,5843897411.21291,19.8686246426748,"Total aboveground biomass"
"260","263","CARBON",2,14706346126.7668,17845155135.606,3138809008.83927,21.3432281668278,"Total aboveground carbon"
"260","263","VMERIB",2,1010976075.37465,789412419.8159,-221563655.55875,-21.9158159085656,"Merchantable wood volume"
"260","263","WMERBCH",2,2135708683.56243,2842860477.50903,707151793.946594,33.1108731911433,"Top and limb weight"
"260","263","WMEROB",2,24822881438.3403,28939433947.303,4116552508.96269,16.5837012886201,"Merch bole wood and bark weight"
"260","263","WSTPOB",2,1781344559.90028,2738861416.69451,957516856.794236,53.7524787932009,"Stump wood and bark weight"
"260","262","BIOMASS",1,6703485575.15359,6311690307.27675,-391795267.876832,-5.84464997327686,"Total aboveground biomass"
"260","262","CARBON",1,3351742792.80425,3002553022.75242,-349189770.051831,-10.4181553191222,"Total aboveground carbon"
"260","262","VMERIB",1,130812827.803659,107815650.976072,-22997176.8275874,-17.5802153456269,"Merchantable wood volume"
"260","262","VSAWIB",1,80486479.1808922,87292884.1004817,6806404.9195895,8.45658176237552,"Sawlog wood volume"
"260","262","WMERBCH",1,1068887020.47491,1846036293.93741,777149273.462499,72.7064000755861,"Top and limb weight"
"260","262","WMEROB",1,4817590673.86764,3688105441.13942,-1129485232.72822,-23.4450228172135,"Merch bole wood and bark weight"
"260","262","WSTPOB",1,235997126.338677,242366328.864084,6369202.52540705,2.69884749200999,"Stump wood and bark weight"
"260","262","BIOMASS",2,257411268.904127,304290400.692652,46879131.7885246,18.2117636061943,"Total aboveground biomass"
"260","262","CARBON",2,128705634.520478,145217341.087209,16511706.5667309,12.8290471728367,"Total aboveground carbon"
"260","262","VMERIB",2,8223554.78524428,7390285.71207177,-833269.073172508,-10.1327113995478,"Merchantable wood volume"
"260","262","WMERBCH",2,26529960.7987281,42008306.8551063,15478346.0563782,58.3428907935674,"Top and limb weight"
"260","262","WMEROB",2,217060484.09019,244147121.402318,27086637.3121278,12.4788431324391,"Merch bole wood and bark weight"
"260","262","WSTPOB",2,13820824.0152085,18134972.4352271,4314148.42001864,31.2148422935661,"Stump wood and bark weight"
"310","313","BIOMASS",1,177847967023.216,209777409640.488,31929442617.2723,17.9532232792429,"Total aboveground biomass"
"310","313","CARBON",1,88923983672.2723,106596484014.967,17672500342.6951,19.8737164180889,"Total aboveground carbon"
"310","313","VMERIB",1,4883790432.04407,4715300932.32949,-168489499.714581,-3.44997399169852,"Merchantable wood volume"
"310","313","VSAWIB",1,4155335983.5237,3937668855.74806,-217667127.775637,-5.23825579059569,"Sawlog wood volume"
"310","313","WMERBCH",1,25071399420.2401,54816196219.1265,29744796798.8864,118.640353098414,"Top and limb weight"
"310","313","WMEROB",1,142000011788.316,142745691525.661,745679737.344299,0.525126532000509,"Merch bole wood and bark weight"
"310","313","WSTPOB",1,6409783372.11988,6395344845.37005,-14438526.7498236,-0.225257639948109,"Stump wood and bark weight"
"310","313","BIOMASS",2,15010527860.6804,25202761079.3493,10192233218.6689,67.9005649452681,"Total aboveground biomass"
"310","313","CARBON",2,7505263944.3192,12652754001.7094,5147490057.39021,68.5850637043403,"Total aboveground carbon"
"310","313","VMERIB",2,509104437.811192,553501017.557705,44396579.746513,8.72052499431916,"Merchantable wood volume"
"310","313","WMERBCH",2,1642002099.20836,5200395734.66444,3558393635.45609,216.710662987073,"Top and limb weight"
"310","313","WMEROB",2,12614113369.8637,18941846718.2093,6327733348.34557,50.1639168985362,"Merch bole wood and bark weight"
"310","313","WSTPOB",2,705478095.049096,1003335164.16349,297857069.114399,42.2205978051905,"Stump wood and bark weight"
"310","315","BIOMASS",1,182905657193.78,246471638648.758,63565981454.9779,34.7534255802885,"Total aboveground biomass"
"310","315","CARBON",1,91452829246.0282,117399957906.51,25947128660.4821,28.3721442785315,"Total aboveground carbon"
"310","315","VMERIB",1,2302165356.0191,2144486535.87457,-157678820.144528,-6.84915267846729,"Merchantable wood volume"
"310","315","WMERBCH",1,30510424311.7368,94379460440.3844,63869036128.6476,209.335129122011,"Top and limb weight"
"310","315","WMEROB",1,109935399012.406,107078982403.586,-2856416608.81996,-2.59826828708523,"Merch bole wood and bark weight"
"310","315","WSTPOB",1,8780605240.32825,15385442094.0817,6604836853.75344,75.2207470097645,"Stump wood and bark weight"
"310","315","VSAWIB",1,79128306.1439778,74180310.7912549,-4947995.35272297,-6.25312937158019,"Sawlog wood volume"
"310","315","BIOMASS",2,7814078072.84276,18212449090.8012,10398371017.9584,133.072269319872,"Total aboveground biomass"
"310","315","CARBON",2,3907039058.83477,8675602849.87725,4768563791.04248,122.05057894826,"Total aboveground carbon"
"310","315","VMERIB",2,161449269.826286,161181147.7606,-268122.06568563,-0.16607202124489,"Merchantable wood volume"
"310","315","WMERBCH",2,726961831.997126,5231963593.11011,4505001761.11299,619.702653265405,"Top and limb weight"
"310","315","WMEROB",2,5457842599.44719,10705602378.0957,5247759778.64855,96.1508083648304,"Merch bole wood and bark weight"
"310","315","WSTPOB",2,594161786.717324,1511626854.15,917465067.432681,154.413341272176,"Stump wood and bark weight"
"320","321","BIOMASS",1,11985287657.4071,14192051945.6197,2206764288.21258,18.4122763782709,"Total aboveground biomass"
"320","321","CARBON",1,5992643874.5717,6938806478.52157,946162603.949867,15.7887340505027,"Total aboveground carbon"
"320","321","VMERIB",1,229703474.568965,229741362.328109,37887.7591436803,0.0164942037619483,"Merchantable wood volume"
"320","321","VSAWIB",1,166409687.712503,164976115.419296,-1433572.29320753,-0.861471656436391,"Sawlog wood volume"
"320","321","WMERBCH",1,1620498806.51415,3982802503.16615,2362303696.652,145.776330544393,"Top and limb weight"
"320","321","WMEROB",1,7773389356.47364,7876395162.90985,103005806.436208,1.32510802833291,"Merch bole wood and bark weight"
"320","321","WSTPOB",1,427974918.279908,587011978.952217,159037060.672309,37.1603694234002,"Stump wood and bark weight"
"320","321","BIOMASS",2,4613703045.80655,7113393210.35885,2499690164.55229,54.1796933988695,"Total aboveground biomass"
"320","321","CARBON",2,2306851526.15213,3566879767.81508,1260028241.66295,54.6211243930684,"Total aboveground carbon"
"320","321","VMERIB",2,142453216.120925,154862734.111673,12409517.9907482,8.71129366445053,"Merchantable wood volume"
"320","321","WMERBCH",2,442951425.592107,1497195856.1146,1054244430.52249,238.004523659282,"Top and limb weight"
"320","321","WMEROB",2,3882595780.05403,5237083637.44787,1354487857.39385,34.8861414920458,"Merch bole wood and bark weight"
"320","321","WSTPOB",2,198449486.717378,276831200.2038,78381713.4864214,39.4970603265146,"Stump wood and bark weight"
"320","322","BIOMASS",1,3405489876.46681,4070218481.56243,664728605.095616,19.5193240681505,"Total aboveground biomass"
"320","322","CARBON",1,1702744942.05225,2056812629.95645,354067687.904193,20.7939356717424,"Total aboveground carbon"
"320","322","VMERIB",1,95737859.8136914,86313526.8254749,-9424332.98821653,-9.8438935302675,"Merchantable wood volume"
"320","322","WMERBCH",1,468887992.469176,1146928876.93278,678040884.463602,144.606152290875,"Top and limb weight"
"320","322","WMEROB",1,2739099673.25132,2714470304.17345,-24629369.0778704,-0.899177540649159,"Merch bole wood and bark weight"
"320","322","WSTPOB",1,120976627.230949,153131715.149555,32155087.9186056,26.5795870281789,"Stump wood and bark weight"
"320","322","VSAWIB",1,83352799.91222,75259806.2954425,-8092993.61677751,-9.70932425221511,"Sawlog wood volume"
"320","322","BIOMASS",2,649683821.472139,1197326468.01682,547642646.544682,84.293717720069,"Total aboveground biomass"
"320","322","CARBON",2,324841910.844797,588713197.635806,263871286.791009,81.2306780565275,"Total aboveground carbon"
"320","322","VMERIB",2,21792841.6605687,22606616.4188631,813774.758294441,3.73413789247531,"Merchantable wood volume"
"320","322","WMERBCH",2,56869510.721832,400331888.265583,343462377.543751,603.948184509168,"Top and limb weight"
