"SPCD","COMMON_NAME","HWSW","DIVISION","ECODIVISION","variable","STATUSCD","CRM","CRM2","DIFF","PDIFF","VAR2"
"341","ailanthus","Hardwood","310","315","BIOMASS",1,2719372.4544124,3521282.17034656,801909.715934164,29.4887783625594,"Total aboveground biomass"
"341","ailanthus","Hardwood","310","315","CARBON",1,1359686.2272062,1679299.46703827,319613.239832075,23.5063968022091,"Total aboveground carbon"
"341","ailanthus","Hardwood","310","315","VMERIB",1,50700.4709777866,45346.3776595783,-5354.09331820827,-10.5602437510966,"Merchantable wood volume"
"341","ailanthus","Hardwood","310","315","WMERBCH",1,851576.644701352,1608946.16839506,757369.52369371,88.9373291771429,"Top and limb weight"
"341","ailanthus","Hardwood","310","315","WMEROB",1,1668856.70341765,1608011.83090889,-60844.8725087594,-3.64590155548738,"Merch bole wood and bark weight"
"341","ailanthus","Hardwood","310","315","WSTPOB",1,198939.1062934,304324.171042613,105385.064749213,52.9735287911611,"Stump wood and bark weight"
"341","ailanthus","Hardwood","M240","M242","BIOMASS",1,30613560.679971,34264414.6276427,3650853.94767171,11.9256103066125,"Total aboveground biomass"
"341","ailanthus","Hardwood","M240","M242","CARBON",1,15306780.6243257,16340699.3359228,1033918.71159711,6.7546451273627,"Total aboveground carbon"
"341","ailanthus","Hardwood","210","211","BIOMASS",1,2842219.22710251,4360065.5571012,1517846.32999869,53.4035628049022,"Total aboveground biomass"
"341","ailanthus","Hardwood","210","211","CARBON",1,1421109.63250912,2079315.26418156,658205.631672435,46.3163162514282,"Total aboveground carbon"
"341","ailanthus","Hardwood","210","211","VMERIB",1,55060.5499976698,71217.8626859834,16157.3126883137,29.344626395845,"Merchantable wood volume"
"341","ailanthus","Hardwood","210","211","WMERBCH",1,833269.059377605,1598129.82773499,764860.768357388,91.7903718792447,"Top and limb weight"
"341","ailanthus","Hardwood","210","211","WMEROB",1,1812373.07464303,2425612.33856953,613239.263926498,33.8362599018021,"Merch bole wood and bark weight"
"341","ailanthus","Hardwood","210","211","WSTPOB",1,196577.093081872,336323.390796665,139746.297714793,71.0898180067147,"Stump wood and bark weight"
"345","mimosa, silktree","Hardwood","230","232","BIOMASS",1,739155096.335558,874529013.307501,135373916.971944,18.3146835681814,"Total aboveground biomass"
"345","mimosa, silktree","Hardwood","230","232","CARBON",1,369577551.524522,415226375.518402,45648823.9938797,12.3516224958947,"Total aboveground carbon"
"345","mimosa, silktree","Hardwood","230","232","VMERIB",1,7572664.36515383,7669829.88246187,97165.5173080452,1.2831087266347,"Merchantable wood volume"
"345","mimosa, silktree","Hardwood","230","232","WMERBCH",1,96805022.8650251,129438817.688475,32633794.8234496,33.7108487324576,"Top and limb weight"
"345","mimosa, silktree","Hardwood","230","232","WMEROB",1,283684995.739853,307525818.046867,23840822.3070138,8.40397718068828,"Merch bole wood and bark weight"
"345","mimosa, silktree","Hardwood","230","232","WSTPOB",1,27204884.8262771,32802952.8425427,5598068.0162656,20.5774369272773,"Stump wood and bark weight"
"345","mimosa, silktree","Hardwood","230","231","BIOMASS",1,1244492445.69291,1440010284.82994,195517839.137026,15.7106489327193,"Total aboveground biomass"
"345","mimosa, silktree","Hardwood","230","231","CARBON",1,622246228.210403,683716883.237255,61470655.0268524,9.87883127932228,"Total aboveground carbon"
"345","mimosa, silktree","Hardwood","230","231","VMERIB",1,14542321.8427795,14958354.5319217,416032.689142188,2.86084088662056,"Merchantable wood volume"
"345","mimosa, silktree","Hardwood","230","231","WMERBCH",1,189223063.201599,266304995.760256,77081932.5586569,40.7360134935209,"Top and limb weight"
"345","mimosa, silktree","Hardwood","230","231","WMEROB",1,544780319.258934,578346648.266433,33566329.007499,6.16144302957922,"Merch bole wood and bark weight"
"345","mimosa, silktree","Hardwood","230","231","WSTPOB",1,53401193.5210862,59494694.0533507,6093500.5322645,11.4107946479855,"Stump wood and bark weight"
"345","mimosa, silktree","Hardwood","230","232","BIOMASS",2,36562725.2309128,75163034.4202132,38600309.1893004,105.572844872802,"Total aboveground biomass"
"345","mimosa, silktree","Hardwood","230","232","CARBON",2,18281362.7424468,35687408.7427172,17406046.0002704,95.2119721351839,"Total aboveground carbon"
"345","mimosa, silktree","Hardwood","230","232","VMERIB",2,940683.254638345,958185.145864862,17501.8912265168,1.86055094955906,"Merchantable wood volume"
"345","mimosa, silktree","Hardwood","230","232","WMERBCH",2,4933472.04549605,18288455.2816185,13354983.2361224,270.701508247416,"Top and limb weight"
"345","mimosa, silktree","Hardwood","230","232","WMEROB",2,25069221.2640628,47748646.1373759,22679424.8733131,90.4672093098657,"Merch bole wood and bark weight"
"345","mimosa, silktree","Hardwood","230","232","WSTPOB",2,3621937.41338767,5972350.45119569,2350413.03780802,64.893805981303,"Stump wood and bark weight"
"345","mimosa, silktree","Hardwood","230","231","BIOMASS",2,145978182.547119,345000177.351519,199021994.804401,136.336808235135,"Total aboveground biomass"
"345","mimosa, silktree","Hardwood","230","231","CARBON",2,72989092.1215466,163806084.206501,90816992.0849546,124.425430492709,"Total aboveground carbon"
"345","mimosa, silktree","Hardwood","230","231","VMERIB",2,3205415.71220004,3298671.71545362,93256.0032535754,2.90932632852071,"Merchantable wood volume"
"345","mimosa, silktree","Hardwood","230","231","WMERBCH",2,13217916.1694951,78708876.815346,65490960.6458509,495.4711454215,"Top and limb weight"
"345","mimosa, silktree","Hardwood","230","231","WMEROB",2,84105409.4197814,210295618.149465,126190208.729684,150.0381599712,"Merch bole wood and bark weight"
"345","mimosa, silktree","Hardwood","230","231","WSTPOB",2,11231676.9887502,20642833.6757417,9411156.6869915,83.7911978453248,"Stump wood and bark weight"
"345","mimosa, silktree","Hardwood","220","223","BIOMASS",1,111821081.673816,122433609.497441,10612527.8236252,9.49063241454075,"Total aboveground biomass"
"345","mimosa, silktree","Hardwood","220","223","CARBON",1,55910541.4322308,58131477.789385,2220936.35715418,3.97230343377408,"Total aboveground carbon"
"345","mimosa, silktree","Hardwood","220","223","VMERIB",1,1886285.8599609,1834642.49914852,-51643.3608123758,-2.73783321545158,"Merchantable wood volume"
"345","mimosa, silktree","Hardwood","220","223","WMERBCH",1,25078667.7155224,34694605.6460179,9615937.93049557,38.3430971675733,"Top and limb weight"
"345","mimosa, silktree","Hardwood","220","223","WMEROB",1,70663503.6499671,69910659.1309163,-752844.519050777,-1.0653937041956,"Merch bole wood and bark weight"
"345","mimosa, silktree","Hardwood","220","223","WSTPOB",1,7078025.41381125,7780932.00397532,702906.590164073,9.93082885507166,"Stump wood and bark weight"
"345","mimosa, silktree","Hardwood","230","234","BIOMASS",1,58816844.9872276,64298262.1099169,5481417.12268932,9.31946812835615,"Total aboveground biomass"
"345","mimosa, silktree","Hardwood","230","234","CARBON",1,29408422.549198,30528814.8497885,1120392.30059053,3.80976673847841,"Total aboveground carbon"
"345","mimosa, silktree","Hardwood","230","234","VMERIB",1,922241.46335423,949835.960500926,27594.4971466963,2.99211196234162,"Merchantable wood volume"
"345","mimosa, silktree","Hardwood","230","234","WMERBCH",1,11733165.9097233,15532677.5977787,3799511.68805536,32.382663956935,"Top and limb weight"
"345","mimosa, silktree","Hardwood","230","234","WMEROB",1,34548747.0898771,36004268.9069953,1455521.81711821,4.21295109004021,"Merch bole wood and bark weight"
"345","mimosa, silktree","Hardwood","230","234","WSTPOB",1,3312355.83278362,3349445.35351312,37089.520729492,1.11973237785636,"Stump wood and bark weight"
"345","mimosa, silktree","Hardwood","M220","M223","BIOMASS",1,94871497.4704004,133886056.836935,39014559.3665348,41.1235833804639,"Total aboveground biomass"
"345","mimosa, silktree","Hardwood","M220","M223","CARBON",1,47435748.9937132,63569099.7861766,16133350.7924634,34.0109540477618,"Total aboveground carbon"
"345","mimosa, silktree","Hardwood","M220","M223","VMERIB",1,1405142.41949124,1357644.54548159,-47497.8740096593,-3.38028895511223,"Merchantable wood volume"
"345","mimosa, silktree","Hardwood","M220","M223","WMERBCH",1,11557882.0512415,48656884.86831,37099002.8170685,320.984438607274,"Top and limb weight"
"345","mimosa, silktree","Hardwood","M220","M223","WMEROB",1,52639045.1076855,50278788.8078851,-2360256.29980039,-4.48385090377672,"Merch bole wood and bark weight"
"345","mimosa, silktree","Hardwood","M220","M223","WSTPOB",1,3182562.27764995,5270759.69224725,2088197.4145973,65.6137172636652,"Stump wood and bark weight"
"345","mimosa, silktree","Hardwood","M230","M231","BIOMASS",1,39740171.151645,51730516.0478228,11990344.8961779,30.1718501674886,"Total aboveground biomass"
"345","mimosa, silktree","Hardwood","M230","M231","CARBON",1,19870085.830571,24561649.0195063,4691563.1889353,23.6111873342647,"Total aboveground carbon"
"345","mimosa, silktree","Hardwood","M230","M231","VMERIB",1,558988.317354436,576256.749907676,17268.43255324,3.08922959874502,"Merchantable wood volume"
"345","mimosa, silktree","Hardwood","M230","M231","WMERBCH",1,7283391.19307151,12575979.2199822,5292588.02691069,72.6665352253134,"Top and limb weight"
"345","mimosa, silktree","Hardwood","M230","M231","WMEROB",1,20940661.1528189,23279295.0347985,2338633.88197958,11.1679085245346,"Merch bole wood and bark weight"
"345","mimosa, silktree","Hardwood","M230","M231","WSTPOB",1,2062571.99145388,2767938.16744378,705366.175989897,34.1983784766074,"Stump wood and bark weight"
"345","mimosa, silktree","Hardwood","M230","M231","BIOMASS",2,3982986.10842476,11290317.4734706,7307331.36504585,183.463641753344,"Total aboveground biomass"
"345","mimosa, silktree","Hardwood","M230","M231","CARBON",2,1991493.07246758,5360642.73640384,3369149.66393626,169.177071741539,"Total aboveground carbon"
"345","mimosa, silktree","Hardwood","M230","M231","VMERIB",2,12402.0397815971,12286.9786882331,-115.061093364044,-0.927759428209367,"Merchantable wood volume"
"345","mimosa, silktree","Hardwood","M230","M231","WMERBCH",2,543119.894678827,4218946.1509721,3675826.25629327,676.79830775983,"Top and limb weight"
"345","mimosa, silktree","Hardwood","M230","M231","WMEROB",2,2951512.97358281,6041811.71350591,3090298.7399231,104.702190625028,"Merch bole wood and bark weight"
"345","mimosa, silktree","Hardwood","M230","M231","WSTPOB",2,488353.240163122,1029559.60899259,541206.368829466,110.82272509315,"Stump wood and bark weight"
"345","mimosa, silktree","Hardwood","M220","M223","BIOMASS",2,56907.8435935457,3294117.7695469,3237209.92595335,5688.51272783161,"Total aboveground biomass"
"345","mimosa, silktree","Hardwood","M220","M223","CARBON",2,28453.9217967729,1564047.11698087,1535593.19518409,5396.77168634889,"Total aboveground carbon"
"345","mimosa, silktree","Hardwood","M220","M223","VMERIB",2,2380.51237176726,2219.02433591645,-161.488035850819,-6.78375116912046,"Merchantable wood volume"
"345","mimosa, silktree","Hardwood","M220","M223","WMERBCH",2,2257.14736900306,1267468.98990686,1265211.84253786,56053.5771794413,"Top and limb weight"
"345","mimosa, silktree","Hardwood","M220","M223","WMEROB",2,43144.3359524819,1720271.04873494,1677126.71278246,3887.24655451785,"Merch bole wood and bark weight"
"345","mimosa, silktree","Hardwood","M220","M223","WSTPOB",2,11506.3602720607,306377.730905093,294871.370633032,2562.6815401307,"Stump wood and bark weight"
"345","mimosa, silktree","Hardwood","220","221","BIOMASS",1,127417977.903195,139203492.004064,11785514.1008683,9.24949076638325,"Total aboveground biomass"
"345","mimosa, silktree","Hardwood","220","221","CARBON",1,63708989.4882826,66093818.0035294,2384828.51524679,3.74331555782313,"Total aboveground carbon"
"345","mimosa, silktree","Hardwood","220","221","VMERIB",1,1150723.18713842,1168626.17919823,17902.9920598099,1.55580353814981,"Merchantable wood volume"
"345","mimosa, silktree","Hardwood","220","221","WMERBCH",1,15542376.4073666,21897351.2541492,6354974.84678261,40.8880513521121,"Top and limb weight"
"345","mimosa, silktree","Hardwood","220","221","WMEROB",1,43108064.3161842,46636210.3525143,3528146.03633002,8.1844223170221,"Merch bole wood and bark weight"
"345","mimosa, silktree","Hardwood","220","221","WSTPOB",1,4374388.12324438,5046087.83464644,671699.711402064,15.3552838129023,"Stump wood and bark weight"
"345","mimosa, silktree","Hardwood","M220","M221","BIOMASS",1,311029412.251494,325092042.449997,14062630.1985026,4.5213184491799,"Total aboveground biomass"
"345","mimosa, silktree","Hardwood","M220","M221","CARBON",1,155514706.923225,154353701.755258,-1161005.16796643,-0.746556509629405,"Total aboveground carbon"
"345","mimosa, silktree","Hardwood","M220","M221","VMERIB",1,4548328.19339003,4239513.86759241,-308814.32579762,-6.78962275075955,"Merchantable wood volume"
"345","mimosa, silktree","Hardwood","M220","M221","WMERBCH",1,48836100.1373962,64174025.0357712,15337924.898375,31.4069404707236,"Top and limb weight"
"345","mimosa, silktree","Hardwood","M220","M221","WMEROB",1,170388175.407835,164134504.177191,-6253671.2306447,-3.67024954382904,"Merch bole wood and bark weight"
"345","mimosa, silktree","Hardwood","M220","M221","WSTPOB",1,13943554.620382,15134513.507641,1190958.88725905,8.54128606143352,"Stump wood and bark weight"
"345","mimosa, silktree","Hardwood","250","255","BIOMASS",1,55986442.4555773,73829936.1606168,17843493.7050395,31.8710975772349,"Total aboveground biomass"
"345","mimosa, silktree","Hardwood","250","255","CARBON",1,27993221.521328,35054453.6890608,7061232.16773278,25.2247929462239,"Total aboveground carbon"
"345","mimosa, silktree","Hardwood","250","255","VMERIB",1,579322.05964378,594937.580418303,15615.5207745228,2.69548181612912,"Merchantable wood volume"
"345","mimosa, silktree","Hardwood","250","255","WMERBCH",1,6311375.24983302,13340156.3863235,7028781.13649051,111.366871058356,"Top and limb weight"
"345","mimosa, silktree","Hardwood","250","255","WMEROB",1,21702397.9911986,25310099.3299605,3607701.33876193,16.6235147849792,"Merch bole wood and bark weight"
"345","mimosa, silktree","Hardwood","250","255","WSTPOB",1,1803195.23129565,2661968.63900603,858773.407710385,47.6250931017232,"Stump wood and bark weight"
"345","mimosa, silktree","Hardwood","220","221","BIOMASS",2,22260670.633739,48066326.3245143,25805655.6907753,115.924879871604,"Total aboveground biomass"
"345","mimosa, silktree","Hardwood","220","221","CARBON",2,11130335.3717153,22821891.7388794,11691556.3671641,105.04226491571,"Total aboveground carbon"
"345","mimosa, silktree","Hardwood","220","221","VMERIB",2,906385.979864385,941734.271494919,35348.2916305338,3.89991597573283,"Merchantable wood volume"
"345","mimosa, silktree","Hardwood","220","221","WMERBCH",2,1182174.81372972,8199187.4287876,7017012.61505789,593.568102920368,"Top and limb weight"
"345","mimosa, silktree","Hardwood","220","221","WMEROB",2,17739233.4975775,36173126.9149348,18433893.4173573,103.915952286635,"Merch bole wood and bark weight"
"345","mimosa, silktree","Hardwood","220","221","WSTPOB",2,3339262.32243182,3694011.98079193,354749.658360111,10.6235935996117,"Stump wood and bark weight"
"345","mimosa, silktree","Hardwood","250","255","BIOMASS",2,3805364.95102332,11997943.5753662,8192578.62434288,215.290221300319,"Total aboveground biomass"
"345","mimosa, silktree","Hardwood","250","255","CARBON",2,1902682.47551166,5696623.60958386,3793941.1340722,199.399594146782,"Total aboveground carbon"
"345","mimosa, silktree","Hardwood","250","255","VMERIB",2,99738.580974254,105084.997015895,5346.41604164113,5.36042922349299,"Merchantable wood volume"
"345","mimosa, silktree","Hardwood","250","255","WMERBCH",2,516441.697179136,3171372.84501051,2654931.14783137,514.081485351186,"Top and limb weight"
"345","mimosa, silktree","Hardwood","250","255","WMEROB",2,2931545.96557039,8040465.74384663,5108919.77827623,174.273910021472,"Merch bole wood and bark weight"
"345","mimosa, silktree","Hardwood","250","255","WSTPOB",2,357377.288273791,786104.986509045,428727.698235254,119.965009613818,"Stump wood and bark weight"
"351","red alder","Hardwood","M20","M24","BIOMASS",1,6191729346.45713,7671701880.84513,1479972534.388,23.9024099985059,"Total aboveground biomass"
"351","red alder","Hardwood","M20","M24","CARBON",1,3095864684.43331,3705432008.4482,609567324.014883,19.6897276253682,"Total aboveground carbon"
"351","red alder","Hardwood","M20","M24","VMERIB",1,151642050.82151,150851311.99826,-790738.823249638,-0.521450889753778,"Merchantable wood volume"
"351","red alder","Hardwood","M20","M24","WMERBCH",1,1206012936.70994,1842513993.23113,636501056.521191,52.7772992433726,"Top and limb weight"
"351","red alder","Hardwood","M20","M24","WMEROB",1,4136989248.33502,4722546458.76417,585557210.429151,14.1541873879613,"Merch bole wood and bark weight"
"351","red alder","Hardwood","M20","M24","WSTPOB",1,222907712.788059,263894333.291164,40986620.503105,18.3872599070069,"Stump wood and bark weight"
"351","red alder","Hardwood","","","BIOMASS",1,774080075.069379,926642883.165336,152562808.095957,19.7089181093162,"Total aboveground biomass"
"351","red alder","Hardwood","","","CARBON",1,387040037.880954,447568512.568857,60528474.6879032,15.6388147901434,"Total aboveground carbon"
"351","red alder","Hardwood","","","VMERIB",1,22104787.0034291,21366532.1305978,-738254.872831345,-3.33979636499922,"Merchantable wood volume"
"351","red alder","Hardwood","","","WMERBCH",1,143652473.588514,249263400.606029,105610927.017515,73.5183490957715,"Top and limb weight"
"351","red alder","Hardwood","","","WMEROB",1,603046883.651597,644947392.902949,41900509.2513514,6.94813461229307,"Merch bole wood and bark weight"
"351","red alder","Hardwood","","","WSTPOB",1,27380717.8292672,32432089.6563581,5051371.82709083,18.4486464474332,"Stump wood and bark weight"
"351","red alder","Hardwood","","","VSAWIB",1,17089436.3077121,14965265.546268,-2124170.76144404,-12.4297298237125,"Sawlog wood volume"
"351","red alder","Hardwood","M20","M24","BIOMASS",2,213742124.029339,340054015.968764,126311891.939425,59.0954602482039,"Total aboveground biomass"
"351","red alder","Hardwood","M20","M24","CARBON",2,106871062.52478,164246089.712913,57375027.1881335,53.6862138662,"Total aboveground carbon"
"351","red alder","Hardwood","M20","M24","VMERIB",2,5946747.47144896,5900187.02459644,-46560.4468525182,-0.782956516584242,"Merchantable wood volume"
"351","red alder","Hardwood","M20","M24","WMERBCH",2,21963665.0707808,29395168.0510723,7431502.98029152,33.8354411995563,"Top and limb weight"
"351","red alder","Hardwood","M20","M24","WMEROB",2,127516473.525219,229550969.207402,102034495.682183,80.0167169475585,"Merch bole wood and bark weight"
"351","red alder","Hardwood","M20","M24","WSTPOB",2,9002653.66320223,20321465.5926319,11318811.9294297,125.727506054072,"Stump wood and bark weight"
"351","red alder","Hardwood","M20","M24","VSAWIB",1,73513732.3685106,65154778.8389978,-8358953.52951286,-11.3706014647862,"Sawlog wood volume"
"351","red alder","Hardwood","","","BIOMASS",2,41895446.3342841,43279720.9365582,1384274.60227413,3.30411709002691,"Total aboveground biomass"
"351","red alder","Hardwood","","","CARBON",2,20947723.1671421,20904105.2123577,-43617.9547843859,-0.208222891033827,"Total aboveground carbon"
"351","red alder","Hardwood","","","VMERIB",2,349657.348551303,400990.082964792,51332.7344134887,14.6808681774228,"Merchantable wood volume"
"351","red alder","Hardwood","","","WMERBCH",2,229609.628035367,0,-229609.628035367,-100,"Top and limb weight"
"351","red alder","Hardwood","","","WMEROB",2,4624920.52063665,17322563.865577,12697643.3449403,274.548357929239,"Merch bole wood and bark weight"
"351","red alder","Hardwood","","","WSTPOB",2,417667.303914778,2066309.94892025,1648642.64500547,394.726288017475,"Stump wood and bark weight"
"351","red alder","Hardwood","260","263","BIOMASS",1,10888875364.26,11471977425.4029,583102061.142855,5.35502558011399,"Total aboveground biomass"
"351","red alder","Hardwood","260","263","CARBON",1,5444437695.85973,5540965096.46959,96527400.6098566,1.77295445374022,"Total aboveground carbon"
"351","red alder","Hardwood","260","263","VMERIB",1,290181847.86045,278775076.03588,-11406771.8245697,-3.93090467535216,"Merchantable wood volume"
"351","red alder","Hardwood","260","263","VSAWIB",1,197413546.730672,173777087.651252,-23636459.0794202,-11.9730684498906,"Sawlog wood volume"
"351","red alder","Hardwood","260","263","WMERBCH",1,2066627662.27867,2299265641.88111,232637979.602444,11.2568888846643,"Top and limb weight"
"351","red alder","Hardwood","260","263","WMEROB",1,7916532242.56744,8105029494.3431,188497251.775656,2.38105834726599,"Merch bole wood and bark weight"
"351","red alder","Hardwood","260","263","WSTPOB",1,390852879.235621,331004159.884182,-59848719.351439,-15.3123393816321,"Stump wood and bark weight"
"351","red alder","Hardwood","260","263","BIOMASS",2,519610735.916625,726276630.259684,206665894.343058,39.7732148429317,"Total aboveground biomass"
"351","red alder","Hardwood","260","263","CARBON",2,259805368.78978,350791612.415427,90986243.6256471,35.0209251061583,"Total aboveground carbon"
"351","red alder","Hardwood","260","263","VMERIB",2,18171771.8368674,17909695.9401679,-262075.896699443,-1.44221432589054,"Merchantable wood volume"
"351","red alder","Hardwood","260","263","WMERBCH",2,66862515.7302489,74657422.4583386,7794906.72808968,11.6581116384217,"Top and limb weight"
"351","red alder","Hardwood","260","263","WMEROB",2,378979029.86153,559560172.318994,180581142.457464,47.6493758832629,"Merch bole wood and bark weight"
"351","red alder","Hardwood","260","263","WSTPOB",2,26046088.8368928,43247893.6156608,17201804.7787679,66.0437153788807,"Stump wood and bark weight"
"351","red alder","Hardwood","M260","M261","BIOMASS",1,8531782082.20723,9634783935.08432,1103001852.87709,12.9281531366978,"Total aboveground biomass"
"351","red alder","Hardwood","M260","M261","CARBON",1,4265891046.38694,4653600640.64573,387709594.258789,9.08859579494335,"Total aboveground carbon"
"351","red alder","Hardwood","M260","M261","VMERIB",1,232549136.487723,224307063.43555,-8242073.05217278,-3.5442286205212,"Merchantable wood volume"
"351","red alder","Hardwood","M260","M261","VSAWIB",1,146996769.106186,129287146.218564,-17709622.8876218,-12.0476273018143,"Sawlog wood volume"
"351","red alder","Hardwood","M260","M261","WMERBCH",1,1672864513.0178,2289023882.3923,616159369.374496,36.832592513004,"Top and limb weight"
"351","red alder","Hardwood","M260","M261","WMEROB",1,6344238106.31694,6748175450.37975,403937344.062812,6.36699533172648,"Merch bole wood and bark weight"
"351","red alder","Hardwood","M260","M261","WSTPOB",1,315387333.660568,310109528.928499,-5277804.73206955,-1.67343585768404,"Stump wood and bark weight"
"351","red alder","Hardwood","M260","M261","BIOMASS",2,276308273.668463,497517754.950511,221209481.282048,80.0589422622478,"Total aboveground biomass"
"351","red alder","Hardwood","M260","M261","CARBON",2,138154137.585536,240301075.641097,102146938.055561,73.9369372794342,"Total aboveground carbon"
"351","red alder","Hardwood","M260","M261","VMERIB",2,12849858.4739995,12476249.449286,-373609.024713503,-2.90749524961279,"Merchantable wood volume"
"351","red alder","Hardwood","M260","M261","WMERBCH",2,34857095.4020941,62372715.2689035,27515619.8668094,78.9383611841518,"Top and limb weight"
"351","red alder","Hardwood","M260","M261","WMEROB",2,219441040.80987,403887062.784105,184446021.974235,84.0526554620401,"Merch bole wood and bark weight"
"351","red alder","Hardwood","M260","M261","WSTPOB",2,21315925.364202,30143461.0094181,8827535.64521611,41.4128661758268,"Stump wood and bark weight"
"351","red alder","Hardwood","260","261","BIOMASS",1,180691080.393732,255001464.179091,74310383.7853581,41.1256513732903,"Total aboveground biomass"
"351","red alder","Hardwood","260","261","CARBON",1,90345540.529293,123165707.198501,32820166.6692079,36.3273787249815,"Total aboveground carbon"
"351","red alder","Hardwood","260","261","VMERIB",1,4686384.11627781,4473080.34021307,-213303.776064741,-4.55156407951808,"Merchantable wood volume"
"351","red alder","Hardwood","260","261","WMERBCH",1,31152801.0131386,83907125.0660875,52754324.0529489,169.340548320839,"Top and limb weight"
"351","red alder","Hardwood","260","261","WMEROB",1,127850557.288473,142602054.608599,14751497.3201265,11.5380782321052,"Merch bole wood and bark weight"
"351","red alder","Hardwood","260","261","WSTPOB",1,5976346.87563611,9080675.43586716,3104328.56023105,51.9435806660842,"Stump wood and bark weight"
"351","red alder","Hardwood","260","261","VSAWIB",1,3603699.44374228,3204549.83182169,-399149.611920585,-11.0761071546546,"Sawlog wood volume"
"351","red alder","Hardwood","260","261","BIOMASS",2,7196612.26241367,14964880.9026752,7768268.64026151,107.943409440487,"Total aboveground biomass"
"351","red alder","Hardwood","260","261","CARBON",2,3598306.13120683,7228037.47599211,3629731.34478528,100.873333519511,"Total aboveground carbon"
"351","red alder","Hardwood","260","261","VMERIB",2,473736.812083449,408930.021449059,-64806.7906343896,-13.6799144549007,"Merchantable wood volume"
"351","red alder","Hardwood","260","261","WMERBCH",2,331413.037168917,0,-331413.037168917,-100,"Top and limb weight"
"351","red alder","Hardwood","260","261","WMEROB",2,6266120.55001218,13608955.2148172,7342834.66480504,117.183105658425,"Merch bole wood and bark weight"
"351","red alder","Hardwood","260","261","WSTPOB",2,599078.675232567,1355925.68785794,756847.012625374,126.335161626569,"Stump wood and bark weight"
"351","red alder","Hardwood","M330","M333","BIOMASS",1,876745449.252524,1018696428.1652,141950978.912673,16.1906718801557,"Total aboveground biomass"
"351","red alder","Hardwood","M330","M333","CARBON",1,438372727.16346,492030374.80379,53657647.6403303,12.2401883866107,"Total aboveground carbon"
"351","red alder","Hardwood","M330","M333","VMERIB",1,18331527.658768,18076017.4950319,-255510.163736124,-1.39382908229098,"Merchantable wood volume"
"351","red alder","Hardwood","M330","M333","WMERBCH",1,145358375.898567,178683671.212096,33325295.3135284,22.9262986102591,"Top and limb weight"
"351","red alder","Hardwood","M330","M333","WMEROB",1,500107538.916606,542323942.175674,42216403.2590675,8.44146507979501,"Merch bole wood and bark weight"
"351","red alder","Hardwood","M330","M333","WSTPOB",1,26979685.9017673,27621893.1228698,642207.221102469,2.38033616640585,"Stump wood and bark weight"
"351","red alder","Hardwood","M330","M333","VSAWIB",1,9631382.12432899,10298880.8396734,667498.715344366,6.93045615600959,"Sawlog wood volume"
"351","red alder","Hardwood","330","331","BIOMASS",1,135751054.980614,160084624.249482,24333569.2688684,17.925141924196,"Total aboveground biomass"
"351","red alder","Hardwood","330","331","CARBON",1,67875527.6771128,77320873.5124999,9445345.83538704,13.9156867852564,"Total aboveground carbon"
"351","red alder","Hardwood","330","331","VMERIB",1,3348364.30369496,3141763.14040092,-206601.163294041,-6.17021161843275,"Merchantable wood volume"
"351","red alder","Hardwood","330","331","WMERBCH",1,37814380.6971174,47674612.0879819,9860231.39086454,26.0753480794575,"Top and limb weight"
"351","red alder","Hardwood","330","331","WMEROB",1,91347664.0461645,104777565.495907,13429901.4497426,14.7019648394681,"Merch bole wood and bark weight"
"351","red alder","Hardwood","330","331","WSTPOB",1,6589010.23733199,7632446.66559324,1043436.42826125,15.836011641769,"Stump wood and bark weight"
"351","red alder","Hardwood","330","331","BIOMASS",2,2644017.18991948,8528821.30605901,5884804.11613953,222.570569456803,"Total aboveground biomass"
"351","red alder","Hardwood","330","331","CARBON",2,1322008.63232092,4119420.69082649,2797412.05850558,211.603161289079,"Total aboveground carbon"
"351","red alder","Hardwood","330","331","VMERIB",2,85233.0672976646,156495.293798371,71262.2265007063,83.6086612392264,"Merchantable wood volume"
"351","red alder","Hardwood","330","331","WMERBCH",2,474527.963485799,1734700.97794905,1260173.01446325,265.563488652226,"Top and limb weight"
"351","red alder","Hardwood","330","331","WMEROB",2,1989985.42254354,6046214.36342957,4056228.94088603,203.832093186968,"Merch bole wood and bark weight"
"351","red alder","Hardwood","330","331","WSTPOB",2,179503.803890132,747905.96468036,568402.160790227,316.651875042228,"Stump wood and bark weight"
"351","red alder","Hardwood","M330","M333","BIOMASS",2,116614587.786911,142110849.122806,25496261.3358952,21.8636980327747,"Total aboveground biomass"
"351","red alder","Hardwood","M330","M333","CARBON",2,58307293.9238539,68639540.1263154,10332246.2024615,17.7203322382871,"Total aboveground carbon"
"351","red alder","Hardwood","M330","M333","VMERIB",2,3405946.76604452,3559825.93868805,153879.172643522,4.5179558934278,"Merchantable wood volume"
"351","red alder","Hardwood","M330","M333","WMERBCH",2,18138347.7091593,31592148.4746187,13453800.7654593,74.1732432368443,"Top and limb weight"
"351","red alder","Hardwood","M330","M333","WMEROB",2,94349041.3163514,105429793.943739,11080752.6273874,11.7444252456512,"Merch bole wood and bark weight"
"351","red alder","Hardwood","M330","M333","WSTPOB",2,4127198.76140031,5088906.70444877,961707.94304846,23.301711370018,"Stump wood and bark weight"
